,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
55513|YAP1,3.3146692312214916e-09,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1
56535|TEAD1,1.4938966572497504e-08,Homo sapiens,TEAD1,tf,None,None,None,1
65214|GLIS1,3.9290389939170754e-08,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1
48334|SNAI2,1.0710205563120807e-07,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,0
45567|CTCF,3.7999154778888223e-07,Homo sapiens,CTCF,tf,AG09319,Fibroblast,Gingiva,1
33135|ESR1,3.8503790785271023e-07,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
56542|TEAD1,5.390300027380325e-07,Homo sapiens,TEAD1,tf,HuCCT1,None,None,1
45744|JUN,5.715330605227888e-07,Homo sapiens,JUN,tf,HeLa-S3,Epithelium,Cervix,1
4495|PPARG,5.827805181524164e-07,Homo sapiens,PPARG,tf,None,Stromal Cell,Adipose,0
33127|ESR1,6.218307870720104e-07,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
46351|JUND,6.749183358612844e-07,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1
65151|SP1,8.116370473752837e-07,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
62940|CEBPB,8.634707710856697e-07,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
54676|YAP1,1.1423711883394916e-06,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1
54611|TEAD1,1.214322593565149e-06,Homo sapiens,TEAD1,tf,SF268,None,None,1
76849|EBF3,1.2771398258317645e-06,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1
39978|TFAP2C,1.4602720591613553e-06,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1
65062|ZNF467,1.5642919646036193e-06,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1
38185|CTCF,1.6172491969553228e-06,Homo sapiens,CTCF,tf,H54,Glial Cell,Brain,1
64400|CEBPB,2.1379298610857554e-06,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1
45848|JUN,2.218451749071862e-06,Homo sapiens,JUN,tf,None,Endothelial Cell,Umbilical Vein,1
65186|EGR3,2.851704814646164e-06,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1
53994|ESR1,2.9042809661341654e-06,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
