,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
48334|SNAI2,2.50100825648639e-10,Homo sapiens,SNAI2,tf,None,Keratinocyte,None,0,SNAI2
55513|YAP1,5.968313817238862e-10,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
56535|TEAD1,2.7493899277687283e-09,Homo sapiens,TEAD1,tf,None,None,None,1,TEAD1
70810|MYC,5.5999133747714413e-08,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
65151|SP1,5.814254450799005e-08,Homo sapiens,SP1,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP1
46351|JUND,3.329092265391357e-07,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1,JUND
4495|PPARG,3.9619409905772185e-07,Homo sapiens,PPARG,tf,None,Stromal Cell,Adipose,0,PPARG
62940|CEBPB,6.436746413510224e-07,Homo sapiens,CEBPB,tf,A549,Epithelium,Lung,1,CEBPB
33127|ESR1,9.087596348448994e-07,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1,ESR1
39365|SMAD3,1.357210432786288e-06,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
45848|JUN,1.8429719214793748e-06,Homo sapiens,JUN,tf,None,Endothelial Cell,Umbilical Vein,1,JUN
37635|ERG,2.4476307876404484e-06,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
62718|FOSL2,2.874958527402658e-06,Homo sapiens,FOSL2,tf,A549,Epithelium,Lung,1,FOSL2
55297|TEAD4,4.081972742927684e-06,Homo sapiens,TEAD4,tf,MDA-MB-231,Epithelium,Breast,1,TEAD4
49630|TFAP2C,5.131152556553988e-06,Homo sapiens,TFAP2C,predicted transcription factor,MCF-7,Epithelium,Breast,1,TFAP2C
49482|ZNF92,6.007966533107454e-06,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1,ZNF92
58079|KDM2B,7.655169764982783e-06,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,1,KDM2B
52495|TCF21,7.820468247727535e-06,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
54240|PGR,1.1755429390396354e-05,Homo sapiens,PGR,tf,None,Stromal Cell,Endometrium,1,PGR
39770|PR,1.695159914849569e-05,Homo sapiens,PR,predicted transcription factor,None,Leiomyoma Cell,None,1,PR
75045|FOSL1,2.0155889443171654e-05,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1,FOSL1
76849|EBF3,2.1986259793927123e-05,Homo sapiens,EBF3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,EBF3
56670|AR,2.2395535289807066e-05,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
1740|FOS,2.446267607881959e-05,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
2402|TFAP2A,2.5007035171066407e-05,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1,TFAP2A
55393|SPI1,2.5052913013712522e-05,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
45567|CTCF,2.857407676158317e-05,Homo sapiens,CTCF,tf,AG09319,Fibroblast,Gingiva,1,CTCF
76817|NEUROG2,2.9740281965825983e-05,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
65146|ZBTB14,3.279681222507063e-05,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
53595|MED1,4.0686762614926256e-05,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
51591|SRF,4.4240865826239755e-05,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1,SRF
77103|ZNF519,4.584052475121301e-05,Homo sapiens,ZNF519,tf,293T,None,None,1,ZNF519
32856|TERC,4.808686871192627e-05,Homo sapiens,TERC,other,HeLa,Epithelium,Cervix,1,TERC
70942|NR3C1,5.115372349353076e-05,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1,NR3C1
65123|ZFP64,5.1244003373810054e-05,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1,ZFP64
64945|BHLHE40,5.40233837887867e-05,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
62958|NFE2L2,6.547973949949404e-05,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
72110|SMARCC1,6.779456283058973e-05,Homo sapiens,SMARCC1,cr,TTC-549,Liver cell,Liver,1,SMARCC1
73970|ZNF202,7.341455316181068e-05,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
68715|BRD4,8.673440905935063e-05,Homo sapiens,BRD4,cr,IMR90,fibrobasts,None,1,BRD4
65110|SP4,9.73931283793978e-05,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
65062|ZNF467,0.00012478172002194086,Homo sapiens,ZNF467,,HEK293,Epithelium,Embryonic Kidney,1,ZNF467
52091|TP53,0.00012646232889749757,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
71807|FOXA1,0.00012816414772017976,Homo sapiens,FOXA1,tf,None,None,Breast,1,FOXA1
32784|ATF3,0.00013952831262675932,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
53874|MEF2B,0.00014304632700162337,Homo sapiens,MEF2B,tf,HEK293A,None,None,1,MEF2B
64685|KLF1,0.0001449564141538603,Homo sapiens,KLF1,predicted transcription factor,HEK293,Epithelium,Embryonic Kidney,1,KLF1
63061|DPF2,0.0001619176250750564,Homo sapiens,DPF2,,MCF-7,Epithelium,Breast,1,DPF2
1375|CEBPA,0.00018460022948915824,Homo sapiens,CEBPA,tf,HepG2,Epithelium,Liver,1,CEBPA
65072|KLF15,0.0001849017038587554,Homo sapiens,KLF15,tf,HEK293,Epithelium,Embryonic Kidney,1,KLF15
71231|RELA,0.00022862669787350888,Homo sapiens,RELA,tf,LNCaP,Epithelium,Prostate,1,RELA
52302|TP63,0.00023496079477100044,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1,TP63
65214|GLIS1,0.0002445735894440006,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
8823|SUZ12,0.0002529304703505749,Homo sapiens,SUZ12,cr,H1,Embryonic Stem Cell,Embryo,1,SUZ12
46356|RXRA,0.00029556792619449685,Homo sapiens,RXRA,tf,SK-N-SH,Neuroblastoma cell,Brain,1,RXRA
43165|NR2F2,0.00030505356193772504,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
1449|HNF4A,0.00031681011523506113,Homo sapiens,HNF4A,tf,HepG2,Epithelium,Liver,1,HNF4A
74642|TSC22D4,0.0003264148363026085,Homo sapiens,TSC22D4,,HepG2,Epithelium,Liver,1,TSC22D4
46102|ZBTB7A,0.0003279558969184798,Homo sapiens,ZBTB7A,predicted transcription factor,ECC-1,Epithelium,Endometrium,1,ZBTB7A
41742|SUMO2,0.0003310583358622569,Homo sapiens,SUMO2,other,HEK293,Epithelium,Embryonic Kidney,1,SUMO2
44433|TAL1,0.0003557660443588892,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
63552|HES2,0.0003596727550653503,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
67501|GATA3,0.00036418635472821166,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
67498|SMARCA4,0.0003851562091033485,Homo sapiens,SMARCA4,cr,MDA-MB-231,Epithelium,Mammary Gland,1,SMARCA4
46350|FOXM1,0.00039422010049407967,Homo sapiens,FOXM1,tf,SK-N-SH,Neuroblastoma cell,Brain,1,FOXM1
46366|RAD21,0.00045707953587302336,Homo sapiens,RAD21,not sure,SK-N-SH_RA,Neuron,Brain,1,RAD21
37608|MYH11,0.0005275190620121101,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
55289|5MC,0.0005520329546279585,Homo sapiens,5MC,other,BicR,Epithelium,Prostate,1,5MC
65120|ZBTB26,0.0005698148942594978,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
39783|RUNX1,0.0005758588901210798,Homo sapiens,RUNX1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1
37185|IRF5,0.000593455476358363,Homo sapiens,IRF5,tf,None,Monocyte,Blood,1,IRF5
77300|TRIM25,0.0006051582687729187,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
64442|ZSCAN20,0.0006600135781003832,Homo sapiens,ZSCAN20,,HEK293,Epithelium,Embryonic Kidney,1,ZSCAN20
68003|GRHL2,0.0006609983749489933,Homo sapiens,GRHL2,tf,NIH:OVCAR-3,None,None,1,GRHL2
36077|MYOD1,0.0006609983749489933,Homo sapiens,MYOD1,tf,None,None,Muscle,1,MYOD1
65147|EGR2,0.0006639609065393858,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
45864|MAFK,0.0006679300074599561,Homo sapiens,MAFK,tf,IMR90,Fibroblast,Lung,1,MAFK
49464|552-SKD,0.0006994407923311344,Homo sapiens,552-SKD,other,MCF-7,Epithelium,Breast,1,552-SKD
1359|STAT1,0.000776843140142453,Homo sapiens,STAT1,tf,HeLa-S3,Epithelium,Cervix,1,STAT1
55294|WWTR1,0.0007918423569632021,Homo sapiens,WWTR1,other,MDA-MB-231,Epithelium,Breast,1,WWTR1
74669|ZMYM3,0.0008094802155798201,Homo sapiens,ZMYM3,,HepG2,Epithelium,Liver,1,ZMYM3
2748|CREBBP,0.000869647759492675,Homo sapiens,CREBBP,cr,T98G,None,Brain,1,CREBBP
65114|ZNF121,0.0008760130899918753,Homo sapiens,ZNF121,,HEK293,Epithelium,Embryonic Kidney,1,ZNF121
64604|FEZF1,0.0009177760565712068,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1,FEZF1
65108|OSR2,0.0009217836873009664,Homo sapiens,OSR2,,HEK293,Epithelium,Embryonic Kidney,1,OSR2
65139|ZBTB42,0.0011053540240537534,Homo sapiens,ZBTB42,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB42
65129|ZNF341,0.0011260869304947439,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
74545|CBFB,0.0012247348041453578,Homo sapiens,CBFB,predicted transcription factor,Saos-2,Osteosarcoma cell,None,1,CBFB
42176|MITF,0.0012299559991194439,Homo sapiens,MITF,tf,None,Melanocyte,None,0,MITF
34675|CHRM2,0.001252817362729442,Homo sapiens,CHRM2,predicted chromatin regulator,C4-12,None,None,1,CHRM2
62565|ZNF623,0.0013181693460615985,Homo sapiens,ZNF623,,HEK293,Epithelium,Embryonic Kidney,1,ZNF623
68052|RELB,0.0013905202653207622,Homo sapiens,RELB,tf,L1236,Hodgkin Lymphoma Cell,None,1,RELB
46343|NFIC,0.0014441120268125329,Homo sapiens,NFIC,tf,SK-N-SH,Neuroblastoma cell,Brain,1,NFIC
56666|HOXB13,0.001507964137851937,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
76964|CNOT3,0.0015142780892610556,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1,CNOT3
47101|TCF4,0.0015941576465439565,Homo sapiens,TCF4,tf,CAL-1,Dendritic Cell,None,1,TCF4
45978|ZNF217,0.0016141597513384205,Homo sapiens,ZNF217,predicted transcription factor,MCF-7,Epithelium,Breast,1,ZNF217
36821|KLF4,0.0016571393679767545,Homo sapiens,KLF4,tf,MCF-7,Epithelium,Breast,1,KLF4
45690|BACH1,0.0017176430820701155,Homo sapiens,BACH1,tf,H1,Embryonic Stem Cell,Embryo,1,BACH1
77148|ZNF282,0.001722379495980524,Homo sapiens,ZNF282,tf,293T,None,None,1,ZNF282
75838|MYOG,0.001748642928612882,Homo sapiens,MYOG,tf,Rh4,rhabdomyosarcoma,None,1,MYOG
48799|ZNF750,0.0018047386111711711,Homo sapiens,ZNF750,tf,None,Keratinocyte,Foreskin,1,ZNF750
77045|ZNF765,0.001895832572126009,Homo sapiens,ZNF765,other,293T,None,None,1,ZNF765
63317|SCRT2,0.002048636972279544,Homo sapiens,SCRT2,,HEK293,Epithelium,Embryonic Kidney,1,SCRT2
63844|ZBTB33,0.0020963271350193614,Homo sapiens,ZBTB33,tf,HEK293,Epithelium,Embryonic Kidney,1,ZBTB33
74831|T,0.002174143305491415,Homo sapiens,T,tf,T47D,None,None,1,T
45869|RCOR1,0.002224472699130259,Homo sapiens,RCOR1,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1,RCOR1
74844|JMJD6,0.002236467303610673,Homo sapiens,JMJD6,cr,None,IN528,None,1,JMJD6
55321|FOXA2,0.0025560332248022954,Homo sapiens,FOXA2,tf,Caco-2,Epithelium,Colon,1,FOXA2
64780|JUNB,0.0026421198228441197,Homo sapiens,JUNB,tf,GM12878,B Lymphocyte,Blood,1,JUNB
49036|ERCC6,0.002709287841062057,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
65186|EGR3,0.0029780343564766586,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
65071|KLF12,0.003032998648178558,Homo sapiens,KLF12,,HEK293,Epithelium,Embryonic Kidney,1,KLF12
39719|TET3,0.003060822032351293,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,0,TET3
49606|TRIM28,0.003121219038215225,Homo sapiens,TRIM28,cr,None,Embryonic Stem Cell,Embryo,0,TRIM28
54104|DAXX,0.003343309160480781,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
