Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
MED1,33198;2.67E-12,53594;1.19E-11,50691;1.46E-11,53592;2.57E-10,50690;2.27E-09
TRIM24,69203;2.87E-12,69202;7.81E-08,69201;2.34E-06,64947;8.41E-03,2405;4.08E-02
BCL3,64913;3.97E-12,63002;4.22E-12,64802;2.56E-11,63664;2.76E-11,64102;4.52E-11
DAXX,54104;4.42E-12,54105;2.08E-06,,,
PPARG,50411;4.47E-12,50409;1.84E-11,50408;2.48E-11,4494;4.97E-09,4495;2.94E-07
CDK9,53347;5.22E-12,43081;1.30E-10,57093;8.75E-09,53346;1.25E-06,33123;3.60E-06
TFAP2C,39978;5.57E-12,49630;8.30E-09,45770;1.49E-07,9509;3.27E-06,9508;1.74E-05
HLF,63808;8.08E-12,63809;2.72E-09,,,
PGR,54240;8.44E-12,,,,
POLR2B,36356;1.22E-11,9216;4.21E-02,,,
SOX4,71748;1.24E-11,71746;5.17E-10,71747;3.63E-09,47590;1.17E-02,38749;7.36E-02
MYOD1,36075;1.48E-11,36077;1.57E-09,75839;2.93E-04,42734;5.16E-02,
T,55895;1.61E-11,74832;1.06E-06,74830;1.24E-06,74831;2.79E-05,73453;4.16E-04
GATA3,46361;1.63E-11,67503;3.21E-11,67501;8.54E-11,67495;2.71E-10,67519;4.05E-10
AFF1,73714;1.74E-11,73712;9.50E-07,73713;1.38E-05,72089;7.81E-05,73709;1.05E-02
CHRM2,52574;2.08E-11,52573;8.46E-07,34675;1.37E-03,50107;1.09E-02,34677;7.10E-02
JUND,46351;2.16E-11,52501;1.75E-08,45743;1.47E-07,46036;2.44E-06,46232;3.64E-06
PRDM6,65125;2.50E-11,,,,
ERG,37635;3.51E-11,72359;5.69E-10,53296;3.95E-07,33459;1.43E-06,37639;3.16E-06
WDR5,52432;3.83E-11,52436;3.54E-08,33917;1.39E-06,58506;4.47E-06,49877;2.05E-02
EMX1,44562;5.04E-11,38788;6.94E-02,49179;1.47E-01,44564;1.95E-01,44563;5.09E-01
TFAP2A,2401;7.96E-11,45753;1.96E-09,2402;3.39E-07,36958;1.68E-06,56821;2.12E-06
OTX2,74345;9.31E-11,74362;2.05E-09,74361;2.12E-09,74358;2.90E-07,50896;3.76E-07
RELA,53598;1.04E-10,48071;1.79E-09,32899;1.20E-07,68226;1.03E-06,53596;1.09E-06
E2F1,45750;1.26E-10,75043;1.41E-10,45754;2.32E-09,2278;1.56E-07,2280;9.31E-07
MXI1,45866;1.43E-10,46038;2.68E-06,45810;3.82E-05,45774;1.73E-04,45633;6.70E-02
NRF1,58937;1.51E-10,58939;4.65E-09,58936;2.10E-08,58940;6.17E-08,64667;4.74E-05
GRHL2,35315;2.95E-10,35323;8.61E-10,35317;1.47E-07,73183;1.52E-06,68002;6.88E-05
TEAD4,55298;2.95E-10,55297;7.77E-09,46348;4.93E-08,41391;6.22E-08,70162;7.97E-07
MYH11,37608;3.78E-10,37623;6.41E-04,37625;8.87E-04,37589;2.05E-02,
KDM2B,58074;4.10E-10,58079;1.88E-09,58081;3.60E-09,58086;9.00E-09,58083;2.13E-07
HIF1A,58172;4.36E-10,49446;9.71E-05,49447;2.57E-04,44489;6.93E-03,47083;1.07E-02
RUNX2,74117;4.39E-10,74116;6.05E-10,5373;4.74E-03,74546;2.83E-02,
SMAD3,39365;4.44E-10,39359;2.92E-07,276;1.76E-05,47577;2.54E-05,34012;1.34E-04
FLI1,72360;4.50E-10,37579;1.51E-09,5443;3.07E-08,5439;1.60E-07,37057;1.24E-06
TP73,6545;5.10E-10,6546;7.37E-10,6543;2.65E-08,6544;1.15E-05,38832;2.35E-02
SMC1A,56558;5.97E-10,56557;1.92E-06,71873;3.80E-05,2896;3.64E-03,2895;5.13E-03
ZFP64,65123;6.66E-10,65122;6.95E-08,63981;5.92E-02,63982;7.03E-02,65130;7.10E-02
NFIL3,74685;1.07E-09,38757;6.47E-02,,,
TRIM28,57090;1.12E-09,52087;1.50E-08,49606;9.71E-04,72552;1.83E-02,73982;3.64E-02
FAIRE,37580;1.23E-09,37605;1.74E-06,52153;8.54E-05,36031;1.10E-03,52158;3.41E-03
RPE,49481;1.44E-09,,,,
GATA4,47598;2.10E-09,72934;2.60E-07,72959;1.62E-06,47594;1.18E-03,51472;1.48E-03
SNAI2,48344;2.76E-09,48343;3.26E-09,48339;6.30E-09,48331;1.08E-08,48340;1.72E-08
XRN2,36234;2.81E-09,58844;9.94E-07,58840;1.95E-06,58841;1.13E-05,58842;1.80E-05
ZBTB17,41831;3.31E-09,49276;1.62E-02,47490;2.11E-02,49279;2.57E-02,64073;4.19E-02
ZNF519,77103;3.65E-09,,,,
SP1,70816;3.82E-09,46215;5.86E-08,70815;3.21E-07,5395;4.64E-07,46060;8.73E-06
NKX3-1,36252;3.84E-09,5678;4.79E-02,5677;1.29E-01,38667;1.00E+00,
CDK8,57165;4.01E-09,57167;3.06E-07,34078;1.01E-05,34081;2.09E-04,57169;4.10E-04
BCL6,35517;4.55E-09,1958;6.06E-04,39572;5.26E-03,58302;1.86E-02,58303;3.11E-02
FEZF1,65116;4.69E-09,64604;8.21E-09,64605;7.77E-07,,
ZSCAN16,65086;5.28E-09,65145;3.90E-02,65117;5.01E-02,64707;1.40E-01,64706;7.62E-01
FOXA2,52684;5.95E-09,52683;2.26E-08,55321;3.01E-08,51455;4.02E-08,55322;1.45E-07
TCF7L2,45751;6.14E-09,36841;1.42E-07,45714;7.19E-07,45979;6.11E-05,46022;1.38E-04
NFATC1,38654;6.19E-09,38742;4.03E-07,38701;6.93E-02,46110;6.58E-01,
ZNF750,48799;6.34E-09,,,,
NR2F2,43165;6.44E-09,62909;2.62E-06,62908;3.68E-06,63319;6.72E-06,63318;5.77E-05
NELFA,55466;6.54E-09,55465;1.33E-08,55468;1.08E-03,43451;1.11E-01,55467;1.55E-01
PAF1,55667;6.82E-09,55664;2.24E-08,55668;6.96E-07,55669;1.71E-06,55676;6.73E-02
FOSL1,75045;6.83E-09,47287;1.14E-06,46212;7.49E-06,63076;3.02E-03,63077;2.24E-02
KLF11,50412;6.99E-09,50415;5.19E-07,50413;6.87E-06,50414;1.22E-05,42728;9.22E-02
ZBTB48,75281;7.04E-09,75283;5.87E-08,75284;8.07E-08,75273;1.31E-06,75279;1.85E-06
PRDM10,63034;7.60E-09,63035;8.76E-07,,,
SMARCA4,67496;7.61E-09,52551;1.61E-05,67498;1.82E-05,52555;1.86E-05,34389;3.68E-04
CHD2,45764;9.66E-09,45638;6.09E-02,45905;2.33E-01,45701;3.15E-01,45802;3.71E-01
KDM1A,48802;9.68E-09,75942;4.34E-07,45400;5.24E-03,8783;5.24E-03,55323;1.11E-02
PHF8,1314;1.14E-08,45239;3.25E-08,8818;3.25E-08,1309;9.42E-07,93;1.33E-05
TCF12,46362;1.20E-08,37602;4.01E-08,46120;3.20E-04,46085;3.67E-04,9198;8.36E-04
CREBBP,2748;1.20E-08,42637;1.76E-08,50403;2.34E-08,2749;4.58E-05,42638;4.78E-04
ZNF317,65079;1.46E-08,65078;7.75E-05,73959;1.97E-01,,
TCF7L1,70803;1.56E-08,70804;2.77E-06,40166;8.40E-06,46140;8.42E-04,70802;2.76E-03
TFAP4,74431;1.69E-08,74432;9.46E-08,62715;8.59E-06,62716;5.47E-03,
TBL1X,8564;1.83E-08,,,,
KLF9,62800;2.04E-08,49949;1.63E-07,62799;3.57E-03,62637;8.78E-03,49951;9.23E-03
ZBTB8A,63686;2.05E-08,63685;1.18E-06,,,
RAD21,45757;2.20E-08,46366;2.86E-07,75836;1.28E-05,71320;2.07E-05,63056;2.25E-05
NEUROD1,74343;2.46E-08,74342;5.49E-06,74360;2.15E-05,74357;2.50E-05,74348;3.04E-04
SUPT5H,53325;2.99E-08,70927;6.01E-03,64772;8.80E-02,64773;3.62E-01,43450;8.22E-01
SRF,51591;3.06E-08,46148;1.94E-03,46211;3.01E-02,51595;2.08E-01,46092;2.61E-01
TTF2,36230;3.86E-08,36238;6.15E-02,36232;1.39E-01,,
FOXO3,74682;4.17E-08,34350;2.69E-04,39906;4.72E-03,38806;7.17E-02,74680;1.63E-01
ZNF335,63294;4.46E-08,63295;1.23E-05,70555;3.12E-02,70558;5.78E-02,70556;9.29E-02
REST,46377;4.46E-08,46257;4.61E-05,46198;4.26E-04,46359;4.32E-04,46328;8.96E-04
VDR,39364;4.68E-08,50117;4.15E-02,5450;4.22E-02,70541;4.66E-02,2774;7.33E-02
ZNF341,65129;4.82E-08,62931;1.02E-05,62930;6.96E-05,,
ZMYND8,76857;4.88E-08,76673;3.63E-06,76851;1.38E-03,76856;6.00E-03,76498;8.94E-02
STAT3,45771;5.14E-08,46002;9.46E-07,45997;1.25E-06,34236;4.28E-06,46006;1.20E-05
HSF1,51863;5.67E-08,51864;4.87E-06,54574;2.51E-04,37126;6.18E-04,37123;4.27E-03
GLI2,76995;6.25E-08,42715;1.82E-01,38718;2.31E-01,,
KAT7,8482;6.38E-08,,,,
E2F4,46000;6.59E-08,45951;9.73E-04,3225;2.25E-02,38714;3.56E-02,45752;3.78E-02
KMT2A,59165;8.62E-08,73707;8.71E-08,73716;3.18E-07,73708;8.89E-06,73710;2.57E-05
SMARCB1,45779;9.00E-08,1345;9.00E-08,58469;4.15E-02,33865;6.28E-02,33863;7.68E-02
CEBPD,46230;1.01E-07,46294;1.31E-01,,,
SUMO2,55718;1.04E-07,55351;1.82E-06,55721;1.05E-04,51867;1.21E-04,35704;2.81E-04
EGR3,65186;1.06E-07,,,,
TBP,45781;1.17E-07,37584;4.28E-06,45791;6.04E-04,45684;7.28E-03,45881;7.54E-03
FOXM1,34997;1.26E-07,39443;3.00E-03,34999;3.92E-03,39460;1.25E-02,39495;1.94E-02
BRD1,41574;1.32E-07,56279;7.00E-02,56281;1.07E-01,56282;1.17E-01,56280;4.49E-01
HEY1,7341;1.33E-07,7527;3.57E-04,42664;1.00E+00,,
LHX2,50899;1.45E-07,38679;5.45E-02,,,
KLF1,39350;1.56E-07,65188;9.76E-04,64685;1.39E-02,64686;1.42E-02,63869;1.64E-01
CTCF,45992;1.60E-07,35832;5.63E-07,45713;7.95E-07,45983;1.94E-06,45708;3.22E-06
FOXP1,1012;1.61E-07,1013;8.76E-05,42760;3.18E-02,54153;3.93E-02,59443;4.77E-02
TET3,39719;1.76E-07,43669;3.84E-02,33988;5.07E-01,,
PRDM1,62702;1.84E-07,62701;2.01E-05,65133;3.90E-03,45747;3.37E-02,51434;5.93E-02
GATA1,8411;2.06E-07,39352;2.34E-06,8410;2.36E-06,8409;9.73E-06,73729;1.10E-05
GTF2B,56961;2.09E-07,56962;4.40E-05,56978;9.52E-05,56982;2.52E-03,71923;4.88E-02
CREB1,56047;2.12E-07,46231;1.65E-06,37349;4.23E-05,67720;3.18E-04,46141;6.12E-04
ZNF534,77098;2.21E-07,,,,
SIN3A,46236;2.27E-07,46329;4.77E-06,46208;2.22E-05,46360;4.44E-05,46335;1.22E-03
USF1,46365;2.29E-07,46347;6.33E-06,46062;1.48E-05,46248;6.18E-05,46205;5.84E-04
TCF7,63592;2.35E-07,63591;5.50E-03,50139;2.29E-02,50140;4.33E-02,50134;7.82E-02
ARID3A,74657;2.44E-07,45806;1.04E-03,45897;2.15E-03,,
SOX10,52549;2.44E-07,,,,
EZH2,41788;2.49E-07,41809;4.69E-06,48763;4.62E-04,48765;1.73E-03,73191;1.99E-03
YY1,63430;2.65E-07,63431;6.01E-06,65204;1.93E-05,46204;2.06E-05,46226;3.26E-05
HNF4A,1447;2.79E-07,7343;8.36E-07,45790;3.71E-06,1449;6.38E-03,54673;7.71E-03
KDM4C,43684;2.81E-07,43685;8.24E-02,58138;1.01E-01,58137;1.21E-01,
ASXL1,76682;2.85E-07,,,,
AFF4,48994;2.99E-07,48996;9.88E-05,48993;3.75E-04,48998;5.37E-04,48999;1.36E-03
POLR2AphosphoS5,63406;3.01E-07,64761;5.91E-06,64760;8.98E-06,63407;2.17E-05,
SMARCC1,72110;3.19E-07,72101;2.47E-05,72099;2.52E-03,1346;4.07E-03,45732;4.07E-03
BRD3,43050;3.36E-07,43051;3.96E-02,49546;6.03E-02,49545;7.10E-02,43053;1.31E-01
ZNF600,62554;3.69E-07,62555;9.92E-04,,,
ZNF257,73966;3.69E-07,65126;5.98E-02,65218;9.89E-02,,
SP2,65084;3.82E-07,64559;1.18E-03,64560;1.95E-03,46176;3.95E-02,46287;6.36E-02
ATF4,54129;4.33E-07,55518;3.50E-04,55516;7.77E-04,55517;9.32E-03,64175;3.40E-02
NFE2L2,62958;4.42E-07,62959;1.76E-04,64298;1.54E-03,38906;3.15E-02,38913;3.18E-02
LMO2,53306;4.84E-07,49738;3.02E-04,49739;4.34E-04,35486;7.88E-03,40156;1.28E-02
RUNX3,46131;5.39E-07,,,,
MAFK,45864;5.65E-07,45746;4.56E-03,45815;1.16E-02,45954;1.82E-02,45817;3.65E-02
GATAD2B,71067;6.14E-07,63455;4.77E-01,63454;9.12E-01,,
EGR2,65147;6.27E-07,65179;1.09E-05,64861;8.81E-05,64860;3.85E-04,34567;2.81E-02
MECP2,34392;6.30E-07,34396;9.49E-07,34399;1.19E-01,34394;1.71E-01,34400;3.78E-01
GATA6,47599;7.42E-07,47595;7.21E-06,47431;2.06E-03,362;2.66E-03,47432;3.24E-03
JARID2,41793;8.20E-07,41797;2.39E-02,41828;6.27E-02,41790;2.17E-01,41816;3.15E-01
GLIS2,63825;9.88E-07,63826;1.23E-02,38768;4.33E-02,,
RCOR1,45869;1.08E-06,48801;5.11E-05,45777;2.02E-04,45903;7.13E-03,35580;2.65E-02
NFE2,67768;1.12E-06,39357;1.29E-05,50381;1.39E-05,63878;3.86E-04,45906;1.03E-03
TAF3,38585;1.32E-06,,,,
HIRA,50174;1.34E-06,50172;1.16E-02,36026;3.20E-02,71032;6.49E-02,50176;7.60E-02
KDM5B,8791;1.36E-06,47276;1.43E-06,47285;7.22E-06,47283;3.90E-05,47273;7.96E-05
PAX6,50898;1.45E-06,71776;8.16E-02,51532;8.18E-02,71777;1.33E-01,
IRAK1,76859;1.73E-06,,,,
TAF1,46258;1.74E-06,46345;3.85E-06,46221;6.35E-06,46196;3.49E-05,46106;1.94E-04
ZFX,64865;1.82E-06,64866;6.55E-05,50077;2.31E-02,41309;8.96E-02,41307;2.90E-01
SMAD4,74681;1.91E-06,47582;1.01E-03,1087;3.28E-03,74641;3.41E-03,1086;3.61E-03
RUNX1T1,40164;2.04E-06,39784;4.45E-05,39786;5.42E-05,58032;2.78E-04,35300;2.06E-02
LDB1,47774;2.05E-06,,,,
SMAD1,8447;2.53E-06,8416;1.53E-05,51554;4.51E-03,8414;8.10E-03,51559;2.64E-02
TTF1,47578;2.99E-06,47579;7.50E-06,,,
JUNB,64780;3.54E-06,64781;6.18E-05,7487;1.89E-02,56284;3.57E-02,64538;1.22E-01
STAT5B,53629;3.63E-06,53630;3.01E-04,53636;7.02E-04,53634;4.94E-02,53632;5.59E-02
ING2,41572;3.73E-06,,,,
RBBP5,8795;3.87E-06,8820;5.70E-06,45421;1.57E-05,8794;6.96E-02,45232;1.81E-01
CCNT2,45895;3.88E-06,,,,
CDK6,43305;3.95E-06,,,,
5HMC,44874;4.11E-06,44875;8.76E-06,55290;2.40E-05,44876;7.09E-05,44877;1.05E-03
NFIA,77267;4.25E-06,77263;1.05E-01,,,
KLF15,65197;4.48E-06,65072;4.16E-05,42729;7.65E-02,65198;9.63E-02,
PMEL,76415;4.52E-06,76414;7.10E-02,76009;7.36E-02,76416;8.03E-02,76413;4.31E-01
ELF1,37578;4.69E-06,46127;2.87E-05,46254;2.54E-03,46266;4.36E-03,49870;5.96E-03
RARA,53300;4.78E-06,2811;2.19E-03,2464;1.44E-02,67429;2.91E-02,2465;3.33E-02
PIAS1,71211;5.34E-06,71206;1.53E-05,71208;4.92E-05,71209;1.02E-04,71210;1.78E-04
MEF2A,46352;5.51E-06,46123;1.66E-02,46283;4.10E-02,38847;6.88E-02,
SP4,65111;5.58E-06,65110;2.16E-05,65112;1.51E-01,46179;5.86E-01,
PAX5,46160;6.07E-06,46138;2.29E-04,34475;3.55E-03,55576;3.85E-03,34472;9.13E-03
ZNF217,45978;6.63E-06,42884;5.35E-02,,,
STAT1,1359;6.81E-06,45775;2.26E-05,1362;4.32E-05,41289;4.91E-05,41287;4.35E-04
EGR1,46214;7.00E-06,46298;2.89E-05,46126;2.50E-04,1982;1.16E-02,46086;5.20E-02
JMJD6,74838;7.14E-06,74836;7.65E-02,43089;1.16E-01,43063;1.18E-01,74843;1.31E-01
ZBTB7A,46102;7.54E-06,46224;8.97E-04,46295;2.22E-03,67683;2.50E-02,67684;7.59E-02
TET2,70093;7.96E-06,70095;7.97E-06,67858;2.77E-05,33992;4.53E-02,70094;5.83E-02
NFIC,46343;8.29E-06,46111;7.34E-03,46101;1.17E-02,46240;1.37E-01,
HMGN3,45920;8.60E-06,,,,
IKZF2,64555;8.61E-06,64556;5.03E-05,,,
MBD2,48825;8.72E-06,48827;6.16E-05,48824;3.40E-04,48826;7.73E-02,63028;7.85E-02
ZNF467,65062;9.03E-06,,,,
ZNF263,73965;1.00E-05,45726;6.53E-03,45958;6.34E-02,2158;9.39E-02,65140;1.03E-01
KLF4,48800;1.13E-05,63140;3.85E-03,63139;1.91E-02,36821;4.31E-02,4926;8.95E-02
GRHL3,74688;1.17E-05,74687;4.36E-02,33916;5.31E-01,,
LMNB1,50122;1.18E-05,52658;7.10E-02,34004;7.15E-02,34974;1.41E-01,56893;1.78E-01
TRIM25,77299;1.29E-05,77300;3.60E-05,77298;1.88E-03,62994;7.92E-01,62995;9.99E-01
OSR2,65108;1.45E-05,63285;3.43E-04,63286;3.21E-02,,
CBX3,46209;1.65E-05,9230;9.86E-04,9231;4.08E-02,9236;8.31E-02,45429;8.38E-02
E2F6,45898;1.74E-05,45776;1.18E-04,46297;1.88E-04,1978;1.05E-03,46177;2.63E-02
KDM6B,48443;1.75E-05,48576;7.17E-05,48442;2.49E-03,48577;1.91E-02,
SOX2,67317;1.81E-05,33707;2.01E-04,58179;4.16E-03,58176;4.48E-03,44227;4.84E-03
HDAC1,70763;2.00E-05,8775;6.62E-05,57641;8.50E-04,72354;3.88E-03,37597;9.23E-03
ZNF441,77120;2.01E-05,,,,
BMI1,41492;2.27E-05,41493;1.15E-02,32777;3.65E-02,50014;4.24E-02,49247;4.61E-02
BRD2,74202;2.29E-05,35878;1.13E-02,49544;1.03E-01,74209;1.26E-01,44594;1.76E-01
SMAD2/3,1082;2.51E-05,51567;1.71E-02,1081;3.71E-02,51565;4.80E-02,51566;5.07E-02
CNOT3,76964;2.56E-05,76965;3.58E-02,76966;4.97E-02,,
SETD1A,59170;2.57E-05,76519;2.41E-03,,,
ZNF766,73929;2.57E-05,62946;4.14E-02,62947;5.52E-02,,
JMJD1C,59001;2.58E-05,59006;1.36E-04,57960;2.60E-03,59004;1.36E-02,
CBFB,37640;2.69E-05,37607;7.70E-05,37606;1.98E-04,74545;4.94E-04,37604;1.51E-03
BPTF,76520;2.76E-05,,,,
UBTF,45882;2.79E-05,45961;1.28E-04,50729;7.04E-03,64087;2.16E-02,71484;2.75E-02
ETV1,534;2.83E-05,39372;4.38E-03,5931;1.67E-01,63177;6.17E-01,63176;8.65E-01
MAFG,64576;2.90E-05,64575;2.83E-04,42692;4.25E-02,,
EOMES,1006;3.11E-05,51448;1.08E-03,38649;7.24E-02,51445;3.01E-01,
WWTR1,55294;3.13E-05,55293;5.89E-05,56544;8.58E-02,,
ARNT,5517;3.25E-05,38723;4.04E-02,33032;5.52E-02,62869;8.93E-01,62868;9.40E-01
CTRL,74411;3.25E-05,77204;6.64E-02,77205;1.24E-01,,
SP7,63653;3.44E-05,63654;4.21E-03,,,
ZNF639,64649;3.72E-05,64648;5.65E-05,74671;1.68E-01,74670;2.10E-01,62650;5.00E-01
EBNA3C,43364;3.81E-05,43363;2.19E-03,67832;7.35E-02,,
CEBPG,62691;4.03E-05,64053;2.72E-03,64052;9.86E-03,62690;1.59E-02,38690;1.28E-01
BRPF3,76496;4.10E-05,76494;5.51E-05,76495;1.03E-02,,
RXRA,46356;4.15E-05,46242;4.44E-03,5452;9.62E-03,5883;1.01E-02,5453;2.15E-02
SRC,6710;4.16E-05,72973;2.01E-02,72972;4.07E-02,39660;4.27E-02,39652;8.65E-02
ZBTB42,65139;4.22E-05,,,,
NFKB1,68051;5.19E-05,68048;1.50E-02,42698;5.96E-02,76400;1.90E-01,76401;5.43E-01
ELF3,67615;5.36E-05,67597;2.19E-03,38646;5.51E-02,,
GLIS1,65214;5.96E-05,63690;2.02E-03,63689;4.87E-03,38673;6.88E-01,
KDM4A,45228;6.24E-05,8816;6.24E-05,,,
DPF2,63061;6.28E-05,64319;1.58E-02,64320;2.56E-02,63060;1.02E-01,
HNF4G,46239;6.64E-05,63224;2.51E-04,63225;1.13E-03,1452;7.14E-02,42832;1.00E+00
GABPA,46237;6.96E-05,46268;2.61E-02,56046;5.39E-02,63207;5.80E-02,63208;7.70E-02
EBF1,46129;6.99E-05,48179;7.14E-03,59344;3.23E-02,45656;4.87E-02,59345;1.28E-01
ASCL1,41850;7.40E-05,49723;2.91E-02,49729;2.92E-02,49728;4.66E-02,70119;4.71E-02
USF2,45741;8.56E-05,68455;1.65E-03,74645;1.65E-03,74655;1.81E-03,45804;2.36E-03
NIPBL,71878;8.66E-05,71866;3.63E-04,71869;2.05E-02,71875;5.10E-02,53673;5.78E-02
ETS1,72626;9.17E-05,37945;9.40E-05,72625;3.05E-04,37936;6.22E-04,37934;5.59E-03
MYF5,72878;1.02E-04,,,,
HEXIM1,57092;1.03E-04,68828;6.72E-03,72604;6.72E-03,72609;5.61E-02,72607;9.81E-02
KLF8,64092;1.06E-04,64091;1.69E-01,,,
EBF3,76849;1.16E-04,76847;2.30E-02,76848;5.79E-02,76846;6.89E-02,76844;7.75E-02
NELFE,53324;1.16E-04,53338;8.86E-04,45947;1.26E-01,69815;3.27E-01,69820;3.73E-01
MBD3,71069;1.18E-04,59412;6.80E-03,71070;5.18E-02,71068;6.32E-02,41402;1.02E-01
H2AFX,56131;1.18E-04,56132;1.45E-04,56129;1.31E-02,76140;5.14E-02,76138;5.77E-02
IKZF1,45647;1.19E-04,63462;3.50E-02,63463;5.48E-02,63180;6.70E-02,73238;8.48E-02
LARP7,57091;1.20E-04,73297;1.95E-02,73298;2.71E-01,63202;6.82E-01,63201;9.74E-01
ZNF554,65061;1.20E-04,,,,
PROX1,74485;1.28E-04,74488;9.76E-04,49669;2.69E-02,,
CTCFL,55775;1.29E-04,55779;1.19E-03,55785;2.74E-02,55784;4.94E-02,46293;5.20E-02
ZNF770,65164;1.30E-04,,,,
STAG1,42519;1.32E-04,42352;8.13E-04,42462;8.98E-04,2394;1.40E-03,2397;1.48E-03
ZNF783,77039;1.40E-04,,,,
KLF12,65071;1.45E-04,,,,
PAX3,2655;1.47E-04,2654;3.70E-02,2651;5.83E-02,2650;9.63E-02,
REPIN1,37565;1.49E-04,39779;1.83E-04,35828;5.24E-04,39777;1.55E-03,39781;3.43E-01
598-SKD,49467;1.67E-04,49466;9.70E-04,49461;1.57E-02,49462;2.65E-02,55219;4.57E-02
GLYR1,1221;1.69E-04,1225;4.50E-01,,,
SPIB,48634;1.73E-04,38672;8.33E-02,48638;1.46E-01,48642;1.59E-01,48625;2.11E-01
FOXP2,46333;1.78E-04,46340;3.11E-03,42659;1.00E+00,,
BANF1,58186;1.82E-04,58187;4.66E-02,58188;1.09E-01,,
ARRB1,50162;1.87E-04,50152;1.88E-02,44055;7.24E-02,44056;7.61E-02,
