,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
37635|ERG,5.064302565674706e-11,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
1740|FOS,7.041258740886416e-11,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
55393|SPI1,1.1451232932663574e-10,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
70810|MYC,3.9355267325928115e-10,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
51591|SRF,1.0710948915915585e-08,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1,SRF
65146|ZBTB14,2.9996222403125026e-08,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
65186|EGR3,3.5490727896115455e-08,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1,EGR3
74117|RUNX2,7.665569165824881e-08,Homo sapiens,RUNX2,tf,MCF-7,None,None,1,RUNX2
36141|TP63,9.128881199338606e-08,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0,TP63
37608|MYH11,9.55773355535766e-08,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
65120|ZBTB26,9.892086662116996e-08,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
5395|SP1,1.5616039456067233e-07,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,None,Colon,1,SP1
48085|AR,3.720743371165697e-07,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1,AR
73970|ZNF202,4.06035433538653e-07,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
54612|TEAD1,5.017861709991495e-07,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
74432|TFAP4,5.670616896606298e-07,Homo sapiens,TFAP4,,SNU175,Colorectal cancer cell line,None,1,TFAP4
52091|TP53,6.037706693397078e-07,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
69203|TRIM24,6.853858649390393e-07,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
76813|NEUROG2,7.985003543770179e-07,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
68970|ESR1,8.243484911446699e-07,Homo sapiens,ESR1,tf,T47D,None,Breast,1,ESR1
46052|NR3C1,8.360929803912812e-07,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
65147|EGR2,1.020174011305044e-06,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1,EGR2
53983|PR,1.0255560707593643e-06,Homo sapiens,PR,predicted transcription factor,T47D,Epithelium,Mammary Gland,1,PR
2280|E2F1,1.0980528447664623e-06,Homo sapiens,E2F1,tf,MCF-7,Epithelium,Breast,1,E2F1
58083|KDM2B,1.1693219142212446e-06,Homo sapiens,KDM2B,cr,None,Stem cell,Blood,1,KDM2B
1375|CEBPA,1.2385371508271653e-06,Homo sapiens,CEBPA,tf,HepG2,Epithelium,Liver,1,CEBPA
37596|TAL1,1.4910555821726537e-06,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
55512|YAP1,1.564883099213363e-06,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
71242|CEBPB,1.887088859929628e-06,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1,CEBPB
41831|ZBTB17,1.9694881580155045e-06,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1,ZBTB17
65084|SP2,1.979604746503565e-06,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
65111|SP4,1.979604746503565e-06,Homo sapiens,SP4,tf,HEK293,Epithelium,Embryonic Kidney,1,SP4
45867|MAZ,2.3708014974922588e-06,Homo sapiens,MAZ,tf,IMR90,Fibroblast,Lung,1,MAZ
70803|TCF7L1,2.5155021531961444e-06,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
2401|TFAP2A,2.562700204027896e-06,Homo sapiens,TFAP2A,predicted transcription factor,MCF-7,Epithelium,Breast,1,TFAP2A
44562|EMX1,2.844996951755494e-06,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1,EMX1
64183|BCL3,3.1201299054874513e-06,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
72358|RUNX1,3.2155761335676877e-06,Homo sapiens,RUNX1,tf,Kasumi-1,Acute myeloid leukemia,None,1,RUNX1
