,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
48085|AR,5.652598928136585e-25,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1,AR
1740|FOS,1.1015450660378575e-22,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
54126|CEBPB,2.706957948585216e-22,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
54241|FOSL2,1.7631113309778276e-20,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
33571|PR,2.892070678175972e-20,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1,PR
55393|SPI1,6.796621399268807e-20,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
64946|BHLHE40,2.26000137645739e-18,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
40217|BRD4,8.497735782197546e-18,Homo sapiens,BRD4,cr,U87,None,Brain,1,BRD4
44435|TAL1,2.4729482299719184e-17,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
55512|YAP1,5.0044567087266155e-17,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
54243|FOXO1,5.410852474580108e-17,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
64333|NR3C1,1.2734856764086058e-16,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,1,NR3C1
73970|ZNF202,1.556020320184511e-16,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
76818|NEUROG2,3.7209297135609736e-16,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
65146|ZBTB14,2.886678884586813e-15,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
45848|JUN,3.4418894967255966e-15,Homo sapiens,JUN,tf,None,Endothelial Cell,Umbilical Vein,1,JUN
53874|MEF2B,4.105748283860511e-15,Homo sapiens,MEF2B,tf,HEK293A,None,None,1,MEF2B
49036|ERCC6,5.373345090322916e-15,Homo sapiens,ERCC6,predicted chromatin regulator,None,Fibroblast,Skin,1,ERCC6
36141|TP63,9.736167996594346e-15,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0,TP63
70810|MYC,1.466825848126814e-14,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
52091|TP53,2.3933696567071187e-14,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
6570|FOXA1,4.7840149366511295e-14,Homo sapiens,FOXA1,tf,T47D,Epithelium,Mammary Gland,1,FOXA1
32784|ATF3,5.5822600847084344e-14,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
42176|MITF,6.289092110393233e-14,Homo sapiens,MITF,tf,None,Melanocyte,None,0,MITF
72358|RUNX1,1.0196831416064468e-13,Homo sapiens,RUNX1,tf,Kasumi-1,Acute myeloid leukemia,None,1,RUNX1
65120|ZBTB26,1.270715386930638e-13,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
64216|HES2,1.4000338763670795e-13,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
46358|PBX3,1.441417043148891e-13,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,PBX3
68970|ESR1,3.178998882162524e-13,Homo sapiens,ESR1,tf,T47D,None,Breast,1,ESR1
74052|NKX2-1,5.44735341374354e-13,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
1743|GATA2,5.839460179731673e-13,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1,GATA2
33197|MAX,6.071552012738704e-13,Homo sapiens,MAX,tf,U87,None,Brain,1,MAX
56535|TEAD1,6.138379555853409e-13,Homo sapiens,TEAD1,tf,None,None,None,1,TEAD1
3006|CEBPA,6.172886497181656e-13,Homo sapiens,CEBPA,tf,None,Adipocyte,Adipose,1,CEBPA
56666|HOXB13,6.528726648884312e-13,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
52496|TCF21,6.575005737688011e-13,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
74571|MAZ,6.846224553257381e-13,Homo sapiens,MAZ,tf,T778,None,None,1,MAZ
38589|E2F7,7.02151689569524e-13,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
33198|MED1,8.897256812735075e-13,Homo sapiens,MED1,predicted transcription factor,U87,None,Brain,1,MED1
69203|TRIM24,9.550898422980535e-13,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
64913|BCL3,1.3227324996622783e-12,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
54104|DAXX,1.4718144629960377e-12,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
50411|PPARG,1.488792116295254e-12,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
53347|CDK9,1.7386432318757936e-12,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
39978|TFAP2C,1.8549884742487595e-12,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1,TFAP2C
