,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
48085|AR,0.0000000000000000000000016957796784409754863323663324222540653559507449155436378139534706587446758451666681528589792949246446374529064520798764044677960652553191609286236433946306741675303090253501899068096771390344952832428,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1,AR
1740|FOS,0.0000000000000000000003304635197854567504669158027569340397382001107964737178185232299929729906678523128501920145500950515945706095766760698681081968800550422621900068985662147919774000745619173598555424872958279197605846,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
54126|CEBPB,0.00000000000000000000081208738457556470212831758630332045790074590176338160258219688205786915498710776286112179235532308879062173071045710144934137187618145316409083778051586413322384807320712031306553619245228232192340818,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
54241|FOSL2,0.000000000000000000052893339929332783150683587877019835092550657896964462831175989858765327158930808342392067040092800601924930242211872641982237065098990627233467957030063133713262213355757786643141686299130951308462391,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
33571|PR,0.000000000000000000086762120345278453353923088326302948497205058431476376742235468695686137115255627876121368680843481785183082178134136340685860756830511481470269752890294651218358447756675200088043882677621916391014015,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1,PR
55393|SPI1,0.00000000000000000020389864185613135001167359401954088497179757313312153845031579967873528404883696940317875389698960183981401591450817496217125196686552803021249891884708120114831142094678230997653325939727673972669786,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
64946|BHLHE40,0.0000000000000000067800041293667307088691745311628511017264184529418508410184046005234044133741411149929765013493095600165130974010679653065280471858517336917798560887888064821011597079804541441956661226510775812793457,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
40217|BRD4,0.000000000000000025493207346582953103320549300358208999619067229963138120418898787504668705944128687365189954452702447843236293237460404011456824314622197618026172825059733294790036589111640020414347548872775825174094,Homo sapiens,BRD4,cr,U87,None,Brain,1,BRD4
44435|TAL1,0.000000000000000074188446899049096637658062327293040224158684355777095453812687770012735759077252334336275336279100430146125057531479878585642952337633267330085922622329429163780641633396329964468888499067992799007038,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
55512|YAP1,0.00000000000000015013370121319341716073434614669767329583821504042134812297095807310275651593632820179276482696297292698986397863064094655992321335992573833065124258534548576310611439610890793437390371694996378339123,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
