Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
E2F2,UP00001;3.45E-04,MS00712;1.89E-01,,,
KLF16,MS00146;3.59E-04,,,,
Mxi1,MC00373;3.65E-04,,,,
CENPB,MS00534;3.77E-04,,,,
NR2C2,MC00509;3.78E-04,MS00651;3.42E-01,,,
NR1H3,M00647;3.99E-04,,,,
ZBTB33,MC00418;4.01E-04,M01119;2.14E-02,,,
Klf7,UP00093;4.10E-04,,,,
FOXN1,M00332;4.17E-04,,,,
STAT6,M00500;4.47E-04,,,,
Arntl,MC00362;4.55E-04,,,,
ETV3,MC00160;4.59E-04,,,,
RUNX2,MS00174;4.59E-04,MS00173;4.75E-04,MC00215;2.91E-02,,
TEAD3,MS00221;4.65E-04,MS00222;6.10E-01,,,
TFCP2,M00072;4.70E-04,MS00579;2.99E-01,,,
REST,MC00174;4.77E-04,,,,
Zfp740,MS00512;4.91E-04,,,,
SP2,M01783;5.13E-04,,,,
Rarg,MC00476;5.27E-04,MS00705;1.73E-01,MS00704;5.65E-01,,
PLAGL1,UP00088;5.64E-04,,,,
MAFG,MS00327;6.01E-04,,,,
E2F1::TFDP2,M00737;6.87E-04,,,,
YY2,MS00268;6.93E-04,,,,
ELF2,UP00404;7.14E-04,,,,
HIC1,UP00035;7.26E-04,,,,
ATF4,M00514;7.34E-04,MS00293;7.81E-01,,,
EGR1,MC00320;7.56E-04,,,,
BHLHB3,MS00248;7.68E-04,,,,
Zfp161,UP00065;8.39E-04,,,,
GABPA,MC00367;8.98E-04,,,,
E2F3,UP00003;9.12E-04,MS00734;6.68E-01,,,
MAX,MC00124;1.01E-03,,,,
PAX3,M00327;1.02E-03,MS00119;4.32E-01,,,
Nr1h2,MC00448;1.05E-03,,,,
TCF4,MS00285;1.06E-03,MC00219;2.65E-01,,,
MAFF,MS00326;1.08E-03,,,,
EPAS1,MC00224;1.15E-03,,,,
Hic1,MS00101;1.15E-03,,,,
Usf2,MC00169;1.25E-03,,,,
ZNF306,MS00401;1.33E-03,,,,
RREB1,MA0073;1.39E-03,,,,
GLIS1,MS00024;1.41E-03,,,,
ZNF740,MS00445;1.49E-03,,,,
Osr1,UP00027;1.52E-03,,,,
ZNF350,M01105;1.53E-03,,,,
Ikzf3,MC00337;1.62E-03,,,,
HSF1,MC00289;1.88E-03,MA0319;8.26E-01,,,
Rfx1,MC00144;1.91E-03,,,,
MLXIPL,MS00265;1.98E-03,,,,
MESP1,MS00264;1.99E-03,,,,
FOXO6,MS00386;2.04E-03,MS00384;6.72E-01,,,
Klf1,MC00110;2.06E-03,,,,
NKX2-2,UP00231;2.14E-03,,,,
E4F1,M00694;2.21E-03,,,,
Foxg1,MS00392;2.25E-03,MS00393;3.59E-03,,,
ELF5,MS00838;2.27E-03,,,,
ZNF423,M00467;2.30E-03,,,,
PROX1,MS00160;2.38E-03,,,,
GLIS3,MS00046;2.41E-03,,,,
GFI1,M01067;2.50E-03,,,,
Creb3l2,MS00311;2.51E-03,,,,
ESRRA,MS00829;2.63E-03,,,,
ETV2,MS00016;2.69E-03,,,,
SF1,M01132;2.74E-03,,,,
IRF4,MS00065;2.83E-03,MC00227;8.04E-02,,,
Elf5,MS00022;2.85E-03,,,,
Myc,MC00407;3.09E-03,,,,
TFEB,MS00289;3.23E-03,,,,
ELF1,MC00457;3.25E-03,,,,
MZF1,M01733;3.27E-03,,,,
FOXL1,MS00372;3.29E-03,MS00373;5.78E-01,,,
Hnf4a,MC00344;3.30E-03,,,,
TBX21,MS00207;3.56E-03,MS00208;4.38E-01,,,
ERG,MC00168;3.59E-03,MS00848;7.12E-03,,,
ATF1,UP00020;3.85E-03,,,,
Esrrb,MC00512;3.92E-03,,,,
MNT,MS00267;4.09E-03,,,,
Lhx8,UP00184;4.37E-03,MS00549;3.03E-01,MS00548;3.27E-01,MS00550;9.82E-01,
ZBTB6,M00085;4.41E-03,,,,
SRF,MC00355;4.42E-03,,,,
SP4,MS00235;4.49E-03,,,,
TBX20,MS00202;4.64E-03,,,,
Nkx2-9,UP00119;4.64E-03,,,,
MEIS3,MS00085;4.71E-03,MS00084;9.30E-02,,,
HINFP,MA0131;4.78E-03,,,,
Spdef,UP00038;5.01E-03,,,,
MLX,MS00266;5.32E-03,,,,
FOXI1,MS00362;5.72E-03,M00289;2.24E-01,,,
THRB,MS00710;5.84E-03,MS00711;2.86E-02,MS00713;4.52E-02,,
Sox6,MC00305;6.13E-03,,,,
SIX2,UP00159;6.23E-03,,,,
SIX1,UP00192;6.24E-03,,,,
FEV,MS00025;6.84E-03,,,,
IRF8,MS00072;6.86E-03,,,,
Ppara,MC00134;6.97E-03,,,,
Klf4,MC00109;7.10E-03,,,,
Nfya,MC00191;7.14E-03,,,,
HIC2,MS00057;7.21E-03,,,,
MAFK,MS00331;7.25E-03,MS00330;9.99E-01,,,
NFIB,MS00114;7.38E-03,,,,
PAX6,MS00125;7.39E-03,M00979;1.04E-02,UP00224;3.12E-01,,
NR1I2,M00964;8.12E-03,,,,
NFYA,MC00364;8.26E-03,,,,
ZNF524,MS00423;8.53E-03,,,,
Mlx,MS00270;9.06E-03,,,,
NKX3-1,UP00389;9.12E-03,MS00572;4.69E-02,,,
GLI3,M01596;9.35E-03,,,,
USF1,MC00248;9.45E-03,,,,
SREBF1,M00220;1.02E-02,M00749;2.25E-01,,,
Meis2,MS00087;1.08E-02,MS00086;4.98E-01,,,
Klf12,MS00157;1.09E-02,,,,
NKX2-1,M01312;1.11E-02,,,,
Trp63,M01656;1.12E-02,,,,
ETS2,M01207;1.13E-02,,,,
FOXO3,MS00378;1.16E-02,MS00380;1.08E-01,,,
Foxa1,MC00104;1.16E-02,,,,
Tcf21,MS00291;1.18E-02,,,,
PGR,MC00170;1.20E-02,,,,
RARG,MS00684;1.20E-02,MS00680;5.20E-02,MS00682;7.41E-01,,
Stat1,MC00141;1.26E-02,,,,
SIX3,UP00195;1.27E-02,,,,
Rhox11,UP00193;1.30E-02,MS00611;6.35E-02,,,
LBX2,MS00533;1.40E-02,MS00535;7.37E-01,,,
NR4A1,MC00280;1.40E-02,,,,
FOXO4,MS00383;1.43E-02,MS00381;7.18E-01,,,
BACH2,M00490;1.45E-02,,,,
SIX5,MC00334;1.47E-02,,,,
T,MS00218;1.53E-02,,,,
TBX4,MS00214;1.55E-02,,,,
Otx1,MS00586;1.55E-02,,,,
FOXD1,MA0031;1.56E-02,,,,
IKZF1,M00088;1.58E-02,M00141;2.45E-01,,,
ATF6,M00483;1.60E-02,,,,
Arx,MS00409;1.80E-02,UP00152;2.25E-01,,,
Obox6,M01445;1.83E-02,,,,
ELK1,MC00206;1.86E-02,,,,
Nr2f2,UP00009;1.86E-02,,,,
Etv6,UP00418;1.88E-02,,,,
HOXB9,UP00207;1.94E-02,,,,
IRF5,MS00067;2.00E-02,,,,
Ascl2,MS00243;2.05E-02,,,,
RARA,UP00048;2.06E-02,,,,
ELF3,MS00812;2.08E-02,,,,
HSFY2,MS00061;2.10E-02,MS00062;6.37E-02,,,
Elk3,MS00023;2.10E-02,,,,
BATF3,MS00296;2.11E-02,,,,
Crx,MC00357;2.13E-02,,,,
RUNX1,MC00312;2.20E-02,M00082;5.12E-01,,,
ERF,MS00846;2.26E-02,,,,
IRF3,UP00086;2.34E-02,,,,
TCF3,UP00058;2.36E-02,M00222;6.49E-02,,,
ARX,MS00405;2.36E-02,,,,
PBX3,MC00281;2.37E-02,,,,
Tcf7,MS00054;2.38E-02,,,,
MEIS1::HOXA9,M00420;2.43E-02,,,,
CEBPA,M00159;2.47E-02,MC00273;9.63E-01,,,
Gata5,UP00080;2.53E-02,,,,
Irf4,UP00018;2.69E-02,MC00190;3.70E-01,,,
Rhox6,M01435;2.71E-02,,,,
MEF2A,MC00232;2.79E-02,M00405;3.98E-01,,,
Tbx21,MC00356;2.85E-02,,,,
ATF5,M01295;2.87E-02,,,,
FOXK1,MS00371;2.98E-02,,,,
FOXP3,MS00387;2.99E-02,M00992;8.95E-02,,,
Zfp423,MA0116;3.01E-02,,,,
FOXP1,MC00501;3.02E-02,M00987;6.53E-01,,,
DPRX,MS00436;3.03E-02,,,,
HOXA9,UP00213;3.05E-02,,,,
GTF2I,M00706;3.05E-02,,,,
IRF9,MS00073;3.08E-02,,,,
GTF2IRD1,M01241;3.18E-02,M01229;2.71E-01,,,
ETV4,MS00018;3.23E-02,,,,
GATA4,M00632;3.26E-02,,,,
JUNB,MC00371;3.43E-02,,,,
HOXD13,MS00511;3.56E-02,MS00510;5.76E-01,,,
HNF1A,MS00476;3.57E-02,,,,
FOXA1,MC00311;3.61E-02,,,,
Zfp410,UP00033;3.63E-02,,,,
Lhx9,UP00175;3.67E-02,,,,
EHF,MS00778;3.68E-02,,,,
ELK3,MS00844;3.70E-02,,,,
Hoxd9,MS00525;3.73E-02,MS00524;4.14E-01,,,
HOXB13,MS00489;3.86E-02,MS00488;7.02E-01,,,
Stat3,MC00140;3.87E-02,,,,
ZNF333,M01230;4.15E-02,,,,
TBX5,MS00217;4.17E-02,MS00216;4.65E-02,,,
HNF1B,M00646;4.22E-02,MS00478;4.43E-02,M01425;1.16E-01,,
Hoxd10,UP00121;4.23E-02,,,,
Hmx2,UP00155;4.23E-02,,,,
MEIS1,UP00186;4.28E-02,MC00520;6.42E-01,,,
Alx1,MS00407;4.48E-02,MS00406;1.82E-01,,,
SOX9,MS00052;4.65E-02,MS00780;6.33E-01,MS00785;9.29E-01,,
MYBL1,MS00097;4.71E-02,MS00100;8.96E-02,,,
NR1H4,M01268;4.81E-02,,,,
ZNF435,MS00730;4.84E-02,,,,
NKX2-5,UP00249;4.89E-02,M00241;2.67E-01,,,
HOXA7,M01108;4.90E-02,UP00164;1.85E-01,,,
Zfp652,MS00501;4.91E-02,,,,
Mybl1,UP00081;4.95E-02,,,,
NR2F2,M00155;4.96E-02,,,,
GLI1,M01037;5.15E-02,,,,
SPI1,MC00151;5.22E-02,,,,
Sox11,UP00030;5.22E-02,MS00795;1.55E-01,,,
Nkx3-1,MC00250;5.32E-02,MS00580;1.77E-01,,,
ISL2,MS00528;5.44E-02,,,,
PRDM4,MS00726;5.57E-02,,,,
CLOCK,MS00253;5.60E-02,,,,
HOXC4,UP00113;5.64E-02,,,,
RFX2,MS00162;5.72E-02,MS00161;1.82E-01,,,
ATF7,MS00294;5.82E-02,,,,
FOXD3,MS00359;5.91E-02,MS00358;2.77E-01,MA0041;5.24E-01,,
Hdx,UP00148;5.96E-02,,,,
RHOXF1,MS00609;6.00E-02,,,,
Foxk1,MS00399;6.04E-02,MS00398;8.05E-02,,,
JUN,MC00321;6.05E-02,,,,
Uncx,MS00618;6.06E-02,MS00619;4.70E-01,,,
ALX4,UP00187;6.16E-02,MS00404;9.85E-02,,,
MYB,UP00092;6.20E-02,,,,
RFX1,MA0365;6.27E-02,,,,
ARID5B,M00454;6.28E-02,,,,
Myb,MC00408;6.33E-02,,,,
CUX1,M00105;6.34E-02,MS00612;3.74E-01,MS00601;5.85E-01,,
PROP1,MS00597;6.42E-02,,,,
REL,MA0101;6.43E-02,,,,
THRA,MS00709;6.58E-02,,,,
Ets1,MC00385;6.59E-02,,,,
BACH1,M00495;6.63E-02,,,,
HOXC13,MS00505;6.67E-02,MS00504;7.74E-01,,,
Meis3,MS00088;6.76E-02,MS00089;5.38E-01,,,
MSC,MS00807;6.84E-02,,,,
ZNF232,MS00728;6.90E-02,,,,
Nr5a2,MC00352;6.92E-02,,,,
TLX2,UP00244;6.99E-02,,,,
EN1,MS00449;7.08E-02,MS00446;6.54E-01,,,
HMX2,MS00474;7.35E-02,,,,
FOXD2,MS00356;7.40E-02,MS00355;1.91E-01,,,
Jun,MC00349;7.41E-02,,,,
Rfx2,MS00171;7.50E-02,MS00170;3.02E-01,,,
Hmbox1,UP00161;7.61E-02,,,,
CEBPG,M00622;7.89E-02,MS00302;9.65E-01,,,
FOS,MC00330;8.14E-02,,,,
FOXH1,MC00304;8.38E-02,M00809;3.43E-01,,,
POU6F2,MS00155;8.39E-02,,,,
SPIC,MS00040;8.61E-02,,,,
E2F8,MS00739;8.69E-02,,,,
NKX2-3,UP00190;8.77E-02,MS00566;1.05E-01,,,
HMX3,MS00475;8.93E-02,,,,
NFIC,MA0161;9.02E-02,,,,
ID4,MS00261;9.12E-02,,,,
Nr3c1,MC00396;9.31E-02,,,,
Dbx1,M01483;9.81E-02,,,,
POU3F1,M00133;9.91E-02,MS00138;2.75E-01,MS00139;5.83E-01,,
SOX10,MS00740;1.02E-01,MA0442;5.13E-01,MS00744;5.60E-01,,
JUND,MC00456;1.03E-01,,,,
IRX5,MS00527;1.03E-01,UP00250;6.32E-01,,,
RFX4,UP00056;1.04E-01,,,,
GRHL1,MS00556;1.04E-01,,,,
ZNF784,MS00479;1.05E-01,,,,
ETV5,MS00019;1.06E-01,,,,
POU3F2,MS00141;1.06E-01,MS00140;3.86E-01,UP00128;4.40E-01,,
POU5F1,MC00378;1.07E-01,,,,
PHOX2A,UP00221;1.08E-01,MS00591;2.59E-01,,,
Rbfox2,MC00416;1.09E-01,,,,
LEF1,MS00051;1.10E-01,,,,
ZSCAN4,MS00490;1.10E-01,,,,
VENTX,MS00624;1.11E-01,,,,
ALX3,MS00403;1.12E-01,MS00402;3.80E-01,,,
NFATC1,MC00211;1.12E-01,,,,
Atoh1,MC00414;1.12E-01,MS00244;2.18E-01,,,
Npas4,MC00370;1.13E-01,,,,
Hoxd13,MS00520;1.13E-01,MS00519;6.72E-01,,,
Nr1d1,MC00524;1.15E-01,,,,
FOXB1,MS00348;1.15E-01,MS00343;2.12E-01,,,
Irf5,UP00040;1.16E-01,,,,
NFATC4,M01734;1.18E-01,,,,
VSX1,MS00626;1.21E-01,,,,
MEF2C,MC00231;1.24E-01,,,,
NR2E3,MA0164;1.25E-01,M01650;7.84E-01,,,
TBX22,M01195;1.26E-01,,,,
FOSL1,MC00351;1.26E-01,,,,
ZBTB12,UP00019;1.28E-01,,,,
DMBX1,MS00433;1.28E-01,,,,
POU2F1,MC00288;1.29E-01,MS00131;6.18E-01,MS00132;6.65E-01,UP00254;8.57E-01,
LHX3,UP00130;1.31E-01,,,,
Nr2e1,MS00668;1.31E-01,,,,
ETV7,M00678;1.32E-01,,,,
MAFA,M01709;1.35E-01,,,,
Alx4,MS00408;1.35E-01,,,,
HMGA1,M00750;1.36E-01,M01010;7.34E-01,,,
Nkx1-1,M01334;1.36E-01,,,,
NFATC2,MA0152;1.38E-01,,,,
DLX2,MS00428;1.38E-01,UP00126;3.40E-01,,,
SIX4,UP00199;1.39E-01,,,,
ZBED1,MS00290;1.41E-01,,,,
MAF,M00648;1.41E-01,M00983;1.49E-01,,,
Obox5,M01480;1.42E-01,,,,
TGIF2,MS00096;1.43E-01,,,,
OTX1,MS00582;1.43E-01,,,,
SPIB,MS00039;1.45E-01,MA0081;3.35E-01,,,
SOX15,MS00750;1.48E-01,,,,
Rxrg,MC00511;1.50E-01,,,,
Fli1,MC00129;1.50E-01,,,,
LHX4,UP00261;1.52E-01,,,,
SRY,MA0084;1.53E-01,MS00788;7.18E-01,MS00787;7.32E-01,,
Srebf1,MS00282;1.53E-01,,,,
Sox3,MS00803;1.55E-01,MS00805;9.54E-01,,,
RELA,MC00193;1.57E-01,,,,
TAL1,M00993;1.58E-01,MC00458;1.66E-01,,,
FOXO1,MS00376;1.59E-01,MS00375;7.31E-01,,,
Sfpi1,MC00395;1.60E-01,MC00180;1.60E-01,UP00085;1.93E-01,,
Spi1,MC00506;1.60E-01,,,,
MYOG,M00712;1.63E-01,,,,
HOXC5,UP00252;1.65E-01,,,,
CDC5L,M00478;1.65E-01,,,,
PRRX1,MS00599;1.67E-01,MS00602;2.06E-01,,,
SOX21,MS00755;1.67E-01,MS00757;7.16E-01,MS00759;9.18E-01,,
Tp53,MS00718;1.68E-01,MS00717;1.98E-01,,,
Rela,MC00135;1.70E-01,,,,
Foxj1,UP00041;1.80E-01,,,,
SNAI2,MS00201;1.81E-01,,,,
DUXA,MS00438;1.81E-01,,,,
FOXF2,MA0030;1.81E-01,,,,
Spic,MS00041;1.82E-01,,,,
DLX4,MS00430;1.82E-01,,,,
TBX19,MS00194;1.83E-01,,,,
DBP,M00624;1.83E-01,MS00315;6.46E-01,,,
Nkx1-2,UP00139;1.84E-01,,,,
HOXD11,MS00507;1.85E-01,MS00506;5.06E-01,,,
HMX1,MS00473;1.85E-01,,,,
FOXC1,MS00351;1.87E-01,MS00349;4.87E-01,MS00350;5.14E-01,,
TCF12,MC00126;1.90E-01,,,,
ISL1,M01127;1.90E-01,,,,
Obox1,M01450;1.90E-01,,,,
Foxa2,MC00105;1.90E-01,,,,
FOXJ3,MS00367;1.91E-01,MS00369;4.51E-01,MS00370;7.34E-01,,
FOXC2,MS00354;1.96E-01,MS00352;8.97E-01,,,
NR3C2,MS00662;1.97E-01,,,,
Gsc,UP00112;1.97E-01,,,,
NR2F1,MS00657;1.98E-01,MA0017;6.06E-01,,,
NEUROG2,MS00272;1.98E-01,,,,
TEAD4,MS00224;1.99E-01,,,,
MEIS2,MS00083;2.03E-01,,,,
Evx2,UP00132;2.03E-01,,,,
PRRX2,MS00603;2.03E-01,,,,
BCL6B,MS00011;2.04E-01,,,,
Creb1,MC00163;2.05E-01,,,,
Hoxa11,MS00515;2.05E-01,MS00514;4.02E-01,,,
NKX2-8,MS00571;2.08E-01,,,,
BARHL2,MS00416;2.11E-01,MS00414;2.44E-01,UP00145;5.73E-01,,
DLX6,MS00432;2.11E-01,,,,
IRF2,MA0051;2.11E-01,,,,
Hoxd1,UP00140;2.13E-01,,,,
BSX,MS00419;2.15E-01,,,,
Vax1,UP00215;2.18E-01,,,,
Hoxc6,UP00260;2.18E-01,,,,
Barhl1,MS00422;2.18E-01,MS00421;3.99E-01,,,
Obox2,M01364;2.20E-01,,,,
Lbx2,UP00120;2.21E-01,,,,
HOXB5,UP00214;2.22E-01,MS00493;3.22E-01,,,
SOX4,MS00766;2.23E-01,UP00401;6.38E-01,,,
GSC,MS00464;2.29E-01,,,,
HMBOX1,MS00472;2.30E-01,,,,
SATB1,M01723;2.30E-01,,,,
BATF,MC00411;2.31E-01,,,,
HOXC10,MS00494;2.31E-01,MS00495;4.96E-01,MS00496;8.08E-01,,
Nr1d2,MC00186;2.34E-01,,,,
NRL,MS00338;2.35E-01,,,,
ZNF713,MS00731;2.35E-01,,,,
JDP2,MS00319;2.35E-01,MS00320;4.60E-01,,,
Tcf3,MC00265;2.37E-01,,,,
NFE2,MS00336;2.37E-01,,,,
DRGX,MS00437;2.38E-01,,,,
HOXA3,UP00391;2.40E-01,,,,
NANOG,M01247;2.41E-01,MC00440;4.05E-01,M01123;7.01E-01,,
FIGLA,MS00254;2.45E-01,,,,
SOX13,UP00096;2.49E-01,,,,
GATA3,MC00119;2.50E-01,,,,
RAXL1,MS00605;2.53E-01,,,,
SIX6,UP00388;2.55E-01,,,,
HOXA10,MS00481;2.58E-01,MS00480;3.60E-01,,,
RBPJ,M01112;2.61E-01,,,,
NR4A2,MS00665;2.62E-01,,,,
ZNF75A,MS00468;2.62E-01,,,,
FOXA2,MC00217;2.63E-01,,,,
HOXC9,UP00197;2.63E-01,,,,
RAX,MS00606;2.65E-01,,,,
NR3C1,MC00465;2.65E-01,,,,
IKZF2,M01004;2.67E-01,,,,
NR2E1,MS00652;2.68E-01,MS00653;5.47E-01,,,
TBX15,MS00192;2.68E-01,,,,
Rxrb,MS00708;2.68E-01,,,,
POU6F1,M01479;2.69E-01,M00465;6.27E-01,,,
Pou5f1,MC00233;2.70E-01,,,,
LHX6,MS00539;2.70E-01,MS00540;8.46E-01,,,
SHOX2,MS00613;2.73E-01,,,,
Hsf1,MC00368;2.74E-01,,,,
SFPI1,MC00513;2.74E-01,,,,
GSC2,MS00463;2.74E-01,,,,
