,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
65146|ZBTB14,5.803636592207485e-13,Homo sapiens,ZBTB14,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB14
37635|ERG,5.525510574008356e-12,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
77149|ZNF282,6.570983975131193e-12,Homo sapiens,ZNF282,tf,293T,None,None,1,ZNF282
70810|MYC,3.490828136134074e-11,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
65120|ZBTB26,4.4009289675528713e-11,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
73970|ZNF202,5.762609129790628e-10,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
44332|E2F1,1.200458847140716e-09,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1,E2F1
39719|TET3,9.745865932353296e-09,Homo sapiens,TET3,cr,HEK293T,Epithelium,Embryonic Kidney,0,TET3
37608|MYH11,3.56519279228797e-08,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
55393|SPI1,3.630528410097083e-08,Homo sapiens,SPI1,predicted transcription factor,786-O,Epithelium,Kidney,0,SPI1
57090|TRIM28,3.9510773214246084e-08,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1,TRIM28
74688|GRHL3,5.1471217147906436e-08,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
52092|TP53,8.728042392585338e-08,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
41574|BRD1,1.2396689860533047e-07,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
75559|BRD4,1.3841651764572025e-07,Homo sapiens,BRD4,cr,None,None,Retina,1,BRD4
53300|RARA,1.4666172053490912e-07,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
58086|KDM2B,1.8677282487387452e-07,Homo sapiens,KDM2B,cr,None,Myeloid Cell,None,1,KDM2B
76496|BRPF3,2.3203502378416892e-07,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
37057|FLI1,3.239278885499837e-07,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
37587|GATA2,4.143598728625347e-07,Homo sapiens,GATA2,tf,ME-1,Leukemia Cell,None,0,GATA2
77103|ZNF519,4.260571057082628e-07,Homo sapiens,ZNF519,tf,293T,None,None,1,ZNF519
70815|SP1,4.708572934219981e-07,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
37604|CBFB,5.527226792151496e-07,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
8482|KAT7,8.558352515652408e-07,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
37596|TAL1,8.604855666949722e-07,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
48576|KDM6B,8.937244137146351e-07,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1,KDM6B
57093|CDK9,9.956306096268713e-07,Homo sapiens,CDK9,tf,HCT-116,None,Colon,1,CDK9
37584|TBP,1.1266307740144732e-06,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1,TBP
3225|E2F4,1.267317126879338e-06,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1,E2F4
51554|SMAD1,1.3155132264731732e-06,Homo sapiens,SMAD1,predicted transcription factor,HUES64,Embryonic Stem Cell,Embryo,1,SMAD1
58506|WDR5,1.4323699279856055e-06,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1,WDR5
58940|NRF1,1.6700197628880298e-06,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1,NRF1
51591|SRF,3.30124593721981e-06,Homo sapiens,SRF,tf,HUES64,Embryonic Stem Cell,Embryo,1,SRF
70803|TCF7L1,3.4393495874099053e-06,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
36141|TP63,3.5647082327515547e-06,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,0,TP63
69203|TRIM24,3.656913002343663e-06,Homo sapiens,TRIM24,both predicted transcription factor and chromatin regulator,LNCaP,Epithelium,Prostate,0,TRIM24
67768|NFE2,3.848210479845565e-06,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1,NFE2
