,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
54611|TEAD1,4.238998685076767e-07,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
54676|YAP1,2.8010755746419453e-05,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1,YAP1
54126|CEBPB,3.6887133584660275e-05,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
39770|PR,9.230197634534448e-05,Homo sapiens,PR,predicted transcription factor,None,Leiomyoma Cell,None,1,PR
52302|TP63,0.0001576649186936347,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,None,1,TP63
56666|HOXB13,0.00030345310183510683,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
76814|NEUROG2,0.00031911425855372043,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
56543|TEAD4,0.0009490155061681279,Homo sapiens,TEAD4,tf,HuCCT1,None,None,1,TEAD4
62958|NFE2L2,0.0013203411361951331,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
56670|AR,0.0016628813245144708,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
54240|PGR,0.0020218539399391813,Homo sapiens,PGR,tf,None,Stromal Cell,Endometrium,1,PGR
70947|NR3C1,0.003664057445908343,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
46343|NFIC,0.003762178518862854,Homo sapiens,NFIC,tf,SK-N-SH,Neuroblastoma cell,Brain,1,NFIC
54241|FOSL2,0.004528211906260294,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
38589|E2F7,0.005306598714741923,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
56665|FOXA1,0.005393122745920779,Homo sapiens,FOXA1,tf,LHSAR,Epithelium,Prostate,1,FOXA1
54243|FOXO1,0.0059935668768477095,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
46351|JUND,0.0076586684601578185,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1,JUND
70118|NEUROD1,0.007952148608723219,Homo sapiens,NEUROD1,tf,NCI-H524,None,None,1,NEUROD1
