,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
55512|YAP1,2.977007529381126e-12,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
54126|CEBPB,1.66269775725425e-11,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
58994|FUS,1.1080952821984624e-10,Homo sapiens,FUS,other,HEK293,Epithelium,Embryonic Kidney,0,FUS
54611|TEAD1,8.09228462017586e-10,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
76815|NEUROG2,1.1184839165956362e-09,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
39365|SMAD3,1.0352393109425151e-08,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
5206|TP63,1.5362346506009317e-08,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,Skin,1,TP63
56669|AR,1.6636560240534948e-08,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
54240|PGR,2.984354885438023e-08,Homo sapiens,PGR,tf,None,Stromal Cell,Endometrium,1,PGR
54241|FOSL2,6.601393259808574e-08,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
46351|JUND,8.368388737522992e-08,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1,JUND
39770|PR,1.3631064499364243e-07,Homo sapiens,PR,predicted transcription factor,None,Leiomyoma Cell,None,1,PR
50899|LHX2,4.157688212047539e-07,Homo sapiens,LHX2,tf,6540 cells,Epithelium,None,1,LHX2
45561|CTCF,4.610621187062236e-07,Homo sapiens,CTCF,tf,AG04449,Fibroblast,Skin,1,CTCF
56666|HOXB13,7.839866393299921e-07,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
52496|TCF21,1.1647791035573896e-06,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
45864|MAFK,1.207679705628184e-06,Homo sapiens,MAFK,tf,IMR90,Fibroblast,Lung,1,MAFK
70947|NR3C1,1.2410037387167172e-06,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
38589|E2F7,3.236001507089803e-06,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
56634|JUN,4.257209565705633e-06,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1,JUN
41133|ESR1,5.049889466757218e-06,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1,ESR1
46361|GATA3,5.504455192539837e-06,Homo sapiens,GATA3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,GATA3
62504|SMC3,5.754865593954328e-06,Homo sapiens,SMC3,predicted chromatin regulator,IMR90,Fibroblast,Lung,1,SMC3
45862|RAD21,9.805534432305585e-06,Homo sapiens,RAD21,not sure,IMR90,Fibroblast,Lung,1,RAD21
54243|FOXO1,9.985534156708997e-06,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
43165|NR2F2,1.4937391243474707e-05,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
1740|FOS,1.5662439530661487e-05,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
46348|TEAD4,2.8275293319779404e-05,Homo sapiens,TEAD4,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TEAD4
35315|GRHL2,3.599676747489955e-05,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1,GRHL2
62958|NFE2L2,3.922253971988532e-05,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
64946|BHLHE40,3.924695890378249e-05,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
46356|RXRA,4.5422319861099236e-05,Homo sapiens,RXRA,tf,SK-N-SH,Neuroblastoma cell,Brain,1,RXRA
75045|FOSL1,4.949470104192999e-05,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1,FOSL1
64836|HES2,5.1192882381811966e-05,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
56821|TFAP2A,5.4228753298413146e-05,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
54104|DAXX,5.6770030371078306e-05,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
46362|TCF12,7.061733852137264e-05,Homo sapiens,TCF12,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TCF12
47582|SMAD4,7.25888593902102e-05,Homo sapiens,SMAD4,predicted transcription factor,NCI-H441,Epithelium,Lung,1,SMAD4
54622|NCAPG,0.00010634143758370129,Homo sapiens,NCAPG,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,NCAPG
55895|T,0.00011704752506241922,Homo sapiens,T,tf,None,Fibroblast,None,1,T
46343|NFIC,0.00012754862305047743,Homo sapiens,NFIC,tf,SK-N-SH,Neuroblastoma cell,Brain,1,NFIC
75854|BRD4,0.00012835694642426843,Homo sapiens,BRD4,cr,7250,Fibroblast,None,1,BRD4
48802|KDM1A,0.0001323430278792892,Homo sapiens,KDM1A,cr,None,Keratinocyte,Foreskin,1,KDM1A
77507|None,0.00015493244428926856,Homo sapiens,None,None,None,Patient,None,0,None
36075|MYOD1,0.00018303787575302266,Homo sapiens,MYOD1,tf,None,Myoblast,None,1,MYOD1
55294|WWTR1,0.00023060654248646673,Homo sapiens,WWTR1,other,MDA-MB-231,Epithelium,Breast,1,WWTR1
6544|TP73,0.00024262585427359262,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1,TP73
76421|MAML3,0.000246162877622802,Homo sapiens,MAML3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAML3
50896|OTX2,0.00026769580655727765,Homo sapiens,OTX2,tf,6540 cells,Epithelium,None,1,OTX2
2749|CREBBP,0.0002824350530305497,Homo sapiens,CREBBP,cr,T98G,None,Brain,1,CREBBP
56558|SMC1A,0.0002841867901754447,Homo sapiens,SMC1A,predicted chromatin regulator,HuCCT1,None,None,1,SMC1A
40376|FOXA1,0.0003283883953602018,Homo sapiens,FOXA1,tf,ZR-75-1,Epithelium,Mammary Gland,1,FOXA1
64633|SMARCA4,0.00038382457559399397,Homo sapiens,SMARCA4,cr,None,Neuron,None,1,SMARCA4
46358|PBX3,0.0004131094840789662,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,PBX3
37605|FAIRE,0.00042350836454252416,Homo sapiens,FAIRE,other,None,Epithelium,Mammary Gland,1,FAIRE
32784|ATF3,0.00043177994046533774,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
55779|CTCFL,0.0004660459280010909,Homo sapiens,CTCFL,predicted transcription factor,Ovcar8,None,None,1,CTCFL
36811|GREB1,0.0005106665600250748,Homo sapiens,GREB1,not sure,MCF-7,Epithelium,Breast,1,GREB1
9508|TFAP2C,0.0006243772823345539,Homo sapiens,TFAP2C,predicted transcription factor,BT-474,Epithelium,Mammary Gland,1,TFAP2C
4495|PPARG,0.0006846886004571728,Homo sapiens,PPARG,tf,None,Stromal Cell,Adipose,0,PPARG
36026|HIRA,0.0007536751578032796,Homo sapiens,HIRA,predicted transcription factor,None,Epithelium,Cervix,1,HIRA
5548|CREB1,0.0007834806099033531,Homo sapiens,CREB1,tf,H3396,Epithelium,Mammary Gland,1,CREB1
72959|GATA4,0.0008176775299335581,Homo sapiens,GATA4,tf,None,Cardiomyocyte,None,1,GATA4
46352|MEF2A,0.0008344550468177281,Homo sapiens,MEF2A,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MEF2A
70118|NEUROD1,0.0008864981627830781,Homo sapiens,NEUROD1,tf,NCI-H524,None,None,1,NEUROD1
58995|EWSR1,0.000962488025813335,Homo sapiens,EWSR1,tf,HEK293,Epithelium,Embryonic Kidney,0,EWSR1
33197|MAX,0.001052890765573744,Homo sapiens,MAX,tf,U87,None,Brain,1,MAX
49482|ZNF92,0.00110347975280789,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1,ZNF92
53874|MEF2B,0.001161587213990567,Homo sapiens,MEF2B,tf,HEK293A,None,None,1,MEF2B
41516|MED12,0.0012451094396256912,Homo sapiens,MED12,predicted transcription factor,MCF-7,Epithelium,Breast,1,MED12
68224|RELA,0.001375884772267022,Homo sapiens,RELA,tf,BEAS-2B,Epithelium,Lung,1,RELA
50820|EHF,0.0016505520330135637,Homo sapiens,EHF,tf,Calu-3,Epithelium,Lung,1,EHF
3006|CEBPA,0.0016674670515157697,Homo sapiens,CEBPA,tf,None,Adipocyte,Adipose,1,CEBPA
37130|HSF1,0.0016835452323307742,Homo sapiens,HSF1,tf,None,Epithelium,Mammary Gland,1,HSF1
44435|TAL1,0.0017624815638426772,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
36411|NKX2-1,0.0018182439833475117,Homo sapiens,NKX2-1,tf,NCI-H3122,None,Lung,0,NKX2-1
36814|TLE3,0.0019427037849371054,Homo sapiens,TLE3,not sure,MCF-7,Epithelium,Breast,1,TLE3
51481|GATA6,0.0020740888002869773,Homo sapiens,GATA6,tf,HUES64,Embryonic Stem Cell,Embryo,1,GATA6
