,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
55512|YAP1,9.923359888470968e-13,Homo sapiens,YAP1,other,IMR90,Fibroblast,Lung,1,YAP1
54126|CEBPB,5.542282834827644e-12,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
58994|FUS,3.693645957798444e-11,Homo sapiens,FUS,other,HEK293,Epithelium,Embryonic Kidney,0,FUS
54611|TEAD1,2.708845211491879e-10,Homo sapiens,TEAD1,tf,SF268,None,None,1,TEAD1
76815|NEUROG2,3.7282797745985995e-10,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
39365|SMAD3,3.4508201957565448e-09,Homo sapiens,SMAD3,tf,LX2,Hepatic Stellate Cell,None,1,SMAD3
5206|TP63,5.121215936374609e-09,Homo sapiens,TP63,predicted transcription factor,None,Keratinocyte,Skin,1,TP63
56669|AR,5.545534146215842e-09,Homo sapiens,AR,tf,LHSAR,Epithelium,Prostate,1,AR
54240|PGR,9.94793466830212e-09,Homo sapiens,PGR,tf,None,Stromal Cell,Endometrium,1,PGR
54241|FOSL2,2.2005113935300723e-08,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
46351|JUND,2.7894772357416666e-08,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1,JUND
39770|PR,4.5462208176015234e-08,Homo sapiens,PR,predicted transcription factor,None,Leiomyoma Cell,None,1,PR
50899|LHX2,1.3859128878263188e-07,Homo sapiens,LHX2,tf,6540 cells,Epithelium,None,1,LHX2
45561|CTCF,1.5368763987144082e-07,Homo sapiens,CTCF,tf,AG04449,Fibroblast,Skin,1,CTCF
56666|HOXB13,2.6204182265107736e-07,Homo sapiens,HOXB13,tf,LHSAR,Epithelium,Prostate,1,HOXB13
52496|TCF21,3.8827874199557173e-07,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
45864|MAFK,4.032194547524843e-07,Homo sapiens,MAFK,tf,IMR90,Fibroblast,Lung,1,MAFK
70947|NR3C1,4.1374240438067867e-07,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
38589|E2F7,1.080248944478726e-06,Homo sapiens,E2F7,tf,IMR90,Fibroblast,Lung,1,E2F7
56634|JUN,1.439451231391899e-06,Homo sapiens,JUN,tf,MDA-MB-231,Epithelium,Breast,1,JUN
41133|ESR1,1.684001792380429e-06,Homo sapiens,ESR1,tf,None,Epithelium,Mammary Gland,1,ESR1
46361|GATA3,1.8351506053416396e-06,Homo sapiens,GATA3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,GATA3
62504|SMC3,1.918294178391777e-06,Homo sapiens,SMC3,predicted chromatin regulator,IMR90,Fibroblast,Lung,1,SMC3
45862|RAD21,3.26851169176176e-06,Homo sapiens,RAD21,not sure,IMR90,Fibroblast,Lung,1,RAD21
54243|FOXO1,3.330464005421715e-06,Homo sapiens,FOXO1,tf,None,Stromal Cell,Endometrium,1,FOXO1
43165|NR2F2,4.979795061196315e-06,Homo sapiens,NR2F2,tf,None,Stromal Cell,None,1,NR2F2
1740|FOS,5.34724796573823e-06,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
46348|TEAD4,9.44482950037379e-06,Homo sapiens,TEAD4,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TEAD4
35315|GRHL2,1.1999572616079585e-05,Homo sapiens,GRHL2,tf,None,Epithelium,Bronchia,1,GRHL2
64946|BHLHE40,1.3102369952272466e-05,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
62958|NFE2L2,1.3236603813164187e-05,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
46356|RXRA,1.5152065082392429e-05,Homo sapiens,RXRA,tf,SK-N-SH,Neuroblastoma cell,Brain,1,RXRA
75045|FOSL1,1.6539243083548738e-05,Homo sapiens,FOSL1,tf,MDA-MB-231,None,Breast,1,FOSL1
64836|HES2,1.7066935978844806e-05,Homo sapiens,HES2,tf,A549,Epithelium,Lung,1,HES2
56821|TFAP2A,1.807786924516545e-05,Homo sapiens,TFAP2A,predicted transcription factor,None,Neural crest cell,Cranial,1,TFAP2A
54104|DAXX,1.8924611297481486e-05,Homo sapiens,DAXX,not sure,PC-3,Epithelium,Prostate,1,DAXX
46362|TCF12,2.3541828946841945e-05,Homo sapiens,TCF12,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TCF12
47582|SMAD4,2.4323325394132745e-05,Homo sapiens,SMAD4,predicted transcription factor,NCI-H441,Epithelium,Lung,1,SMAD4
54622|NCAPG,3.545646514854847e-05,Homo sapiens,NCAPG,predicted chromatin regulator,MCF-7,Epithelium,Breast,0,NCAPG
55895|T,3.9076343638293375e-05,Homo sapiens,T,tf,None,Fibroblast,None,1,T
75854|BRD4,4.284016158305641e-05,Homo sapiens,BRD4,cr,7250,Fibroblast,None,1,BRD4
46343|NFIC,4.3002866962063506e-05,Homo sapiens,NFIC,tf,SK-N-SH,Neuroblastoma cell,Brain,1,NFIC
48802|KDM1A,4.4128776521847334e-05,Homo sapiens,KDM1A,cr,None,Keratinocyte,Foreskin,1,KDM1A
77507|None,5.165414099226724e-05,Homo sapiens,None,None,None,Patient,None,0,None
36075|MYOD1,6.12386587185611e-05,Homo sapiens,MYOD1,tf,None,Myoblast,None,1,MYOD1
6544|TP73,8.150475781122057e-05,Homo sapiens,TP73,predicted transcription factor,Saos-2,Osteosarcoma cell,Bone,1,TP73
76421|MAML3,8.261245399241864e-05,Homo sapiens,MAML3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAML3
56558|SMC1A,9.460282436581598e-05,Homo sapiens,SMC1A,predicted chromatin regulator,HuCCT1,None,None,1,SMC1A
2749|CREBBP,9.477201640276522e-05,Homo sapiens,CREBBP,cr,T98G,None,Brain,1,CREBBP
50896|OTX2,9.507695125978058e-05,Homo sapiens,OTX2,tf,6540 cells,Epithelium,None,1,OTX2
55294|WWTR1,9.915780168807625e-05,Homo sapiens,WWTR1,other,MDA-MB-231,Epithelium,Breast,1,WWTR1
40376|FOXA1,0.00010966699433002892,Homo sapiens,FOXA1,tf,ZR-75-1,Epithelium,Mammary Gland,1,FOXA1
64633|SMARCA4,0.00012762996850706584,Homo sapiens,SMARCA4,cr,None,Neuron,None,1,SMARCA4
46358|PBX3,0.00013737585806795907,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,PBX3
37605|FAIRE,0.0001430882756434433,Homo sapiens,FAIRE,other,None,Epithelium,Mammary Gland,1,FAIRE
32784|ATF3,0.00014487744032792166,Homo sapiens,ATF3,predicted transcription factor,None,Glioblastoma Multiforme Stem Like,None,1,ATF3
55779|CTCFL,0.0001552882058212341,Homo sapiens,CTCFL,predicted transcription factor,Ovcar8,None,None,1,CTCFL
36811|GREB1,0.00017096160965527566,Homo sapiens,GREB1,not sure,MCF-7,Epithelium,Breast,1,GREB1
9508|TFAP2C,0.00020764420157902742,Homo sapiens,TFAP2C,predicted transcription factor,BT-474,Epithelium,Mammary Gland,1,TFAP2C
4495|PPARG,0.0002326651272013776,Homo sapiens,PPARG,tf,None,Stromal Cell,Adipose,0,PPARG
36026|HIRA,0.00025244121848587377,Homo sapiens,HIRA,predicted transcription factor,None,Epithelium,Cervix,1,HIRA
5548|CREB1,0.00026450668603718086,Homo sapiens,CREB1,tf,H3396,Epithelium,Mammary Gland,1,CREB1
72959|GATA4,0.000273332881921149,Homo sapiens,GATA4,tf,None,Cardiomyocyte,None,1,GATA4
70118|NEUROD1,0.00030731290285122696,Homo sapiens,NEUROD1,tf,NCI-H524,None,None,1,NEUROD1
58995|EWSR1,0.00032168580532605925,Homo sapiens,EWSR1,tf,HEK293,Epithelium,Embryonic Kidney,0,EWSR1
33197|MAX,0.00035024201342683545,Homo sapiens,MAX,tf,U87,None,Brain,1,MAX
53874|MEF2B,0.0004087387375298469,Homo sapiens,MEF2B,tf,HEK293A,None,None,1,MEF2B
41516|MED12,0.0004158952920603615,Homo sapiens,MED12,predicted transcription factor,MCF-7,Epithelium,Breast,1,MED12
68224|RELA,0.000545052716507688,Homo sapiens,RELA,tf,BEAS-2B,Epithelium,Lung,1,RELA
3006|CEBPA,0.000558577680487711,Homo sapiens,CEBPA,tf,None,Adipocyte,Adipose,1,CEBPA
37130|HSF1,0.0005677421024789697,Homo sapiens,HSF1,tf,None,Epithelium,Mammary Gland,1,HSF1
50820|EHF,0.0005841613152629336,Homo sapiens,EHF,tf,Calu-3,Epithelium,Lung,1,EHF
44435|TAL1,0.0005930726672939365,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
36411|NKX2-1,0.0006054155030930968,Homo sapiens,NKX2-1,tf,NCI-H3122,None,Lung,0,NKX2-1
36814|TLE3,0.0006897695722284272,Homo sapiens,TLE3,not sure,MCF-7,Epithelium,Breast,1,TLE3
51481|GATA6,0.0006939794049074321,Homo sapiens,GATA6,tf,HUES64,Embryonic Stem Cell,Embryo,1,GATA6
49632|MED1,0.0007110705364014897,Homo sapiens,MED1,predicted transcription factor,MCF-7,Epithelium,Breast,0,MED1
72099|SMARCC1,0.0007360367801548023,Homo sapiens,SMARCC1,cr,HCT-116,colorectal carcinoma derived cell line,None,1,SMARCC1
69249|SIX2,0.0008107003761381213,Homo sapiens,SIX2,tf,None,Cortex,Kidney,1,SIX2
49482|ZNF92,0.0008590192329733509,Homo sapiens,ZNF92,tf,None,Retinal pigment cell,None,1,ZNF92
46209|CBX3,0.0008597808848379094,Homo sapiens,CBX3,cr,HCT-116,None,Colon,1,CBX3
46352|MEF2A,0.0009544613066952832,Homo sapiens,MEF2A,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MEF2A
33481|IRF5,0.0009569948935009258,Homo sapiens,IRF5,tf,None,Monocyte,Blood,0,IRF5
49882|FLI1,0.0009641139649020947,Homo sapiens,FLI1,tf,A673,Polygonal,Muscle,0,FLI1
38768|GLIS2,0.0009641139649020947,Homo sapiens,GLIS2,tf,LoVo,None,Colon,0,GLIS2
55290|5HMC,0.0010939002230984883,Homo sapiens,5HMC,other,BicR,Epithelium,Prostate,1,5HMC
52574|CHRM2,0.0011927108865986875,Homo sapiens,CHRM2,predicted chromatin regulator,None,Stromal Cell,Endometrium,1,CHRM2
56282|BRD1,0.001204775979961275,Homo sapiens,BRD1,cr,HEK293T,Epithelium,Embryonic Kidney,0,BRD1
48442|KDM6B,0.0012841277184097285,Homo sapiens,KDM6B,cr,BJ,Fibroblast,Skin,1,KDM6B
48609|AGO1,0.0013128971971056599,Homo sapiens,AGO1,other,None,Epithelium,None,0,AGO1
39364|VDR,0.0013219121091446484,Homo sapiens,VDR,tf,LX2,Hepatic Stellate Cell,None,1,VDR
65124|MYNN,0.001346168281351644,Homo sapiens,MYNN,tf,HEK293,Epithelium,Embryonic Kidney,1,MYNN
56132|H2AFX,0.0013897800155882381,Homo sapiens,H2AFX,predicted chromatin regulator,MCF-7,Epithelium,Breast,1,H2AFX
49728|ASCL1,0.0016872308800855793,Homo sapiens,ASCL1,tf,HCC4018,Epithelium,Lung,1,ASCL1
47273|KDM5B,0.001760340672182731,Homo sapiens,KDM5B,cr,T47D,Epithelium,Mammary Gland,1,KDM5B
67367|ESRRA,0.0017989576602007859,Homo sapiens,ESRRA,tf,BT-474,Human Breast Cancer Cell,Breast,1,ESRRA
37565|REPIN1,0.0018450362147281075,Homo sapiens,REPIN1,predicted transcription factor,DLD-1,Epithelium,Colon,1,REPIN1
5563|CARM1,0.0018593582797710988,Homo sapiens,CARM1,cr,H3396,Epithelium,Mammary Gland,0,CARM1
4924|POU5F1,0.001875241797454569,Homo sapiens,POU5F1,tf,H1,Embryonic Stem Cell,Embryo,0,POU5F1
35725|SUMO2,0.0020156408557318113,Homo sapiens,SUMO2,other,WI-38,Fibroblast,Lung,1,SUMO2
1006|EOMES,0.002131124396505818,Homo sapiens,EOMES,tf,H9,Embryonic Stem Cell,Embryo,1,EOMES
53399|CHD8,0.0021918234895952765,Homo sapiens,CHD8,cr,T47D,Epithelium,Mammary Gland,1,CHD8
34444|LMNA,0.0021923530885168056,Homo sapiens,LMNA,not sure,HGFDFN168,Fibroblast,Forearm Skin Biopsy,1,LMNA
74642|TSC22D4,0.0021938994052237725,Homo sapiens,TSC22D4,,HepG2,Epithelium,Liver,1,TSC22D4
