Gene,Protein,category_PDL_Time18,category_PDL_Time25,category_PDL_Time32,category_PDL_Time33,category_PDL_Time37,category_PDL_Time46,category_PDL_Time50,category_PDLPval_Time,category_PDLlocalFDR_Time,category_PDLPval_Category,category_PDLlocalFDR_Category,category_hTERT_Time18,category_hTERT_Time25,category_hTERT_Time32,category_hTERT_Time33,category_hTERT_Time37,category_hTERT_Time46,category_hTERT_Time50,category_hTERTPval_Time,category_hTERTlocalFDR_Time,category_hTERTPval_Category,category_hTERTlocalFDR_Category
KIRREL,sp|Q96J84|KIRR1-HUMAN,-0.682567,-0.69478,-0.706993,-0.708738,-0.715717,-0.73142,-0.738398,0.807771242933045,0.840041113032888,0.00000547559872251393,0.0000130974048820495,0.420328,0.365791,0.311254,0.303463,0.2723,0.202181,0.171017,0.448227578358051,0.750587079188173,,
CLASP2,sp|O75122|CLAP2-HUMAN,0.172043,0.111445,0.0508464,0.0421895,0.00756172,-0.0703507,-0.104978,0.462774782657362,0.525976367667144,0.440112479244805,0.477332059646712,0.0760858,0.156326,0.236566,0.248029,0.293881,,,0.468908133610569,0.7640088301805,,
WNK4,sp|Q96J92|WNK4-HUMAN,1.11494,0.775793,0.43665,0.388201,0.194405,-0.241636,-0.435432,0.00000425950654362127,0.0000150081188307907,0.00000209146530898175,0.00000530547499700708,-0.379692,-0.360708,-0.341724,-0.339012,-0.328164,-0.303757,-0.292909,0.76370058747432,0.921512434684376,,
LRIG1,sp|Q96JA1|LRIG1-HUMAN,0.164303,0.119012,0.0737213,0.0672512,0.0413708,-0.0168601,-0.0427405,0.0162849121030636,0.0271052661556587,0.870105104690437,0.880610160284329,0.18852,0.130413,0.0723068,0.0640058,0.0308021,-0.0439063,-0.0771101,0.00273995753508372,0.0462218044257855,,
COG3,sp|Q96JB2|COG3-HUMAN,0.116482,0.0952704,0.0740592,0.071029,0.0589084,0.0316368,0.0195162,0.251153309954713,0.310731875901302,0.0322412819346766,0.0433630193581757,-0.0612526,-0.0476318,-0.034011,-0.0320652,-0.0242819,-0.00676945,0.00101386,0.460732840884288,0.758522889182893,,
CDK5RAP3,sp|Q96JB5-4|CK5P3-HUMAN,0.0300564,0.0554364,0.0808163,0.084442,0.0989448,0.131576,0.146079,0.0959346467787059,0.132765027457068,0.00000447899034014778,0.0000108400970935703,-0.0803045,-0.0870282,-0.0937519,-0.0947124,-0.0985545,-0.107199,-0.111041,0.65463575353315,0.872185563260971,,
LOXL4,sp|Q96JB6|LOXL4-HUMAN,0.326088,0.404074,0.482059,0.4932,0.537763,0.63803,0.682594,0.154480710989067,0.202425271568876,0.0238747417489745,0.0328433527774569,,,,,0.307938,0.0465133,-0.0696757,0.194465954882437,0.509568221077282,,
VPS39,sp|Q96JC1|VPS39-HUMAN,-0.022886,0.0946335,0.212153,0.228941,0.296095,0.447192,0.514346,0.0000218206874884289,0.0000662197759360673,0.00000000167029615419383,0.00000000722410921098559,-0.117897,-0.132146,-0.146396,-0.148432,-0.156574,-0.174896,-0.183038,0.558201683709497,0.822816555732552,,
EAF1,sp|Q96JC9|EAF1-HUMAN,-0.154556,-0.184999,-0.215442,-0.219792,-0.237188,-0.276329,-0.293726,0.508336079121992,0.570655829752117,0.0865740396153653,0.108053494760867,-0.154415,-0.104576,-0.0547376,-0.0476178,-0.0191385,0.0449399,0.0734192,0.283591516101327,0.611409251805083,,
SEC16B,sp|Q96JE7|SC16B-HUMAN,0.450028,0.258808,0.0675873,0.0402701,-0.0689987,-0.314854,-0.424122,0.036360862972453,0.0556487165923633,0.854410576636209,0.866723864374311,,,,,-0.0797268,-0.436365,-0.594871,0.229141824549242,0.550822821725469,,
MAP6,sp|Q96JE9|MAP6-HUMAN,-0.304523,-0.130978,0.0425672,0.0673594,0.166528,0.389658,0.488827,0.0371071382852521,0.0567343594973155,0.000422293066183748,0.00076834340238365,-0.220629,-0.329625,-0.43862,-0.454191,-0.516474,-0.656611,-0.718894,0.143207363823089,0.432229147959478,,
VPS50,sp|Q96JG6|VPS50-HUMAN,0.0512488,0.0943904,0.137532,0.143695,0.168347,0.223815,0.248468,0.0105656386136922,0.0183957377297523,0.0000000167687314104413,0.0000000599319660215809,-0.101185,-0.105296,-0.109408,-0.109995,-0.112344,-0.117631,-0.11998,0.799229471204432,0.936358194177606,,
DEPDC5,sp|O75140|DEPD5-HUMAN,-1.28527,-0.848122,-0.410971,-0.348521,-0.0987204,0.463331,0.713131,0.0132308735883004,0.0225137267683555,0.161184319156737,0.191827646740355,-1.21732,-1.00959,-0.801852,-0.772175,-0.653469,-0.38638,-0.267674,0.0798545698910225,0.318683287576855,,
MAGED4,sp|Q96JG8-4|MAGD4-HUMAN,0.36943,0.22798,0.0865304,0.0663234,-0.014505,-0.196369,-0.277197,0.000000570411610142861,0.00000244526520554501,0.00000156780879446507,0.00000403933078898084,0.0126197,0.0670135,0.121407,0.129178,0.16026,0.230195,0.261277,0.0254105563200784,0.171656219653805,,
VCPIP1,sp|Q96JH7|VCIP1-HUMAN,0.0784677,0.148766,0.219064,0.229106,0.269276,0.359659,0.39983,0.00000156707958533125,0.00000610737145238356,3.22481236510805e-16,0.0000000000000103407665540877,-0.094685,-0.112463,-0.130241,-0.132781,-0.14294,-0.165797,-0.175956,0.15549489200802,0.452308643282634,,
ELMO2,sp|Q96JJ3|ELMO2-HUMAN,0.0333331,0.0591509,0.0849688,0.0886571,0.10341,0.136605,0.151358,0.0212232806318173,0.0343815654789156,0.0000223475958962721,0.0000490519356723459,-0.0412792,-0.0357106,-0.030142,-0.0293465,-0.0261644,-0.0190048,-0.0158227,0.607757507983475,0.847514083377112,,
TMX3,sp|Q96JJ7|TMX3-HUMAN,-0.0401164,0.0546621,0.149441,0.16298,0.217139,0.338997,0.393157,0.000824731581800485,0.00180852554477581,0.000000000000756953994158335,0.00000000000740177389197667,-0.30994,-0.362853,-0.415767,-0.423326,-0.453562,-0.521593,-0.551829,0.0496044963984025,0.249265973454861,,
DCAF5,sp|Q96JK2|DCAF5-HUMAN,-0.12871,-0.0898803,-0.0510506,-0.0455035,-0.0233152,0.0266086,0.048797,0.105426353464354,0.144298115673862,0.341425002997714,0.380043451550208,-0.136028,-0.12175,-0.107471,-0.105431,-0.0972723,-0.0789144,-0.0707554,0.546869881681913,0.815406855724085,,
ZNF462,sp|Q96JM2-3|ZN462-HUMAN,0.318802,-0.00491842,-0.328639,-0.374885,-0.559868,-0.97608,-1.16106,0.0000000303683613532296,0.000000181599649830175,0.00000000136800050330717,0.00000000602403660028435,0.0584768,0.101257,0.144037,0.150149,0.174595,0.229598,0.254044,0.265411480380562,0.591864391919991,,
CHAMP1,sp|Q96JM3|CHAP1-HUMAN,-0.0579188,-0.240566,-0.423213,-0.449305,-0.553675,-0.788506,-0.892876,0.00000440458282323306,0.0000154604713410857,0.000000000000286850062000508,0.00000000000317532343542219,0.138277,0.209406,0.280534,0.290695,0.331339,0.42279,0.463435,0.042674243976332,0.228911695000441,,
L3MBTL3,sp|Q96JM7|LMBL3-HUMAN,0.856966,0.907918,0.958871,0.966149,0.995265,1.06078,1.08989,0.781953069505836,0.818525287082906,0.428975172781514,0.466458032095167,0.657993,0.591507,0.525022,0.515524,0.477532,0.39205,0.354059,0.691361399429655,0.888169305808912,,
LCOR,sp|Q96JN0-3|LCOR-HUMAN,0.205594,0.0631191,-0.0793563,-0.0997099,-0.181124,-0.364307,-0.445722,0.000713635099455158,0.00158335641291531,0.00115977458108974,0.00196911828617722,-0.019056,0.051779,0.122614,0.132733,0.17321,0.264284,0.304761,0.157200594832013,0.454973849637787,,
NEURL4,sp|Q96JN8|NEUL4-HUMAN,0.177792,0.153932,0.130072,0.126664,0.11303,0.0823529,0.0687188,0.727627954653482,0.77058198803948,0.162520345722519,0.193143460227781,,-0.170114,-0.180283,-0.181736,-0.187547,-0.200622,-0.206433,0.901851037194602,0.970259808218892,,
ATG13,sp|O75143-5|ATG13-HUMAN,0.0727547,0.153786,0.234817,0.246393,0.292697,0.39688,0.443183,0.0386525073420962,0.0588531654890141,0.0348113629567635,0.0465886179715989,0.3059,0.259138,0.212377,0.205697,0.178976,0.118854,0.0921336,0.180822539397002,0.491413096309979,,
FEM1C,sp|Q96JP0|FEM1C-HUMAN,0.275935,0.160165,0.0443949,0.0278563,-0.0382981,-0.187146,-0.2533,0.00360666967927177,0.00692567703302061,0.0350493432744013,0.0468798947393755,0.0966806,0.120046,0.143412,0.14675,0.160102,0.190144,0.203496,0.634951065868534,0.861645883498713,,
ZFP91,sp|Q96JP5|ZFP91-HUMAN,0.147591,0.0113999,-0.124791,-0.144247,-0.22207,-0.397172,-0.474995,0.0000106159710329799,0.0000342631672716511,0.00000000190050217887941,0.0000000080982119184136,0.216579,0.236383,0.256187,0.259016,0.270333,0.295795,0.307112,0.462146124539419,0.759075421157461,,
DCHS1,sp|Q96JQ0|PCD16-HUMAN,-0.0608759,-0.440199,-0.819521,-0.87371,-1.09047,-1.57817,-1.79492,0.00568567459016814,0.0104625035713312,0.00000259085091252241,0.00000649014840107828,1.05645,0.917094,0.777735,0.757827,0.678194,0.499018,0.419385,0.288621987652975,0.614922215376174,,
SLC41A2,sp|Q96JW4|S41A2-HUMAN,-0.293917,-0.114404,0.0651097,0.0907545,0.193334,0.424137,0.526716,0.000203446855421471,0.00050361971915205,0.0000389188814143865,0.000082347637797627,-0.175187,-0.204152,-0.233118,-0.237255,-0.253807,-0.291048,-0.307599,0.509711362555636,0.791787141867507,,
SERAC1,sp|Q96JX3|SRAC1-HUMAN,-0.317545,-0.0257277,0.266089,0.307777,0.47453,0.849723,1.01648,0.000103293024251222,0.000271280255374685,0.00166416502298205,0.00276890394747699,-0.418294,-0.345949,-0.273603,-0.263268,-0.221928,-0.128913,-0.0875728,0.394463446261657,0.706565889869051,,
PDLIM2,sp|Q96JY6-5|PDLI2-HUMAN,-0.256862,0.0128699,0.282602,0.321135,0.475267,0.822065,0.976198,0.0000000124831943190247,0.0000000843135652719433,0.000000000000131579661136542,0.00000000000165750827232248,-0.602587,-0.574719,-0.54685,-0.542869,-0.526945,-0.491114,-0.475189,0.453025713228863,0.753354391647131,,
BTF3L4,sp|Q96K17|BT3L4-HUMAN,-0.390108,-0.297499,-0.204891,-0.191661,-0.138742,-0.0196739,0.0332453,0.110055395272957,0.149943971603419,0.236056400810771,0.271575305287101,-0.438231,-0.406162,-0.374093,-0.369512,-0.351187,-0.309956,-0.291631,0.575582917547916,0.831745490007549,,
RNF170,sp|Q96K19|RN170-HUMAN,-0.203093,0.0603078,0.323708,0.361337,0.511852,0.85051,1.00102,0.0000105200931463095,0.0000339894109678066,0.000000295560812619843,0.00000085381148282192,-0.61197,-0.562091,-0.512212,-0.505087,-0.476584,-0.412454,-0.383952,0.438548221792746,0.743275470405477,,
ZFYVE19,sp|Q96K21|ANCHR-HUMAN,-0.22375,-0.172416,-0.121082,-0.113749,-0.0844152,-0.0184144,0.0109193,0.0292831173650836,0.0459665732359567,0.134673097481846,0.162181093362949,-0.248097,-0.154023,-0.0599493,-0.0465102,0.00724617,0.128198,0.181954,0.000204198078688424,0.00762311936674475,,
C8orf76,sp|Q96K31|CH076-HUMAN,0.174872,0.110783,0.0466939,0.0375383,0.000916026,-0.0814841,-0.118106,0.12544183766984,0.16824715420416,0.422303804988135,0.460236778843587,0.0710096,0.0862757,0.101542,0.103723,0.112446,0.132074,0.140797,0.775669498096554,0.92720358334824,,
HIP1R,sp|O75146|HIP1R-HUMAN,-0.467667,-0.305301,-0.142936,-0.119741,-0.0269613,0.181794,0.274574,0.0000000000790358578928704,0.00000000122153614217244,0.000000162412054838745,0.000000491661706391354,0.0000437063,0.0600675,0.120091,0.128666,0.162965,0.240139,0.274438,0.00183155982440191,0.035406316857044,,
TMEM87B,sp|Q96K49|TM87B-HUMAN,-0.333006,-0.232212,-0.131418,-0.117019,-0.0594223,0.0701699,0.127766,0.0320439303520156,0.0497519922168607,0.0104666939292105,0.0153001561067295,0.241781,0.191993,0.142204,0.135091,0.106641,0.042627,0.0141764,0.279727945755364,0.60678789621601,,
ZNF668,sp|Q96K58-2|ZN668-HUMAN,0.310154,0.0451005,-0.219953,-0.257818,-0.409277,-0.75006,-0.901519,0.0000000178082244202196,0.000000114051724216365,0.00000000010008747980006,0.00000000056274795807095,0.332736,0.335465,0.338194,0.338584,0.340144,0.343653,0.345212,0.941125432993131,0.983017270587997,,
USP47,sp|Q96K76|UBP47-HUMAN,0.00264616,0.0558592,0.109072,0.116674,0.147082,0.215498,0.245906,0.00000247209451790267,0.00000921017517154768,0.000000000235902968443395,0.00000000121590903969622,-0.0659929,-0.0599827,-0.0539725,-0.0531139,-0.0496796,-0.0419522,-0.0385178,0.531840495800709,0.807517094035598,,
CLPTM1L,sp|Q96KA5|CLP1L-HUMAN,-0.235806,-0.00721746,0.221371,0.254027,0.384649,0.678549,0.809171,0.00000000324530431841157,0.0000000267099849115039,0.00000000000132283546721087,0.0000000000119236225250748,-0.319111,-0.323031,-0.32695,-0.32751,-0.32975,-0.33479,-0.337029,0.894297301759776,0.967009946391434,,
PBK,sp|Q96KB5|TOPK-HUMAN,0.64882,-0.0992241,-0.847268,-0.954131,-1.38158,-2.34335,-2.77081,0.000000000249967517248811,0.0000000031454399670963,0.00000000000758058262725195,0.0000000000554766288935637,0.685989,0.636197,0.586406,0.579293,0.55084,0.486822,0.45837,0.565981888812545,0.826947063511013,,
DNAJC1,sp|Q96KC8|DNJC1-HUMAN,0.165093,0.177448,0.189802,0.191567,0.198626,0.21451,0.22157,0.398956345874059,0.464593730200288,0.000000825602178223077,0.00000222079279037193,0.0396948,0.0204313,0.0011678,-0.00158413,-0.0125919,-0.0373592,-0.0483669,0.193638327180159,0.50831363926842,,
SCYL1,sp|Q96KG9|SCYL1-HUMAN,0.0816506,0.0902212,0.0987917,0.100016,0.104914,0.115933,0.12083,0.431008471758327,0.495985163869154,0.724564191066051,0.746420110135186,0.0633783,0.0716936,0.0800089,0.0811968,0.0859484,0.0966395,0.101391,0.446817954201764,0.7497301948411,,
ZNF512B,sp|Q96KM6|Z512B-HUMAN,0.134812,0.077695,0.0205776,0.012418,-0.0202206,-0.0936573,-0.126296,0.12998332395621,0.173594310136813,0.231798829896903,0.267073887110821,-0.00715324,0.0191947,0.0455426,0.0493066,0.0643626,0.0982385,0.113294,0.481176241680862,0.773512806273405,,
CNDP2,sp|Q96KP4|CNDP2-HUMAN,0.257473,0.261109,0.264744,0.265263,0.267341,0.272014,0.274092,0.827972544383319,0.857353714964468,0.000000000000468961171359822,0.00000000000486969702827581,-0.0833998,-0.116182,-0.148964,-0.153647,-0.172379,-0.214527,-0.23326,0.0573678137608899,0.269342469801001,,
PPP1R13B,sp|Q96KQ4|ASPP1-HUMAN,-0.15712,-0.0340238,0.0890722,0.106657,0.176998,0.335264,0.405605,0.0145922669646821,0.0246573746896342,0.0598475742770139,0.0769135167119645,-0.271881,-0.213109,-0.154336,-0.14594,-0.112356,-0.0367923,-0.00320831,0.28241826221187,0.610449788058053,,
OBSL1,sp|O75147|OBSL1-HUMAN,0.0377951,-0.0715971,-0.180989,-0.196617,-0.259126,-0.399773,-0.462283,0.0000248859400244815,0.0000746497244520962,0.000000000158427826062657,0.000000000846386433443664,0.20367,0.208331,0.212992,0.213658,0.216322,0.222314,0.224978,0.838068554739008,0.949364882462948,,
FAM210B,sp|Q96KR6|F210B-HUMAN,0.0702538,0.310385,0.550517,0.584821,0.722039,1.03078,1.168,0.000039090555996682,0.000112924190741042,0.000000288960271363004,0.000000836053549494277,-0.185369,-0.2162,-0.247031,-0.251436,-0.269054,-0.308694,-0.326312,0.632073452637695,0.859934445992638,,
MARK4,sp|Q96L34|MARK4-HUMAN,0.101828,0.210996,0.320164,0.335759,0.398141,0.538499,0.600881,0.0264753222931571,0.0419537629945355,0.000643908175356315,0.00113440528944604,-0.232029,-0.222361,-0.212692,-0.211311,-0.205786,-0.193355,-0.18783,0.880799962794743,0.96312905746723,,
B3GALT6,sp|Q96L58|B3GT6-HUMAN,0.138514,0.119933,0.101351,0.0986967,0.0880786,0.064188,0.0535699,0.388976168602464,0.454882593618684,0.0361969760345262,0.0483237753024998,-0.0182216,-0.0228094,-0.0273972,-0.0280526,-0.0306743,-0.0365729,-0.0391945,0.831488830894024,0.947575410953917,,
NSD1,sp|Q96L73|NSD1-HUMAN,-0.0301468,-0.0421747,-0.0542026,-0.0559209,-0.0627939,-0.0782583,-0.0851314,0.856821281098903,0.881386549867579,0.0961081334950847,0.118986721127575,-0.127871,-0.00701226,0.113847,0.131112,0.200175,0.355565,0.424628,0.0562582271378705,0.267125186631465,,
EP400,sp|Q96L91|EP400-HUMAN,0.0758653,-0.088691,-0.253247,-0.276755,-0.370788,-0.58236,-0.676392,0.000000015384185801879,0.00000010060821083626,0.0000000000000055752913408405,0.000000000000114498355131159,0.239777,0.265397,0.291016,0.294676,0.309316,0.342256,0.356896,0.265126523453847,0.591801421633485,,
SNX27,sp|Q96L92|SNX27-HUMAN,-0.305777,-0.26146,-0.217143,-0.210812,-0.185488,-0.12851,-0.103186,0.0311807521909464,0.0485589792184963,0.0000000000136348661591286,0.0000000000933523758820561,0.0927024,0.15944,0.226178,0.235711,0.273847,0.359653,0.397788,0.00186641202449152,0.0359294055904724,,
KIF16B,sp|Q96L93-2|KI16B-HUMAN,0.127283,0.12284,0.118396,0.117761,0.115222,0.109509,0.10697,0.94053879977399,0.951580894526659,0.369611693308826,0.408264185912876,-0.194682,-0.124167,-0.0536522,-0.0435786,-0.00328423,0.0873781,0.127672,0.243317240377305,0.569015539822249,,
PRMT6,sp|Q96LA8|ANM6-HUMAN,0.464189,0.319647,0.175104,0.154455,0.0718596,-0.113981,-0.196577,0.00448071628731989,0.00841741524883008,0.00106809844997584,0.0018225269813522,-0.188553,-0.241398,-0.294244,-0.301793,-0.331991,-0.399935,-0.430132,0.296116307961531,0.620494475907288,,
IFT74,sp|Q96LB3|IFT74-HUMAN,-0.0735304,-0.0248672,0.0237961,0.030748,0.0585556,0.121123,0.14893,0.0743244884703659,0.105828614605504,0.133068281684435,0.160395114432964,-0.163911,-0.126761,-0.0896101,-0.0843029,-0.063074,-0.0153089,0.00592,0.170935343085876,0.474757469456283,,
TRIM47,sp|Q96LD4|TRI47-HUMAN,-0.539424,-0.630513,-0.721601,-0.734614,-0.786665,-0.903779,-0.955829,0.0443203595521979,0.0664625199920014,0.00000000000000477948563507789,0.000000000000100390972758663,0.548126,0.554792,0.561458,0.56241,0.566219,0.57479,0.578599,0.880087685282206,0.962781889427835,,
PHF2,sp|O75151|PHF2-HUMAN,0.145143,-0.00488448,-0.154912,-0.176345,-0.262075,-0.454968,-0.540699,0.000000209509868232412,0.00000100753377393618,0.000000000000355934255569752,0.00000000000380750553434882,0.27817,0.303301,0.328432,0.332022,0.346382,0.378693,0.393054,0.29089817955749,0.61768946402571,,
DHRS1,sp|Q96LJ7|DHRS1-HUMAN,0.0467865,0.16319,0.279594,0.296224,0.36274,0.512402,0.578919,0.000506896046954768,0.00115466611881668,0.000000000000399550149679835,0.00000000000424452987349972,-0.268802,-0.332466,-0.39613,-0.405225,-0.441604,-0.523458,-0.559837,0.0443464835753961,0.23389054756074,,
UBE2E2,sp|Q96LR5|UB2E2-HUMAN,0.593685,0.469402,0.345118,0.327364,0.256344,0.0965514,0.0255323,0.119652009184077,0.161388638983608,0.103150427801154,0.126853840324679,-0.148244,-0.0609356,0.0263732,0.0388459,0.0887367,0.200991,0.250882,0.340318842046102,0.661623454039027,,
C9orf72,sp|Q96LT7|CI072-HUMAN,0.374396,0.319553,0.264711,0.256876,0.225537,0.155025,0.123687,0.268950325708194,0.330005449548271,0.001110989434014,0.00189186215531729,,-0.315476,-0.291606,-0.288196,-0.274557,-0.243867,-0.230228,0.68449395864083,0.884880236415987,,
RNPC3,sp|Q96LT9|RBM40-HUMAN,0.155579,0.0478695,-0.0598403,-0.0752274,-0.136776,-0.27526,-0.336808,0.0239708160900328,0.0384208056954966,0.0195792206882776,0.0273586897964249,0.340441,0.290953,0.241465,0.234396,0.206117,0.14249,0.114211,0.344069156794239,0.665484435574762,,
PRIMPOL,sp|Q96LW4|PRIPO-HUMAN,0.517382,0.302194,0.0870073,0.0562662,-0.0666979,-0.343367,-0.466331,0.00246247417367576,0.00487891584775767,0.759318583042925,0.778829438736242,0.699787,0.409846,0.119904,0.0784841,-0.0871966,,,0.0134298634125584,0.118731323611889,,
CARD19,sp|Q96LW7-2|CAR19-HUMAN,0.0164819,0.123979,0.231475,0.246832,0.308259,0.446469,0.507895,0.00370356021502648,0.00709695111029907,0.00361385303348377,0.00569240499175843,-0.0516555,-0.0198777,0.0119,0.0164397,0.0345984,0.0754555,0.0936142,0.366307884140955,0.684720251300172,,
ZNF597,sp|Q96LX8|ZN597-HUMAN,0.10362,-0.0619048,-0.22743,-0.251076,-0.345661,-0.558479,-0.653064,0.110736580807094,0.15076066907164,0.0787222354976761,0.0989905541421071,,,,,0.0556184,0.251867,0.339088,0.57489540871987,0.831660006332359,,
RMDN2,sp|Q96LZ7|RMD2-HUMAN,-0.320042,-0.0333586,0.253324,0.294279,0.458098,0.82669,0.990509,0.000000234339866410326,0.00000111383912792248,0.00000000000168320097037108,0.0000000000147817106169445,-0.401667,-0.483383,-0.5651,-0.576773,-0.623469,-0.728533,-0.775228,0.0782201082893914,0.315929749687463,,
PRRC1,sp|Q96M27|PRRC1-HUMAN,0.054839,0.0761176,0.0973962,0.100436,0.112595,0.139953,0.152113,0.13003584209565,0.173625905004921,0.0000433711806497044,0.0000912239180590612,-0.0650628,-0.058156,-0.0512493,-0.0502626,-0.0463159,-0.0374359,-0.0334892,0.619555561584815,0.854332560695914,,
CCDC138,sp|Q96M89|CC138-HUMAN,0.0787626,-0.32111,-0.720982,-0.778106,-1.0066,-1.52073,-1.74922,0.000000336017503725403,0.0000015195769503933,0.000000000307732291863567,0.00000000153466709749808,0.859473,0.800684,0.741895,0.733497,0.699903,0.624318,0.590724,0.453194307391992,0.753453788450154,,
ZC3H11A,sp|O75152|ZC11A-HUMAN,0.107346,-0.0471263,-0.201598,-0.223666,-0.311935,-0.510542,-0.598812,0.000000343185457824849,0.00000154971258893386,0.000000000011319210652388,0.0000000000796143717968497,0.124585,0.16632,0.208056,0.214018,0.237866,0.291526,0.315375,0.100758110178174,0.361508874430709,,
MFSD14A,sp|Q96MC6|MF14A-HUMAN,0.0500039,-0.0124221,-0.074848,-0.083766,-0.119438,-0.1997,-0.235372,0.0846367055570376,0.118805763729859,0.0415313210593132,0.0548810993820474,0.412855,0.30075,0.188645,0.172631,0.108571,-0.0355639,-0.0996237,0.0336359798636468,0.200749107004975,,
FBXL18,sp|Q96ME1-4|FXL18-HUMAN,-0.227656,-0.113972,-0.000287567,0.015953,0.0809153,0.227081,0.292043,0.0000154168352189832,0.0000482220615855646,0.000171590106320886,0.000329837892513005,-0.125709,-0.122599,-0.11949,-0.119046,-0.117269,-0.113271,-0.111494,0.892216569348939,0.966737130937975,,
ZNF512,sp|Q96ME7|ZN512-HUMAN,0.310291,0.056312,-0.197667,-0.23395,-0.379081,-0.705626,-0.850757,0.000000125200786523033,0.000000641732324918783,0.0000000357101931755872,0.000000120528437508085,0.171037,0.182681,0.194325,0.195988,0.202642,0.217613,0.224266,0.76496035021535,0.921950926830478,,
NSMCE2,sp|Q96MF7|NSE2-HUMAN,0.112131,-0.0613362,-0.234803,-0.259584,-0.358708,-0.581737,-0.680861,0.00117057611600912,0.00249281347938107,0.0000772822605598482,0.000156310534025523,-0.219563,-0.0746879,0.0701875,0.0908839,0.17367,0.359938,0.442724,0.0128363577553936,0.115646984822756,,
NSMCE3,sp|Q96MG7|NSE3-HUMAN,0.259602,0.00104325,-0.257516,-0.294453,-0.442201,-0.774634,-0.922382,0.0000000000581951881767075,0.000000000946415926238836,0.0000000000113588618006155,0.000000000079771564861748,0.0803615,0.100085,0.119808,0.122626,0.133896,0.159255,0.170525,0.485843021113799,0.776757548862647,,
PCMTD1,sp|Q96MG8|PCMD1-HUMAN,-0.312722,-0.00966241,0.293397,0.336692,0.509869,0.899517,1.07269,0.0000000642788395419,0.000000353227162941514,0.000000000241283236184404,0.00000000123535409264652,-0.473386,-0.446884,-0.420382,-0.416596,-0.401452,-0.367378,-0.352234,0.542085354500192,0.81333652863608,,
TMEM68,sp|Q96MH6|TMM68-HUMAN,-0.183284,-0.00676768,0.169749,0.194966,0.295832,0.522782,0.623649,0.011531241158867,0.0198895575618991,0.00325487688121254,0.00516756537907383,-0.179717,-0.1727,-0.165682,-0.16468,-0.16067,-0.151647,-0.147637,0.874258121662759,0.960462187468166,,
KCTD7,sp|Q96MP8|KCTD7-HUMAN,-0.309436,-0.0269155,0.255605,0.295965,0.457406,0.820647,0.982087,0.0147219920112465,0.0248583571389313,0.0188493615211772,0.0264189029619661,,,,,-0.143796,-0.27851,-0.338383,0.680807900538409,0.883565045864134,,
CEP63,sp|Q96MT8|CEP63-HUMAN,0.238988,0.200931,0.162875,0.157439,0.135692,0.0867631,0.0650167,0.430470266631126,0.495489493022795,0.705309556104629,0.728782991577855,,,,,0.169648,-0.0117927,-0.0924329,0.322580883327812,0.645836970770649,,
CCDC43,sp|Q96MW1|CCD43-HUMAN,-0.0787229,0.0544918,0.187707,0.206737,0.28286,0.454136,0.530259,0.00000609754890384527,0.0000207550750986922,0.0000768327015052886,0.000155435353352406,-0.267774,-0.167978,-0.0681822,-0.0539256,0.00310073,0.13141,0.188436,0.000343771726004943,0.0111077043088462,,
UNC119B,sp|A6NIH7|U119B-HUMAN,-0.151537,-0.072374,0.00678905,0.0180981,0.0633341,0.165115,0.210351,0.0000130469710679892,0.0000414277273477715,0.0000687743339003793,0.000140240630892392,-0.0166888,-0.0324827,-0.0482765,-0.0505328,-0.0595579,-0.0798643,-0.0888894,0.321059912975949,0.644987681383709,,
CLUH,sp|O75153|CLU-HUMAN,0.277447,0.136379,-0.00468865,-0.0248412,-0.105452,-0.286825,-0.367435,0.0000000142014908918362,0.0000000938723638090478,0.000000156230669051191,0.000000473882565566128,0.211711,0.194768,0.177825,0.175404,0.165723,0.143938,0.134257,0.386516926585112,0.701306113788839,,
C7orf26,sp|Q96N11|CG026-HUMAN,0.334908,0.126101,-0.082707,-0.112537,-0.231855,-0.500322,-0.619641,0.0000111840609572674,0.000035920663910471,0.0000165603661143776,0.0000369562284464367,0.304019,0.278031,0.252043,0.24833,0.23348,0.200067,0.185217,0.530065226017367,0.805813474056962,,
TTC14,sp|Q96N46|TTC14-HUMAN,,0.263049,0.0912633,0.0667224,,,,0.566204655443503,0.623102175420043,0.884106851993661,0.893897947613328,,0.134759,0.109013,0.105335,0.0906237,0.0575226,0.0428109,0.75858704345892,0.920264587256243,,
PWWP2A,sp|Q96N64|PWP2A-HUMAN,0.293891,0.0378123,-0.218266,-0.254849,-0.40118,-0.730424,-0.876755,0.0000000403589585779249,0.000000234499027754912,0.00000000763707056137513,0.0000000292447789229402,0.165129,0.176664,0.188198,0.189846,0.196437,0.211267,0.217858,0.75612340547421,0.919695808188589,,
MBOAT7,sp|Q96N66|MBOA7-HUMAN,-0.369317,-0.0767414,0.215835,0.257631,0.424817,0.800987,0.968173,0.0000000541429105682633,0.000000304421816067047,0.0000000000100444131578248,0.0000000000713555729802023,-0.39845,-0.44603,-0.49361,-0.500407,-0.527596,-0.58877,-0.615958,0.272799552353588,0.600067908457166,,
DOCK7,sp|Q96N67|DOCK7-HUMAN,0.120336,0.0678421,0.0153478,0.00784866,-0.0221481,-0.0896407,-0.119637,0.0000197304433204693,0.0000604433281920424,0.000250749846617868,0.000471293178895916,-0.0458633,-0.028868,-0.0118727,-0.00944483,0.000266752,0.0221178,0.0318294,0.121000816435686,0.39593631240364,,
