Gene,Protein,category_PDL_Time18,category_PDL_Time25,category_PDL_Time32,category_PDL_Time33,category_PDL_Time37,category_PDL_Time46,category_PDL_Time50,category_PDLPval_Time,category_PDLlocalFDR_Time,category_PDLPval_Category,category_PDLlocalFDR_Category,category_hTERT_Time18,category_hTERT_Time25,category_hTERT_Time32,category_hTERT_Time33,category_hTERT_Time37,category_hTERT_Time46,category_hTERT_Time50,category_hTERTPval_Time,category_hTERTlocalFDR_Time,category_hTERTPval_Category,category_hTERTlocalFDR_Category
RPL35,sp|P42766|RL35-HUMAN,-0.408887,-0.452338,-0.495788,-0.501995,-0.526824,-0.582689,-0.607518,0.690240982154181,0.737083045332218,,,0.0659685,-0.0178771,-0.101723,-0.113701,-0.161612,-0.269414,-0.317325,0.44537470204087,0.749070976908183,0.277369337284506,0.314629432783913
CDKN2C,sp|P42773|CDN2C-HUMAN,0.16077,-0.124264,-0.409297,-0.450016,-0.612892,-0.979363,-1.14224,0.00011607086040192,0.000301405070055224,,,0.381473,0.443553,0.505632,0.5145,0.549974,0.62979,0.665263,0.284792800053065,0.612327081166134,0.0000000220667051794974,0.0000000769871693000928
PRCP,sp|P42785-2|PCP-HUMAN,-0.469983,-0.124663,0.220656,0.269987,0.467312,0.911294,1.10862,0.000000126886127592855,0.000000649288003625811,,,-0.626473,-0.614946,-0.603419,-0.601772,-0.595185,-0.580365,-0.573778,0.827736992358001,0.9456871492474,0.000000000219502249256608,0.00000000113837471338312
HTT,sp|P42858|HD-HUMAN,-0.114054,-0.0284143,0.057225,0.0694592,0.118396,0.228504,0.27744,0.000000891509371284722,0.0000036601103796155,,,-0.0371126,-0.0412773,-0.0454421,-0.0460371,-0.0484169,-0.0537716,-0.0561515,0.774930612318287,0.927161694068629,0.00000236691327432074,0.00000596298152065257
MTHFR,sp|P42898-2|MTHR-HUMAN,-0.117045,-0.0531416,0.0107621,0.0198912,0.0564076,0.138569,0.175086,0.00106885290109319,0.00228728071501052,,,-0.127218,-0.0280422,0.0711337,0.0853017,0.141974,0.269485,0.326157,0.00000340996932530619,0.000430068547421377,0.0778906346096951,0.097998300141356
SLC1A1,sp|P43005|EAA3-HUMAN,-0.963294,-0.410126,0.143042,0.222066,0.538163,1.24938,1.56548,0.0000000000658950193066664,0.00000000105124216786639,,,-1.4501,-1.25124,-1.05238,-1.02397,-0.91033,-0.654648,-0.541011,0.00746570685739575,0.0840552905153189,0.000000000814814112237705,0.00000000376989509731253
SLC1A4,sp|P43007|SATT-HUMAN,0.524379,0.318901,0.113422,0.0840683,-0.033348,-0.297535,-0.414951,0.0000000027538822698755,0.000000023275479752999,,,0.130471,0.112388,0.0943061,0.0917229,0.0813902,0.0581416,0.0478089,0.493593547453948,0.782325063631755,0.0000498793735205735,0.000103987723995751
PAFAH1B1,sp|P43034|LIS1-HUMAN,-0.0583,0.00970555,0.0777111,0.0874262,0.126286,0.213722,0.252582,0.00325593152771369,0.00629807942459575,,,-0.162116,-0.180294,-0.198472,-0.201069,-0.211456,-0.234827,-0.245215,0.40631937254052,0.716080020005586,0.000000136941114016258,0.000000419791892401567
PTGER2,sp|P43116|PE2R2-HUMAN,0.725515,0.375584,0.025652,-0.0243383,-0.224299,-0.674211,-0.874172,0.0126375716229593,0.0216118412342931,,,,,,,-0.0448524,0.120567,0.194086,0.672546186705398,0.87985693475926,0.109026548560779,0.133351081612806
MCAM,sp|P43121|MUC18-HUMAN,-0.115453,-0.0489363,0.0175801,0.0270824,0.0650917,0.150613,0.188622,0.00198254486307905,0.00401869557758891,,,0.201311,0.148896,0.096482,0.0889943,0.0590432,-0.00834658,-0.0382976,0.0128426973710555,0.115646984822756,0.000613984748762245,0.00108557862932159
NDUFAB1,sp|O14561|ACPM-HUMAN,0.0395846,0.158644,0.277702,0.294711,0.362744,0.51582,0.583854,0.030745971753975,0.0479934687656596,,,-0.423136,-0.41043,-0.397724,-0.395909,-0.388648,-0.372312,-0.365052,0.791610385051973,0.933193474886761,0.00000148039572227397,0.00000383017086281938
CRAT,sp|P43155|CACP-HUMAN,-0.42098,-0.134452,0.152076,0.193009,0.356739,0.725133,0.888863,0.00000000154376619499032,0.0000000142779017893739,,,-0.44255,-0.423369,-0.404188,-0.401448,-0.390487,-0.365826,-0.354866,0.592794865314388,0.840654842929467,0.0000000000471445989920648,0.000000000285436866254648
CTSO,sp|P43234|CATO-HUMAN,-0.368084,0.0261994,0.420483,0.476809,0.702114,1.20905,1.43436,0.00316095736971747,0.00613108706482221,,,,,,,-0.72167,-0.721801,-0.721859,0.999676903891659,0.999785328718545,0.00105606136000875,0.00180265490570913
MSH2,sp|P43246|MSH2-HUMAN,0.358413,0.00118334,-0.356047,-0.40708,-0.611211,-1.07051,-1.27464,0.00000000000022128414178284,0.0000000000146795760530904,,,0.417184,0.368641,0.320098,0.313164,0.285425,0.223013,0.195274,0.130600362007793,0.412561129864288,0.0000000000000109818240192946,0.000000000000202122553456917
GRK6,sp|P43250-2|GRK6-HUMAN,0.0527222,0.103771,0.15482,0.162112,0.191283,0.256917,0.286088,0.544320290521678,0.60333903100137,,,0.548306,0.412682,0.277059,0.257684,0.180185,0.00581199,-0.0716871,0.0348383792518013,0.204484210745296,0.20377234674634,0.237695738057938
GPD2,sp|P43304|GPDM-HUMAN,-0.129442,-0.0665139,-0.00358598,0.00540373,0.0413626,0.12227,0.158229,0.00972362053420163,0.0170588860247095,,,0.0235799,0.0106199,-0.00234,-0.00419141,-0.0115971,-0.0282598,-0.0356655,0.578580726863896,0.833087583137411,0.0709860932529866,0.0899495349575085
SSR1,sp|P43307|SSRA-HUMAN,-0.0867957,0.00252363,0.0918429,0.104603,0.155642,0.270482,0.321521,0.0151731190921987,0.0254940472210576,,,-0.160005,-0.161392,-0.162779,-0.162977,-0.163769,-0.165553,-0.166345,0.968741908812831,0.99136219968613,0.000767648975113639,0.00133506058082287
ALDH3B1,sp|P43353|AL3B1-HUMAN,-0.879585,-0.595913,-0.312241,-0.271716,-0.109618,0.255103,0.417202,0.0000764709203223779,0.000207210801143887,,,-0.181911,-0.00139036,0.17913,0.204919,0.308073,0.540171,0.643325,0.00751742928535784,0.0841240478644231,0.00553604521560485,0.00846845934523761
PTPN9,sp|P43378|PTN9-HUMAN,-0.0821445,-0.0153409,0.0514626,0.061006,0.0991795,0.18507,0.223243,0.00316550689417664,0.00613732949352456,,,-0.0228529,-0.0172729,-0.0116929,-0.0108957,-0.00770718,-0.00053291,0.00265565,0.793683609026218,0.934023282094789,0.0304536552994789,0.0411267070176472
RANBP1,sp|P43487|RANG-HUMAN,0.223921,0.0896691,-0.0445823,-0.0637611,-0.140476,-0.313085,-0.3898,0.00000502065315314535,0.0000173977612646198,,,0.132125,0.139933,0.147742,0.148857,0.153319,0.163359,0.167821,0.757134372117729,0.91997527656908,0.00000359095289537451,0.00000879707137307342
NAMPT,sp|P43490|NAMPT-HUMAN,0.115058,0.10754,0.100022,0.0989477,0.0946516,0.0849854,0.0806893,0.746902402382438,0.786968189186736,,,0.0159744,0.0238046,0.0316349,0.0327535,0.0372279,0.0472954,0.0517698,0.73795894189344,0.910939679143161,0.421999412648893,0.460013782247954
UBFD1,sp|O14562|UBFD1-HUMAN,-0.131316,0.0265478,0.184412,0.206964,0.297172,0.50014,0.590348,0.00000000000000420136364129594,0.000000000000704377711570725,,,-0.363272,-0.301594,-0.239916,-0.231105,-0.195861,-0.116561,-0.0813166,0.0000113758985005208,0.00107037918442145,8.4230879402528e-19,8.44231455402946e-17
TSFM,sp|P43897|EFTS-HUMAN,0.116143,0.0942062,0.0722694,0.0691355,0.0566002,0.0283957,0.0158603,0.224457555145097,0.281441816153513,,,0.0622446,0.00909583,-0.0440529,-0.0516456,-0.0820164,-0.150351,-0.180721,0.00518124110030027,0.0665407022087309,0.00470459054005629,0.00728236182136294
CBX5,sp|P45973|CBX5-HUMAN,0.371087,0.0327154,-0.305656,-0.353995,-0.54735,-0.982399,-1.17575,0.000000000148702577158898,0.00000000202403743634091,,,0.431989,0.406849,0.381709,0.378117,0.363752,0.331429,0.317063,0.513138858991822,0.793550563713107,0.00000000000174613154414993,0.0000000000152328088633931
USP5,sp|P45974|UBP5-HUMAN,-0.0349289,0.0759439,0.186817,0.202656,0.266012,0.408562,0.471918,0.000500882335368137,0.00114181360060064,,,-0.191466,-0.182067,-0.172668,-0.171325,-0.165954,-0.153869,-0.148498,0.748112506928985,0.915805510771093,0.000000412574955324297,0.00000116483578170402
MAPK9,sp|P45984|MK09-HUMAN,-0.096198,0.00980366,0.115805,0.130948,0.191521,0.327808,0.388381,0.000526004683661145,0.00119347667028529,,,-0.0609139,-0.0724603,-0.0840067,-0.0856562,-0.0922541,-0.107099,-0.113697,0.74486855476581,0.914717356443712,0.00152756129835872,0.00255220922851346
MAP2K4,sp|P45985-2|MP2K4-HUMAN,0.111805,0.113833,0.115862,0.116152,0.117311,0.119919,0.121078,0.906680088012196,0.923709765944145,,,-0.0418319,-0.0619727,-0.0821135,-0.0849908,-0.0964998,-0.122395,-0.133904,0.25106355754223,0.578619611121445,0.000014039975074377,0.0000316844371416619
MKI67,sp|P46013|KI67-HUMAN,0.412248,-0.177712,-0.767672,-0.851952,-1.18907,-1.94759,-2.28471,0.000000000545634332308134,0.00000000606911239832727,,,0.439636,0.440072,0.440509,0.440571,0.440821,0.441382,0.441632,0.995058445253944,0.998234077176774,0.00000000000292151020532863,0.0000000000240743928537402
PHKA2,sp|P46019|KPB2-HUMAN,-0.0457761,0.0393728,0.124522,0.136686,0.185342,0.294819,0.343476,0.00000146455543194622,0.00000574666622892601,,,-0.211957,-0.207688,-0.203419,-0.20281,-0.20037,-0.194882,-0.192442,0.771355989616962,0.925756919175841,0.00000000000505513373940942,0.0000000000388554729861912
NOP2,sp|P46087-4|NOP2-HUMAN,0.309381,0.120811,-0.0677581,-0.0946966,-0.202451,-0.444897,-0.552651,0.000000000000188631685346673,0.0000000000129696935600349,,,0.218537,0.188332,0.158127,0.153811,0.136551,0.0977157,0.0804555,0.0749641284595832,0.308765125511533,0.0000000000146708726330785,0.0000000000995438679540963
ATRX,sp|P46100|ATRX-HUMAN,0.0182159,-0.052288,-0.122792,-0.132864,-0.173152,-0.2638,-0.304088,0.000306285073478293,0.000732811277255666,,,-0.0174551,0.0353877,0.0882305,0.0957795,0.125975,0.193916,0.224112,0.00509040891835063,0.0658326236130591,0.00000000476519894314834,0.000000018874527257204
CRK,sp|P46108-2|CRK-HUMAN,-0.10891,-0.0264718,0.0559664,0.0677433,0.114851,0.220843,0.267951,0.032939787716854,0.051022641111559,,,-0.277912,-0.234509,-0.191107,-0.184907,-0.160105,-0.104302,-0.0795006,0.20575706743548,0.526466826175419,0.00519329755321644,0.00797724416761765
DYNC1I1,sp|O14576|DC1I1-HUMAN,-1.08128,-0.573205,-0.0651319,0.00744995,0.297777,0.951014,1.24134,0.00465614763769781,0.00871232495276208,,,-1.87249,-1.86572,-1.85895,-1.85798,-1.85411,-1.84541,-1.84154,0.970741593170947,0.991456066030293,0.000160449067507252,0.000309778235235421
CRKL,sp|P46109|CRKL-HUMAN,-0.0670754,-0.00164722,0.0637809,0.0731278,0.110515,0.194637,0.232025,0.0000038397626463802,0.0000136968864070684,,,0.0324709,0.0442737,0.0560765,0.0577626,0.064507,0.079682,0.0864265,0.332582197456684,0.655286419390617,0.00789116804022548,0.011770375363785
MTIF2,sp|P46199|IF2M-HUMAN,0.198106,0.194259,0.190413,0.189863,0.187665,0.18272,0.180522,0.889079607880147,0.909496678973023,,,0.104489,0.100814,0.0971387,0.0966137,0.0945137,0.0897888,0.0876889,0.894482792729735,0.967009946391435,0.306574007801309,0.344914461436782
BAG6,sp|P46379-3|BAG6-HUMAN,0.164983,0.124193,0.0834027,0.0775755,0.0542668,0.00182208,-0.0214867,0.00002287179507599,0.0000691478106215421,,,0.0860398,0.0349216,-0.0161966,-0.0234992,-0.0527097,-0.118433,-0.147644,0.000000586901076350662,0.000110445200510805,0.00000863035933260006,0.0000200404289614468
NSF,sp|P46459|NSF-HUMAN,-0.155377,0.0277255,0.210828,0.236986,0.341616,0.577033,0.681664,0.00000000000129626202669068,0.0000000000478113285924591,,,-0.240819,-0.26603,-0.29124,-0.294841,-0.309247,-0.34166,-0.356065,0.150311710684698,0.444523503599617,2.66985220839378e-18,2.17864665607072e-16
NOTCH1,sp|P46531|NOTC1-HUMAN,-0.0579637,-0.162274,-0.266584,-0.281486,-0.341092,-0.475205,-0.534811,0.000000271903912260328,0.0000012662757449255,,,0.268121,0.279298,0.290475,0.292071,0.298458,0.312828,0.319215,0.503024884282117,0.786816610211192,4.94435147651601e-18,3.53425309805846e-16
MAP2K3,sp|P46734-3|MP2K3-HUMAN,0.202831,0.212453,0.222074,0.223448,0.228946,0.241317,0.246815,0.723881938464527,0.767143472541249,,,-0.117624,-0.135971,-0.154318,-0.15694,-0.167424,-0.191013,-0.201498,0.503487696060838,0.786816610211192,0.000000675393093504665,0.0000018398226632811
BRCC3,sp|P46736|BRCC3-HUMAN,0.0260969,0.106122,0.186146,0.197578,0.243307,0.346196,0.391924,0.110941927346805,0.150995647537253,,,-0.134749,-0.135546,-0.136343,-0.136457,-0.136912,-0.137937,-0.138392,0.987156604588352,0.996013902058124,0.00507733785571712,0.00781083289415542
RPL28,sp|P46779|RL28-HUMAN,0.0854274,-0.0421212,-0.16967,-0.187891,-0.260776,-0.424767,-0.497652,0.00194662759796062,0.00395197117586854,,,0.00910966,0.0113628,0.013616,0.0139379,0.0152254,0.0181224,0.0194099,0.953361915160457,0.987081767313561,0.00316769952343752,0.00503783327106199
RPS5,sp|P46782|RS5-HUMAN,0.15781,0.0674137,-0.0229827,-0.0358965,-0.0875516,-0.203776,-0.255431,0.00707108974710357,0.012764784369233,,,0.188417,0.157369,0.126321,0.121886,0.104144,0.0642247,0.0464829,0.334647547600243,0.65750356257894,0.027416119562625,0.0372702400835863
RPS10,sp|P46783|RS10-HUMAN,0.164695,0.121904,0.0791138,0.0730009,0.0485492,-0.00646717,-0.0309189,0.0361032403445674,0.0553003287736306,,,0.100977,0.0803178,0.0596591,0.0567079,0.0449029,0.0183417,0.00653673,0.302075976770998,0.626404454622637,0.706996275052159,0.730198549759852
CIT,sp|O14578-4|CTRO-HUMAN,0.348052,-0.1944,-0.736852,-0.814345,-1.12432,-1.82176,-2.13173,0.0000000000000139907434487602,0.00000000000179178674084747,,,0.618234,0.556478,0.494723,0.4859,0.450612,0.371211,0.335923,0.161684558347627,0.461862860137381,1.16086402216073e-17,6.81422878181923e-16
GNPDA1,sp|P46926|GNPI1-HUMAN,0.0543465,0.0994634,0.14458,0.151026,0.176807,0.234814,0.260595,0.137121663949056,0.182137548728644,,,0.19461,0.142384,0.0901572,0.0826963,0.0528526,-0.0142956,-0.0441393,0.0883334156850927,0.337416083691897,0.0355517599417339,0.047503663008655
NEDD4,sp|P46934-4|NEDD4-HUMAN,0.106159,0.0518567,-0.00244598,-0.0102035,-0.0412336,-0.111051,-0.142081,0.0529365733979148,0.0779508373206918,,,-0.039788,-0.0612498,-0.0827115,-0.0857775,-0.0980414,-0.125635,-0.137899,0.435937596695015,0.740848806762311,0.368322995421543,0.406889462175877
NEDD4,sp|P46934|NEDD4-HUMAN,0.261454,0.186166,0.110878,0.100123,0.057101,-0.0396979,-0.0827196,0.000188303163623693,0.000468648710330385,,,0.0587995,0.013296,-0.0322075,-0.0387081,-0.0647101,-0.123215,-0.149217,0.0168089826386875,0.134661710609329,0.0045347642742767,0.00703838770797937
YAP1,sp|P46937-9|YAP1-HUMAN,0.00829315,0.0898046,0.171316,0.182961,0.229539,0.334339,0.380917,0.00146618097301444,0.00306013009329248,,,-0.215684,-0.184257,-0.152831,-0.148341,-0.130383,-0.0899778,-0.0720198,0.193656416305168,0.508313639268419,0.000000352456573357371,0.00000100712800214698
UTRN,sp|P46939|UTRO-HUMAN,0.0754738,0.0341944,-0.00708501,-0.0129821,-0.0365703,-0.0896438,-0.113232,0.0040117762314877,0.00762733786196867,,,0.00662448,0.0282266,0.0498288,0.0529148,0.0652589,0.093033,0.105377,0.11759212151341,0.389341814174202,0.000579560537902203,0.00102949869389255
GYG1,sp|P46976-2|GLYG-HUMAN,0.317424,0.334597,0.351771,0.354224,0.364038,0.386118,0.395932,0.392783308765126,0.458520684912423,,,-0.201793,-0.232854,-0.263916,-0.268353,-0.286103,-0.326039,-0.343788,0.128278846808634,0.407765634003686,9.13141310683477e-16,0.0000000000000247649294876834
STT3A,sp|P46977|STT3A-HUMAN,0.196007,0.170202,0.144398,0.140711,0.125966,0.092788,0.0780425,0.0995883121003733,0.137264684717082,,,0.032243,0.0203073,0.00837157,0.00666647,-0.000153947,-0.0154999,-0.0223203,0.441283298788401,0.745527132520868,0.0014072976175082,0.00236154528317436
RABIF,sp|P47224|MSS4-HUMAN,-0.112726,-0.0994005,-0.0860752,-0.0841716,-0.0765571,-0.0594245,-0.05181,0.655556372531927,0.705765944088371,,,0.048142,0.113937,0.179731,0.18913,0.226727,0.31132,0.348917,0.0476308098718984,0.242643000185148,0.000336074654318181,0.000620533517714847
PLA2G4A,sp|P47712|PA24A-HUMAN,-0.152097,-0.302863,-0.453629,-0.475167,-0.561319,-0.75516,-0.841312,0.0000000110225342906722,0.000000075736802305729,,,0.401037,0.41242,0.423803,0.425429,0.431934,0.446569,0.453074,0.580580862797487,0.834273980965502,3.42159231619326e-21,1.12195973559506e-18
CAPZB,sp|P47756|CAPZB-HUMAN,0.0235766,0.0927492,0.161922,0.171804,0.211331,0.300267,0.339794,0.0569803709301051,0.0833332276521014,,,-0.359024,-0.273296,-0.187569,-0.175322,-0.126335,-0.0161139,0.0328732,0.0924984802700685,0.347142241176354,0.00606942698874786,0.00922620940706298
COPE,sp|O14579|COPE-HUMAN,0.0575095,0.0802718,0.103034,0.106286,0.119293,0.148559,0.161566,0.0566335192201185,0.0828390991003669,,,0.0138787,-0.00845708,-0.0307928,-0.0339836,-0.0467469,-0.0754643,-0.0882276,0.0623243068913739,0.281023195034405,0.000000712108780254617,0.00000193241761704762
EIF1AX,sp|P47813|IF1AX-HUMAN,-0.0110018,-0.0874196,-0.163837,-0.174754,-0.218421,-0.316673,-0.36034,0.113935176194257,0.154613136083479,,,0.0828792,0.0361479,-0.0105833,-0.0172592,-0.0439628,-0.104046,-0.130749,0.330472400478579,0.653017229103602,0.264216634450253,0.30085157291535
ALDH1A3,sp|P47895|AL1A3-HUMAN,-0.94828,-0.65958,-0.37088,-0.329637,-0.164666,0.20652,0.371492,0.104335277382249,0.142953282725367,,,,,,,0.0265678,0.497525,0.70684,0.435944650850483,0.740848806762311,0.840755593799341,0.854281799495727
QARS,sp|P47897|SYQ-HUMAN,0.161893,0.147224,0.132555,0.13046,0.122078,0.103218,0.0948362,0.0792601811664914,0.111957434212043,,,0.030593,0.0150549,-0.000483298,-0.00270303,-0.011582,-0.0315596,-0.0404386,0.0648869756009047,0.287793555563224,0.0000000449872418753643,0.000000148528321875026
ZFP36L2,sp|P47974|TISD-HUMAN,-0.0848135,-0.236372,-0.38793,-0.409581,-0.496186,-0.691047,-0.777652,0.00144083750896163,0.0030106418921675,,,0.211879,0.335716,0.459553,0.477244,0.548008,0.707227,0.777991,0.00797793967064881,0.08736886188011,0.00000000000539563310322924,0.000000000040982811239602
UQCRFS1,sp|P47985|UCRI-HUMAN,0.0602768,0.0679188,0.0755607,0.0766524,0.0810192,0.0908446,0.0952114,0.628498387573999,0.681649450931527,,,0.152745,0.107826,0.0629064,0.0564894,0.0308211,-0.0269325,-0.0526007,0.00716822758476514,0.0816027488384189,0.0504176197439154,0.0656361529943025
SLC6A8,sp|P48029|SC6A8-HUMAN,0.0351998,-0.00426246,-0.0437247,-0.0493622,-0.0719121,-0.122649,-0.145199,0.34151267004646,0.406806398462525,,,0.182695,0.167276,0.151858,0.149656,0.140845,0.121022,0.112211,0.709903769701449,0.898685153818926,0.079481847265747,0.0998640296549193
ATP5O,sp|P48047|ATPO-HUMAN,-0.136651,0.0360192,0.20869,0.233357,0.332026,0.554031,0.6527,0.000000138617196086257,0.000000701146003900921,,,-0.105503,-0.124696,-0.143889,-0.146631,-0.157598,-0.182275,-0.193242,0.472195655746035,0.766906691863235,0.000000000712623422255813,0.00000000333389171822468
LIMS1,sp|P48059-3|LIMS1-HUMAN,0.405813,0.369895,0.333977,0.328846,0.308321,0.262141,0.241616,0.31270342478894,0.376378838269001,,,-0.160833,-0.325346,-0.489859,-0.513361,-0.607368,-0.818885,-0.912892,0.0000432725282823568,0.00267795961940679,0.00000000000077022542216006,0.00000000000749480542574317
GLIPR1,sp|P48060|GLIP1-HUMAN,0.271342,0.155906,0.040469,0.023978,-0.0419858,-0.190404,-0.256368,0.0375877948641838,0.0574026261084198,,,0.1526,0.0312221,-0.0901556,-0.107495,-0.176854,-0.332911,-0.402269,0.0183474029645893,0.142288816431016,0.478773902310595,0.514782433909281
ME1,sp|P48163|MAOX-HUMAN,-0.497239,-0.263569,-0.0298988,0.00348265,0.137009,0.437442,0.570968,0.0000000492841812116488,0.000000279489197387831,,,-0.0929898,-0.0660316,-0.0390734,-0.0352222,-0.0198175,0.0148431,0.0302478,0.43252557763255,0.73770082165582,0.00036525587933059,0.000670921207830153
SSC5D,sp|A1L4H1|SRCRL-HUMAN,-0.39767,-0.18364,0.0303898,0.0609655,0.183268,0.458449,0.580752,0.0195893273101594,0.0319874600897785,,,-0.443507,-0.555127,-0.666748,-0.682694,-0.746477,,,0.448252444017277,0.750587079188175,0.0186517730690745,0.0261817627447002
CDC42EP2,sp|O14613|BORG1-HUMAN,-0.261156,-0.17281,-0.0844642,-0.0718433,-0.0213598,0.0922281,0.142712,0.017796814424399,0.0293462850156265,,,-0.28119,-0.235024,-0.188859,-0.182263,-0.155883,-0.0965271,-0.0701467,0.15980221847766,0.459045562798286,0.168360688316614,0.199544203980398
TFPI2,sp|P48307|TFPI2-HUMAN,0.413204,0.437882,0.46256,0.466085,0.480187,0.511916,0.526018,0.733121910324223,0.775242790722438,,,0.105787,-0.352572,-0.810931,-0.876411,-1.13833,-1.72765,-1.98957,0.0000499834689322741,0.00289872683663207,0.000000313535476391772,0.000000902036895508867
PIP4K2A,sp|P48426|PI42A-HUMAN,0.153744,0.187455,0.221166,0.225981,0.245245,0.288587,0.307851,0.291178858312324,0.353516820605391,,,0.177405,0.200395,0.223385,0.226669,0.239806,0.269365,0.282502,0.471743461668427,0.766375345321452,0.971189026681237,0.974253047761933
SOX9,sp|P48436|SOX9-HUMAN,0.314188,0.00214332,-0.309902,-0.35448,-0.532791,-0.933992,-1.1123,0.0000000459737035786439,0.000000262491344085867,,,0.422543,0.379715,0.336887,0.330769,0.306296,0.251232,0.226759,0.349723118597156,0.671280981653567,0.00000000163513871306776,0.00000000708201694372841
LSS,sp|P48449|ERG7-HUMAN,-0.261869,-0.160654,-0.0594378,-0.0449784,0.0128591,0.142994,0.200831,0.0000968998310845773,0.000256167816063901,,,0.175834,0.168879,0.161923,0.16093,0.156955,0.148012,0.144038,0.765244831839173,0.921950926830479,0.000106750768717367,0.00021141512851006
PPP3CC,sp|P48454-3|PP2BC-HUMAN,-0.0476765,0.0787834,0.205243,0.223309,0.295572,0.458163,0.530426,0.0000673401856300744,0.00018485973554478,,,-0.125601,-0.12803,-0.130458,-0.130805,-0.132193,-0.135316,-0.136704,0.931600067648689,0.979193694258316,0.00000016607381945674,0.000000501922874208652
GCLC,sp|P48506|GSH1-HUMAN,-0.597195,-0.233054,0.131088,0.183109,0.39119,0.859372,1.06745,0.0000000000627157905711105,0.00000000100925358613649,,,-0.18151,-0.249468,-0.317426,-0.327134,-0.365967,-0.453342,-0.492175,0.094594116753914,0.350724708720483,0.0000000000143211566383041,0.0000000000975298267073874
GCLM,sp|P48507|GSH0-HUMAN,-0.168827,-0.125562,-0.0822973,-0.0761166,-0.0513938,0.00423235,0.0289551,0.0665472099105881,0.0959099441365322,,,-0.00025943,0.0244383,0.049136,0.0526643,0.0667773,0.0985315,0.112645,0.289254777004758,0.61546824082388,0.0488011624335592,0.0637206908524285
TRAPPC10,sp|P48553|TPC10-HUMAN,-0.142002,-0.0188997,0.104202,0.121788,0.192132,0.350406,0.42075,0.00000344582101557594,0.0000124359747885032,,,-0.183875,-0.179335,-0.174795,-0.174146,-0.171551,-0.165714,-0.163119,0.840933903235455,0.950051455838813,0.0000000357562262607719,0.000000120639649597723
PRRC2A,sp|P48634|PRC2A-HUMAN,0.102111,0.0391047,-0.0239015,-0.0329024,-0.068906,-0.149914,-0.185918,0.000765690545699225,0.00169031183191107,,,-0.082605,-0.0367279,0.00914921,0.0157031,0.0419186,0.100903,0.127119,0.0113778108691727,0.107494666008854,0.000102749310743202,0.000203840661437837
CSNK1A1,sp|P48729-3|KC1A-HUMAN,0.096512,-0.0348992,-0.16631,-0.185083,-0.260175,-0.429133,-0.504225,0.00493470072811406,0.00917951894572115,,,0.154793,0.115195,0.0755971,0.0699403,,,,0.631124045143513,0.859234433820808,0.172429917183356,0.203843111070221
AP3D1,sp|O14617-5|AP3D1-HUMAN,-0.0143935,0.0713707,0.157135,0.169387,0.218395,0.328664,0.377672,0.00000834665580482699,0.0000275957379621046,,,-0.0888584,-0.099595,-0.110332,-0.111866,-0.118001,-0.131805,-0.13794,0.519956846610028,0.798130829524435,0.000000000237438985771274,0.00000000122245945717304
CSNK1D,sp|P48730-2|KC1D-HUMAN,-0.1738,-0.153984,-0.134169,-0.131338,-0.120015,-0.0945371,-0.0832138,0.507305678656224,0.569707180963226,,,0.0100085,0.069913,0.129817,0.138375,0.172606,0.249626,0.283858,0.0515382276525938,0.253728775859352,0.000403827897266361,0.000736927971639247
PITPNB,sp|P48739-3|PIPNB-HUMAN,0.0317272,-0.0389495,-0.109626,-0.119723,-0.16011,-0.25098,-0.291366,0.00577165552111255,0.0105974582955354,,,-0.0341479,-0.0144733,0.00520131,0.00801197,0.0192546,0.0445506,0.0557932,0.4206768480693,0.727099187966838,0.00186381676704149,0.00307336452233362
MASP1,sp|P48740-2|MASP1-HUMAN,-1.63444,-1.29018,-0.945912,-0.896731,-0.700009,-0.257383,-0.0606601,0.0000632056905950179,0.000174706136983411,,,0.143516,0.295107,0.446699,0.468355,0.554979,0.749882,0.836506,0.0542913675301184,0.261830910039342,0.00000000706570900407364,0.000000027237835588028
CD97,sp|P48960|CD97-HUMAN,-0.176965,-0.262121,-0.347277,-0.359443,-0.408103,-0.51759,-0.566251,0.00158929605385731,0.00329366717201167,,,0.242733,0.29257,0.342406,0.349526,0.378004,0.44208,0.470558,0.0539120893786649,0.261368757182266,0.00000000000000295488835175805,0.0000000000000658140712356546
MARCKSL1,sp|P49006|MRP-HUMAN,0.047491,-0.205153,-0.457797,-0.49389,-0.638258,-0.963086,-1.10745,0.000000148010452456988,0.000000742548630090255,,,0.13978,0.196621,0.253462,0.261582,0.294062,0.367144,0.399624,0.151528804091568,0.44669025016891,0.00000000000180640464450946,0.0000000000156992056805106
CAMLG,sp|P49069|CAMLG-HUMAN,-0.267341,-0.0667239,0.133894,0.162553,0.277192,0.535128,0.649767,0.00000000375461473593165,0.0000000302348549161829,,,-0.399741,-0.350017,-0.300294,-0.293191,-0.264778,-0.200848,-0.172435,0.06276553598719,0.282460228080956,0.000000000125042264391422,0.000000000683470491969948
MAPKAPK2,sp|P49137|MAPK2-HUMAN,0.0649541,0.0622456,0.0595371,0.0591501,0.0576024,0.05412,0.0525723,0.880451177223062,0.902672926970631,,,0.0127362,0.0715647,0.130393,0.138797,0.172414,0.24805,0.281667,0.00238320687767913,0.0420182612219489,0.0063548155240352,0.00961880399657396
