,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
52092|TP53,6.134946045456315e-10,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
52091|TP53,7.22076449516647e-09,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
37635|ERG,1.2708064347680443e-07,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0
41574|BRD1,1.338460612693062e-07,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1
37623|MYH11,1.6361718423574876e-07,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1
65115|MAZ,3.563476373798349e-07,Homo sapiens,MAZ,tf,HEK293,Epithelium,Embryonic Kidney,1
53296|ERG,3.6436182587448747e-07,Homo sapiens,ERG,other,TSU-1621-MT,None,None,1
53347|CDK9,4.026253999985039e-07,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1
55775|CTCFL,1.1726360605670377e-06,Homo sapiens,CTCFL,predicted transcription factor,Delta47,None,None,1
73970|ZNF202,1.1726360605670377e-06,Homo sapiens,ZNF202,,293T,None,None,1
74688|GRHL3,1.2235310865998568e-06,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1
72360|FLI1,1.2901365676478977e-06,Homo sapiens,FLI1,tf,Kasumi-1,Acute myeloid leukemia,None,1
50408|PPARG,1.3459130676804525e-06,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1
33459|ERG,1.3966095034812576e-06,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
65084|SP2,1.8349020178548377e-06,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
33569|PR,2.4409093700935494e-06,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1
8482|KAT7,2.790144449465736e-06,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1
37608|MYH11,4.496126797658604e-06,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1
46298|EGR1,4.541512410865651e-06,Homo sapiens,EGR1,tf,K562,Erythroblast,Bone Marrow,1
65120|ZBTB26,4.610412484902598e-06,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1
50411|PPARG,4.970160190139855e-06,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1
70805|MYC,5.095923425973829e-06,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,0
37588|SPI1,5.095923425973829e-06,Homo sapiens,SPI1,predicted transcription factor,ME-1,Leukemia Cell,None,0
