,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
52092|TP53,1.497915921321585e-09,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
37623|MYH11,2.219178531856531e-09,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
33459|ERG,1.119749922232552e-08,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1,ERG
50112|MAFB,9.077266324657973e-08,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
67456|E2F1,1.0870808677761108e-07,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1,E2F1
57092|HEXIM1,3.2961396904649035e-07,Homo sapiens,HEXIM1,other,HCT-116,None,Colon,1,HEXIM1
37584|TBP,3.603332659290182e-07,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1,TBP
55775|CTCFL,3.830336133854676e-07,Homo sapiens,CTCFL,predicted transcription factor,Delta47,None,None,1,CTCFL
37057|FLI1,3.8516426941860756e-07,Homo sapiens,FLI1,tf,U937,None,Pleura,1,FLI1
53300|RARA,4.185272090805844e-07,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
46000|E2F4,4.72539426914196e-07,Homo sapiens,E2F4,tf,MCF-10A,Epithelium,Breast,1,E2F4
50408|PPARG,5.131491137183921e-07,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
77299|TRIM25,5.159726675913554e-07,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
37588|SPI1,7.433252053238296e-07,Homo sapiens,SPI1,predicted transcription factor,ME-1,Leukemia Cell,None,0,SPI1
51864|HSF1,9.122769075259099e-07,Homo sapiens,HSF1,tf,451Lu,Melanoma Cell,None,1,HSF1
70815|SP1,9.171869480953569e-07,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
37596|TAL1,9.625349216450944e-07,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
73714|AFF1,1.0100327956755665e-06,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
65084|SP2,1.0654480809621715e-06,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
76964|CNOT3,1.0884220097019152e-06,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1,CNOT3
65120|ZBTB26,1.166418968226735e-06,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
65115|MAZ,1.5847072182557872e-06,Homo sapiens,MAZ,tf,HEK293,Epithelium,Embryonic Kidney,1,MAZ
37604|CBFB,1.593049766632679e-06,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
1082|SMAD2/3,1.863851378310864e-06,Homo sapiens,SMAD2/3,tf,H9,Embryonic Stem Cell,Embryo,1,SMAD2/3
53347|CDK9,2.178479353306195e-06,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
74688|GRHL3,2.224090837584671e-06,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
70806|MYC,2.25889839816344e-06,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,0,MYC
58939|NRF1,2.8920506649839e-06,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1,NRF1
