,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
52092|TP53,6.134946045456315e-10,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
37635|ERG,1.2708064347680445e-07,Homo sapiens,ERG,other,K562,Erythroblast,Bone Marrow,0,ERG
41574|BRD1,1.338460612693062e-07,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
37623|MYH11,1.6361718423574873e-07,Homo sapiens,MYH11,not sure,ME-1,Leukemia Cell,None,1,MYH11
65115|MAZ,3.563476373798349e-07,Homo sapiens,MAZ,tf,HEK293,Epithelium,Embryonic Kidney,1,MAZ
53347|CDK9,4.026253999985039e-07,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
55775|CTCFL,1.1726360605670377e-06,Homo sapiens,CTCFL,predicted transcription factor,Delta47,None,None,1,CTCFL
73970|ZNF202,1.1726360605670377e-06,Homo sapiens,ZNF202,,293T,None,None,1,ZNF202
74688|GRHL3,1.223531086599857e-06,Homo sapiens,GRHL3,predicted transcription factor,NHEK,Keratinocyte,Skin,1,GRHL3
72360|FLI1,1.2901365676478977e-06,Homo sapiens,FLI1,tf,Kasumi-1,Acute myeloid leukemia,None,1,FLI1
50408|PPARG,1.3459130676804525e-06,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
65084|SP2,1.8349020178548375e-06,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
33569|PR,2.440909370093549e-06,Homo sapiens,PR,predicted transcription factor,AB32,Epithelium,Mammary Gland,1,PR
8482|KAT7,2.790144449465736e-06,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
46298|EGR1,4.541512410865651e-06,Homo sapiens,EGR1,tf,K562,Erythroblast,Bone Marrow,1,EGR1
65120|ZBTB26,4.610412484902598e-06,Homo sapiens,ZBTB26,,HEK293,Epithelium,Embryonic Kidney,1,ZBTB26
70805|MYC,5.095923425973829e-06,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,0,MYC
37588|SPI1,5.095923425973829e-06,Homo sapiens,SPI1,predicted transcription factor,ME-1,Leukemia Cell,None,0,SPI1
45754|E2F1,5.147074876129298e-06,Homo sapiens,E2F1,tf,HeLa-S3,Epithelium,Cervix,1,E2F1
53300|RARA,6.999381993514665e-06,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1,RARA
75561|BRD4,7.913355839671656e-06,Homo sapiens,BRD4,cr,None,None,Retina,1,BRD4
51864|HSF1,9.027849346440249e-06,Homo sapiens,HSF1,tf,451Lu,Melanoma Cell,None,1,HSF1
73714|AFF1,9.900116069216626e-06,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
45866|MXI1,1.0957426150817026e-05,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
67519|GATA3,1.2179949692356799e-05,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
55465|NELFA,1.439602430953454e-05,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
70815|SP1,1.4672412033648175e-05,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
46052|NR3C1,1.5680021990212062e-05,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0,NR3C1
37596|TAL1,1.7234118122030994e-05,Homo sapiens,TAL1,tf,ME-1,Leukemia Cell,None,1,TAL1
69619|CTCF,1.8494540294025888e-05,Homo sapiens,CTCF,tf,None,Erythroid Cell,None,1,CTCF
69623|STAG1,1.8756912091427526e-05,Homo sapiens,STAG1,not sure,None,Erythroid Cell,None,1,STAG1
71243|CEBPB,1.9657238293289365e-05,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1,CEBPB
37584|TBP,2.040687603048589e-05,Homo sapiens,TBP,tf,ME-1,Leukemia Cell,None,1,TBP
58506|WDR5,2.0694921692944933e-05,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1,WDR5
40166|TCF7L1,2.1683189049055567e-05,Homo sapiens,TCF7L1,tf,Kasumi-1,Myeloblast,Blood,1,TCF7L1
57090|TRIM28,2.1784441386022e-05,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1,TRIM28
75136|MYB,2.3358091712888385e-05,Homo sapiens,MYB,tf,DU-528,None,Blood,1,MYB
77300|TRIM25,2.8883514881756487e-05,Homo sapiens,TRIM25,,BT-549,None,Breast,1,TRIM25
1314|PHF8,3.530979375745915e-05,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,1,PHF8
59170|SETD1A,4.2879823419202317e-05,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
45920|HMGN3,4.5454890855921084e-05,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
