,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
54676|YAP1,3.173115688742645e-10,Homo sapiens,YAP1,other,NCI-H2052,Epithelium,Lung,1,YAP1
8099|MYC,7.639590532566153e-10,Homo sapiens,MYC,tf,HeLa,Epithelium,Cervix,1,MYC
75043|E2F1,1.115301496480762e-09,Homo sapiens,E2F1,tf,MDA-MB-231,None,Breast,1,E2F1
45864|MAFK,1.4581060928979146e-09,Homo sapiens,MAFK,tf,IMR90,Fibroblast,Lung,1,MAFK
1991|FOS,1.4918602943383749e-09,Homo sapiens,FOS,tf,K562,Erythroblast,Bone Marrow,1,FOS
47577|SMAD3,1.8599337440706893e-09,Homo sapiens,SMAD3,tf,NCI-H441,Epithelium,Lung,1,SMAD3
46362|TCF12,1.874087693621373e-09,Homo sapiens,TCF12,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TCF12
68222|NR3C1,2.0062819356029177e-09,Homo sapiens,NR3C1,tf,BEAS-2B,Epithelium,Lung,1,NR3C1
41411|ERCC3,2.6517016352731543e-09,Homo sapiens,ERCC3,predicted chromatin regulator,HT1080,None,Connective Tissue,1,ERCC3
62958|NFE2L2,3.7121404236751215e-09,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
46349|MAX,5.495099494603395e-09,Homo sapiens,MAX,tf,SK-N-SH,Neuroblastoma cell,Brain,1,MAX
55895|T,7.809971989498078e-09,Homo sapiens,T,tf,None,Fibroblast,None,1,T
57808|BRD4,1.0365095284172686e-08,Homo sapiens,BRD4,cr,LX2,Hepatic Stellate Cell,None,1,BRD4
36362|GTF2B,1.0902596516486415e-08,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1,GTF2B
64946|BHLHE40,1.2591702574881728e-08,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
56558|SMC1A,1.6527557207612532e-08,Homo sapiens,SMC1A,predicted chromatin regulator,HuCCT1,None,None,1,SMC1A
49484|MED1,2.0746299765081294e-08,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1,MED1
67317|SOX2,2.4063867575695945e-08,Homo sapiens,SOX2,tf,None,Neuronal Progenitor cell,None,1,SOX2
46356|RXRA,2.750446761937772e-08,Homo sapiens,RXRA,tf,SK-N-SH,Neuroblastoma cell,Brain,1,RXRA
76415|PMEL,2.7893216823933465e-08,Homo sapiens,PMEL,other,None,None,None,1,PMEL
2748|CREBBP,3.3927824399889053e-08,Homo sapiens,CREBBP,cr,T98G,None,Brain,1,CREBBP
75042|TP53,4.3869091123142285e-08,Homo sapiens,TP53,predicted transcription factor,MDA-MB-231,None,Breast,1,TP53
45880|JUND,5.071055323759278e-08,Homo sapiens,JUND,tf,K562,Erythroblast,Bone Marrow,1,JUND
41412|ERCC2,9.365740590977273e-08,Homo sapiens,ERCC2,tf,HT1080,None,Connective Tissue,1,ERCC2
42788|TAL1,1.1929524741922194e-07,Homo sapiens,TAL1,tf,LoVo,None,Colon,0,TAL1
50112|MAFB,1.2090267687172679e-07,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
45866|MXI1,1.486608796302582e-07,Homo sapiens,MXI1,tf,IMR90,Fibroblast,Lung,1,MXI1
44597|BRD3,1.6973473489983282e-07,Homo sapiens,BRD3,predicted chromatin regulator,VCaP,Epithelium,Prostate,1,BRD3
39978|TFAP2C,1.7543774980006368e-07,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1,TFAP2C
5388|RELA,1.8132550616199783e-07,Homo sapiens,RELA,tf,A549,Epithelium,Lung,1,RELA
45868|CHD1,1.874037503493564e-07,Homo sapiens,CHD1,predicted chromatin regulator,IMR90,Fibroblast,Lung,1,CHD1
