,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
41412|ERCC2,2.5458422809268203e-08,Homo sapiens,ERCC2,tf,HT1080,None,Connective Tissue,1
64945|BHLHE40,5.621820429711751e-08,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1
46330|REST,1.0223195112619496e-07,Homo sapiens,REST,tf,PANC-1,None,Pancreas,1
41411|ERCC3,2.1942295577507256e-07,Homo sapiens,ERCC3,predicted chromatin regulator,HT1080,None,Connective Tissue,1
49977|BRD4,3.481116338142981e-07,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
70965|BRD4,4.3581744200365747e-07,Homo sapiens,BRD4,cr,Raji,B Lymphocyte,Blood,1
68711|BRD4,4.888527183861235e-07,Homo sapiens,BRD4,cr,IMR90,None,None,1
69457|TP53,7.41695003381581e-07,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
62958|NFE2L2,1.2185446738176178e-06,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1
69456|TP53,1.9946917000069703e-06,Homo sapiens,TP53,predicted transcription factor,None,None,Foreskin,1
49266|SCML2,2.169869382360229e-06,Homo sapiens,SCML2,tf,293T-Rex,None,None,1
58636|MED1,3.1389901396143994e-06,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
70755|MYC,3.7452325088980255e-06,Homo sapiens,MYC,tf,LNCaP,None,LNCaP cells,1
70753|MYC,3.947941157544571e-06,Homo sapiens,MYC,tf,LNCaP,None,LNCaP cells,1
56369|CDK8,6.237910989528922e-06,Homo sapiens,CDK8,tf,SET2,Megakaryoblastic,Blood,1
1628|PHF8,6.346046035192484e-06,Homo sapiens,PHF8,cr,Hs68,Fibroblast,Foreskin,1
70754|MYC,6.835645520029522e-06,Homo sapiens,MYC,tf,LNCaP,None,LNCaP cells,1
64946|BHLHE40,7.154628098095007e-06,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1
49267|BMI1,7.403128846083572e-06,Homo sapiens,BMI1,cr,293T-Rex,None,None,1
70756|MYC,7.970078606616603e-06,Homo sapiens,MYC,tf,LNCaP,None,LNCaP cells,1
58492|MED1,9.17872255842122e-06,Homo sapiens,MED1,predicted transcription factor,None,Embryonic Stem Cell,Embryo,1
64177|TAF7,1.0619949825486395e-05,Homo sapiens,TAF7,predicted transcription factor,K562,Erythroblast,Bone Marrow,1
1212|E2F1,1.079947405093366e-05,Homo sapiens,E2F1,tf,HeLa,Epithelium,Cervix,1
58348|MED1,1.1167225749095104e-05,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
64178|TAF7,1.141898214259356e-05,Homo sapiens,TAF7,predicted transcription factor,K562,Erythroblast,Bone Marrow,1
49877|WDR5,1.4409879931759695e-05,Homo sapiens,WDR5,cr,A673,Polygonal,Muscle,1
49980|BRD4,1.5392743062501904e-05,Homo sapiens,BRD4,cr,90-8TL,Schwann Cell,Brain,1
45648|ZZZ3,1.7080315007906162e-05,Homo sapiens,ZZZ3,predicted transcription factor,GM12878,B Lymphocyte,Blood,1
75854|BRD4,1.793968891687877e-05,Homo sapiens,BRD4,cr,7250,Fibroblast,None,1
34017|SMAD3,1.823515868576015e-05,Homo sapiens,SMAD3,tf,BG03,Embryonic Stem Cell,Embryo,1
46285|CEBPB,1.8434699189524424e-05,Homo sapiens,CEBPB,tf,K562,Erythroblast,Bone Marrow,1
70928|RBBP4,1.8942659314853892e-05,Homo sapiens,RBBP4,cr,T98G,Glioblastoma cell,None,1
68228|NR3C1,2.1110475423812704e-05,Homo sapiens,NR3C1,tf,BEAS-2B,Epithelium,Lung,1
45234|SAP30,2.12248213441267e-05,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1
8821|SAP30,2.12248213441267e-05,Homo sapiens,SAP30,not sure,H1,Embryonic Stem Cell,Embryo,1
68712|BRD4,2.1571395053176472e-05,Homo sapiens,BRD4,cr,IMR90,None,None,1
45868|CHD1,2.180541934342243e-05,Homo sapiens,CHD1,predicted chromatin regulator,IMR90,Fibroblast,Lung,1
64801|BCL3,2.2401061566987268e-05,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
74673|RUVBL1,2.2888652786334345e-05,Homo sapiens,RUVBL1,cr,HepG2,Epithelium,Liver,1
46172|REST,2.2888652786334345e-05,Homo sapiens,REST,tf,H1,Embryonic Stem Cell,Embryo,1
58341|MED1,2.494151506336076e-05,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
75850|BRD4,2.494151506336076e-05,Homo sapiens,BRD4,cr,Rh4,rhabdomyosarcoma,None,1
8793|RBBP5,2.507544929414033e-05,Homo sapiens,RBBP5,cr,K562,Erythroblast,Bone Marrow,1
58347|MED1,2.716809547989202e-05,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
68715|BRD4,2.8200323872812644e-05,Homo sapiens,BRD4,cr,IMR90,fibrobasts,None,1
45735|ZZZ3,2.9269627503732742e-05,Homo sapiens,ZZZ3,predicted transcription factor,HeLa-S3,Epithelium,Cervix,1
1629|PHF8,2.9582126060726838e-05,Homo sapiens,PHF8,cr,Hs68,Fibroblast,Foreskin,1
63663|BCL3,2.9582126060726838e-05,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1
45426|CHD1,3.2540355309555476e-05,Homo sapiens,CHD1,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1
50112|MAFB,3.341050358655716e-05,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1
69755|BRD4,3.430263951218466e-05,Homo sapiens,BRD4,cr,MV4;11,Leukemia Cell,Blood,1
46357|ZBTB33,3.653660944102339e-05,Homo sapiens,ZBTB33,tf,SK-N-SH,Neuroblastoma cell,Brain,1
76468|PHF2,3.81016264737051e-05,Homo sapiens,PHF2,tf,None,N8-CTx,None,1
63098|SMAD5,3.8301652114226406e-05,Homo sapiens,SMAD5,tf,GM12878,B Lymphocyte,Blood,1
73517|BRD4,3.890770328882554e-05,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
58342|MED1,3.9729884825130285e-05,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
46078|USF1,3.99379817014135e-05,Homo sapiens,USF1,tf,A549,Epithelium,Lung,1
46222|REST,4.0147108642732384e-05,Homo sapiens,REST,tf,HeLa-S3,Epithelium,Cervix,1
73547|BRD4,4.09940127535233e-05,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
43894|HOXC9,4.3637183383669757e-05,Homo sapiens,HOXC9,tf,BE2-C,Neuroblast,Brain,1
64144|NFRKB,4.478534902478565e-05,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1
73719|BRD4,4.620082103181456e-05,Homo sapiens,BRD4,cr,SEM,B Lymphocyte,None,1
8807|CHD1,4.620082103181456e-05,Homo sapiens,CHD1,predicted chromatin regulator,H1,Embryonic Stem Cell,Embryo,1
4930|TAFII,4.644080244593727e-05,Homo sapiens,TAFII,not sure,H1,Embryonic Stem Cell,Embryo,0
64143|NFRKB,4.66819607936391e-05,Homo sapiens,NFRKB,,K562,Erythroblast,Bone Marrow,1
49277|MYC,4.7167829881718234e-05,Homo sapiens,MYC,tf,LS174T,Epithelium,Colon,1
55669|PAF1,4.741255147495783e-05,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1
1178|TRIM28,5.123032535508153e-05,Homo sapiens,TRIM28,cr,HEK293,Epithelium,Embryonic Kidney,1
65082|ZNF778,5.256613081337309e-05,Homo sapiens,ZNF778,,HEK293,Epithelium,Embryonic Kidney,1
63478|POLR2H,5.3383320502736364e-05,Homo sapiens,POLR2H,,K562,Erythroblast,Bone Marrow,1
1991|FOS,5.365837057372738e-05,Homo sapiens,FOS,tf,K562,Erythroblast,Bone Marrow,1
45861|CEBPB,5.794797798263169e-05,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
63822|GTF2E2,5.8245158498384246e-05,Homo sapiens,GTF2E2,tf,K562,Erythroblast,Bone Marrow,1
43081|CDK9,5.8543775880594376e-05,Homo sapiens,CDK9,tf,HEK293T,Epithelium,Embryonic Kidney,1
48060|BRD4,5.884383660637471e-05,Homo sapiens,BRD4,cr,None,Endothelial Cell,Umbilical Vein,1
63365|ZNF318,5.914534717961024e-05,Homo sapiens,ZNF318,,K562,Erythroblast,Bone Marrow,1
46260|REST,6.005864342656585e-05,Homo sapiens,REST,tf,HL-60,Promyeloblast,Blood,1
63683|ATF3,6.0366018967391566e-05,Homo sapiens,ATF3,predicted transcription factor,None,None,Liver,1
63364|ZNF318,6.25595406260557e-05,Homo sapiens,ZNF318,,K562,Erythroblast,Bone Marrow,1
36362|GTF2B,6.287896655281697e-05,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1
46038|MXI1,6.515836845193918e-05,Homo sapiens,MXI1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
71933|MYC,6.615890030351677e-05,Homo sapiens,MYC,tf,U2OS,None,Bone,1
3038|CREBBP,6.683394495977277e-05,Homo sapiens,CREBBP,cr,None,T Lymphocyte,Blood,1
45952|JUN,6.751547540564295e-05,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1
37311|REST,6.995274926614217e-05,Homo sapiens,REST,tf,GM12878,B Lymphocyte,Blood,1
8444|CEBPA,7.210756560084979e-05,Homo sapiens,CEBPA,tf,U937,None,Pleura,1
67317|SOX2,7.247272309704163e-05,Homo sapiens,SOX2,tf,None,Neuronal Progenitor cell,None,1
56982|GTF2B,7.470049654577031e-05,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1
70752|MYC,7.470049654577031e-05,Homo sapiens,MYC,tf,LNCaP,None,LNCaP cells,1
43763|BRD4,7.470049654577031e-05,Homo sapiens,BRD4,cr,DND-41,T Lymphocyte,Blood,1
50876|SPI1,7.58384104288086e-05,Homo sapiens,SPI1,predicted transcription factor,None,None,None,1
48062|BRD4,7.622132732296127e-05,Homo sapiens,BRD4,cr,None,Endothelial Cell,Umbilical Vein,1
52092|TP53,7.738102690695362e-05,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
56379|CDK8,7.895314272615602e-05,Homo sapiens,CDK8,tf,K562,Erythroblast,Bone Marrow,1
74206|BRD4,7.895314272615602e-05,Homo sapiens,BRD4,cr,SF8628,None,Pontine,1
58343|MED1,7.895314272615602e-05,Homo sapiens,MED1,predicted transcription factor,LNCaP-abl,Epithelium,Prostate,1
73530|BRD4,8.055528183641887e-05,Homo sapiens,BRD4,cr,HCC1806,mammary carcinoma cell line,Breast,1
46052|NR3C1,8.218797667418481e-05,Homo sapiens,NR3C1,tf,A549,Epithelium,Lung,0
45938|JUN,8.512034964020234e-05,Homo sapiens,JUN,tf,K562,Erythroblast,Bone Marrow,1
41288|STAT1,8.597607602130453e-05,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1
46062|USF1,8.683988882012121e-05,Homo sapiens,USF1,tf,A549,Epithelium,Lung,1
54511|MYC,8.771185898667105e-05,Homo sapiens,MYC,tf,MCF-10A,Epithelium,Breast,1
8770|CHD1,8.815092540973415e-05,Homo sapiens,CHD1,predicted chromatin regulator,K562,Erythroblast,Bone Marrow,1
38784|RFX1,8.903526590119724e-05,Homo sapiens,RFX1,tf,LoVo,None,Colon,1
73696|LEO1,9.037743172621437e-05,Homo sapiens,LEO1,predicted chromatin regulator,SEM,B Lymphocyte,None,1
73535|CEBPB,9.037743172621437e-05,Homo sapiens,CEBPB,tf,SUM159PT,None,Breast,1
52091|TP53,9.311902989367807e-05,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
33720|MYC,9.358349466688935e-05,Homo sapiens,MYC,tf,BJ,Fibroblast,Skin,1
40016|MED1,9.593866278523729e-05,Homo sapiens,MED1,predicted transcription factor,MM1.S,B Lymphocyte,Blood,1
67806|BRD4,9.641633206806485e-05,Homo sapiens,BRD4,cr,HCC1395,None,None,1
