Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
HINFP1,MS00090;8.71E-04,MS00079;1.26E-03,,,
Tcfap2e,UP00028;8.81E-04,,,,
ZIC2,UP00057;9.36E-04,M00449;5.44E-03,,,
INSM1,MA0155;9.59E-04,,,,
HMGN1,MC00502;9.95E-04,,,,
MYBL2,MS00103;1.02E-03,MS00102;2.64E-02,MS00105;4.25E-02,,
NR1H3,M00647;1.05E-03,,,,
VDR,M00961;1.10E-03,M00444;9.06E-03,MC00412;9.89E-02,,
NFKB2,MS00111;1.12E-03,,,,
MTF1,M01243;1.12E-03,MS00725;1.33E-02,,,
PPARG::RXRA,M00518;1.20E-03,M00515;4.50E-01,,,
HIC1,UP00035;1.23E-03,,,,
Spdef,UP00038;1.32E-03,,,,
Klf7,UP00093;1.32E-03,,,,
FOXO4,MS00383;1.32E-03,MS00381;1.06E-01,,,
Nfya,MC00191;1.32E-03,,,,
PROX1,MS00160;1.50E-03,,,,
PAX6,MS00125;1.52E-03,M00979;9.39E-02,UP00224;1.25E-01,,
TFAP2C,MC00374;1.54E-03,,,,
STAT1,MC00348;1.57E-03,,,,
CREB3,MS00308;1.61E-03,,,,
ZIC1,UP00102;1.74E-03,M00448;2.48E-03,MS00334;4.40E-03,,
GCM2,MS00050;1.75E-03,,,,
SIX3,UP00195;1.77E-03,,,,
HINFP,MA0131;2.09E-03,,,,
Zic3,MS00523;2.27E-03,UP00006;3.52E-03,,,
Rfx1,MC00144;2.33E-03,,,,
ARNT,MC00262;2.38E-03,,,,
Hic1,MS00101;2.39E-03,,,,
Arx,UP00152;2.49E-03,MS00409;1.47E-01,,,
Tbx3,MC00221;2.52E-03,,,,
NFE2L2,MC00339;2.55E-03,,,,
Mxi1,MC00373;2.55E-03,,,,
ZIC4,MS00357;2.57E-03,,,,
SP2,M01783;2.69E-03,,,,
Stat3,MC00140;2.77E-03,,,,
Ctcf,MC00187;2.78E-03,,,,
RFX5,MS00169;2.83E-03,,,,
NR2C2,MC00509;2.85E-03,MS00651;1.62E-01,,,
ZNF740,MS00445;2.86E-03,,,,
Nfic,MC00475;2.91E-03,,,,
LMO2,MC00162;2.98E-03,,,,
ESR1,MC00335;2.98E-03,,,,
ERG,MS00848;2.99E-03,MC00168;2.71E-01,,,
ZNF711,MC00477;2.99E-03,,,,
THRB,MS00713;3.01E-03,MS00710;3.98E-02,MS00711;1.16E-01,,
Gata1,MC00327;3.05E-03,,,,
BACH1,M00495;3.13E-03,,,,
HEY1,MS00258;3.17E-03,,,,
HES7,MS00256;3.17E-03,,,,
ZNF219,M01122;3.18E-03,,,,
ATF4,M00514;3.21E-03,MS00293;2.95E-01,,,
IRF6,UP00011;3.25E-03,,,,
Zfx,MC00328;3.34E-03,,,,
PAX1,MS00117;3.39E-03,M00326;9.24E-03,M00808;8.84E-01,,
MZF1,M01733;3.41E-03,,,,
AR,MC00468;3.48E-03,,,,
HES1,M01009;3.53E-03,,,,
Esr1,MC00295;3.55E-03,,,,
Tbx21,MC00356;3.55E-03,,,,
PRDM4,MS00726;3.64E-03,,,,
FLI1,MS00027;3.67E-03,MC00398;3.39E-01,,,
GATA6,MC00117;3.72E-03,,,,
NEUROD1,M01288;3.97E-03,,,,
CNTN2::CREB1,M00115;3.99E-03,,,,
ZIC3,MS00346;4.08E-03,,,,
TP63,MC00439;4.18E-03,,,,
Trp53,MC00377;4.26E-03,,,,
Osr2,UP00052;4.34E-03,,,,
Creb3l2,MS00311;5.07E-03,,,,
IRF5,MS00067;5.13E-03,,,,
Snai1,MC00183;5.18E-03,,,,
Zfp740,MS00512;5.24E-03,,,,
HNF4A,UP00066;5.25E-03,MC00432;8.64E-02,,,
RARA,UP00048;5.37E-03,,,,
Tcfap2c,UP00087;5.42E-03,,,,
HOXA3,UP00391;5.43E-03,,,,
ZNF628,M01081;5.64E-03,,,,
SP8,MS00246;5.64E-03,,,,
TBX19,MS00194;5.93E-03,,,,
TFAP4,MS00287;5.95E-03,,,,
RXRG,MS00694;6.09E-03,,,,
RFX3,MC00203;6.53E-03,,,,
DMBX1,MS00433;6.54E-03,,,,
NKX2-8,MS00571;6.81E-03,,,,
CDX2,MC00389;6.95E-03,,,,
Rfx2,MS00171;6.97E-03,MS00170;2.74E-02,,,
NR2E1,MS00652;6.98E-03,MS00653;7.62E-01,,,
GLIS1,MS00024;7.10E-03,,,,
Cbfa2t2,MC00514;7.11E-03,,,,
GCM1,MS00048;7.63E-03,MS00047;4.79E-02,,,
Hoxd13,MS00519;7.74E-03,MS00520;1.39E-01,,,
E2F1::TFDP2,M00737;7.83E-03,,,,
Klf12,MS00157;7.97E-03,,,,
FOXO1,MS00376;8.07E-03,MS00375;4.29E-01,,,
Irf5,UP00040;8.19E-03,,,,
REST,MC00174;8.25E-03,,,,
Gata4,MC00324;8.51E-03,,,,
SIX1,UP00192;8.62E-03,,,,
Cebpb,MC00121;8.75E-03,,,,
ATF2,M00179;8.76E-03,,,,
PRDM1,MS00168;8.83E-03,,,,
Tal1,MC00388;9.02E-03,,,,
CEBPB,MC00272;9.46E-03,,,,
FOXO3,MS00378;9.62E-03,MS00380;2.12E-02,,,
ZBED1,MS00290;9.66E-03,,,,
HOXA13,MS00484;9.73E-03,MS00485;2.11E-01,,,
HMBOX1,MS00472;1.09E-02,,,,
Ascl2,MS00243;1.09E-02,,,,
Scx,MC00504;1.15E-02,,,,
NR3C1,MC00465;1.16E-02,,,,
Nr5a2,MC00352;1.17E-02,,,,
ZNF232,MS00728;1.17E-02,,,,
Lhx8,UP00184;1.17E-02,MS00549;1.86E-01,MS00548;2.99E-01,MS00550;6.96E-01,
MYC,MC00394;1.20E-02,,,,
Gata3,MC00326;1.21E-02,,,,
Max,MC00461;1.21E-02,,,,
MAFK,MS00331;1.27E-02,MS00330;7.03E-02,,,
PGR,MC00170;1.31E-02,,,,
Nanog,MC00226;1.33E-02,,,,
PAX9,MS00128;1.34E-02,,,,
HOXC13,MS00504;1.35E-02,MS00505;1.46E-01,,,
JUND,MC00456;1.36E-02,,,,
FOSL1,MC00351;1.37E-02,,,,
Jund,MC00154;1.37E-02,,,,
TBX21,MS00207;1.39E-02,MS00208;1.91E-01,,,
ELF1,MC00457;1.40E-02,,,,
OLIG3,MS00280;1.41E-02,,,,
JDP2,MS00319;1.42E-02,MS00320;1.58E-01,,,
Ets1,MC00385;1.43E-02,,,,
SMAD2/3,MC00223;1.49E-02,,,,
SMAD3,MC00503;1.49E-02,UP00000;4.03E-02,MS00080;3.63E-01,,
CDX1,MS00425;1.55E-02,,,,
NFATC1,MC00211;1.57E-02,,,,
Dmrta2,M01150;1.58E-02,,,,
FOXB1,MS00348;1.59E-02,MS00343;1.40E-01,,,
FOXN1,M00332;1.61E-02,,,,
ZNF423,M00467;1.64E-02,,,,
STAT4,MC00347;1.64E-02,,,,
BHLHE41,MS00251;1.65E-02,,,,
ZFP42,M01744;1.65E-02,,,,
Nr2f2,UP00009;1.66E-02,,,,
HOXD13,MS00510;1.68E-02,MS00511;4.82E-01,,,
FOXA2,MC00217;1.70E-02,,,,
EMX1,MS00441;1.72E-02,MS00442;2.89E-02,,,
Myc,MC00407;1.73E-02,,,,
Hoxd3,MS00521;1.75E-02,,,,
Etv6,UP00418;1.75E-02,,,,
FOXI1,MS00362;1.82E-02,M00289;1.87E-02,,,
CEBPD,M00621;1.82E-02,MS00299;2.47E-01,,,
ZNF238,MS00390;1.82E-02,,,,
JUN,MC00321;1.83E-02,,,,
Rara,MC00252;1.85E-02,MS00698;1.01E-01,,,
Tead4,MC00157;1.85E-02,,,,
HMGA1,M01010;1.86E-02,M00750;9.05E-02,,,
HIF1A,MC00316;1.86E-02,,,,
STAT6,M00500;1.88E-02,,,,
Foxj3,MS00394;1.91E-02,MS00397;4.37E-01,,,
HNF1B,M01425;1.94E-02,MS00478;4.21E-02,M00646;2.90E-01,,
Foxg1,MS00393;1.95E-02,MS00392;6.39E-01,,,
TEF,M00672;1.95E-02,MS00339;6.10E-01,M01305;9.67E-01,,
Osr1,UP00027;1.97E-02,,,,
CEBPG,MS00302;1.97E-02,M00622;1.93E-01,,,
MAFG,MS00327;1.99E-02,,,,
Bhlhb2,MS00252;2.00E-02,,,,
NFYA,MC00364;2.10E-02,,,,
HOXB5,UP00214;2.10E-02,MS00493;2.97E-01,,,
GBX2,MS00461;2.10E-02,MS00460;8.66E-02,,,
HIC2,MS00057;2.12E-02,,,,
NR0B1,M01248;2.12E-02,,,,
Mycn,MC00532;2.16E-02,,,,
TAL1,MC00458;2.17E-02,M00993;3.30E-01,,,
BATF,MC00411;2.18E-02,,,,
GATA5,MS00045;2.18E-02,,,,
Cebpa,MC00122;2.20E-02,,,,
Sox2,MC00303;2.23E-02,,,,
HSFY2,MS00062;2.23E-02,MS00061;4.53E-02,,,
SOX18,MS00753;2.26E-02,,,,
GABPB1,M00341;2.28E-02,,,,
ELK4,MC00207;2.29E-02,,,,
SRF,MC00355;2.30E-02,,,,
Olig2,MC00341;2.33E-02,,,,
SPDEF,MS00033;2.37E-02,,,,
SCRT2,MS00190;2.45E-02,,,,
TFCP2,M00072;2.51E-02,MS00579;2.64E-02,,,
MEF2A,MC00232;2.54E-02,M00405;3.23E-02,,,
ETS1,MC00278;2.59E-02,MS00851;6.18E-01,,,
Evx2,UP00132;2.60E-02,,,,
NFAT5,MS00106;2.62E-02,,,,
TFE3,MS00288;2.70E-02,,,,
TFCP2L1,M01592;2.75E-02,,,,
MAFF,MS00326;2.75E-02,,,,
Hoxb3,UP00137;2.77E-02,,,,
FOXD1,MA0031;2.79E-02,,,,
LHX9,MS00542;2.79E-02,MS00541;2.00E-01,,,
FOXD3,MS00359;2.80E-02,MS00358;2.71E-01,MA0041;8.67E-01,,
NR4A1,MC00280;2.82E-02,,,,
BCL6,M01171;2.82E-02,MC00386;3.47E-02,,,
Batf,MC00508;2.86E-02,,,,
BHLHB2,MS00247;2.87E-02,,,,
HOXA2,MS00487;2.88E-02,,,,
EVX1,MS00454;2.89E-02,,,,
HOXD12,MS00837;2.92E-02,MS00836;5.13E-01,,,
HOXA4,UP00196;2.94E-02,M00640;4.57E-01,,,
GLIS2,MS00035;2.95E-02,,,,
ATF3,MC00473;2.96E-02,,,,
ZBTB16,M01075;2.96E-02,,,,
IKZF1,M00141;2.96E-02,M00088;6.32E-01,,,
Usf2,MC00169;2.97E-02,,,,
Hoxb4,MC00136;2.98E-02,UP00144;8.88E-02,,,
Elf4,UP00413;3.03E-02,,,,
Trp63,M01656;3.05E-02,,,,
Gsc,UP00112;3.05E-02,,,,
SIX2,UP00159;3.06E-02,,,,
Zfp128,UP00094;3.08E-02,,,,
FOXP1,MC00501;3.11E-02,M00987;2.50E-01,,,
ZNF350,M01105;3.14E-02,,,,
Arntl,MC00362;3.15E-02,,,,
CDC5L,M00478;3.16E-02,,,,
Foxk1,MS00399;3.19E-02,MS00398;1.49E-01,,,
TBP,MA0386;3.20E-02,MA0108;5.99E-01,,,
IRF8,MS00072;3.21E-02,,,,
MEIS1,MC00520;3.21E-02,UP00186;1.27E-01,,,
GLI1,M01037;3.24E-02,,,,
Bcl6,MC00111;3.26E-02,,,,
Rbfox2,MC00416;3.26E-02,,,,
MAF,M00648;3.27E-02,M00983;9.53E-02,,,
POU3F3,MS00143;3.27E-02,MS00144;1.62E-01,MS00142;3.71E-01,,
KLF12,M00468;3.37E-02,,,,
MAZ,M00649;3.37E-02,,,,
Tfcp2,MC00518;3.44E-02,,,,
FOXD2,MS00356;3.50E-02,MS00355;2.13E-01,,,
NR2F2,M00155;3.51E-02,,,,
Rest,MC00125;3.56E-02,,,,
MSC,MS00807;3.58E-02,,,,
Nr3c1,MC00396;3.60E-02,,,,
Foxq1,MA0040;3.64E-02,,,,
SPI1,MC00151;3.66E-02,,,,
BARHL2,MS00414;3.71E-02,UP00145;1.89E-01,MS00416;3.52E-01,,
En2,MS00458;3.74E-02,,,,
POU3F1,M00133;3.76E-02,MS00139;1.49E-01,MS00138;4.24E-01,,
Rarg,MC00476;3.76E-02,MS00705;1.43E-01,MS00704;5.81E-01,,
STAT5A,MC00453;3.81E-02,,,,
ELF2,UP00404;3.84E-02,,,,
BHLHB3,MS00248;3.87E-02,,,,
Jdp2,MS00324;3.88E-02,MS00325;1.32E-01,,,
DMRT3,M01148;3.89E-02,,,,
HOXC4,UP00113;3.90E-02,,,,
CTCF,MC00128;3.93E-02,,,,
POLR2B,MC00505;3.96E-02,,,,
HOXD8,MS00513;3.99E-02,,,,
FOXK1,MS00371;4.08E-02,,,,
BARX2,UP00151;4.09E-02,,,,
Nkx1-1,M01334;4.15E-02,,,,
GTF2IRD1,M01229;4.18E-02,M01241;1.59E-01,,,
NR1H4,M01268;4.21E-02,,,,
HOXA5,UP00189;4.22E-02,,,,
Hmx3,M00433;4.26E-02,,,,
STAT5B,MC00452;4.31E-02,,,,
ZNF263,MC00192;4.32E-02,,,,
OTX1,MS00582;4.32E-02,,,,
Pdx1,MC00165;4.39E-02,,,,
LHX4,UP00261;4.44E-02,,,,
Hoxa2,MS00516;4.51E-02,,,,
MLX,MS00266;4.54E-02,,,,
CPEB1,MS00732;4.56E-02,,,,
Rhox11,UP00193;4.58E-02,MS00611;2.29E-01,,,
GATA1,MC00120;4.60E-02,,,,
Foxa1,MC00104;4.61E-02,,,,
FOXC1,MS00351;4.62E-02,MS00350;7.59E-02,MS00349;1.31E-01,,
TCF4,MS00285;4.63E-02,MC00219;2.38E-01,,,
Yy1,MC00372;4.65E-02,,,,
RFX2,MS00161;4.75E-02,MS00162;1.41E-01,,,
Nr1h2,MC00448;4.82E-02,,,,
SPIB,MS00039;4.83E-02,MA0081;1.68E-01,,,
IRF4,MC00227;5.04E-02,MS00065;1.19E-01,,,
JUNB,MC00371;5.08E-02,,,,
HOXC10,MS00495;5.09E-02,MS00494;1.31E-01,MS00496;7.72E-01,,
HOXB9,UP00207;5.10E-02,,,,
CEBPA,MC00273;5.18E-02,M00159;2.25E-01,,,
ZNF306,MS00401;5.20E-02,,,,
TFEC,MS00808;5.25E-02,,,,
Gata2,MC00325;5.29E-02,,,,
Hnf4a,MC00344;5.30E-02,,,,
MYB,UP00092;5.36E-02,,,,
HESX1,MS00470;5.38E-02,,,,
TCF3,M00222;5.42E-02,UP00058;6.82E-01,,,
GSC,MS00464;5.44E-02,,,,
Hoxc10,MS00518;5.45E-02,MS00517;7.95E-01,,,
RARG,MS00682;5.46E-02,MS00680;1.98E-01,MS00684;5.94E-01,,
Hoxd9,MS00524;5.52E-02,MS00525;2.75E-01,,,
ZNF524,MS00423;5.57E-02,,,,
Nr1d2,MC00186;5.60E-02,,,,
Stat5a,MC00205;5.61E-02,,,,
Otx1,MS00586;5.65E-02,,,,
NFIC,MA0161;5.66E-02,,,,
NR3C2,MS00662;5.66E-02,,,,
Stat5b,MC00204;5.72E-02,,,,
MNT,MS00267;5.73E-02,,,,
Klf4,MC00109;5.75E-02,,,,
Tcf21,MS00291;5.77E-02,,,,
GSC2,MS00463;5.80E-02,,,,
POU3F2,UP00128;5.82E-02,MS00140;6.59E-02,MS00141;5.90E-01,,
Obox2,M01364;5.84E-02,,,,
Meox2,MS00563;5.84E-02,,,,
Foxj1,UP00041;5.85E-02,,,,
HSF1,MC00289;5.86E-02,MA0319;4.71E-01,,,
Isx,UP00243;5.86E-02,,,,
EMX2,MS00443;5.90E-02,MS00444;1.65E-01,,,
Foxa2,MC00105;5.92E-02,,,,
FOXL1,MS00372;5.94E-02,MS00373;2.16E-01,,,
Nr2f6,MS00669;6.16E-02,,,,
ZNF282,MS00729;6.16E-02,,,,
HES5,MS00255;6.18E-02,,,,
YY1,MC00342;6.26E-02,,,,
Hoxb7,UP00206;6.31E-02,,,,
PDX1,MS00588;6.35E-02,MS00589;1.77E-01,,,
RBPJ,M01112;6.39E-02,,,,
MEOX2,MS00552;6.50E-02,MS00553;6.08E-01,MS00554;9.76E-01,,
TBX20,MS00202;6.50E-02,,,,
ISL2,MS00528;6.51E-02,,,,
ARID5B,M00454;6.52E-02,,,,
CUX1,M00105;6.54E-02,MS00612;7.02E-02,MS00601;9.37E-01,,
FOXO6,MS00386;6.58E-02,MS00384;1.08E-01,,,
GABPA,MC00367;6.59E-02,,,,
Sox6,MC00305;6.63E-02,,,,
MEOX1,MS00551;6.65E-02,,,,
NR4A2,MS00665;6.68E-02,,,,
POU2F1,MC00288;6.72E-02,MS00131;3.05E-01,UP00254;4.00E-01,MS00132;9.20E-01,
GLIS3,MS00046;6.80E-02,,,,
Glis2,UP00024;6.89E-02,,,,
EPAS1,MC00224;6.93E-02,,,,
IRX6,UP00150;6.97E-02,,,,
Nkx2-5,MC00178;7.06E-02,,,,
GSX1,MS00465;7.06E-02,,,,
GATA2,MC00118;7.13E-02,,,,
RFX1,MA0365;7.14E-02,,,,
BCL6B,MS00011;7.25E-02,,,,
Klf1,MC00110;7.26E-02,,,,
POU2F2,MC00287;7.26E-02,MS00134;8.41E-01,,,
FOXG1,MS00361;7.31E-02,MS00360;7.78E-02,,,
Zfp423,MA0116;7.43E-02,,,,
RELA,MC00193;7.46E-02,,,,
NR2F6,MS00658;7.49E-02,M01728;3.87E-01,,,
HOXA6,UP00182;7.55E-02,,,,
PITX1,MS00595;7.56E-02,,,,
MEF2D,MS00076;7.61E-02,,,,
IRX4,UP00194;7.77E-02,,,,
VSX1,MS00626;7.79E-02,,,,
HOXC11,MS00498;7.80E-02,MS00497;6.50E-01,,,
MSX1,MS00559;7.90E-02,MS00558;5.84E-01,,,
Mafk,UP00044;7.91E-02,,,,
FOXA1,MC00311;7.92E-02,,,,
Uncx,MS00619;7.94E-02,MS00618;2.45E-01,,,
SCRT1,MS00179;8.02E-02,,,,
NKX2-1,M01312;8.07E-02,,,,
Tp53,MS00717;8.11E-02,MS00718;1.60E-01,,,
DLX2,UP00126;8.12E-02,MS00428;5.18E-01,,,
THRA,MS00709;8.23E-02,,,,
EN2,MS00450;8.26E-02,,,,
ETV3,MC00160;8.36E-02,,,,
Nkx3-1,MC00250;8.39E-02,MS00580;8.52E-01,,,
HOXD11,MS00507;8.39E-02,MS00506;7.17E-01,,,
Hoxd1,UP00140;8.40E-02,,,,
Meis3,MS00088;8.44E-02,MS00089;8.68E-01,,,
TBX2,MS00211;8.52E-02,MS00213;1.78E-01,,,
Sfpi1,UP00085;8.55E-02,MC00180;2.53E-01,MC00395;2.53E-01,,
VAX2,MS00621;8.59E-02,,,,
NKX2-3,MS00566;8.62E-02,UP00190;2.01E-01,,,
SREBF1,M00220;8.65E-02,M00749;2.25E-01,,,
HOXB13,MS00488;8.65E-02,MS00489;9.90E-02,,,
CREB3L1,MS00304;8.71E-02,,,,
SIX6,UP00388;8.76E-02,,,,
HOXA10,MS00481;8.80E-02,MS00480;4.85E-01,,,
PRRX1,MS00599;8.93E-02,MS00602;4.01E-01,,,
SF1,M01132;8.95E-02,,,,
Hlf,MS00318;8.97E-02,,,,
Nkx1-2,UP00139;9.00E-02,,,,
RXRA,MC00467;9.07E-02,,,,
ATF7,MS00294;9.12E-02,,,,
SOX8,MS00774;9.23E-02,MS00771;4.57E-01,,,
Lbx2,UP00120;9.36E-02,,,,
Cdx2,MC00455;9.37E-02,,,,
Hoxd12,UP00177;9.39E-02,,,,
REL,MA0101;9.47E-02,,,,
ETV5,MS00019;9.48E-02,,,,
SOX4,UP00401;9.58E-02,MS00766;3.20E-01,,,
NANOG,M01247;9.64E-02,MC00440;2.37E-01,M01123;4.22E-01,,
Gm5454,UP00423;9.69E-02,,,,
ZSCAN4,MS00490;9.73E-02,,,,
IRX5,MS00527;9.95E-02,UP00250;1.94E-01,,,
Gbx2,MS00469;9.96E-02,,,,
HOXC12,MS00502;1.01E-01,MS00503;4.37E-01,,,
RUNX3,MS00177;1.03E-01,,,,
IRF2,MA0051;1.03E-01,,,,
EN1,MS00446;1.03E-01,MS00449;3.93E-01,,,
Vax1,UP00215;1.04E-01,,,,
Nkx6-3,UP00238;1.04E-01,,,,
DLX1,MS00427;1.04E-01,,,,
NOTO,MS00578;1.06E-01,,,,
TBX22,M01195;1.09E-01,,,,
SHOX,MS00614;1.10E-01,,,,
Srf,MC00329;1.10E-01,,,,
HOXA9,UP00213;1.10E-01,,,,
IRX2,UP00236;1.11E-01,MS00526;3.87E-01,,,
SPIC,MS00040;1.12E-01,,,,
IRF7,MS00070;1.13E-01,,,,
HOXA7,UP00164;1.14E-01,M01108;6.31E-01,,,
MEIS3,MS00084;1.15E-01,MS00085;8.66E-01,,,
Hdx,UP00148;1.15E-01,,,,
Hoxc9,MC00402;1.16E-01,,,,
DUXA,MS00438;1.17E-01,,,,
ALX1,M01453;1.19E-01,M00416;1.99E-01,,,
NR2E3,MA0164;1.19E-01,M01650;3.03E-01,,,
HOXA1,MS00486;1.19E-01,,,,
POU3F4,MS00147;1.19E-01,UP00105;2.03E-01,MS00145;4.87E-01,,
HMX3,MS00475;1.20E-01,,,,
FOXJ3,MS00367;1.20E-01,MS00369;4.42E-01,MS00370;5.46E-01,,
Rela,MC00135;1.21E-01,,,,
GFI1,M01067;1.22E-01,,,,
Myb,MC00408;1.22E-01,,,,
HOXD3,UP00241;1.22E-01,,,,
UBP1,M00644;1.23E-01,,,,
GTF2I,M00706;1.23E-01,,,,
NFIA,MS00820;1.24E-01,,,,
Gbx1,MS00467;1.24E-01,,,,
NFATC4,M01734;1.25E-01,,,,
GBX1,MS00459;1.26E-01,,,,
Nkx2-9,UP00119;1.26E-01,,,,
CEBPE,MS00300;1.27E-01,,,,
Obox3,M01466;1.27E-01,,,,
Mybl1,UP00081;1.28E-01,,,,
OTX2,MS00585;1.28E-01,,,,
BARX1,UP00181;1.29E-01,MS00417;5.50E-01,MS00418;9.00E-01,,
SIX5,MC00334;1.31E-01,,,,
POU4F2,MS00149;1.32E-01,,,,
ATF1,UP00020;1.32E-01,,,,
FOXC2,MS00352;1.33E-01,MS00354;2.06E-01,,,
FOS,MC00330;1.33E-01,,,,
RAX,MS00606;1.34E-01,,,,
Shox2,MS00615;1.35E-01,,,,
SHOX2,MS00613;1.35E-01,,,,
Gata5,UP00080;1.35E-01,,,,
MEF2C,MC00231;1.36E-01,,,,
Foxc1,MS00388;1.37E-01,,,,
Pax7,UP00248;1.38E-01,MC00258;7.15E-01,,,
Jun,MC00349;1.38E-01,,,,
MAX,MC00124;1.40E-01,,,,
Npas4,MC00370;1.41E-01,,,,
Sox11,UP00030;1.44E-01,MS00795;3.94E-01,,,
Foxf1a,M00294;1.48E-01,,,,
EVX2,MS00455;1.49E-01,,,,
Hoxc6,UP00260;1.49E-01,,,,
ESRRG,MS00638;1.51E-01,,,,
GRHL1,MS00556;1.54E-01,,,,
Zfp187,UP00082;1.55E-01,,,,
NKX2-5,M00241;1.57E-01,UP00249;2.66E-01,,,
ISX,MS00531;1.57E-01,,,,
VAX1,MS00620;1.60E-01,,,,
Smad2/3,MC00146;1.61E-01,,,,
PITX3,MS00596;1.63E-01,,,,
ALX4,MS00404;1.63E-01,UP00187;2.35E-01,,,
GSX2,M01326;1.64E-01,MS00466;2.31E-01,,,
Atoh1,MS00244;1.64E-01,MC00414;6.85E-01,,,
POU4F1,MS00148;1.65E-01,,,,
Rarb,MS00700;1.67E-01,,,,
TEAD1,MS00220;1.67E-01,MS00219;6.88E-01,,,
