,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
54127|CEBPB,3.553606262832426e-11,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
50411|PPARG,6.337047084078286e-11,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
53598|RELA,7.496502459196192e-11,Homo sapiens,RELA,tf,None,Adipocyte,None,1,RELA
53594|MED1,4.96025161659135e-10,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
39025|BRD4,8.389495757998453e-10,Homo sapiens,BRD4,cr,U87,None,Brain,1,BRD4
41374|PR,5.101461455020224e-09,Homo sapiens,PR,predicted transcription factor,None,Endothelial Cell,Umbilical Vein,0,PR
39978|TFAP2C,7.084418681287925e-09,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1,TFAP2C
46362|TCF12,1.293843928841925e-08,Homo sapiens,TCF12,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TCF12
67518|GATA3,1.7687183019931526e-08,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
46377|REST,1.8735350842380094e-08,Homo sapiens,REST,tf,U87,None,Brain,1,REST
8444|CEBPA,2.5772201122572267e-08,Homo sapiens,CEBPA,tf,U937,None,Pleura,1,CEBPA
63884|BCL3,2.772446825240345e-08,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
52091|TP53,2.9333698748398478e-08,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
64945|BHLHE40,3.3451728760213645e-08,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
74571|MAZ,3.3590896376709757e-08,Homo sapiens,MAZ,tf,T778,None,None,1,MAZ
50898|PAX6,3.4191391822720376e-08,Homo sapiens,PAX6,tf,6540 cells,Epithelium,None,1,PAX6
46358|PBX3,3.52669624453545e-08,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,PBX3
73707|KMT2A,5.1431915661711856e-08,Homo sapiens,KMT2A,not sure,None,Monocyte,Bone Marrow,1,KMT2A
50112|MAFB,5.29425681809912e-08,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
42179|MITF,6.221840729461777e-08,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1,MITF
67927|SPI1,7.504370383004566e-08,Homo sapiens,SPI1,predicted transcription factor,None,Macrophage,Blood,1,SPI1
34997|FOXM1,1.0033811164070689e-07,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
65129|ZNF341,1.1370044623149726e-07,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
55730|GATA1,1.1523920955748026e-07,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1,GATA1
74052|NKX2-1,1.1892065433816669e-07,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
36356|POLR2B,1.2815938124822563e-07,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
1006|EOMES,1.3262098756970736e-07,Homo sapiens,EOMES,tf,H9,Embryonic Stem Cell,Embryo,1,EOMES
5443|FLI1,1.4182208739755794e-07,Homo sapiens,FLI1,tf,None,Endothelial Cell,Umbilical Vein,1,FLI1
56558|SMC1A,1.453107188345656e-07,Homo sapiens,SMC1A,predicted chromatin regulator,HuCCT1,None,None,1,SMC1A
72878|MYF5,1.6791597189097427e-07,Homo sapiens,MYF5,tf,Rh18,rhabdomyosarcoma,None,1,MYF5
76682|ASXL1,1.8653423029472425e-07,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
47265|KDM5B,1.8916033207876246e-07,Homo sapiens,KDM5B,cr,MCF-7,Epithelium,Breast,1,KDM5B
46221|TAF1,1.9510326732760398e-07,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1,TAF1
52436|WDR5,2.4522180352252515e-07,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,1,WDR5
70561|MYC,3.627136000658548e-07,Homo sapiens,MYC,tf,U2OS,None,Bone,1,MYC
44433|TAL1,3.732984598007051e-07,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
38119|MAX,4.339886603684365e-07,Homo sapiens,MAX,tf,HeLa,Epithelium,Cervix,1,MAX
48088|AR,5.200241170344825e-07,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1,AR
47432|GATA6,5.371503962496444e-07,Homo sapiens,GATA6,tf,LS174T,Epithelium,Colon,1,GATA6
47598|GATA4,6.487677500543461e-07,Homo sapiens,GATA4,tf,AGS,Epithelium,Stomach,1,GATA4
41289|STAT1,7.189044545206635e-07,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
46036|JUND,7.601668783426894e-07,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1,JUND
41303|IRF1,8.551557181905738e-07,Homo sapiens,IRF1,tf,None,Monocyte,Blood,1,IRF1
1740|FOS,8.999036370047775e-07,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
50381|NFE2,1.1577874319840174e-06,Homo sapiens,NFE2,tf,None,Proerythroblast,Fetal Liver,1,NFE2
53874|MEF2B,1.1822347421328534e-06,Homo sapiens,MEF2B,tf,HEK293A,None,None,1,MEF2B
48996|AFF4,1.1936240732269359e-06,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
37366|FOXA2,1.2181798097952578e-06,Homo sapiens,FOXA2,tf,A549,Epithelium,Lung,1,FOXA2
68223|NR3C1,1.4916847480518145e-06,Homo sapiens,NR3C1,tf,BEAS-2B,Epithelium,Lung,1,NR3C1
64559|SP2,1.529121220891501e-06,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
70759|OGT,1.59176260283474e-06,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1,OGT
41574|BRD1,1.6311936546339912e-06,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
63363|C11orf30,1.642361937426927e-06,Homo sapiens,C11orf30,,K562,Erythroblast,Bone Marrow,1,C11orf30
54241|FOSL2,1.643541888536506e-06,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1,FOSL2
36842|FOXA1,1.6504948446649124e-06,Homo sapiens,FOXA1,tf,MDA-MB-453,Epithelium,Mammary Gland,1,FOXA1
56961|GTF2B,1.883244224047351e-06,Homo sapiens,GTF2B,tf,HeLa,Epithelium,Cervix,1,GTF2B
46333|FOXP2,2.036142628320065e-06,Homo sapiens,FOXP2,tf,PFSK-1,Neuron,Brain,1,FOXP2
45781|TBP,2.1913410392672647e-06,Homo sapiens,TBP,tf,HeLa-S3,Epithelium,Cervix,1,TBP
45920|HMGN3,2.6396818261887264e-06,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1,HMGN3
49669|PROX1,3.0457042514036614e-06,Homo sapiens,PROX1,tf,SW480,None,Colon,1,PROX1
45997|STAT3,3.0909890862752672e-06,Homo sapiens,STAT3,tf,MCF-10A,Epithelium,Breast,1,STAT3
59001|JMJD1C,3.0949324569853494e-06,Homo sapiens,JMJD1C,predicted chromatin regulator,HL-60,Promyeloblast,Blood,1,JMJD1C
8448|TCF7L2,3.1194266995607067e-06,Homo sapiens,TCF7L2,tf,U937,None,Pleura,1,TCF7L2
1743|GATA2,3.1294318877375783e-06,Homo sapiens,GATA2,tf,None,Endothelial Cell,Umbilical Vein,1,GATA2
72094|RUNX1,3.370058137932092e-06,Homo sapiens,RUNX1,tf,NB4,Leukemic cells,None,1,RUNX1
70804|TCF7L1,3.3940989976259615e-06,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
62958|NFE2L2,3.3958027896692763e-06,Homo sapiens,NFE2L2,tf,IMR90,Fibroblast,Lung,1,NFE2L2
46226|YY1,3.4585264249003403e-06,Homo sapiens,YY1,tf,HepG2,Epithelium,Liver,1,YY1
8447|SMAD1,3.5885413346217644e-06,Homo sapiens,SMAD1,predicted transcription factor,U937,None,Pleura,1,SMAD1
57165|CDK8,3.593581157372715e-06,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
65116|FEZF1,3.7234681030336798e-06,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1,FEZF1
55667|PAF1,4.015317490458995e-06,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1,PAF1
49021|CPSF3L,4.218602858343037e-06,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1,CPSF3L
