,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
1006|EOMES,3.983154948524807e-07,Homo sapiens,EOMES,tf,H9,Embryonic Stem Cell,Embryo,1,EOMES
54127|CEBPB,5.59465651123251e-07,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
70815|SP1,3.450228450522385e-06,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
52091|TP53,3.6441953193874136e-06,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
33458|ERG,4.507275930651719e-06,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1,ERG
65129|ZNF341,5.812898941999642e-06,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
76812|NEUROG2,1.03891268794064e-05,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1,NEUROG2
8482|KAT7,1.2368872022414802e-05,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
55730|GATA1,1.2841767382270786e-05,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1,GATA1
57092|HEXIM1,1.2962650584665614e-05,Homo sapiens,HEXIM1,other,HCT-116,None,Colon,1,HEXIM1
41574|BRD1,1.5547736418859604e-05,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
65214|GLIS1,1.628555814485304e-05,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1,GLIS1
34565|SPI1,2.340113813578891e-05,Homo sapiens,SPI1,predicted transcription factor,None,Macrophage,None,0,SPI1
46377|REST,2.741944812831811e-05,Homo sapiens,REST,tf,U87,None,Brain,1,REST
50898|PAX6,2.9334555207851642e-05,Homo sapiens,PAX6,tf,6540 cells,Epithelium,None,1,PAX6
52496|TCF21,3.5551132868170316e-05,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1,TCF21
53594|MED1,3.7001227255952304e-05,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
74909|POLR3D,4.024827645810528e-05,Homo sapiens,POLR3D,tf,THP-1,Monocyte,None,0,POLR3D
67494|GATA3,4.078496176855143e-05,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
42176|MITF,5.056749099686732e-05,Homo sapiens,MITF,tf,None,Melanocyte,None,0,MITF
