,0,TF
54127|CEBPB,2.1289095485698214e-17,CEBPB
52091|TP53,2.6392348383066997e-16,TP53
53598|RELA,2.2918349729974946e-14,RELA
41574|BRD1,3.32431600638386e-14,BRD1
55730|GATA1,9.198741818324793e-14,GATA1
50690|MED1,6.474303877601203e-13,MED1
50411|PPARG,3.344746610315519e-12,PPARG
1006|EOMES,4.341319695185794e-12,EOMES
8482|KAT7,9.608345922730777e-12,KAT7
34565|SPI1,1.031976833499264e-11,SPI1
67518|GATA3,1.145227151328376e-11,GATA3
46377|REST,2.1782145461023672e-11,REST
50898|PAX6,3.083038907854034e-11,PAX6
39025|BRD4,5.857679700711184e-11,BRD4
65129|ZNF341,6.894141877697608e-11,ZNF341
1743|GATA2,7.874119798996896e-11,GATA2
50112|MAFB,1.019887048328334e-10,MAFB
47432|GATA6,1.2225751516953394e-10,GATA6
3006|CEBPA,1.233613844246593e-10,CEBPA
42176|MITF,1.468811462762476e-10,MITF
64945|BHLHE40,1.801229126592286e-10,BHLHE40
1740|FOS,1.887622467655103e-10,FOS
70815|SP1,2.0846017623086303e-10,SP1
74571|MAZ,2.8257399408268715e-10,MAZ
39978|TFAP2C,3.261332841082952e-10,TFAP2C
48088|AR,3.557469833329819e-10,AR
44433|TAL1,4.102412339841528e-10,TAL1
72878|MYF5,4.367037926912878e-10,MYF5
76812|NEUROG2,9.288583555220625e-10,NEUROG2
65125|PRDM6,1.0591366927954046e-09,PRDM6
59375|ESR1,1.1622163819261283e-09,ESR1
41303|IRF1,1.470688557522469e-09,IRF1
49021|CPSF3L,1.917736267973335e-09,CPSF3L
52496|TCF21,3.891125439390768e-09,TCF21
41737|NR3C1,4.317338100386555e-09,NR3C1
46362|TCF12,4.40706041154318e-09,TCF12
63884|BCL3,4.491312855245032e-09,BCL3
56558|SMC1A,4.526419376833487e-09,SMC1A
73707|KMT2A,5.37577014422118e-09,KMT2A
46221|TAF1,6.16698373480254e-09,TAF1
45781|TBP,6.400653368926336e-09,TBP
35473|FOXA1,7.519551536693548e-09,FOXA1
54241|FOSL2,1.0164011104278803e-08,FOSL2
47598|GATA4,1.266831525702176e-08,GATA4
5443|FLI1,1.3220976957316538e-08,FLI1
70759|OGT,1.4129275946666594e-08,OGT
36356|POLR2B,1.4791253551651791e-08,POLR2B
46036|JUND,1.4938569986128036e-08,JUND
65147|EGR2,1.512201479461858e-08,EGR2
40166|TCF7L1,1.797195920453219e-08,TCF7L1
65116|FEZF1,1.891629078986386e-08,FEZF1
55668|PAF1,2.1563600540551008e-08,PAF1
47265|KDM5B,2.3693694521732143e-08,KDM5B
76682|ASXL1,2.4338725093929246e-08,ASXL1
52436|WDR5,2.5156224425244612e-08,WDR5
65084|SP2,2.52463059188816e-08,SP2
45848|JUN,2.6066929003713692e-08,JUN
65122|ZFP64,2.9159341272795894e-08,ZFP64
74052|NKX2-1,4.037705700657231e-08,NKX2-1
41572|ING2,6.25511840315053e-08,ING2
34997|FOXM1,7.373843677664879e-08,FOXM1
37565|REPIN1,8.791895142114179e-08,REPIN1
50381|NFE2,9.618535356482806e-08,NFE2
73970|ZNF202,9.771762491259822e-08,ZNF202
56901|PBX3,1.088514807314811e-07,PBX3
2748|CREBBP,1.0957241716609436e-07,CREBBP
76494|BRPF3,1.156426501727355e-07,BRPF3
53300|RARA,1.1567117513737989e-07,RARA
45714|TCF7L2,1.186829045474844e-07,TCF7L2
41374|PR,1.343894920048728e-07,PR
70561|MYC,1.6134405684232615e-07,MYC
68464|ATF3,1.9201996997302707e-07,ATF3
74838|JMJD6,1.97412320655312e-07,JMJD6
64414|HMBOX1,2.0286666524834963e-07,HMBOX1
41289|STAT1,2.2711785375364164e-07,STAT1
65086|ZSCAN16,2.58304174549558e-07,ZSCAN16
33458|ERG,2.668139899875758e-07,ERG
63363|C11orf30,2.717867585084995e-07,C11orf30
34017|SMAD3,2.936606939726081e-07,SMAD3
45920|HMGN3,3.111391036087139e-07,HMGN3
58936|NRF1,3.4639632873553186e-07,NRF1
63525|ZFP2,3.6129555052029744e-07,ZFP2
76859|IRAK1,3.793990035160405e-07,IRAK1
48996|AFF4,3.8033779289277216e-07,AFF4
38661|CAMTA2,3.851253396153007e-07,CAMTA2
46333|FOXP2,4.891755715380214e-07,FOXP2
