,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
1006|EOMES,3.983154948524807e-07,Homo sapiens,EOMES,tf,H9,Embryonic Stem Cell,Embryo,1
54127|CEBPB,5.594656511232511e-07,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
70815|SP1,3.450228450522385e-06,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
52091|TP53,3.6441953193874136e-06,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
33458|ERG,4.507275930651719e-06,Homo sapiens,ERG,other,None,Hematopoietic Cell,None,1
65129|ZNF341,5.812898941999643e-06,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1
76812|NEUROG2,1.03891268794064e-05,Homo sapiens,NEUROG2,tf,None,Fibroblast,Fetal Lung,1
8482|KAT7,1.2368872022414802e-05,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1
55730|GATA1,1.2841767382270785e-05,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1
57092|HEXIM1,1.2962650584665617e-05,Homo sapiens,HEXIM1,other,HCT-116,None,Colon,1
5395|SP1,1.3207671377659095e-05,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,None,Colon,1
41574|BRD1,1.5547736418859604e-05,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1
52092|TP53,1.628555814485304e-05,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1
65214|GLIS1,1.628555814485304e-05,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1
34565|SPI1,2.3401138135788908e-05,Homo sapiens,SPI1,predicted transcription factor,None,Macrophage,None,0
46377|REST,2.7419448128318107e-05,Homo sapiens,REST,tf,U87,None,Brain,1
50898|PAX6,2.9334555207851642e-05,Homo sapiens,PAX6,tf,6540 cells,Epithelium,None,1
52496|TCF21,3.555113286817031e-05,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1
53594|MED1,3.700122725595231e-05,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
74909|POLR3D,4.0248276458105274e-05,Homo sapiens,POLR3D,tf,THP-1,Monocyte,None,0
67494|GATA3,4.0784961768551425e-05,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
42176|MITF,5.0567490996867315e-05,Homo sapiens,MITF,tf,None,Melanocyte,None,0
64945|BHLHE40,6.903232910795058e-05,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1
49606|TRIM28,7.455435332551758e-05,Homo sapiens,TRIM28,cr,None,Embryonic Stem Cell,Embryo,0
76964|CNOT3,8.397745174726455e-05,Homo sapiens,CNOT3,tf,HCT-116,Colorectal cancer cell line,None,1
70759|OGT,8.433387405323912e-05,Homo sapiens,OGT,other,HEK293,HEK 293 Cell Line,None,1
36845|AR,9.099792978334326e-05,Homo sapiens,AR,tf,MDA-MB-453,Epithelium,Mammary Gland,1
45781|TBP,9.733418702627247e-05,Homo sapiens,TBP,tf,HeLa-S3,Epithelium,Cervix,1
54126|CEBPB,9.856746820723484e-05,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
59375|ESR1,9.939779651511519e-05,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
45714|TCF7L2,0.00010192838529972792,Homo sapiens,TCF7L2,tf,HCT-116,None,Colon,1
67926|SPI1,0.00010495720617021158,Homo sapiens,SPI1,predicted transcription factor,None,Macrophage,Blood,1
50690|MED1,0.00010807040175674545,Homo sapiens,MED1,predicted transcription factor,hMADS-3,Adipocyte,Adipose,1
58937|NRF1,0.00011892087884756819,Homo sapiens,NRF1,tf,None,Epithelium,None,1
65115|MAZ,0.00012191509013735228,Homo sapiens,MAZ,tf,HEK293,Epithelium,Embryonic Kidney,1
53300|RARA,0.00012549768957148544,Homo sapiens,RARA,tf,TSU-1621-MT,None,None,1
72878|MYF5,0.00013078727653235647,Homo sapiens,MYF5,tf,Rh18,rhabdomyosarcoma,None,1
53593|MED1,0.00013968740714922627,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1
56558|SMC1A,0.0001414181262866662,Homo sapiens,SMC1A,predicted chromatin regulator,HuCCT1,None,None,1
65186|EGR3,0.00014613211472311904,Homo sapiens,EGR3,,HEK293,Epithelium,Embryonic Kidney,1
47598|GATA4,0.0001541074937978446,Homo sapiens,GATA4,tf,AGS,Epithelium,Stomach,1
65204|YY1,0.00015600496429349594,Homo sapiens,YY1,tf,HEK293,Epithelium,Embryonic Kidney,1
50112|MAFB,0.00015856896326965284,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1
65125|PRDM6,0.0001624890232304566,Homo sapiens,PRDM6,,HEK293,Epithelium,Embryonic Kidney,1
74571|MAZ,0.00016582483365152313,Homo sapiens,MAZ,tf,T778,None,None,1
65108|OSR2,0.00019491254819362094,Homo sapiens,OSR2,,HEK293,Epithelium,Embryonic Kidney,1
71242|CEBPB,0.00020700051759368996,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
37604|CBFB,0.00020783077775500167,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1
63689|GLIS1,0.00021034025674425478,Homo sapiens,GLIS1,tf,HEK293,Epithelium,Embryonic Kidney,1
45861|CEBPB,0.00022242975762490935,Homo sapiens,CEBPB,tf,IMR90,Fibroblast,Lung,1
49021|CPSF3L,0.00022510336745609037,Homo sapiens,CPSF3L,other,HeLa,Epithelium,Cervix,1
41737|NR3C1,0.00023145886682718428,Homo sapiens,NR3C1,tf,HEK293,Epithelium,Embryonic Kidney,1
49949|KLF9,0.00023330524246130044,Homo sapiens,KLF9,tf,GBM1A,Glioblastoma Stem Cell,None,1
46036|JUND,0.00023423357469847387,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1
58936|NRF1,0.00023892714921298382,Homo sapiens,NRF1,tf,None,Epithelium,None,1
67927|SPI1,0.0002575745621764421,Homo sapiens,SPI1,predicted transcription factor,None,Macrophage,Blood,1
73970|ZNF202,0.00026166937797596706,Homo sapiens,ZNF202,,293T,None,None,1
37057|FLI1,0.000272173357225156,Homo sapiens,FLI1,tf,U937,None,Pleura,1
55668|PAF1,0.00028085796490814603,Homo sapiens,PAF1,not sure,HCT-116,None,Colon,1
48088|AR,0.00028085796490814603,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1
65084|SP2,0.00028085796490814603,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1
76494|BRPF3,0.000287540041263532,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1
40166|TCF7L1,0.00028980009522017766,Homo sapiens,TCF7L1,tf,Kasumi-1,Myeloblast,Blood,1
42179|MITF,0.00028980009522017766,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1
67748|GATA2,0.0002943699046982574,Homo sapiens,GATA2,tf,LNCaP,Epithelium,Prostate,1
50730|SPI1,0.0002943699046982574,Homo sapiens,SPI1,predicted transcription factor,None,Epithelium,None,1
41572|ING2,0.0002955227924001181,Homo sapiens,ING2,predicted chromatin regulator,RKO,Epithelium,Colon,1
1740|FOS,0.00030135054201255304,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1
65147|EGR2,0.0003108978584654234,Homo sapiens,EGR2,tf,HEK293,Epithelium,Embryonic Kidney,1
47579|TTF1,0.0003108978584654234,Homo sapiens,TTF1,tf,NCI-H441,Epithelium,Lung,1
54125|CEBPB,0.0003121108648100018,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1
67502|GATA3,0.0003145500981683623,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1
74432|TFAP4,0.0003282858907589897,Homo sapiens,TFAP4,,SNU175,Colorectal cancer cell line,None,1
70812|SP1,0.0003347120450251154,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1
35474|NKX2-1,0.0003492634196638055,Homo sapiens,NKX2-1,tf,NCI-H3122,None,Lung,1
54128|NR3C1,0.00036721781460354665,Homo sapiens,NR3C1,tf,None,Mesenchymal Stem Cell,None,1
45762|CEBPB,0.00036863384093849326,Homo sapiens,CEBPB,tf,HeLa-S3,Epithelium,Cervix,1
63683|ATF3,0.0003714811209491591,Homo sapiens,ATF3,predicted transcription factor,None,None,Liver,1
45961|UBTF,0.0003729124077836988,Homo sapiens,UBTF,tf,K562,Erythroblast,Bone Marrow,1
46345|TAF1,0.0003772370555639767,Homo sapiens,TAF1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
76965|CNOT3,0.0003772370555639767,Homo sapiens,CNOT3,tf,None,None,Snap-frozen tissue,1
65122|ZFP64,0.0003904920260102233,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1
34350|FOXO3,0.0003904920260102233,Homo sapiens,FOXO3,tf,DL23,Epithelium,Colon,0
9508|TFAP2C,0.000415129365834021,Homo sapiens,TFAP2C,predicted transcription factor,BT-474,Epithelium,Mammary Gland,1
63684|ATF3,0.0004183084455094359,Homo sapiens,ATF3,predicted transcription factor,None,None,Liver,1
45228|KDM4A,0.0004263552075226277,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1
8816|KDM4A,0.0004263552075226277,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1
47432|GATA6,0.0004362007504220907,Homo sapiens,GATA6,tf,LS174T,Epithelium,Colon,1
44433|TAL1,0.00044120218468247024,Homo sapiens,TAL1,tf,None,None,Cord blood,1
37607|CBFB,0.0004462567370845205,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1
52495|TCF21,0.0004565272510395557,Homo sapiens,TCF21,tf,None,None,Coronary artery smooth muscle,1
2748|CREBBP,0.0004582601507753238,Homo sapiens,CREBBP,cr,T98G,None,Brain,1
67768|NFE2,0.000459999144225738,Homo sapiens,NFE2,tf,F5,Erythroid Progenitor Cell,Fetal Liver,1
37565|REPIN1,0.00048134951806520673,Homo sapiens,REPIN1,predicted transcription factor,DLD-1,Epithelium,Colon,1
63525|ZFP2,0.0004905134527731472,Homo sapiens,ZFP2,,HEK293,Epithelium,Embryonic Kidney,1
51864|HSF1,0.0005017233424530913,Homo sapiens,HSF1,tf,451Lu,Melanoma Cell,None,1
63294|ZNF335,0.0005017233424530913,Homo sapiens,ZNF335,tf,HEK293,Epithelium,Embryonic Kidney,1
53296|ERG,0.0005327861903998668,Homo sapiens,ERG,other,TSU-1621-MT,None,None,1
54241|FOSL2,0.0005448865319650867,Homo sapiens,FOSL2,tf,None,Stromal Cell,Endometrium,1
76496|BRPF3,0.0005489761285326714,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1
39025|BRD4,0.0005530940943544094,Homo sapiens,BRD4,cr,U87,None,Brain,1
44562|EMX1,0.0005530940943544094,Homo sapiens,EMX1,tf,293FT,None,Embryonic Kidney,1
53986|ESR1,0.0005551637713840315,Homo sapiens,ESR1,tf,MCF-7,Epithelium,Breast,1
47287|FOSL1,0.0005551637713840315,Homo sapiens,FOSL1,tf,BT-549,Epithelium,Mammary Gland,1
53598|RELA,0.0005635142962232864,Homo sapiens,RELA,tf,None,Adipocyte,None,1
74906|POLR3D,0.000578407691392779,Homo sapiens,POLR3D,tf,THP-1,Macrophage,None,1
46361|GATA3,0.0005849012560319548,Homo sapiens,GATA3,tf,SK-N-SH,Neuroblastoma cell,Brain,1
39978|TFAP2C,0.0005914621305978382,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1
8444|CEBPA,0.0005936641554290935,Homo sapiens,CEBPA,tf,U937,None,Pleura,1
36299|BRD4,0.0005958737526793168,Homo sapiens,BRD4,cr,None,Embryonic Stem Cell,Embryo,0
50381|NFE2,0.0006252984118590718,Homo sapiens,NFE2,tf,None,Proerythroblast,Fetal Liver,1
5459|CEBPB,0.0006346185593618487,Homo sapiens,CEBPB,tf,LS180,Epithelium,Colon,1
76682|ASXL1,0.0006560596860414255,Homo sapiens,ASXL1,tf,HEK293,None,None,1
49484|MED1,0.0006560596860414255,Homo sapiens,MED1,predicted transcription factor,None,Myoblast,None,1
68464|ATF3,0.0006560596860414255,Homo sapiens,ATF3,predicted transcription factor,HCT-116,Colon cancer cell,Colon,1
50414|KLF11,0.0006707230530568241,Homo sapiens,KLF11,tf,hMADS-3,Adipocyte,Adipose,1
42638|CREBBP,0.0006707230530568241,Homo sapiens,CREBBP,cr,HEK293,Epithelium,Embryonic Kidney,1
38654|NFATC1,0.000675677642893095,Homo sapiens,NFATC1,tf,None,Endothelial Cell,Umbilical Vein,1
46364|YY1,0.0006907447014475938,Homo sapiens,YY1,tf,SK-N-SH_RA,Neuron,Brain,1
72352|RUNX1,0.0007087142843498523,Homo sapiens,RUNX1,tf,Kasumi-1,Acute myeloid leukemia,None,1
38661|CAMTA2,0.0007244587710306718,Homo sapiens,CAMTA2,tf,LoVo,None,Colon,1
77299|TRIM25,0.0007459530540921381,Homo sapiens,TRIM25,,BT-549,None,Breast,1
37056|FLI1,0.0007459530540921381,Homo sapiens,FLI1,tf,U937,None,Pleura,1
3006|CEBPA,0.0007486807652456019,Homo sapiens,CEBPA,tf,None,Adipocyte,Adipose,1
68711|BRD4,0.0007596837570481704,Homo sapiens,BRD4,cr,IMR90,None,None,1
74357|NEUROD1,0.0007624576816526959,Homo sapiens,NEUROD1,tf,D-341,None,None,1
71243|CEBPB,0.0007849872260155392,Homo sapiens,CEBPB,tf,None,Osteoblast,None,1
41303|IRF1,0.0007849872260155392,Homo sapiens,IRF1,tf,None,Monocyte,Blood,1
65116|FEZF1,0.0007935926721085462,Homo sapiens,FEZF1,,HEK293,Epithelium,Embryonic Kidney,1
34081|CDK8,0.0007964803984595108,Homo sapiens,CDK8,tf,None,Epithelium,Colon,1
74206|BRD4,0.0007993777953235897,Homo sapiens,BRD4,cr,SF8628,None,Pontine,1
77300|TRIM25,0.0008022848918259023,Homo sapiens,TRIM25,,BT-549,None,Breast,1
276|SMAD3,0.0008022848918259023,Homo sapiens,SMAD3,tf,BG03,Embryonic Stem Cell,Embryo,1
67929|SPI1,0.0008140108593732113,Homo sapiens,SPI1,predicted transcription factor,None,Macrophage,Blood,1
71319|RAD21,0.0008169668935989484,Homo sapiens,RAD21,not sure,HCT-116,Colon cancer cell,Colon,1
64621|NRF1,0.0008258943708927781,Homo sapiens,NRF1,tf,K562,Erythroblast,Bone Marrow,1
68456|USF1,0.0008594019509859635,Homo sapiens,USF1,tf,None,Erythroid Cell,None,1
45920|HMGN3,0.0008625092742657688,Homo sapiens,HMGN3,tf,K562,Erythroblast,Bone Marrow,1
46221|TAF1,0.0008656269265411609,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1
40217|BRD4,0.0008750421660057719,Homo sapiens,BRD4,cr,U87,None,Brain,1
74346|NEUROD1,0.0008782014433248865,Homo sapiens,NEUROD1,tf,D-341,None,None,1
65123|ZFP64,0.000881371204567291,Homo sapiens,ZFP64,,HEK293,Epithelium,Embryonic Kidney,1
73511|BRD4,0.0009538224389596892,Homo sapiens,BRD4,cr,SUM159PT,mammary carcinoma cell line,Breast,1
41831|ZBTB17,0.0009572421118906229,Homo sapiens,ZBTB17,tf,MDA-MD-231,Epithelium,Mammary Gland,1
63034|PRDM10,0.000960673040522354,Homo sapiens,PRDM10,,HEK293,Epithelium,Embryonic Kidney,1
42637|CREBBP,0.0009710336929194966,Homo sapiens,CREBBP,cr,HEK293,Epithelium,Embryonic Kidney,1
71669|CTCF,0.0009850074989248483,Homo sapiens,CTCF,tf,786-O,Epithelium,Kidney,1
56265|AR,0.0009885296749862751,Homo sapiens,AR,tf,CWR22Pc,Epithelium,Prostate,1
71321|RAD21,0.0009920634084705426,Homo sapiens,RAD21,not sure,HCT-116,Colon cancer cell,Colon,1
62930|ZNF341,0.0010027342933696239,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1
52436|WDR5,0.0010063145968817525,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,1
57090|TRIM28,0.0010063145968817525,Homo sapiens,TRIM28,cr,HCT-116,None,Colon,1
48997|AFF4,0.0010135104223392766,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1
43684|KDM4C,0.001039069232654784,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1
38115|MYC,0.0010427683736709916,Homo sapiens,MYC,tf,HeLa,Epithelium,Cervix,1
53873|MEF2B,0.0010427683736709916,Homo sapiens,MEF2B,tf,HEK293A,None,None,1
73716|KMT2A,0.0010464795903676288,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1
32899|RELA,0.001050202917990143,Homo sapiens,RELA,tf,None,Endothelial Cell,Umbilical Vein,1
