,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
54127|CEBPB,1.0660144988960951e-10,Homo sapiens,CEBPB,tf,None,Mesenchymal Stem Cell,None,1,CEBPB
50411|PPARG,1.9011148211234286e-10,Homo sapiens,PPARG,tf,hMADS-3,Adipocyte,Adipose,1,PPARG
53598|RELA,2.248951025407564e-10,Homo sapiens,RELA,tf,None,Adipocyte,None,1,RELA
53594|MED1,1.4880555676555218e-09,Homo sapiens,MED1,predicted transcription factor,None,Adipocyte,None,1,MED1
39025|BRD4,2.5168450101809015e-09,Homo sapiens,BRD4,cr,U87,None,Brain,1,BRD4
41374|PR,1.530438420438429e-08,Homo sapiens,PR,predicted transcription factor,None,Endothelial Cell,Umbilical Vein,0,PR
39978|TFAP2C,2.1253000803689304e-08,Homo sapiens,TFAP2C,predicted transcription factor,A375,None,Skin,1,TFAP2C
46362|TCF12,3.881505866720758e-08,Homo sapiens,TCF12,tf,SK-N-SH,Neuroblastoma cell,Brain,1,TCF12
67518|GATA3,5.30598290859885e-08,Homo sapiens,GATA3,tf,MDA-MB-231,Epithelium,Mammary Gland,1,GATA3
46377|REST,5.616766157734432e-08,Homo sapiens,REST,tf,U87,None,Brain,1,REST
8444|CEBPA,7.731317713810526e-08,Homo sapiens,CEBPA,tf,U937,None,Pleura,1,CEBPA
63884|BCL3,8.317169630789323e-08,Homo sapiens,BCL3,tf,A549,Epithelium,Lung,1,BCL3
52091|TP53,8.632484654880201e-08,Homo sapiens,TP53,predicted transcription factor,IMR90,Fibroblast,Lung,1,TP53
64945|BHLHE40,1.003065629445743e-07,Homo sapiens,BHLHE40,predicted transcription factor,IMR90,Fibroblast,Lung,1,BHLHE40
74571|MAZ,1.0075225326255932e-07,Homo sapiens,MAZ,tf,T778,None,None,1,MAZ
50898|PAX6,1.0245470222214337e-07,Homo sapiens,PAX6,tf,6540 cells,Epithelium,None,1,PAX6
46358|PBX3,1.0580075759936136e-07,Homo sapiens,PBX3,tf,SK-N-SH,Neuroblastoma cell,Brain,1,PBX3
73707|KMT2A,1.5429062050209552e-07,Homo sapiens,KMT2A,not sure,None,Monocyte,Bone Marrow,1,KMT2A
50112|MAFB,1.5877437986588916e-07,Homo sapiens,MAFB,tf,None,Keratinocyte,Foreskin,1,MAFB
42179|MITF,1.8661505424288904e-07,Homo sapiens,MITF,tf,COLO-829,Fibroblast,Skin,1,MITF
67927|SPI1,2.2506530344967857e-07,Homo sapiens,SPI1,predicted transcription factor,None,Macrophage,Blood,1,SPI1
1006|EOMES,2.98481811211726e-07,Homo sapiens,EOMES,tf,H9,Embryonic Stem Cell,Embryo,1,EOMES
34997|FOXM1,3.010078032383845e-07,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1,FOXM1
65129|ZNF341,3.3455724929298825e-07,Homo sapiens,ZNF341,,HEK293,Epithelium,Embryonic Kidney,1,ZNF341
55730|GATA1,3.4219857614203875e-07,Homo sapiens,GATA1,tf,K562,Erythroblast,Bone Marrow,1,GATA1
74052|NKX2-1,3.5675225013021006e-07,Homo sapiens,NKX2-1,tf,A549,Epithelium,Lung,1,NKX2-1
36356|POLR2B,3.8443964373024997e-07,Homo sapiens,POLR2B,tf,IMR90,Fibroblast,Lung,1,POLR2B
5443|FLI1,4.254373203727013e-07,Homo sapiens,FLI1,tf,None,Endothelial Cell,Umbilical Vein,1,FLI1
56558|SMC1A,4.354847851217869e-07,Homo sapiens,SMC1A,predicted chromatin regulator,HuCCT1,None,None,1,SMC1A
72878|MYF5,5.031002705546683e-07,Homo sapiens,MYF5,tf,Rh18,rhabdomyosarcoma,None,1,MYF5
76682|ASXL1,5.59443831371631e-07,Homo sapiens,ASXL1,tf,HEK293,None,None,1,ASXL1
47265|KDM5B,5.673986240850581e-07,Homo sapiens,KDM5B,cr,MCF-7,Epithelium,Breast,1,KDM5B
46221|TAF1,5.851769166453913e-07,Homo sapiens,TAF1,tf,HeLa-S3,Epithelium,Cervix,1,TAF1
52436|WDR5,7.354858929664587e-07,Homo sapiens,WDR5,cr,HEK293,Epithelium,Embryonic Kidney,1,WDR5
70561|MYC,1.0880313285888121e-06,Homo sapiens,MYC,tf,U2OS,None,Bone,1,MYC
44433|TAL1,1.118879896788716e-06,Homo sapiens,TAL1,tf,None,None,Cord blood,1,TAL1
38119|MAX,1.301943077014478e-06,Homo sapiens,MAX,tf,HeLa,Epithelium,Cervix,1,MAX
48088|AR,1.5570515182194988e-06,Homo sapiens,AR,tf,HEK293,Epithelium,Embryonic Kidney,1,AR
47432|GATA6,1.6087275314102811e-06,Homo sapiens,GATA6,tf,LS174T,Epithelium,Colon,1,GATA6
47598|GATA4,1.9381427972531284e-06,Homo sapiens,GATA4,tf,AGS,Epithelium,Stomach,1,GATA4
41289|STAT1,2.1561762674759954e-06,Homo sapiens,STAT1,tf,None,Monocyte,Blood,1,STAT1
46036|JUND,2.27311892125881e-06,Homo sapiens,JUND,tf,SK-N-SH,Neuroblastoma cell,Brain,1,JUND
41574|BRD1,2.4045827390350993e-06,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
41303|IRF1,2.562303852593484e-06,Homo sapiens,IRF1,tf,None,Monocyte,Blood,1,IRF1
1740|FOS,2.6901659546108014e-06,Homo sapiens,FOS,tf,None,Endothelial Cell,Umbilical Vein,1,FOS
50381|NFE2,3.4669435560741313e-06,Homo sapiens,NFE2,tf,None,Proerythroblast,Fetal Liver,1,NFE2
53874|MEF2B,3.5465760823694126e-06,Homo sapiens,MEF2B,tf,HEK293A,None,None,1,MEF2B
48996|AFF4,3.5800489183168693e-06,Homo sapiens,AFF4,tf,HeLa,Epithelium,Cervix,1,AFF4
37366|FOXA2,3.6544479622424575e-06,Homo sapiens,FOXA2,tf,A549,Epithelium,Lung,1,FOXA2
68223|NR3C1,4.4720761080419e-06,Homo sapiens,NR3C1,tf,BEAS-2B,Epithelium,Lung,1,NR3C1
64559|SP2,4.585925548972192e-06,Homo sapiens,SP2,predicted chromatin regulator,HEK293,Epithelium,Embryonic Kidney,1,SP2
