,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc,TF
49480|E2F4,3.2295688818805025e-24,Homo sapiens,E2F4,tf,None,Retinal pigment cell,None,1,E2F4
34995|FOXM1,5.697977522661422e-22,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1,FOXM1
56251|MYBL2,1.2951515301056964e-21,Homo sapiens,MYBL2,tf,None,Epithelium,Mammary Gland,1,MYBL2
43572|RNF2,8.205513087441276e-21,Homo sapiens,RNF2,predicted transcription factor,None,Fibroblast,Foreskin,1,RNF2
1876|RBL2,3.729141397001625e-20,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,0,RBL2
67459|E2F1,6.10154654684446e-19,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1,E2F1
68822|HDAC1,1.0675017405047015e-17,Homo sapiens,HDAC1,cr,None,Erythroid progenitor,Bone Marrow,1,HDAC1
72935|HDAC2,3.1789790246401476e-16,Homo sapiens,HDAC2,cr,None,Cardiomyocyte,None,0,HDAC2
77534|TFDP1,7.500498782492134e-16,Homo sapiens,TFDP1,tf,U266B1,None,None,1,TFDP1
8799|SAP30,1.4290875145197294e-15,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1,SAP30
5888|LIN9,4.933138882712784e-15,Homo sapiens,LIN9,not sure,HeLa,Epithelium,Cervix,1,LIN9
63655|SIN3A,2.4321689803070104e-13,Homo sapiens,SIN3A,tf,MCF-7,Epithelium,Breast,1,SIN3A
73714|AFF1,6.07215798849854e-13,Homo sapiens,AFF1,tf,SEM,B Lymphocyte,None,1,AFF1
64039|HBP1,1.8211734505071267e-12,Homo sapiens,HBP1,tf,HepG2,Epithelium,Liver,1,HBP1
8482|KAT7,2.755550296904989e-12,Homo sapiens,KAT7,cr,RKO,Epithelium,Colon,1,KAT7
73716|KMT2A,3.261095961199234e-12,Homo sapiens,KMT2A,not sure,SEM,B Lymphocyte,None,1,KMT2A
70093|TET2,4.040942369932452e-12,Homo sapiens,TET2,cr,293T,None,None,1,TET2
48601|AGO1,6.974641557200206e-12,Homo sapiens,AGO1,other,None,Epithelium,None,1,AGO1
41572|ING2,7.859530945945539e-12,Homo sapiens,ING2,predicted chromatin regulator,RKO,Epithelium,Colon,1,ING2
63302|NKRF,8.304159377869006e-12,Homo sapiens,NKRF,,K562,Erythroblast,Bone Marrow,1,NKRF
41574|BRD1,1.1749616872536387e-11,Homo sapiens,BRD1,cr,RKO,Epithelium,Colon,1,BRD1
75559|BRD4,1.5012604433583587e-11,Homo sapiens,BRD4,cr,None,None,Retina,1,BRD4
42738|NFYA,2.4635255343147808e-11,Homo sapiens,NFYA,tf,LoVo,None,Colon,1,NFYA
53076|RBP2,2.919665574395356e-11,Homo sapiens,RBP2,other,U937,None,Pleura,1,RBP2
51103|CHD8,3.7459179852600064e-11,Homo sapiens,CHD8,cr,None,Neural Stem Cell,None,1,CHD8
45936|NFYB,7.91534003822454e-11,Homo sapiens,NFYB,tf,K562,Erythroblast,Bone Marrow,1,NFYB
68635|KMT2D,8.561549738080612e-11,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1,KMT2D
1312|PHF8,9.099529534352602e-11,Homo sapiens,PHF8,cr,HeLa,Epithelium,Cervix,0,PHF8
45228|KDM4A,9.340076205235463e-11,Homo sapiens,KDM4A,cr,H1,Embryonic Stem Cell,Embryo,1,KDM4A
49652|MED1,9.83995224180482e-11,Homo sapiens,MED1,predicted transcription factor,MCF-7,Epithelium,Breast,1,MED1
9216|POLR2B,1.1601526020468276e-10,Homo sapiens,POLR2B,tf,HeLa,Epithelium,Cervix,1,POLR2B
63128|MNT,1.3320878341694504e-10,Homo sapiens,MNT,tf,HepG2,Epithelium,Liver,1,MNT
36362|GTF2B,1.3669879047712322e-10,Homo sapiens,GTF2B,tf,IMR90,Fibroblast,Lung,1,GTF2B
55465|NELFA,1.4271487996174304e-10,Homo sapiens,NELFA,not sure,HeLa,Epithelium,Cervix,1,NELFA
69815|NELFE,1.4644783255956092e-10,Homo sapiens,NELFE,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,NELFE
71069|MBD3,1.5822797175600245e-10,Homo sapiens,MBD3,cr,HeLa,Epithelium,Cervix,1,MBD3
45802|CHD2,2.826028143033144e-10,Homo sapiens,CHD2,cr,HepG2,Epithelium,Liver,1,CHD2
43684|KDM4C,3.432306728217783e-10,Homo sapiens,KDM4C,cr,KYSE-150,Epitheloid Cell,Esophagus,1,KDM4C
70808|MYC,3.640799596264942e-10,Homo sapiens,MYC,tf,HCT-116,Colon cancer cell,Colon,1,MYC
62610|H2AFZ,4.1300220525164713e-10,Homo sapiens,H2AFZ,,MCF-7,Epithelium,Breast,1,H2AFZ
1226|TRRAP,4.567038623203206e-10,Homo sapiens,TRRAP,cr,HeLa,Epithelium,Cervix,1,TRRAP
394|RBPJ,4.924080742030765e-10,Homo sapiens,RBPJ,tf,CUTLL1,T Lymphocyte,Blood,1,RBPJ
65057|TGIF2,5.091370073589956e-10,Homo sapiens,TGIF2,tf,HepG2,Epithelium,Liver,1,TGIF2
38585|TAF3,6.269685587422977e-10,Homo sapiens,TAF3,cr,None,Epithelium,Colon,1,TAF3
68966|PR,1.0894938008901569e-09,Homo sapiens,PR,predicted transcription factor,T47D,None,Breast,1,PR
48824|MBD2,1.1257575862984264e-09,Homo sapiens,MBD2,cr,MCF-7,Epithelium,Breast,1,MBD2
59170|SETD1A,1.2519213258716335e-09,Homo sapiens,SETD1A,predicted chromatin regulator,SEM,Pre-B Lymphocyte,None,1,SETD1A
53672|NIPBL,1.3693438697257495e-09,Homo sapiens,NIPBL,not sure,None,Embryonic Stem Cell,None,1,NIPBL
75284|ZBTB48,1.4733334559779245e-09,Homo sapiens,ZBTB48,,HeLa,None,None,1,ZBTB48
74209|BRD2,1.5468903064535954e-09,Homo sapiens,BRD2,predicted chromatin regulator,SF8628,None,Pontine,1,BRD2
49493|CDK7,1.718738777411175e-09,Homo sapiens,CDK7,predicted transcription factor,Jurkat,T Lymphocyte,Blood,1,CDK7
46106|TAF1,2.1370925110580032e-09,Homo sapiens,TAF1,tf,ECC-1,Epithelium,Endometrium,1,TAF1
40164|RUNX1T1,2.2974136656545314e-09,Homo sapiens,RUNX1T1,tf,Kasumi-1,Myeloblast,Blood,1,RUNX1T1
72408|PARP1,2.391476537133891e-09,Homo sapiens,PARP1,not sure,MCF-7,Human Breast Cancer Cell,Breast,1,PARP1
53346|CDK9,2.449701951919891e-09,Homo sapiens,CDK9,tf,HeLa,Epithelium,Cervix,1,CDK9
41743|SUMO2,2.8066334240246313e-09,Homo sapiens,SUMO2,other,HEK293,Epithelium,Embryonic Kidney,1,SUMO2
74838|JMJD6,3.064031088769458e-09,Homo sapiens,JMJD6,cr,None,3565 cells,None,1,JMJD6
58172|HIF1A,3.0885381439911934e-09,Homo sapiens,HIF1A,predicted chromatin regulator,HeLa,Epithelium,Cervix,0,HIF1A
48576|KDM6B,3.1884870220506663e-09,Homo sapiens,KDM6B,cr,CUTLL1,T Lymphocyte,Blood,1,KDM6B
47416|ERG,3.3710185228445888e-09,Homo sapiens,ERG,other,Jurkat,T Lymphocyte,Blood,1,ERG
45849|MAX,3.5355298128975838e-09,Homo sapiens,MAX,tf,None,Endothelial Cell,Umbilical Vein,1,MAX
8820|RBBP5,3.6785637732404066e-09,Homo sapiens,RBBP5,cr,H1,Embryonic Stem Cell,Embryo,1,RBBP5
56353|CDK8,4.2415855762485e-09,Homo sapiens,CDK8,tf,MOLM-14,Myeloid Cell,None,1,CDK8
73701|KDM2B,4.447241725128474e-09,Homo sapiens,KDM2B,cr,SEM,B Lymphocyte,None,1,KDM2B
69874|RELA,4.926630153876963e-09,Homo sapiens,RELA,tf,None,Th1,None,1,RELA
58506|WDR5,5.124079140111115e-09,Homo sapiens,WDR5,cr,BE2-C,Neuroblast,Brain,1,WDR5
70816|SP1,5.718738955783246e-09,Homo sapiens,SP1,predicted chromatin regulator,HCT-116,Colon cancer cell,Colon,1,SP1
70804|TCF7L1,5.763690693053379e-09,Homo sapiens,TCF7L1,tf,HCT-116,Colon cancer cell,Colon,1,TCF7L1
72382|SIX1,5.9936497467198176e-09,Homo sapiens,SIX1,other,None,Cortex,Embryonic Kidney,1,SIX1
50039|FOXA1,6.040699670077255e-09,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1,FOXA1
76496|BRPF3,6.184012884999214e-09,Homo sapiens,BRPF3,other,RKO,Epithelium,Colon,1,BRPF3
43104|NOTCH1,6.4806173022837454e-09,Homo sapiens,NOTCH1,both predicted transcription factor and chromatin regulator,CUTLL1,T Lymphocyte,Blood,1,NOTCH1
37607|CBFB,6.5313768686189944e-09,Homo sapiens,CBFB,predicted transcription factor,ME-1,Leukemia Cell,None,1,CBFB
42774|NFYC,6.582522619153225e-09,Homo sapiens,NFYC,tf,LoVo,None,Colon,1,NFYC
46095|CREB1,6.738305542781751e-09,Homo sapiens,CREB1,tf,ECC-1,Epithelium,Endometrium,1,CREB1
45774|MXI1,7.340744021725933e-09,Homo sapiens,MXI1,tf,HeLa-S3,Epithelium,Cervix,1,MXI1
69220|SLC22A2,7.995369472179267e-09,Homo sapiens,SLC22A2,not sure,HBL1,B cell lymphoma,None,1,SLC22A2
58939|NRF1,9.119976163991035e-09,Homo sapiens,NRF1,tf,HCC1954,Epithelium,Mammary Gland,1,NRF1
69872|AFF4,1.0317832758757114e-08,Homo sapiens,AFF4,tf,None,Th1,None,1,AFF4
34396|MECP2,1.1667854201084755e-08,Homo sapiens,MECP2,cr,IMR90,Fibroblast,Lung,1,MECP2
