Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
HEY2,MS00260;3.26E-05,,,,
ETS1,MC00278;3.30E-05,MS00851;7.94E-04,,,
PAX2,MA0067;3.55E-05,MS00118;4.37E-04,M00486;1.18E-01,,
AHR,M00139;3.78E-05,,,,
BCL6,MC00386;3.86E-05,M01171;2.02E-02,,,
Lhx8,UP00184;3.93E-05,MS00549;3.46E-01,MS00548;4.04E-01,MS00550;9.71E-01,
EGR1,MC00320;4.02E-05,,,,
TFAP2B,MS00228;4.05E-05,MS00230;1.42E-04,MS00229;6.81E-04,,
CTCF,MC00128;4.44E-05,,,,
TBX21,MS00207;5.37E-05,MS00208;4.75E-01,,,
Gm5454,UP00423;6.05E-05,,,,
Tcfap2a,MS00241;6.45E-05,MS00240;9.84E-05,MS00239;1.65E-04,,
SREBF2,M01177;6.64E-05,MS00281;1.57E-02,,,
ZNF589,M01109;7.53E-05,,,,
GLIS1,MS00024;8.26E-05,,,,
Glis2,UP00024;8.47E-05,,,,
SIX5,MC00334;8.61E-05,,,,
ATF6,M00483;8.64E-05,,,,
ERF,MS00846;8.66E-05,,,,
GLIS2,MS00035;9.95E-05,,,,
HSFY2,MS00062;1.03E-04,MS00061;5.86E-04,,,
MTF1,M01243;1.08E-04,MS00725;5.51E-03,,,
Tcfap2b,UP00010;1.15E-04,,,,
Tcfap2c,UP00087;1.17E-04,,,,
Irf5,UP00040;1.24E-04,,,,
BHLHE41,MS00251;1.25E-04,,,,
ZNF524,MS00423;1.26E-04,,,,
Bcl6b,UP00043;1.27E-04,,,,
GLIS3,MS00046;1.27E-04,,,,
ZIC1,UP00102;1.44E-04,M00448;3.30E-04,MS00334;3.84E-04,,
IRF6,UP00011;1.52E-04,,,,
ETV2,MS00016;1.55E-04,,,,
TFAP2A,MS00227;1.57E-04,MC00530;7.78E-02,,,
ELK3,MS00844;1.61E-04,,,,
ETV4,MS00018;1.70E-04,,,,
Tcfap2e,UP00028;1.80E-04,,,,
ELF4,MS00834;1.81E-04,,,,
ZFP42,M01744;2.02E-04,,,,
ATF4,M00514;2.19E-04,MS00293;8.18E-01,,,
GABPB1,M00341;2.42E-04,,,,
Nr1h2,MC00448;2.58E-04,,,,
RARG,MS00684;2.67E-04,MS00682;5.24E-01,MS00680;5.53E-01,,
TFE3,MS00288;2.79E-04,,,,
PAX9,MS00128;3.00E-04,,,,
HIC1,UP00035;3.09E-04,,,,
LBX2,MS00533;3.12E-04,MS00535;5.92E-01,,,
SP3,MS00223;3.58E-04,M00665;1.43E-02,,,
KLF16,MS00146;3.72E-04,,,,
Pax5,MC00257;3.75E-04,,,,
Rfx1,MC00144;3.86E-04,,,,
RFX4,UP00056;3.88E-04,,,,
GCM2,MS00050;3.98E-04,,,,
ZIC3,MS00346;4.23E-04,,,,
RFX3,MC00203;4.27E-04,,,,
Klf4,MC00109;4.45E-04,,,,
ELF1,MC00457;4.59E-04,,,,
TCF3,M00222;4.73E-04,UP00058;9.09E-01,,,
HES5,MS00255;5.01E-04,,,,
Mafb,MS00335;5.31E-04,MS00333;7.22E-04,,,
CREB3L1,MS00304;5.49E-04,,,,
EGR2,MC00319;6.15E-04,,,,
IRF5,MS00067;6.36E-04,,,,
Spdef,UP00038;6.59E-04,,,,
Klf1,MC00110;6.80E-04,,,,
INSM1,MA0155;6.86E-04,,,,
PBX3,MC00281;7.28E-04,,,,
Rfx2,MS00171;7.45E-04,MS00170;9.03E-02,,,
BHLHB3,MS00248;8.00E-04,,,,
TBX2,MS00211;8.80E-04,MS00213;1.82E-02,,,
EPAS1,MC00224;8.86E-04,,,,
TFCP2L1,M01592;8.88E-04,,,,
Etv6,UP00418;9.00E-04,,,,
Mycn,MC00532;9.34E-04,,,,
HES7,MS00256;9.37E-04,,,,
ETV5,MS00019;9.70E-04,,,,
Bhlhb2,MS00252;9.78E-04,,,,
MEIS3,MS00085;1.01E-03,MS00084;6.26E-02,,,
HEY1,MS00258;1.07E-03,,,,
GABPA,MC00367;1.07E-03,,,,
GLI1,M01037;1.11E-03,,,,
ATF3,MC00473;1.18E-03,,,,
Ovol2,M01104;1.30E-03,,,,
MAFK,MS00331;1.34E-03,MS00330;2.97E-02,,,
CNTN2::CREB1,M00115;1.39E-03,,,,
Ctcf,MC00187;1.39E-03,,,,
ATF2,M00179;1.47E-03,,,,
Elf5,MS00022;1.54E-03,,,,
HNF1B,M01425;1.58E-03,MS00478;5.46E-01,M00646;8.08E-01,,
IRF4,MS00065;1.60E-03,MC00227;5.39E-01,,,
Osr2,UP00052;1.75E-03,,,,
ZNF306,MS00401;1.76E-03,,,,
ARID5B,M00454;1.77E-03,,,,
ETV3,MC00160;1.85E-03,,,,
IRF3,UP00086;1.86E-03,,,,
BHLHB2,MS00247;2.37E-03,,,,
PGR,MC00170;2.43E-03,,,,
MYC,MC00394;2.46E-03,,,,
Zfx,MC00328;2.50E-03,,,,
ESR2,MC00333;2.53E-03,,,,
Mxi1,MC00373;2.55E-03,,,,
Irf4,UP00018;2.59E-03,MC00190;3.14E-01,,,
PATZ1,M00491;2.62E-03,,,,
SMAD1,M00792;2.66E-03,M01590;9.71E-01,,,
TBX20,MS00202;2.76E-03,,,,
Osr1,UP00027;2.85E-03,,,,
MGA,MS00188;3.13E-03,MS00186;5.79E-02,,,
ZIC4,MS00357;3.26E-03,,,,
Gsc,UP00112;3.31E-03,,,,
BPTF,M00456;3.70E-03,,,,
SMAD4,M00733;3.94E-03,MC00392;5.03E-02,,,
FLI1,MS00027;4.07E-03,MC00398;1.43E-01,,,
IRX2,MS00526;4.15E-03,UP00236;9.20E-01,,,
HIC2,MS00057;4.23E-03,,,,
Rest,MC00125;4.59E-03,,,,
TAL1,MC00458;4.71E-03,M00993;9.44E-01,,,
ZBTB6,M00085;4.83E-03,,,,
KLF12,M00468;4.97E-03,,,,
E4F1,M00694;5.47E-03,,,,
BARHL2,MS00414;5.56E-03,MS00416;5.43E-01,UP00145;5.74E-01,,
Zfp691,UP00095;5.57E-03,,,,
Meis2,MS00087;5.74E-03,MS00086;7.12E-01,,,
ERG,MS00848;5.93E-03,MC00168;1.92E-02,,,
MAX,MC00124;6.13E-03,,,,
IRF7,MS00070;6.47E-03,,,,
IRX5,MS00527;6.51E-03,UP00250;8.31E-01,,,
Tal1,MC00388;6.52E-03,,,,
KLF15,M01714;6.78E-03,,,,
MAZ,M00649;6.89E-03,,,,
ELK1,MC00206;6.98E-03,,,,
IKZF1,M00088;7.10E-03,M00141;4.80E-01,,,
Isx,UP00243;7.51E-03,,,,
HNF4A,UP00066;8.16E-03,MC00432;6.76E-01,,,
Tcf21,MS00291;8.23E-03,,,,
TBX4,MS00214;9.00E-03,,,,
TBX18,M01262;9.42E-03,,,,
CLOCK,MS00253;9.67E-03,,,,
SP8,MS00246;1.05E-02,,,,
NFIC,MA0161;1.06E-02,,,,
RFX2,MS00162;1.08E-02,MS00161;5.51E-02,,,
ETV6,MS00021;1.08E-02,,,,
ZNF219,M01122;1.18E-02,,,,
POU3F1,M00133;1.19E-02,MS00138;5.35E-01,MS00139;8.04E-01,,
HMX3,MS00475;1.20E-02,,,,
Yy1,MC00372;1.22E-02,,,,
PLAG1,MA0163;1.22E-02,,,,
EHF,MS00778;1.24E-02,,,,
Ascl2,MS00243;1.27E-02,,,,
Barhl1,MS00421;1.28E-02,MS00422;5.58E-01,,,
RORA,MS00686;1.30E-02,MS00685;7.25E-01,,,
NHLH1,MS00274;1.35E-02,,,,
Tcfcp2l1,MA0145;1.39E-02,,,,
ZBED1,MS00290;1.39E-02,,,,
TBX5,MS00217;1.42E-02,MS00216;1.88E-02,,,
GCM1,MS00047;1.45E-02,MS00048;3.71E-02,,,
NFATC4,M01734;1.52E-02,,,,
CUX1,MS00612;1.53E-02,M00105;7.79E-02,MS00601;9.90E-01,,
CEBPE,MS00300;1.59E-02,,,,
WT1,M01118;1.60E-02,,,,
DMBX1,MS00433;1.65E-02,,,,
RUNX3,MS00177;1.69E-02,,,,
YY1,MC00342;1.75E-02,,,,
ZNF711,MC00477;1.88E-02,,,,
Rhox11,UP00193;1.91E-02,MS00611;7.87E-01,,,
ELF5,MS00838;1.97E-02,,,,
Npas4,MC00370;2.01E-02,,,,
MAFG,MS00327;2.18E-02,,,,
ATF2::JUN,M00041;2.21E-02,,,,
ELF3,MS00812;2.21E-02,,,,
Creb1,MC00163;2.23E-02,,,,
Myc,MC00407;2.39E-02,,,,
E2F7,MS00756;2.43E-02,,,,
Mlx,MS00270;2.44E-02,,,,
NEUROD1,M01288;2.47E-02,,,,
RXRG,MS00694;2.48E-02,,,,
EOMES,MC00276;2.52E-02,,,,
SREBF1,M00220;2.57E-02,M00749;6.09E-01,,,
ATF7,MS00294;2.58E-02,,,,
AIRE,M00999;2.70E-02,,,,
Trp53,MC00377;2.74E-02,,,,
Tfcp2,MC00518;2.76E-02,,,,
AR,MC00468;2.76E-02,,,,
Foxg1,MS00392;2.78E-02,MS00393;2.80E-01,,,
MYF6,MS00269;2.83E-02,,,,
HSF1,MC00289;2.83E-02,MA0319;7.94E-01,,,
Pknox2,MS00093;2.91E-02,,,,
ZNF784,MS00479;3.02E-02,,,,
Bcl6,MC00111;3.03E-02,,,,
Evx2,UP00132;3.23E-02,,,,
Homez,UP00114;3.25E-02,,,,
DPRX,MS00436;3.26E-02,,,,
Zfp410,UP00033;3.36E-02,,,,
E2F8,MS00739;3.39E-02,,,,
TFCP2,M00072;3.41E-02,MS00579;2.44E-01,,,
Foxk1,MS00398;3.41E-02,MS00399;1.40E-01,,,
ZBTB49,MS00727;3.42E-02,,,,
PDX1,MS00588;3.58E-02,MS00589;9.84E-01,,,
NFKB1,MS00110;3.61E-02,,,,
NFE2L2,MC00339;3.61E-02,,,,
Srebf1,MS00282;3.62E-02,,,,
ZNF282,MS00729;3.65E-02,,,,
MEF2A,MC00232;3.76E-02,M00405;7.35E-01,,,
Cebpb,MC00121;3.77E-02,,,,
MLX,MS00266;3.79E-02,,,,
Sox6,MC00305;3.85E-02,,,,
ZBTB12,UP00019;3.94E-02,,,,
ESRRG,MS00638;4.07E-02,,,,
RBPJ,M01112;4.14E-02,,,,
NFIX,MS00115;4.14E-02,MS00822;3.16E-01,,,
FOXD3,MS00359;4.17E-02,MA0041;8.25E-01,MS00358;9.56E-01,,
SRF,MC00355;4.25E-02,,,,
FOXO4,MS00383;4.40E-02,MS00381;9.77E-01,,,
ZNF350,M01105;4.49E-02,,,,
NRL,MS00338;4.57E-02,,,,
TCF4,MS00285;4.64E-02,MC00219;9.84E-01,,,
TP63,MC00439;4.65E-02,,,,
Tbx21,MC00356;4.70E-02,,,,
Hic1,MS00101;4.75E-02,,,,
Meis3,MS00089;4.75E-02,MS00088;1.03E-01,,,
Hmx3,M00433;4.78E-02,,,,
ETS2,M01207;4.78E-02,,,,
SMAD2/3,MC00223;4.84E-02,,,,
ETV7,M00678;4.85E-02,,,,
NR2F2,M00155;4.97E-02,,,,
HOXA7,M01108;5.01E-02,UP00164;2.12E-01,,,
THRB,MS00710;5.04E-02,MS00711;2.44E-01,MS00713;4.77E-01,,
Jdp2,MS00325;5.08E-02,MS00324;1.00E+00,,,
HOMEZ,MS00055;5.13E-02,,,,
MEOX2,MS00553;5.13E-02,MS00554;2.15E-01,MS00552;5.32E-01,,
NANOG,MC00440;5.22E-02,M01247;1.54E-01,M01123;9.79E-01,,
Creb3l2,MS00311;5.28E-02,,,,
IRF8,MS00072;5.45E-02,,,,
ESR1,MC00335;5.49E-02,,,,
TBP,MA0108;5.74E-02,MA0386;8.95E-01,,,
TBX19,MS00194;5.79E-02,,,,
Rarg,MC00476;5.89E-02,MS00705;1.39E-01,MS00704;9.19E-01,,
ATF1,UP00020;6.06E-02,,,,
Arntl,MC00362;6.27E-02,,,,
SPIB,MA0081;6.37E-02,MS00039;6.44E-01,,,
POU2F1,MC00288;6.42E-02,UP00254;2.01E-01,MS00131;4.19E-01,MS00132;9.14E-01,
RFX5,MS00169;6.51E-02,,,,
JDP2,MS00320;6.55E-02,MS00319;9.99E-01,,,
SIX4,UP00199;6.63E-02,,,,
TFAP2C,MC00374;6.75E-02,,,,
CEBPA,M00159;6.76E-02,MC00273;1.56E-01,,,
MAFB,UP00045;6.76E-02,,,,
PKNOX2,MS00092;7.05E-02,,,,
Nfic,MC00475;7.10E-02,,,,
TBX22,M01195;7.12E-02,,,,
UBP1,M00644;7.20E-02,,,,
Zbtb3,UP00031;7.30E-02,,,,
PPARG::RXRA,M00518;7.43E-02,M00515;3.12E-01,,,
CEBPB,MC00272;7.53E-02,,,,
Hlx,M01399;7.93E-02,,,,
NR2F6,MS00658;7.97E-02,M01728;2.03E-01,,,
IRF9,MS00073;8.31E-02,,,,
NR3C1,MC00465;8.35E-02,,,,
Zfp187,UP00082;8.40E-02,,,,
PAX6,MS00125;8.60E-02,M00979;3.65E-01,UP00224;9.68E-01,,
HOXB6,UP00259;8.66E-02,,,,
Zfp423,MA0116;8.68E-02,,,,
NR2F1,MA0017;8.88E-02,MS00657;9.95E-01,,,
Fli1,MC00129;9.04E-02,,,,
THRA,MS00709;9.14E-02,,,,
TBX1,MS00197;9.47E-02,,,,
GSC,MS00464;9.51E-02,,,,
NR3C2,MS00662;9.57E-02,,,,
TGIF2,MS00096;9.85E-02,,,,
Creb5,MS00313;9.88E-02,,,,
FOXP3,MS00387;1.01E-01,M00992;9.54E-01,,,
STAT6,M00500;1.03E-01,,,,
FOXO6,MS00386;1.08E-01,MS00384;9.55E-01,,,
Gfi1b,MC00293;1.11E-01,,,,
Sox30,UP00023;1.11E-01,,,,
HMX1,MS00473;1.12E-01,,,,
STAT1,MC00348;1.14E-01,,,,
TFEB,MS00289;1.16E-01,,,,
TGIF1,MS00094;1.17E-01,,,,
TP73,MC00132;1.19E-01,,,,
HMBOX1,MS00472;1.26E-01,,,,
Sox11,MS00795;1.27E-01,UP00030;2.45E-01,,,
GRHL1,MS00556;1.27E-01,,,,
NR1I2,M00964;1.29E-01,,,,
Nr2f2,UP00009;1.30E-01,,,,
TGIF2LX,MS00095;1.32E-01,,,,
HOXA4,M00640;1.34E-01,UP00196;5.82E-01,,,
MSC,MS00807;1.36E-01,,,,
Foxj3,MS00394;1.36E-01,MS00397;8.63E-01,,,
Obox3,M01466;1.38E-01,,,,
BACH2,M00490;1.39E-01,,,,
REL,MA0101;1.41E-01,,,,
NR2E1,MS00653;1.42E-01,MS00652;9.95E-01,,,
Esrra,MS00641;1.43E-01,,,,
USF1,MC00248;1.43E-01,,,,
ZNF75A,MS00468;1.47E-01,,,,
TP53,MC00359;1.48E-01,,,,
LHX5,UP00212;1.49E-01,,,,
Pparg,MC00130;1.50E-01,,,,
Hoxd9,MS00525;1.55E-01,MS00524;7.76E-01,,,
Ikzf3,MC00337;1.57E-01,,,,
FOXD2,MS00356;1.57E-01,MS00355;9.97E-01,,,
TFEC,MS00808;1.61E-01,,,,
VENTX,MS00624;1.61E-01,,,,
Olig2,MC00341;1.73E-01,,,,
FOXK1,MS00371;1.73E-01,,,,
MEIS1,UP00186;1.79E-01,MC00520;9.56E-01,,,
BARX1,UP00181;1.81E-01,MS00418;2.96E-01,MS00417;3.25E-01,,
BCL6B,MS00011;1.82E-01,,,,
GSC2,MS00463;1.82E-01,,,,
ALX1,M01453;1.84E-01,M00416;5.53E-01,,,
Bsx,UP00138;1.89E-01,,,,
PRDM4,MS00726;1.89E-01,,,,
GFI1,M01067;1.94E-01,,,,
RHOXF1,MS00609;1.95E-01,,,,
Atoh1,MC00414;1.95E-01,MS00244;9.91E-01,,,
ZNF435,MS00730;2.04E-01,,,,
UNCX,MS00616;2.05E-01,MS00617;7.24E-01,,,
CEBPD,MS00299;2.05E-01,M00621;7.72E-01,,,
TCF12,MC00126;2.05E-01,,,,
TBR1,MS00191;2.05E-01,,,,
OTX1,MS00582;2.08E-01,,,,
BSX,MS00419;2.09E-01,,,,
TBX15,MS00192;2.11E-01,,,,
Hmx2,UP00155;2.12E-01,,,,
Dmrta2,M01150;2.15E-01,,,,
Sox8,UP00051;2.18E-01,,,,
EVX1,MS00454;2.20E-01,,,,
POU5F1,MC00378;2.21E-01,,,,
SOX10,MS00744;2.21E-01,MA0442;4.78E-01,MS00740;7.45E-01,,
Sfpi1,UP00085;2.22E-01,MC00395;7.95E-01,MC00180;7.95E-01,,
GATA5,MS00045;2.23E-01,,,,
Mafk,UP00044;2.24E-01,,,,
Stat1,MC00141;2.24E-01,,,,
PKNOX1,MS00091;2.25E-01,,,,
RREB1,MA0073;2.27E-01,,,,
Nr1d2,MC00186;2.27E-01,,,,
ARID3A,UP00078;2.31E-01,,,,
Hnf4a,MC00344;2.33E-01,,,,
MLXIPL,MS00265;2.33E-01,,,,
Hoxd1,UP00140;2.35E-01,,,,
MESP1,MS00264;2.39E-01,,,,
NFIB,MS00114;2.40E-01,,,,
Sox7,UP00034;2.42E-01,,,,
Otx1,MS00586;2.43E-01,,,,
GTF2I,M00706;2.45E-01,,,,
CEBPG,MS00302;2.46E-01,M00622;9.52E-01,,,
Gata5,UP00080;2.47E-01,,,,
FOXI1,MS00362;2.49E-01,M00289;6.85E-01,,,
NEUROD2,MS00271;2.52E-01,,,,
MAFF,MS00326;2.53E-01,,,,
Hoxa11,MS00515;2.56E-01,MS00514;6.32E-01,,,
Pax7,UP00248;2.60E-01,MC00258;6.71E-01,,,
Hsf1,MC00368;2.61E-01,,,,
LHX4,UP00261;2.65E-01,,,,
RFX1,MA0365;2.67E-01,,,,
ZNF333,M01230;2.67E-01,,,,
HOXC5,UP00252;2.68E-01,,,,
Rarb,MS00700;2.69E-01,,,,
GSX1,MS00465;2.70E-01,,,,
ZNF263,MC00192;2.70E-01,,,,
CDC5L,M00478;2.71E-01,,,,
LHX6,MS00539;2.72E-01,MS00540;9.80E-01,,,
EVX2,MS00455;2.75E-01,,,,
LHX2,MS00537;2.89E-01,MS00536;9.82E-01,,,
ZNF354C,MA0130;2.97E-01,,,,
HOXC4,UP00113;3.04E-01,,,,
MEF2C,MC00231;3.05E-01,,,,
HOXA9,UP00213;3.08E-01,,,,
SIX3,UP00195;3.12E-01,,,,
SIX2,UP00159;3.16E-01,,,,
Hoxb4,MC00136;3.17E-01,UP00144;6.71E-01,,,
Trp63,M01656;3.19E-01,,,,
RARA,UP00048;3.19E-01,,,,
Usf2,MC00169;3.19E-01,,,,
Crx,MC00357;3.24E-01,,,,
TEAD1,MS00220;3.25E-01,MS00219;9.08E-01,,,
FOXL1,MS00372;3.26E-01,MS00373;9.93E-01,,,
Hdx,UP00148;3.26E-01,,,,
POLR2B,MC00505;3.32E-01,,,,
SOX4,UP00401;3.36E-01,MS00766;3.37E-01,,,
PITX2,UP00125;3.37E-01,,,,
ZNF217,M01306;3.40E-01,,,,
HOXD8,MS00513;3.40E-01,,,,
Dbx1,M01483;3.40E-01,,,,
HNF1A,MS00476;3.41E-01,,,,
Nr3c1,MC00396;3.43E-01,,,,
Esr1,MC00295;3.55E-01,,,,
Tcf3,MC00265;3.59E-01,,,,
ZNF232,MS00728;3.59E-01,,,,
Tp53,MS00718;3.65E-01,MS00717;8.61E-01,,,
NKX2-2,UP00231;3.68E-01,,,,
Obox6,M01445;3.74E-01,,,,
POU3F4,UP00105;3.78E-01,MS00147;6.73E-01,MS00145;9.47E-01,,
Obox2,M01364;3.85E-01,,,,
Hoxb8,UP00263;3.97E-01,,,,
TEAD3,MS00221;3.98E-01,MS00222;9.80E-01,,,
NFKB2,MS00111;4.00E-01,,,,
PITX1,MS00595;4.00E-01,,,,
Arx,UP00152;4.01E-01,MS00409;8.79E-01,,,
Sox15,UP00075;4.03E-01,,,,
TEF,MS00339;4.03E-01,M01305;6.04E-01,M00672;7.79E-01,,
Gata3,MC00326;4.03E-01,,,,
HOXB5,MS00493;4.05E-01,UP00214;5.72E-01,,,
FOXH1,MC00304;4.09E-01,M00809;9.52E-01,,,
Hoxb3,UP00137;4.14E-01,,,,
HMX2,MS00474;4.15E-01,,,,
EN1,MS00449;4.17E-01,MS00446;9.04E-01,,,
CART1,MS00424;4.21E-01,,,,
FOXO1,MS00376;4.21E-01,MS00375;9.78E-01,,,
Runx1,MC00413;4.29E-01,,,,
PITX3,MS00596;4.31E-01,,,,
Alx1,MS00406;4.32E-01,MS00407;8.14E-01,,,
SPDEF,MS00033;4.32E-01,,,,
HOXC9,UP00197;4.36E-01,,,,
ALX4,UP00187;4.37E-01,MS00404;7.87E-01,,,
SIX1,UP00192;4.40E-01,,,,
HOXB2,MS00491;4.41E-01,,,,
POU3F2,UP00128;4.47E-01,MS00141;6.11E-01,MS00140;8.29E-01,,
POU1F1,MS00129;4.55E-01,UP00158;6.65E-01,MS00130;8.15E-01,,
Dmrta1,M01149;4.61E-01,,,,
Hlf,MS00318;4.62E-01,,,,
NR6A1,M00526;4.62E-01,,,,
BCL11A,MC00474;4.64E-01,,,,
ESRRA,MS00829;4.64E-01,,,,
POU2F2,MS00134;4.66E-01,MC00287;9.95E-01,,,
PHOX2A,UP00221;4.71E-01,MS00591;7.51E-01,,,
Hmbox1,UP00161;4.72E-01,,,,
Dbx2,UP00218;4.73E-01,,,,
HLF,MS00317;4.86E-01,,,,
Pou3f1,UP00129;4.91E-01,,,,
Lhx9,UP00175;4.91E-01,,,,
BATF3,MS00296;4.93E-01,,,,
Lbx2,UP00120;4.96E-01,,,,
Pax3,MC00260;5.00E-01,,,,
Zfp652,MS00501;5.04E-01,,,,
Sox12,UP00101;5.09E-01,,,,
T,MS00218;5.10E-01,,,,
SOX2,MC00269;5.20E-01,MS00762;9.04E-01,,,
SOX13,UP00096;5.24E-01,,,,
SFPI1,MC00513;5.26E-01,,,,
Smad2/3,MC00146;5.26E-01,,,,
Nkx6-3,UP00238;5.33E-01,,,,
Tead4,MC00157;5.35E-01,,,,
Nr2e1,MS00668;5.36E-01,,,,
TCF7L1,MS00053;5.36E-01,,,,
NFATC1,MC00211;5.37E-01,,,,
NFIL3,MS00337;5.42E-01,,,,
MAFA,M01709;5.43E-01,,,,
DBP,M00624;5.44E-01,MS00315;5.51E-01,,,
Rhox6,M01435;5.44E-01,,,,
Nanog,MC00226;5.45E-01,,,,
MIXL1,MS00555;5.50E-01,,,,
OTX2,MS00585;5.53E-01,,,,
BARHL1,UP00166;5.62E-01,,,,
Hoxd13,MS00520;5.64E-01,MS00519;9.96E-01,,,
NKX2-5,M00241;5.65E-01,UP00249;9.72E-01,,,
Hoxd12,UP00177;5.65E-01,,,,
FOXP1,MC00501;5.67E-01,M00987;8.28E-01,,,
DLX2,UP00126;5.70E-01,MS00428;7.94E-01,,,
CUX2,MS00634;5.71E-01,,,,
Dbp,MS00316;5.71E-01,,,,
MYOG,M00712;5.75E-01,,,,
ZNF238,MS00390;5.77E-01,,,,
GLI3,M01596;5.81E-01,,,,
HOXA2,MS00487;5.82E-01,,,,
ZNF713,MS00731;5.85E-01,,,,
RXRA,MC00467;5.86E-01,,,,
Stat5b,MC00204;5.87E-01,,,,
PAX7,MS00126;5.91E-01,,,,
STAT4,MC00347;5.92E-01,,,,
Ets1,MC00385;5.97E-01,,,,
FOXJ3,MS00369;5.99E-01,MS00370;7.65E-01,MS00367;8.92E-01,,
NKX2-8,MS00571;6.03E-01,,,,
Lhx1,UP00262;6.04E-01,,,,
HOXC8,UP00242;6.07E-01,,,,
STAT5A,MC00453;6.07E-01,,,,
