Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
TGIF2,65057;9.60E-14,65056;3.20E-12,,,
TAF1,46077;1.05E-13,46334;3.92E-12,46106;3.77E-11,46345;1.22E-10,46221;2.02E-10
GMEB2,38724;1.27E-13,42762;1.22E-04,,,
PHF8,1309;1.97E-13,1312;2.90E-13,93;1.00E-10,8789;1.23E-10,8790;2.56E-10
ATF1,63105;1.97E-13,56053;1.62E-11,45871;5.20E-11,56054;6.46E-11,63104;7.30E-11
GTF2B,36362;2.08E-13,56961;1.31E-09,45932;3.12E-08,56962;1.01E-06,56978;2.18E-05
BRD4,43763;2.60E-13,71137;1.88E-12,69773;2.01E-12,57173;3.77E-12,56357;1.16E-11
NIPBL,53672;2.79E-13,9320;7.27E-13,38785;6.41E-12,53673;1.13E-11,50516;3.40E-10
BRD2,74209;2.87E-13,74202;1.94E-11,43045;6.97E-10,44596;6.61E-07,57805;4.84E-05
E2F5,64302;5.30E-13,64303;3.05E-11,,,
RBP2,53076;7.25E-13,53078;7.22E-06,53077;1.41E-04,53075;1.11E-03,
MYB,50397;8.29E-13,50569;1.59E-11,58805;7.12E-11,50565;4.59E-10,50398;1.48E-09
NOTCH1,43104;9.05E-13,392;6.78E-10,36765;3.30E-09,43101;4.00E-06,393;5.13E-03
NELFE,69815;1.04E-12,53324;1.24E-12,69813;1.68E-12,69816;2.69E-11,69820;1.63E-10
KMT2A,73716;1.52E-12,59165;9.51E-12,73710;7.03E-10,73707;6.56E-09,77486;2.82E-07
MAX,45650;1.67E-12,45797;2.70E-12,45849;1.50E-11,32814;6.78E-11,46244;7.53E-10
C11orf30,63363;1.68E-12,63362;1.10E-10,,,
AFF1,73714;1.70E-12,73713;3.05E-10,72089;2.32E-05,73712;5.39E-05,69559;7.82E-03
MXI1,45774;1.72E-12,45633;8.08E-11,45866;4.67E-10,45810;1.53E-09,46038;2.82E-08
CDK9,53346;2.02E-12,40227;8.58E-12,33888;1.12E-10,33125;3.51E-10,33123;4.95E-10
ELF1,46254;2.17E-12,46202;1.31E-10,46266;3.86E-10,49870;5.51E-10,74430;1.08E-07
POLR2B,9216;2.24E-12,36356;6.22E-11,,,
PAX5,46116;2.25E-12,46138;4.11E-11,46160;8.20E-09,46158;3.77E-04,34476;5.87E-03
RELA,42744;2.37E-12,69874;8.86E-11,45674;1.00E-08,50892;2.51E-08,4963;4.45E-08
AR,76205;2.67E-12,84;5.84E-12,76206;3.48E-07,36845;3.90E-07,56265;2.38E-05
GLI2,42715;3.76E-12,38718;1.31E-04,76995;1.89E-02,,
MYC,45928;3.85E-12,70755;4.14E-12,34318;1.03E-11,38663;1.86E-11,45965;5.59E-11
SOX2,38658;4.17E-12,67317;3.04E-07,48551;2.03E-04,33707;7.38E-04,51584;2.78E-03
SMAD4,74681;4.23E-12,1087;1.26E-02,74641;2.40E-02,74675;2.67E-02,38693;6.08E-02
HOXA6,42722;5.11E-12,,,,
NEUROD1,74357;6.18E-12,74343;4.45E-06,74342;2.71E-05,74348;3.02E-05,74346;3.98E-05
RBPJ,394;6.20E-12,73407;5.18E-10,43102;3.64E-09,43105;7.22E-09,59346;7.03E-07
PARP1,72408;6.62E-12,72405;4.49E-10,72407;1.36E-09,72406;1.32E-08,43680;5.63E-02
CREM,64797;6.96E-12,64798;4.08E-11,38717;3.31E-02,,
KAT7,8482;7.50E-12,,,,
ETS1,1938;8.03E-12,46117;6.76E-11,46278;1.95E-09,43097;6.16E-09,63824;5.55E-07
LEO1,73696;1.05E-11,55661;5.86E-02,,,
CHRM2,50107;1.17E-11,50108;1.33E-05,43234;7.71E-04,56276;5.16E-02,34677;5.99E-02
TET2,70093;1.18E-11,70095;1.48E-09,33992;1.97E-06,67858;8.93E-04,50981;1.11E-02
AFF4,48994;1.19E-11,69872;6.95E-10,69873;2.68E-07,48996;6.91E-07,48995;3.71E-06
MECP2,34396;1.23E-11,34392;6.46E-11,34399;8.87E-11,34394;9.78E-10,34400;1.65E-03
RUNX1,72352;1.26E-11,37638;2.45E-08,72094;3.00E-08,43099;7.04E-08,39782;7.31E-08
MED1,39017;1.53E-11,73699;2.83E-11,49652;4.46E-11,33124;7.19E-11,43110;1.07E-10
RFX5,45730;1.60E-11,46037;1.21E-10,45649;2.69E-10,45823;1.41E-06,38746;8.13E-03
GATA3,33679;1.96E-11,33680;8.28E-07,56401;6.76E-06,56402;9.65E-05,67518;4.52E-04
CHD8,51103;2.01E-11,49778;4.40E-11,51104;1.41E-02,53396;2.45E-02,53400;1.30E-01
BRD1,41574;2.91E-11,56281;4.55E-02,56282;5.03E-02,56279;1.47E-01,56280;2.03E-01
TRRAP,1226;3.40E-11,1222;5.46E-03,,,
KDM5B,8791;3.43E-11,45390;5.87E-10,47285;5.87E-09,47276;3.79E-08,47273;5.04E-08
XBP1,43400;3.74E-11,42895;9.69E-09,38803;6.58E-02,43401;1.04E-01,43399;1.34E-01
FAIRE,36031;3.86E-11,35740;1.99E-09,52158;2.68E-09,32875;3.54E-08,33597;8.99E-08
RFX1,38784;3.86E-11,62624;2.69E-04,62594;1.31E-02,64987;4.33E-02,62593;5.75E-02
ZBTB48,75284;3.98E-11,75281;8.21E-11,75282;3.88E-10,75283;2.79E-08,65155;3.21E-07
CEBPB,45762;4.04E-11,46206;4.84E-07,45923;3.18E-06,46074;2.82E-05,45789;4.53E-05
NR2F2,46249;4.27E-11,36804;1.22E-04,35621;3.61E-03,38652;6.07E-03,50976;9.15E-03
MBD2,63028;5.38E-11,48824;1.02E-10,63029;1.11E-10,48825;1.00E-09,48827;8.68E-09
JMJD6,74838;5.60E-11,74843;1.42E-01,74836;1.61E-01,43063;1.74E-01,43089;4.07E-01
GATAD1,1219;5.63E-11,1218;4.86E-07,42761;1.00E+00,,
TAF3,38585;6.17E-11,,,,
STAT3,42212;6.32E-11,42219;8.09E-10,42217;2.94E-09,42215;7.80E-08,42220;9.48E-08
POU2F2,46115;7.10E-11,46157;1.03E-09,,,
REST,46337;7.19E-11,46328;8.99E-11,46338;1.07E-10,46341;6.51E-10,46257;5.19E-09
CDK7,49493;7.48E-11,43592;1.27E-10,49494;1.43E-10,40053;3.58E-09,40055;3.71E-09
TFAP4,62715;9.74E-11,74431;2.18E-08,74432;2.93E-07,62716;1.75E-02,
RUVBL1,74673;9.82E-11,,,,
H2AFZ,64689;1.19E-10,62610;9.22E-10,64688;1.92E-09,63730;7.11E-09,62609;2.76E-08
SUPT5H,53325;1.21E-10,70927;1.87E-10,64773;1.72E-08,64772;1.83E-08,43450;3.91E-03
NR3C1,68227;1.54E-10,68229;3.39E-10,68223;5.32E-10,68230;8.32E-08,46052;2.43E-05
FLI1,35309;1.96E-10,72360;1.79E-08,37057;3.62E-08,37056;1.11E-07,5439;5.02E-05
USF1,46248;1.99E-10,68456;3.71E-09,46205;3.00E-08,46279;5.50E-07,46365;2.21E-06
GABPA,56046;2.18E-10,47413;2.77E-09,46237;4.74E-09,56045;6.06E-09,46268;1.16E-08
IRF1,42725;2.35E-10,45949;3.06E-09,45969;1.01E-06,45925;1.73E-05,41301;3.68E-02
KDM2B,73701;2.44E-10,58083;2.15E-08,58062;1.41E-06,58086;1.17E-05,58079;4.63E-05
IKZF2,64556;2.52E-10,64555;2.04E-05,,,
KDM4A,45228;2.69E-10,8816;2.69E-10,,,
PR,68966;2.93E-10,68967;8.53E-07,68968;8.72E-07,54094;1.67E-04,54101;2.44E-04
BPTF,76520;3.00E-10,,,,
POLR2M,5570;3.06E-10,5569;7.48E-05,5662;2.07E-04,,
RUNX1T1,40164;3.60E-10,35300;1.30E-01,39786;1.51E-01,58032;3.29E-01,39784;4.71E-01
BRCA1,44028;3.61E-10,45736;4.21E-06,45654;2.37E-03,45809;8.52E-03,45698;9.22E-03
TCF7L2,36841;3.63E-10,45751;4.74E-09,45714;8.92E-08,36843;9.13E-08,46022;6.62E-06
NANOG,51514;3.64E-10,955;1.58E-09,46173;6.56E-05,51521;9.37E-03,71760;2.53E-02
CTCF,9316;3.67E-10,75847;7.71E-10,33934;1.43E-09,5044;7.34E-08,47281;7.70E-08
GATA1,3273;3.69E-10,3272;1.83E-08,39352;5.55E-08,73729;2.03E-07,46025;2.53E-07
DCP1A,36226;3.87E-10,36231;6.69E-04,,,
SUMO2,55337;3.96E-10,55339;5.07E-09,41743;6.12E-09,55717;7.60E-09,55338;8.35E-09
SPI1,50878;3.98E-10,50876;1.47E-09,50879;2.49E-09,50894;4.13E-09,50877;4.21E-09
FOXK1,70731;4.37E-10,42657;6.02E-02,9506;1.97E-01,9505;2.33E-01,
HEY1,7341;4.39E-10,7527;2.41E-09,42664;1.00E+00,,
XRN2,58840;4.68E-10,58844;5.79E-10,58845;6.72E-10,36234;8.23E-10,36228;1.12E-09
MBD3,71069;4.70E-10,41400;5.43E-02,71070;6.31E-02,71068;6.37E-02,41402;1.77E-01
HINFP,38704;4.89E-10,70797;1.24E-01,64045;3.67E-01,70796;6.62E-01,64046;7.81E-01
MED12,38653;5.08E-10,70966;2.94E-09,70967;2.55E-03,2241;6.65E-03,2240;3.24E-02
CREBBP,1935;5.11E-10,42638;3.72E-08,42637;2.00E-07,3038;5.82E-06,73721;3.17E-03
SRF,46211;5.54E-10,46092;4.83E-09,46312;1.65E-07,46148;1.19E-06,46299;6.26E-06
JUND,38758;5.83E-10,45880;8.55E-10,46232;2.34E-08,46213;4.47E-08,42938;6.92E-08
SREBF1,45793;6.78E-10,45620;9.94E-04,45824;8.73E-03,38819;4.79E-02,62956;9.86E-02
IRAK1,76859;7.04E-10,,,,
KLF5,47601;7.52E-10,38831;1.79E-03,47597;2.45E-03,42949;6.45E-03,51508;3.75E-02
OTX2,74351;7.59E-10,74350;1.05E-09,74349;1.72E-08,74362;1.35E-07,74352;2.46E-07
HCFC1,45767;7.76E-10,45890;2.96E-09,64266;1.10E-07,64265;2.34E-03,9205;5.84E-03
KDM4C,43684;8.57E-10,58138;6.06E-02,58137;6.08E-02,43685;6.09E-02,
NFE2,39357;8.92E-10,50381;4.99E-09,67768;3.12E-08,33294;2.69E-03,45608;2.56E-02
SETD1A,76519;8.98E-10,59170;2.90E-09,,,
FOSL2,46243;9.15E-10,46346;4.28E-08,54241;2.23E-02,46317;2.62E-02,46072;2.78E-02
ELL2,49002;9.40E-10,49001;4.49E-04,49003;1.08E-03,49008;4.14E-03,49004;5.56E-03
STAT1,1362;1.09E-09,45775;1.98E-08,41289;2.53E-08,41287;1.01E-05,45643;3.43E-05
RB1,49417;1.15E-09,49416;9.07E-09,1872;5.34E-05,1873;5.96E-04,1870;1.50E-03
KLF11,50415;1.24E-09,50414;1.12E-08,50413;6.08E-08,50412;3.98E-07,42728;6.06E-02
USF2,68455;1.47E-09,74645;7.93E-08,63382;3.96E-06,74655;7.78E-04,45611;1.16E-03
CEBPA,48277;1.49E-09,48279;7.99E-06,48280;1.27E-05,8444;2.47E-04,48263;7.67E-04
SP3,62841;1.58E-09,62840;1.99E-08,38834;2.57E-02,,
STAG1,42293;1.59E-09,42331;1.73E-09,42481;2.90E-09,42588;3.64E-09,42312;9.39E-09
TBP,50163;1.63E-09,45881;1.96E-09,45791;3.27E-09,45684;1.25E-07,45618;1.61E-07
SOX9,53493;1.66E-09,42747;3.08E-05,72770;2.11E-04,54616;7.55E-02,38809;9.30E-02
KDM1A,55324;1.76E-09,53469;1.66E-03,53467;1.71E-03,53468;1.89E-03,75942;3.88E-03
NKX2-1,74052;1.80E-09,35474;1.69E-07,35475;4.68E-03,35471;9.04E-03,74049;6.04E-02
ZBTB7A,46295;1.81E-09,46102;1.14E-03,46224;2.08E-03,67682;3.05E-03,67685;2.23E-02
KDM5A,8812;1.91E-09,45244;4.51E-07,69732;4.82E-06,8813;2.96E-02,
E2F7,38698;2.02E-09,38590;5.39E-05,58173;4.96E-04,38591;8.87E-04,5777;9.29E-04
CBFB,37621;2.38E-09,64692;2.84E-09,37607;7.35E-09,37640;4.93E-08,37604;1.89E-04
MBTD1,76529;2.45E-09,,,,
CBX3,46209;2.73E-09,46291;5.65E-08,9230;1.70E-02,9236;6.69E-02,9231;8.82E-02
GLYR1,1221;2.76E-09,1225;1.20E-02,,,
MAF,58808;2.80E-09,58807;1.83E-07,58809;2.69E-07,50111;1.83E-01,
SMARCB1,1345;2.84E-09,45779;2.84E-09,33863;5.99E-02,58469;7.20E-02,58468;9.62E-02
OGT,70759;2.96E-09,39911;1.06E-03,34001;6.36E-02,,
E2F3,42712;3.06E-09,38694;6.99E-02,,,
PRAME,2110;3.70E-09,,,,
T,73453;4.72E-09,69884;7.41E-09,73454;6.48E-08,53302;1.22E-03,55895;1.37E-03
TAL1,72356;4.88E-09,4611;1.87E-06,4610;5.36E-05,51603;7.81E-04,45872;3.16E-03
RARA,67428;5.53E-09,53300;1.37E-08,67427;1.69E-04,67426;3.60E-04,38692;3.04E-03
WDR5,52436;5.96E-09,58506;1.44E-08,49877;6.33E-08,52432;6.86E-08,49852;9.77E-08
CHAMP1,62620;5.98E-09,62619;6.90E-08,,,
ZBTB17,41831;6.69E-09,64074;1.01E-04,64073;3.49E-04,49279;1.51E-02,38755;3.02E-02
ZNF143,45629;6.73E-09,71040;7.60E-08,64895;4.57E-07,71039;1.01E-06,71042;1.34E-06
ESR1,68974;6.80E-09,71859;2.63E-08,68976;3.09E-07,36819;3.06E-06,73999;2.23E-05
TTF2,36230;6.80E-09,36238;6.23E-02,36232;2.54E-01,,
HIF1A,58172;6.80E-09,49447;6.63E-07,49446;4.11E-06,9495;3.94E-02,67700;4.67E-02
RAD21,71320;7.03E-09,42798;3.05E-08,75836;1.13E-07,71322;6.07E-07,38691;8.84E-07
FOXO3,74682;7.58E-09,74680;4.63E-05,38806;1.72E-02,39906;1.05E-01,34350;2.54E-01
KLF9,49949;7.80E-09,62800;1.94E-05,62799;2.04E-05,62637;2.12E-04,62636;8.97E-03
BRPF3,76496;7.82E-09,76494;4.59E-06,76495;3.61E-02,,
RBBP5,8820;8.13E-09,8795;8.14E-09,45421;8.99E-09,8819;1.15E-06,45232;1.79E-05
NRF1,74666;8.41E-09,74664;1.72E-08,58939;2.51E-08,64622;5.10E-08,74638;5.63E-08
SRSF3,63150;8.57E-09,63151;1.24E-03,64771;2.27E-03,64770;9.13E-02,
CBX8,48755;9.23E-09,43558;5.85E-02,43578;8.94E-02,43569;1.00E-01,8768;1.11E-01
TAF7,46195;9.25E-09,46289;4.40E-05,64177;4.06E-02,64178;1.63E-01,
KDM6B,48576;9.50E-09,48443;8.92E-03,48442;9.12E-02,48577;1.36E-01,
ATF2,42708;9.96E-09,46193;3.15E-04,46112;2.60E-03,64958;7.09E-03,74640;3.98E-02
BCL6,35517;1.07E-08,1958;4.07E-08,52774;1.38E-05,52303;6.58E-05,39572;1.34E-04
NFIC,46240;1.13E-08,46111;3.28E-06,46343;4.30E-04,46101;1.82E-03,
SIX1,72382;1.21E-08,76585;5.84E-08,72383;1.07E-02,76587;1.12E-02,76586;6.35E-02
RUNX3,46131;1.30E-08,,,,
ZNF335,63294;1.30E-08,63295;2.79E-07,70558;6.04E-02,70557;7.34E-02,70555;7.37E-02
ZNF18,74663;1.40E-08,65018;4.18E-02,73972;5.40E-02,65171;6.01E-02,65019;2.74E-01
TCF7L1,70804;1.45E-08,40166;3.33E-08,46140;4.77E-08,70802;4.32E-02,37385;4.72E-02
SP2,64559;1.45E-08,64560;4.53E-08,46287;1.32E-07,65084;8.47E-06,46176;8.68E-06
EGR1,46214;1.96E-08,46132;8.72E-06,46298;2.13E-04,46126;3.16E-02,38684;4.85E-02
ETV5,42714;1.97E-08,38759;5.32E-02,,,
E2F2,38865;2.37E-08,42757;1.00E+00,,,
SLC22A2,69220;2.37E-08,69219;8.40E-03,,,
FOSL1,46212;2.63E-08,63077;6.15E-03,63076;6.15E-02,42825;6.19E-02,46175;1.01E-01
MRE11A,51838;2.72E-08,51839;1.07E-06,,,
PROX1,49669;2.74E-08,74488;5.11E-01,74485;5.72E-01,,
YY1,46104;2.86E-08,46269;4.98E-08,7060;7.57E-08,46303;1.52E-07,46204;2.96E-07
ZFX,64866;3.14E-08,64865;7.55E-07,50077;9.53E-04,41309;2.59E-03,41307;2.87E-02
E2F6,1978;3.20E-08,46071;7.03E-08,45898;2.03E-07,46177;7.48E-07,45776;1.52E-06
SUZ12,50372;3.30E-08,63519;8.13E-04,64382;1.10E-03,64381;8.33E-03,74215;1.31E-02
POLR2AphosphoS5,63406;3.61E-08,63407;4.05E-08,64760;9.10E-08,64761;2.17E-06,
L3MBTL2,63814;3.75E-08,63813;4.85E-07,2085;1.13E-01,2084;1.49E-01,
CBX5,63410;4.04E-08,63411;9.12E-04,48605;6.04E-02,35875;6.15E-02,48598;5.19E-01
SMAD3,47577;4.08E-08,47576;2.00E-07,276;1.96E-06,34017;6.34E-06,1085;2.63E-04
CLOCK,38772;4.29E-08,59585;7.11E-02,71022;1.66E-01,71021;2.57E-01,68103;3.20E-01
CCNT2,45895;4.60E-08,,,,
HOXA4,42720;4.88E-08,,,,
GLIS1,65214;5.24E-08,63689;6.12E-05,38673;6.35E-04,63690;1.73E-03,
MYCN,75840;5.35E-08,69364;3.86E-02,,,
CBX1,64581;5.65E-08,64582;1.17E-07,64916;2.05E-05,64917;4.69E-05,35879;6.09E-02
ZMYND8,76857;5.82E-08,76856;1.63E-05,76851;1.12E-04,76498;1.03E-03,76499;1.31E-03
ICE1,39914;6.83E-08,39920;7.64E-07,39919;5.67E-02,,
RAG2,55543;7.07E-08,,,,
JMJD1C,59004;7.50E-08,59001;4.21E-07,57960;8.79E-03,59006;1.13E-01,
GATA4,47598;8.58E-08,63975;1.99E-07,63974;8.45E-03,47602;1.74E-02,51471;1.90E-02
EMX1,44562;8.93E-08,44563;1.62E-04,49183;1.82E-03,44564;3.43E-03,38788;4.65E-02
TCF12,46120;9.05E-08,46085;5.81E-07,9198;6.83E-07,35308;1.34E-06,46362;3.54E-05
HSF1,51863;9.76E-08,51864;2.46E-04,54573;5.61E-04,35228;6.74E-04,54574;4.07E-03
KLF1,39350;9.82E-08,64685;9.48E-04,65188;4.03E-03,64686;6.54E-03,63869;5.39E-02
RBL1,38496;9.84E-08,,,,
ZNF574,65063;1.10E-07,,,,
DDX20,63600;1.25E-07,63599;3.54E-05,63425;3.77E-02,63426;4.04E-02,
NPAT,42775;1.30E-07,38645;5.23E-02,70858;6.36E-02,70855;8.13E-02,
NFKB1,68051;1.32E-07,68048;2.27E-03,42698;6.17E-02,76401;2.96E-01,76400;8.47E-01
C17orf49,1227;1.52E-07,1223;1.25E-01,,,
SP4,46179;1.55E-07,65111;1.21E-05,65110;4.29E-04,65112;2.78E-02,
RPE,49481;1.56E-07,,,,
JUN,45874;1.66E-07,2078;1.66E-07,42727;6.46E-06,37354;3.06E-05,55300;6.32E-04
VEZF1,8532;1.66E-07,8533;1.89E-02,38706;8.40E-02,,
ZFP64,65123;1.69E-07,65122;2.93E-04,65130;6.02E-02,63982;1.37E-01,63981;1.44E-01
PAF1,55667;1.71E-07,55665;5.40E-05,55664;1.40E-04,73697;6.29E-04,36352;3.42E-02
ZEB1,46245;1.77E-07,46139;2.47E-03,64829;1.07E-01,67610;3.03E-01,64828;3.16E-01
HMGN3,45920;1.85E-07,,,,
MAZ,45924;1.87E-07,45761;2.45E-07,74571;2.83E-07,45867;4.57E-07,65115;7.89E-06
TCF4,72366;1.89E-07,72367;1.46E-06,54669;1.08E-04,54663;1.93E-04,54661;8.07E-04
ASXL1,76682;1.96E-07,,,,
TFAP2C,45770;2.00E-07,39978;2.58E-06,9509;3.11E-06,9508;9.26E-06,9510;1.76E-04
FOXK2,63744;2.00E-07,63241;8.76E-06,63240;8.97E-05,63743;9.21E-05,62913;1.36E-04
TET3,33988;2.23E-07,43669;1.39E-01,39719;4.11E-01,,
CHD1,45426;2.39E-07,8770;3.85E-07,8807;6.76E-07,58019;2.36E-04,8806;3.07E-04
ZSCAN22,65156;2.54E-07,65153;7.47E-04,65154;8.95E-04,,
KDM4B,64107;2.68E-07,64106;3.18E-02,,,
SMC1A,56558;3.07E-07,9317;5.53E-07,9319;7.15E-07,56557;1.10E-06,38778;1.67E-04
MYH11,37625;3.19E-07,37623;9.70E-02,37608;3.15E-01,37589;3.57E-01,
RCOR1,45903;3.28E-07,45777;7.89E-07,45798;3.92E-04,48801;1.13E-02,45652;4.99E-02
FOXP2,46340;3.41E-07,46333;1.08E-06,42659;1.00E+00,,
VDR,566;3.61E-07,565;7.43E-06,561;1.68E-04,564;3.66E-04,562;7.05E-04
ZBTB40,62937;3.82E-07,63069;5.56E-03,63278;1.64E-02,63068;2.30E-02,63800;9.22E-02
NFRKB,64144;4.55E-07,64143;3.88E-05,,,
SMC3,38811;6.49E-07,45759;4.29E-03,42931;9.97E-03,46040;1.82E-02,63687;2.89E-02
JUNB,42770;6.64E-07,7487;1.11E-02,56284;1.01E-01,64855;1.36E-01,64538;1.49E-01
THAP1,46306;6.74E-07,9211;2.86E-02,,,
TP53,52092;6.77E-07,75042;3.03E-06,52091;5.83E-06,44394;3.80E-05,41496;4.38E-03
EZH2,41788;6.99E-07,48763;1.18E-04,41794;5.25E-03,45215;6.79E-03,45424;1.19E-02
STAT2,42800;7.04E-07,45967;7.76E-07,45960;1.94E-04,74678;7.99E-01,
GABP,63155;7.27E-07,63156;2.32E-06,,,
NKX2-5,38688;8.88E-07,,,,
NR1H3,69799;9.28E-07,69802;2.40E-06,69801;6.71E-03,41168;1.69E-01,69800;1.90E-01
TRIM28,52087;9.78E-07,49606;1.84E-05,57090;4.75E-05,1175;1.66E-03,70926;4.01E-03
TFAP2A,56821;1.08E-06,56820;2.30E-06,36958;5.43E-06,56819;1.07E-05,45753;1.60E-04
HNRNPLL,63857;1.11E-06,63856;1.36E-06,63112;1.17E-03,63111;1.02E-02,
IRF4,40215;1.20E-06,48632;1.17E-05,46128;7.73E-04,48636;3.54E-02,48640;5.98E-02
TTF1,47578;1.31E-06,47579;8.62E-05,,,
SETDB1,46045;1.36E-06,2976;2.96E-03,8772;8.27E-03,45386;8.27E-03,45887;9.13E-03
CNOT3,76965;1.41E-06,76964;1.81E-03,76966;6.06E-02,,
PITX3,76999;1.42E-06,,,,
GATA2,8412;1.49E-06,52057;8.20E-04,46032;3.87E-02,7485;4.38E-02,69926;4.98E-02
PKNOX1,62762;1.50E-06,62761;8.40E-05,,,
TAFII,4929;1.52E-06,4930;5.59E-04,,,
ELK1,63321;1.55E-06,45729;3.89E-06,63322;5.04E-06,45636;8.78E-04,63433;2.50E-03
GTF2F1,45878;1.67E-06,45737;3.56E-05,45683;3.58E-03,,
ZNF766,62946;2.14E-06,62947;2.23E-02,73929;8.40E-02,,
INTS3,53323;2.28E-06,,,,
GLIS2,38768;2.28E-06,63825;2.24E-04,63826;2.32E-02,,
FOXD2,38635;2.43E-06,,,,
PML,46301;2.62E-06,46143;5.21E-06,2447;9.44E-05,46307;2.58E-04,2448;3.72E-04
SMARCA4,64112;2.92E-06,64633;6.69E-05,33437;9.84E-05,52555;1.41E-04,52550;1.96E-04
NKX3-1,36252;2.98E-06,5677;1.10E-01,5678;2.57E-01,38667;1.00E+00,
ZBTB8A,63685;3.10E-06,63686;6.65E-06,,,
POLR2H,63477;3.23E-06,63478;1.78E-05,,,
ZNF76,62632;3.24E-06,62633;8.20E-06,65206;3.60E-04,36764;2.68E-03,
HNF4A,45790;3.39E-06,7343;1.29E-03,1447;1.99E-02,42934;2.86E-02,54673;6.07E-02
TRIM24,69201;3.46E-06,69203;5.49E-03,69202;1.55E-02,64819;4.82E-02,64820;6.80E-02
TBL1X,8564;3.47E-06,,,,
ZC3H8,39918;3.56E-06,63719;6.58E-01,63718;6.69E-01,,
ZNF83,42890;3.87E-06,63118;1.75E-02,63117;1.27E-01,,
LMO1,73854;4.00E-06,36369;4.61E-02,36367;1.00E+00,,
MEF2A,46123;4.21E-06,38847;2.94E-02,46283;2.89E-01,46352;4.69E-01,
CD34,73984;4.87E-06,73986;6.87E-03,73987;1.60E-01,73985;1.72E-01,
CDK6,43305;5.86E-06,,,,
ZFP2,63524;6.21E-06,63525;1.37E-04,,,
PBX3,46358;6.76E-06,46121;5.65E-05,46082;6.87E-03,56901;4.07E-01,42859;1.00E+00
MYF5,72878;7.08E-06,,,,
ETV4,64317;7.62E-06,64318;5.76E-03,38770;6.41E-02,5924;1.81E-01,
