,0,TF
32889|FOXM1,1.376097934291914e-145,FOXM1
56251|MYBL2,7.804726388464538e-132,MYBL2
63740|E2F4,3.433131449567246e-130,E2F4
1876|RBL2,2.332442765498572e-82,RBL2
72935|HDAC2,2.4534460533042256e-80,HDAC2
43572|RNF2,1.4858717125378605e-73,RNF2
67459|E2F1,6.786910959503739e-71,E2F1
8774|HDAC1,4.761995740074138e-68,HDAC1
5888|LIN9,2.194699487554678e-56,LIN9
8799|SAP30,4.181852892887689e-56,SAP30
77534|TFDP1,7.9290293976988105e-56,TFDP1
64039|HBP1,5.770194511846129e-41,HBP1
42738|NFYA,1.0297135827525958e-40,NFYA
41572|ING2,2.0224780445511075e-38,ING2
45758|NFYB,7.43553507042041e-38,NFYB
68635|KMT2D,1.419229410181779e-37,KMT2D
63302|NKRF,3.3034213339403028e-37,NKRF
63655|SIN3A,6.173358850969695e-37,SIN3A
45802|CHD2,7.640104039466235e-36,CHD2
45609|IRF3,3.8246526255025e-35,IRF3
42752|BARX1,2.7492764233307113e-34,BARX1
48601|AGO1,9.549321361179907e-34,AGO1
42774|NFYC,5.207758125271913e-33,NFYC
65057|TGIF2,1.1030078951289748e-32,TGIF2
56353|CDK8,1.4123183650221201e-32,CDK8
36362|GTF2B,1.5376472327601998e-32,GTF2B
53076|RBP2,4.596717905109197e-32,RBP2
47416|ERG,6.088600196489375e-32,ERG
63128|MNT,2.1214861941290147e-31,MNT
1312|PHF8,2.1269861546645844e-31,PHF8
63105|ATF1,1.3566037626141212e-30,ATF1
69815|NELFE,1.414486271587418e-30,NELFE
45606|FOS,3.281765563884611e-30,FOS
55468|NELFA,6.406770565065865e-30,NELFA
64302|E2F5,8.332053090641113e-30,E2F5
38724|GMEB2,1.144253052170571e-29,GMEB2
9216|POLR2B,2.597178183233275e-29,POLR2B
74209|BRD2,2.6522792433956466e-29,BRD2
46077|TAF1,2.718719603219462e-29,TAF1
51103|CHD8,2.9019620985009994e-29,CHD8
71137|BRD4,5.47966837141658e-29,BRD4
8482|KAT7,9.246652345195112e-29,KAT7
73716|KMT2A,1.2540543662778452e-28,KMT2A
53672|NIPBL,1.4081129406407945e-28,NIPBL
73714|AFF1,1.683300256894366e-28,AFF1
67715|CREB1,1.7678890595495708e-28,CREB1
72408|PARP1,1.8913267915528102e-28,PARP1
68490|KAT5,3.068288503602076e-28,KAT5
63363|C11orf30,2.3497995068321673e-27,C11orf30
394|RBPJ,3.339290908917667e-27,RBPJ
38585|TAF3,3.3955207086627876e-27,TAF3
41574|BRD1,4.1935980468487645e-27,BRD1
43104|NOTCH1,4.469479669691e-27,NOTCH1
64797|CREM,4.764711011301091e-27,CREM
38820|BARX2,7.15369273114108e-27,BARX2
42744|RELA,7.992212168156752e-27,RELA
53346|CDK9,1.016490513405679e-26,CDK9
49493|CDK7,1.0365018768790455e-26,CDK7
