,pval,species,factor,factor_type,cell_line,cell_type,tissue,qc
49480|E2F4,5.402178628246138e-28,Homo sapiens,E2F4,tf,None,Retinal pigment cell,None,1
36812|E2F4,7.346787245857451e-28,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
34995|FOXM1,1.026716731651157e-25,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
542|E2F4,6.794002650755701e-25,Homo sapiens,E2F4,tf,GM06990,B Lymphocyte,Blood,0
1876|RBL2,9.069567046001812e-25,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,0
43572|RNF2,2.1184920172078615e-24,Homo sapiens,RNF2,predicted transcription factor,None,Fibroblast,Foreskin,1
46093|FOXM1,2.8579659499736727e-24,Homo sapiens,FOXM1,tf,ECC-1,Epithelium,Endometrium,1
53251|FOXM1,2.9367002878109378e-24,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
46311|FOXM1,4.351642811973907e-24,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
3225|E2F4,5.118448668966688e-24,Homo sapiens,E2F4,tf,None,Adipocyte,Adipose,1
8774|HDAC1,1.3663142923858873e-23,Homo sapiens,HDAC1,cr,K562,Erythroblast,Bone Marrow,1
35002|FOXM1,2.6623363113408477e-23,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
68822|HDAC1,6.295525298852762e-23,Homo sapiens,HDAC1,cr,None,Erythroid progenitor,Bone Marrow,1
45617|E2F4,8.084955301475457e-23,Homo sapiens,E2F4,tf,GM12878,B Lymphocyte,Blood,1
67457|E2F1,8.410212690268921e-23,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
53252|FOXM1,8.521484057560166e-23,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
1874|RBL2,9.465722705052746e-23,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
44340|E2F1,1.6838039206829292e-22,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
46350|FOXM1,3.024015597249594e-22,Homo sapiens,FOXM1,tf,SK-N-SH,Neuroblastoma cell,Brain,1
39443|FOXM1,7.562316402154736e-22,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
67454|E2F1,1.1109549168941596e-21,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
56251|MYBL2,2.959988678635495e-21,Homo sapiens,MYBL2,tf,None,Epithelium,Mammary Gland,1
1880|RBL2,2.9976950765530815e-21,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
36807|E2F4,3.811474770215919e-21,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
43195|FOXM1,4.111254726447049e-21,Homo sapiens,FOXM1,tf,HeLa,Epithelium,Cervix,1
67459|E2F1,6.073280939170323e-21,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
1878|RBL2,6.631083431135136e-21,Homo sapiens,RBL2,both predicted transcription factor and chromatin regulator,IMR90,Fibroblast,Lung,1
67455|E2F1,6.799559802940316e-21,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
43194|FOXM1,7.516843004259221e-21,Homo sapiens,FOXM1,tf,HeLa,Epithelium,Cervix,1
32889|FOXM1,2.9875463841895206e-20,Homo sapiens,FOXM1,tf,U2OS,None,Bone,1
77534|TFDP1,7.497374112219486e-20,Homo sapiens,TFDP1,tf,U266B1,None,None,1
38731|TFDP1,7.872276085534461e-20,Homo sapiens,TFDP1,tf,LoVo,None,Colon,1
57117|FOXM1,8.066614551999481e-20,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
46134|FOXM1,1.2197508887693011e-19,Homo sapiens,FOXM1,tf,GM12878,B Lymphocyte,Blood,1
63739|E2F4,1.818552140542397e-19,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,1
53263|FOXM1,3.74084221360275e-19,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
8799|SAP30,4.924000122615458e-19,Homo sapiens,SAP30,not sure,K562,Erythroblast,Bone Marrow,1
35011|FOXM1,6.10154654684446e-19,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
39495|FOXM1,7.467263596802581e-19,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
72935|HDAC2,8.113683527898723e-19,Homo sapiens,HDAC2,cr,None,Cardiomyocyte,None,0
70962|E2F1,1.7062629067252087e-18,Homo sapiens,E2F1,tf,Raji,B Lymphocyte,Blood,1
44329|E2F1,2.6316782928501585e-18,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
34999|FOXM1,3.098606909549067e-18,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
62550|TFDP1,3.956278783297507e-18,Homo sapiens,TFDP1,tf,K562,Erythroblast,Bone Marrow,1
8657|HDAC1,4.1927996008676095e-18,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1
45752|E2F4,4.392018498530088e-18,Homo sapiens,E2F4,tf,HeLa-S3,Epithelium,Cervix,1
5888|LIN9,9.409024076592473e-18,Homo sapiens,LIN9,not sure,HeLa,Epithelium,Cervix,1
67458|E2F1,9.51770831021747e-18,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
39484|FOXM1,1.03139668730911e-17,Homo sapiens,FOXM1,tf,MCF-7,Epithelium,Breast,1
63740|E2F4,1.1566676674364015e-17,Homo sapiens,E2F4,tf,MCF-7,Epithelium,Breast,0
39460|FOXM1,1.2108780506204216e-17,Homo sapiens,FOXM1,tf,MDA-MB-231,Epithelium,Breast,1
53264|FOXM1,1.357614913612068e-17,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
8659|HDAC2,1.5569958748319647e-17,Homo sapiens,HDAC2,cr,VCaP,Epithelium,Prostate,1
53260|FOXM1,1.592924796036724e-17,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
44333|E2F1,1.8056507802338604e-17,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
67456|E2F1,1.9113844725280474e-17,Homo sapiens,E2F1,tf,None,Mesenchymal Stem Cell,Umbilical Cord,1
53259|FOXM1,3.3307368124602715e-17,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
53261|FOXM1,5.91064572773243e-17,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
53262|FOXM1,9.55249580170813e-17,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
45758|NFYB,1.0915574405697882e-16,Homo sapiens,NFYB,tf,HeLa-S3,Epithelium,Cervix,1
44328|E2F1,1.3777164310024739e-16,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,0
50039|FOXA1,1.7568226352585174e-16,Homo sapiens,FOXA1,tf,LNCaP,Epithelium,Prostate,1
46241|MYBL2,1.8159129257642524e-16,Homo sapiens,MYBL2,tf,HepG2,Epithelium,Liver,1
77535|TFDP1,1.897756549181554e-16,Homo sapiens,TFDP1,tf,MM1.S,B Lymphocyte,Blood,1
8658|HDAC1,2.1186094944148427e-16,Homo sapiens,HDAC1,cr,VCaP,Epithelium,Prostate,1
63656|SIN3A,2.4981805564930716e-16,Homo sapiens,SIN3A,tf,MCF-7,Epithelium,Breast,1
44339|E2F1,2.944594437197666e-16,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
64039|HBP1,4.268107253175545e-16,Homo sapiens,HBP1,tf,HepG2,Epithelium,Liver,1
53256|FOXM1,4.810642799410955e-16,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
44332|E2F1,6.659866133134763e-16,Homo sapiens,E2F1,tf,LNCaP,Epithelium,Prostate,1
72354|HDAC1,6.879455689982831e-16,Homo sapiens,HDAC1,cr,Kasumi-1,Acute myeloid leukemia,None,1
53254|FOXM1,7.340247312820404e-16,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
68635|KMT2D,7.664195142635975e-16,Homo sapiens,KMT2D,cr,None,patient derived xenograft cells,None,1
53257|FOXM1,7.664195142635975e-16,Homo sapiens,FOXM1,tf,HEK293,Epithelium,Embryonic Kidney,1
70857|E2F1,7.831409258537472e-16,Homo sapiens,E2F1,tf,U2OS,osteosarcoma,None,1
45802|CHD2,9.106852057173003e-16,Homo sapiens,CHD2,cr,HepG2,Epithelium,Liver,1
8660|HDAC2,1.0586381640293947e-15,Homo sapiens,HDAC2,cr,VCaP,Epithelium,Prostate,1
63655|SIN3A,1.7881377708737454e-15,Homo sapiens,SIN3A,tf,MCF-7,Epithelium,Breast,1
47416|ERG,1.8072904426975767e-15,Homo sapiens,ERG,other,Jurkat,T Lymphocyte,Blood,1
