Rank	sample_id	factor	cell_line	cell_type	tissue	DNase_p_value	ChIP-seq_p_value	H3K27ac_p_value	summary_p_value
854	36231	DCP1A	HeLa	Epithelium	Cervix	3.915872019051623e-50	1.0760985038880822e-59	1.6485445342245786e-57	3.2073592580618686e-59
855	75561	BRD4	None	None	Retina	2.1234834258065427e-49	2.9700432616854165e-52	1.0701899130624423e-59	3.2105696233396904e-59
856	74052	NKX2-1	A549	Epithelium	Lung	3.3601494891132515e-25	1.557588771896306e-45	1.1562015442692683e-59	3.4686046328077793e-59
857	63321	ELK1	K562	Erythroblast	Bone Marrow	1.5900761833336573e-25	1.1890055266671365e-59	7.013652596724077e-56	3.566411975839574e-59
858	44092	ETS1	None	T Lymphocyte	Blood	1.3560876598447213e-33	1.5189178604665257e-59	1.3312488879211893e-56	4.551560377924443e-59
859	74308	CDK9	MV4;11	Acute myeloid leukemia	None	2.1647031298484352e-30	7.192856169166219e-52	1.5717792783775374e-59	4.715337732093292e-59
860	41287	STAT1	None	Monocyte	Blood	7.4706290532302105e-25	2.5515722960823483e-42	1.6327232101103432e-59	4.898169630331029e-59
861	62840	SP3	HEK293	Epithelium	Embryonic Kidney	4.484681157046434e-51	8.023023125041172e-55	1.657575884583411e-59	4.972624899743931e-59
862	1958	BCL6	JURL_MK1	Haematopoietic Progenitor Cell	Bone Marrow	9.595337401113705e-44	6.40476160015268e-41	2.2146329332040394e-59	6.643898799612117e-59
863	63814	L3MBTL2	K562	Erythroblast	Bone Marrow	2.200522420290953e-31	2.0696971856609446e-36	2.241103917304599e-59	6.723311751913797e-59
864	63902	ZXDB	HEK293	Epithelium	Embryonic Kidney	2.246821475276486e-38	2.5361511306184265e-59	4.007361148022941e-58	7.155595021151781e-59
865	69875	RELA	None	Th1	None	1.7500133767189474e-31	8.134765012465686e-59	3.627636096258098e-59	7.526516122268117e-59
866	64622	NRF1	K562	Erythroblast	Bone Marrow	2.1184397190845457e-40	2.8905177422397344e-52	2.5226017796639e-59	7.567804678537096e-59
867	33198	MED1	U87	None	Brain	5.306305697439902e-30	2.2295577359683885e-56	2.5794112903897753e-59	7.7292917289539684e-59
868	42926	MYC	GP5d	None	Colon	2.1720997995683077e-40	2.6106265025383606e-59	2.5126154609865258e-55	7.831065853939108e-59
869	2916	ERG	VCaP	Epithelium	Prostate	2.44315865833825e-39	1.368708976118601e-39	2.6915801766908305e-59	8.074740530072492e-59
870	37334	CREB1	A549	Epithelium	Lung	5.124370686493151e-30	2.8387210934431087e-59	1.278996577478156e-53	8.516144378825518e-59
871	49447	HIF1A	T47D	Epithelium	Mammary Gland	2.373054401127352e-46	8.478369214275e-27	2.844545320618012e-59	8.533635961853014e-59
872	46037	RFX5	SK-N-SH	Neuroblastoma cell	Brain	3.024780479101576e-15	3.003878070130294e-59	5.245995872948618e-53	9.0116290502963e-59
873	73524	BRD4	SUM159PT	mammary carcinoma cell line	Breast	2.2234116053728434e-32	2.5258323969722767e-49	3.133630028512196e-59	9.400890084370283e-59
874	65057	TGIF2	HepG2	Epithelium	Liver	1.2113359784604598e-24	2.221190251674059e-58	3.713494260975411e-59	9.544745628598422e-59
875	37584	TBP	ME-1	Leukemia Cell	None	1.494718488188514e-44	6.93716349926921e-56	3.7411960760207556e-59	1.1217538635670363e-58
876	43047	BRD2	MM1.S	B Lymphocyte	Blood	1.4726058658924297e-33	4.121141648106191e-59	5.928009978630335e-57	1.2278068040831975e-58
877	63322	ELK1	K562	Erythroblast	Bone Marrow	1.6689256740158764e-24	4.190518380377979e-59	5.8556578841757435e-56	1.2562564920010491e-58
878	53599	RELA	None	Adipocyte	None	1.3225307494936125e-20	8.774661883545789e-46	4.471335183521981e-59	1.3414005550565258e-58
879	51863	HSF1	451Lu	Melanoma Cell	None	8.340515046195406e-45	4.0679720740390107e-32	4.802390640855019e-59	1.4407171922564975e-58
880	64107	KDM4B	K562	Erythroblast	Bone Marrow	2.1429451153529643e-38	5.169281767713948e-59	3.356850916908443e-57	1.5272658583462548e-58
881	48280	CEBPA	GM12878	B Lymphocyte	Blood	3.4734144554546216e-29	5.39398423504282e-59	1.1940095907458857e-51	1.618195197410256e-58
882	72856	TRAF7	None	None	meningioma	2.8094316322948875e-41	7.113137875692858e-59	2.5979511834972467e-58	1.675258867824624e-58
883	46358	PBX3	SK-N-SH	Neuroblastoma cell	Brain	1.379257636586023e-24	1.2978546156979054e-51	5.943193994385382e-59	1.782958116669598e-58
884	46347	USF1	SK-N-SH	Neuroblastoma cell	Brain	2.432172870044525e-32	7.423499452264343e-56	6.203396967853421e-59	1.859465240839229e-58
885	49484	MED1	None	Myoblast	None	7.476867474257542e-21	6.3847256035743715e-59	2.570013503638575e-57	1.8689861593414756e-58
886	8660	HDAC2	VCaP	Epithelium	Prostate	6.016844164691558e-48	2.9838292098630054e-49	8.451537204881648e-59	2.5354611607107244e-58
887	42895	XBP1	T47D	Epithelium	Mammary Gland	2.4478489979378454e-33	8.78184956311118e-59	2.679042984493444e-57	2.550935704436209e-58
888	56043	GABPA	HepG2	Epithelium	Liver	6.552093506516332e-29	1.0546666227124766e-58	5.098171068626064e-53	3.163993322734957e-58
889	73510	BRD4	SUM159PT	mammary carcinoma cell line	Breast	4.491589178716129e-33	7.051536141826012e-46	1.2674884792513828e-58	3.802465437753465e-58
890	64798	CREM	HepG2	Epithelium	Liver	3.5590837522890806e-19	4.554679418053087e-53	1.3404570245026403e-58	4.021359238516378e-58
891	73408	RBPJ	None	Neurosphere	None	5.140580309122404e-16	1.3763982498799243e-58	3.1277326885660154e-51	4.1291945679293544e-58
892	2078	JUN	K562	Erythroblast	Bone Marrow	2.416350597548785e-20	4.4968353857223236e-52	1.625537320102779e-58	4.876610197488222e-58
893	45874	JUN	K562	Erythroblast	Bone Marrow	2.416350597548785e-20	4.4968353857223236e-52	1.625537320102779e-58	4.876610197488222e-58
894	48060	BRD4	None	Endothelial Cell	Umbilical Vein	3.4694864142209385e-24	1.837558444085122e-58	3.024670114400442e-56	5.479386765113103e-58
895	53075	RBP2	U937	None	Pleura	4.921410690279851e-53	3.290639813931672e-58	4.117401269075501e-58	5.486808473102439e-58
896	44877	5HMC	None	Erythroid Cell	None	0.9999134491280639	2.034161567427907e-58	5.587677063033769e-43	6.102484702283718e-58
897	56048	CREB1	HepG2	Epithelium	Liver	1.5684445111389083e-30	3.080745110050866e-54	2.075275910906281e-58	6.225408371831523e-58
898	47601	KLF5	KATO III	None	Stomach	6.288093458464843e-41	3.130731805331981e-47	2.7337561135978976e-58	8.201268340722079e-58
899	67808	BRD4	None	None	None	7.779906970196403e-34	2.911914533525329e-58	1.597059348648908e-54	8.734151104870565e-58
900	43101	NOTCH1	CUTLL1	T Lymphocyte	Blood	1.9597295094247714e-33	7.470808643341252e-58	5.743591468417762e-58	9.74148029948626e-58
901	74645	USF2	GM12878	B Lymphocyte	Blood	1.9107538191652383e-29	1.0520535824337315e-38	3.28515708439906e-58	9.85547125319718e-58
902	45662	RELA	GM12891	Lymphoblastoid	Blood	2.846737572294959e-32	2.5751274123154122e-37	3.385358810323327e-58	1.0156076430969981e-57
903	57092	HEXIM1	HCT-116	None	Colon	4.366015780676997e-58	1.5471636605001253e-20	7.036890961923621e-55	1.30899257407924e-57
904	46104	YY1	ECC-1	Epithelium	Endometrium	4.1138722118383004e-41	2.3739618370656354e-46	4.6058334640694906e-58	1.3817500392181665e-57
905	42217	STAT3	SU-DHL2	B Lymphocyte	None	2.6172493337836954e-18	2.781005950151153e-56	4.966745118129173e-58	1.463879342622108e-57
906	73513	BRD4	SUM159PT	mammary carcinoma cell line	Breast	4.453573859283515e-30	9.423719857218245e-49	5.068981507862145e-58	1.5206944515406684e-57
907	65013	ELF1	K562	Erythroblast	Bone Marrow	2.1315908918878244e-24	5.3585733056611036e-58	4.090191145868835e-52	1.6075698856155667e-57
908	57165	CDK8	MOLM-14	Myeloid Cell	None	2.0807360784326284e-30	9.996110797567492e-34	5.700627725848875e-58	1.710188317754663e-57
909	45871	ATF1	K562	Erythroblast	Bone Marrow	2.345882556173607e-17	8.074120413289906e-54	6.478662939086754e-58	1.943442940136033e-57
910	8794	RBBP5	K562	Erythroblast	Bone Marrow	4.677384046900249e-40	7.916926189916442e-58	2.369238192714278e-56	2.298279707820693e-57
911	63104	ATF1	HepG2	Epithelium	Liver	5.9686951895111586e-21	8.241686889489678e-58	1.1780393596457925e-56	2.3108374553243256e-57
912	69767	BRD4	MV4;11	Leukemia Cell	Blood	3.2877112243279645e-28	2.2468140471263982e-33	8.20386277162939e-58	2.4611588314888167e-57
913	64581	CBX1	HepG2	Epithelium	Liver	6.08650358822396e-31	5.1592571285655985e-56	8.607644549559507e-58	2.5399176739920875e-57
914	37639	ERG	K562	Erythroblast	Bone Marrow	3.3712903059675394e-46	8.222361828314437e-38	9.353392777315703e-58	2.806017833186926e-57
915	38591	E2F7	IMR90	Fibroblast	Lung	5.314172261302774e-06	1.0807942685780472e-57	1.0707153857088717e-45	3.242382805730869e-57
916	37602	TCF12	ME-1	Leukemia Cell	None	1.434376571080828e-44	2.1775038230733415e-37	1.3194198752464117e-57	3.958259625738871e-57
917	8812	KDM5A	H1	Embryonic Stem Cell	Embryo	2.918220875412464e-40	3.8189818945998533e-57	2.4147485104057878e-57	4.438055662711961e-57
918	8799	SAP30	K562	Erythroblast	Bone Marrow	3.7815899815981145e-51	1.5360055145204955e-57	1.6347986513066985e-53	4.6075817581308953e-57
919	62638	RNF2	K562	Erythroblast	Bone Marrow	5.412931431213287e-22	2.1886519729413686e-57	1.8156712028149952e-56	5.859623391413459e-57
920	73548	BRD4	SUM159PT	mammary carcinoma cell line	Breast	7.876877914712685e-29	2.016790502174866e-57	3.14370382134373e-54	6.046492480605055e-57
921	63410	CBX5	GM12878	B Lymphocyte	Blood	6.223904092800154e-28	2.298031112974302e-52	2.0684316961971513e-57	6.205239235938087e-57
922	77536	REL	GM12878	Lymphoblastoid	None	5.640751318231186e-26	3.8727073209418114e-51	2.1084717324733012e-57	6.325411753588297e-57
923	58936	NRF1	None	Epithelium	None	7.105687050375125e-40	7.693576966417019e-45	2.4808334697271068e-57	7.442500409178922e-57
924	45737	GTF2F1	HeLa-S3	Epithelium	Cervix	4.071123462426732e-17	2.7012111641854236e-57	3.816817270966338e-54	8.097902501761758e-57
925	70928	RBBP4	T98G	Glioblastoma cell	None	1.061767135876886e-47	6.859825233778528e-57	4.696562675877109e-57	8.363581959885488e-57
926	45879	MXI1	K562	Erythroblast	Bone Marrow	2.1664672603962445e-22	2.8055618940504743e-57	4.879207774684774e-55	8.36856612807426e-57
927	64266	HCFC1	MCF-7	Epithelium	Breast	1.0336166274559083e-40	2.9206947697192874e-57	2.119621124061372e-53	8.760877119453511e-57
928	4118	HDAC1	None	T Lymphocyte	Blood	4.1882927882741646e-36	4.863687337115174e-56	3.1852888718662483e-57	8.968507959104132e-57
929	68229	NR3C1	BEAS-2B	Epithelium	Lung	8.204126791652485e-25	3.1044426361828555e-52	3.147696007192789e-57	9.442992275988686e-57
930	45990	MYC	MCF-7	Epithelium	Breast	1.689276242721948e-30	3.695989550445701e-52	3.242893455205999e-57	9.728595006077221e-57
931	36845	AR	MDA-MB-453	Epithelium	Mammary Gland	1.3605429636725392e-41	5.9184223045883104e-37	3.511702363284115e-57	1.0535107089852341e-56
932	35011	FOXM1	MDA-MB-231	Epithelium	Breast	2.4721580738294276e-22	3.882855078327465e-57	1.593461969425893e-51	1.1648536850508004e-56
933	46135	SP1	GM12878	B Lymphocyte	Blood	3.427747990649145e-26	1.6467554794345748e-43	5.276125310757594e-57	1.5828375932272273e-56
934	56265	AR	CWR22Pc	Epithelium	Prostate	3.9560174072369926e-33	7.342394714465531e-28	5.73152393599916e-57	1.7194571807997482e-56
935	65153	ZSCAN22	HEK293	Epithelium	Embryonic Kidney	3.182976094646665e-31	5.861777974615974e-57	7.02240906952348e-55	1.7439759948116268e-56
936	50397	MYB	Jurkat	T Lymphocyte	Blood	3.241436890742858e-32	1.2346721371583307e-47	5.911082740007219e-57	1.7733248211531738e-56
937	64269	H2AFZ	MM.1S	B Lymphoblast	Blood	1.1698688234744374e-20	5.930760404889301e-57	1.6157342760131243e-48	1.779228114935905e-56
938	56820	TFAP2A	None	Neural crest cell	Cranial	2.434003139760749e-49	3.6257949533021954e-15	6.640735743403344e-57	1.9922206686668783e-56
939	57804	BRD2	LX2	Hepatic Stellate Cell	None	1.321974212632408e-18	7.200177487102099e-57	4.0021285857467807e-50	2.16005285751833e-56
940	1226	TRRAP	HeLa	Epithelium	Cervix	6.17613592089195e-22	8.101137077612285e-57	3.4358225501830586e-53	2.4297682215944264e-56
941	56264	AR	CWR22Pc	Epithelium	Prostate	2.400462378697102e-33	5.0810557165142e-37	8.918499970359794e-57	2.6755499911079386e-56
942	1628	PHF8	Hs68	Fibroblast	Foreskin	5.933195464337042e-42	1.8157300814472543e-56	2.122578906143065e-56	2.935800910192788e-56
943	45880	JUND	K562	Erythroblast	Bone Marrow	9.411790408831132e-26	4.6614943314176216e-35	1.0616552629168584e-56	3.1849657887505757e-56
944	76415	PMEL	None	None	None	4.6882010430926256e-38	5.32255950628007e-54	1.2927406696748706e-56	3.868825424609982e-56
945	1870	RB1	IMR90	Fibroblast	Lung	1.0477221371461333e-30	1.368914265973754e-56	3.4889814301824876e-55	3.9516965780228597e-56
946	53254	FOXM1	HEK293	Epithelium	Embryonic Kidney	3.0110597553479e-23	1.4742019871525457e-56	5.69481712584519e-52	4.422491477610652e-56
947	35087	BCOR	None	B Lymphocyte	None	5.738604751801807e-23	1.655180143578898e-51	1.4868188233337972e-56	4.460416402875808e-56
948	63477	POLR2H	K562	Erythroblast	Bone Marrow	3.595598752190257e-30	1.6902644229194485e-56	6.449800042625701e-52	5.070660384687641e-56
949	64178	TAF7	K562	Erythroblast	Bone Marrow	1.0829733735879221e-35	2.045223276867904e-56	9.70707501033884e-55	6.009062440000953e-56
950	46211	SRF	HCT-116	None	Colon	4.204723536292529e-33	2.9150317132018166e-48	2.13722450208229e-56	6.411673459238169e-56
951	46059	ELF1	A549	Epithelium	Lung	1.2145073317868106e-24	2.250649680829494e-56	6.201688327734662e-48	6.7519490179850395e-56
952	46182	CREB1	H1	Embryonic Stem Cell	Embryo	8.74378839651971e-38	4.263117996950291e-37	2.406239075017864e-56	7.218717225053591e-56
953	64648	ZNF639	K562	Erythroblast	Bone Marrow	6.857480515477905e-19	2.5840955167222793e-56	2.3195291032254472e-51	7.752200185974565e-56
954	62841	SP3	HEK293	Epithelium	Embryonic Kidney	5.128580293432504e-49	8.395359708660504e-50	2.675693736909442e-56	8.027078233619537e-56
955	53260	FOXM1	HEK293	Epithelium	Embryonic Kidney	7.16627395024593e-27	2.9969453473489945e-56	3.1643183958550595e-52	8.989984595095871e-56
956	53253	FOXM1	HEK293	Epithelium	Embryonic Kidney	1.8784677970821674e-26	3.0383846332624765e-56	1.896970233926766e-52	9.113694155834673e-56
957	47576	SMAD3	NCI-H441	Epithelium	Lung	2.719721948943914e-22	1.0664513892881124e-55	4.696141753278929e-56	9.781236580868618e-56
958	33610	FAIRE	None	Endothelial Cell	Umbilical Vein	6.2831836809401205e-06	3.418251194785627e-56	9.532615351168457e-46	1.0254753583989162e-55
959	46123	MEF2A	GM12878	B Lymphocyte	Blood	9.16776053540328e-19	6.297202436300074e-51	3.4526097078005083e-56	1.035777233414364e-55
960	50517	NIPBL	Ramos	B Lymphocyte	None	8.276399767620385e-16	4.81106936542696e-56	1.597193621186359e-55	1.1092056834082067e-55
961	6710	SRC	OCI-Ly2	Epithelium	Mammary Gland	3.3470984215149925e-35	1.51919048988462e-41	4.072634077890022e-56	1.2217902233670032e-55
962	76527	EPC1	K562	Lymphoblast	None	9.298265791018035e-24	4.102760180914474e-56	4.9448645632160834e-51	1.2308178421636399e-55
963	45762	CEBPB	HeLa-S3	Epithelium	Cervix	3.946407137735057e-14	4.6700139150828454e-29	4.145155243168696e-56	1.2435465729506089e-55
964	55492	RUNX1	None	Myeloid Cell	None	3.360724485558466e-16	2.3990843257178158e-51	4.301054279623581e-56	1.2902931516410654e-55
965	69869	MED1	MHH-MED-1	Th1	None	2.5234695873301867e-37	5.289130957159789e-56	3.526841654687401e-55	1.3798117878024424e-55
966	45674	RELA	GM18951	Lymphoblastoid	Blood	4.053016734243545e-21	1.6961719714309718e-50	4.608426106733389e-56	1.3825240757617181e-55
967	73984	CD34	None	None	Thymus	3.925751544674103e-38	1.5546951201437716e-54	5.218616794933817e-56	1.5147400355776273e-55
968	47285	KDM5B	HCC2157	Epithelium	Mammary Gland	4.18856049212857e-38	6.392107390918335e-33	5.250638542153194e-56	1.5751915626459583e-55
969	63730	H2AFZ	KMS11	None	None	1.4515581444471368e-18	5.3446575223175e-56	3.5540245529442166e-50	1.6033948454580189e-55
970	5439	FLI1	EWS502	Small Round Tumor Cell	None	4.047802339482224e-48	4.949237141323962e-41	5.817900930042883e-56	1.7453702539266793e-55
971	34568	RUNX1	SEM	Pre-B Lymphocyte	None	2.4423359614110067e-32	1.008804223843103e-31	6.380792965426818e-56	1.9142378896280453e-55
972	53468	KDM1A	SH-SY5Y	None	Bone Marrow	5.1584223948392965e-28	6.4430434334748805e-56	2.807665763462309e-53	1.9284875285923515e-55
973	48993	AFF4	HeLa	Epithelium	Cervix	8.043828796204004e-19	7.487139543585308e-56	6.985540927960247e-52	2.245901146208335e-55
974	45770	TFAP2C	HeLa-S3	Epithelium	Cervix	6.965534387366655e-33	5.749225152432365e-47	1.069418312884263e-55	3.2082549326850862e-55
975	64868	SIN3A	K562	Erythroblast	Bone Marrow	5.096437671163134e-45	1.3324083594638985e-55	7.24479159870795e-55	3.376283962908771e-55
976	46012	MAX	NB4	Promyelocytic cell	Blood	1.1818900481239854e-35	7.391185521909122e-24	1.2114620689987421e-55	3.6343862069962265e-55
977	42215	STAT3	OCI-Ly7	B cell lymphoma	Blood	1.729814489703065e-12	1.22399371641408e-55	3.265529417805497e-50	3.671967385884352e-55
978	37936	ETS1	None	Endothelial Cell	Umbilical Vein	3.516153891840369e-30	3.4035454219199774e-54	1.546189272747267e-55	4.437000293596702e-55
979	74571	MAZ	T778	None	None	1.3428241664852493e-46	3.968325823017628e-36	1.993184126400637e-55	5.9795523703263286e-55
980	62671	ATF1	K562	Erythroblast	Bone Marrow	6.398324713734824e-31	5.194848384929042e-53	2.064896329069688e-55	6.1701632522783716e-55
981	48317	ZBTB33	GM12878	B Lymphocyte	Blood	1.012615540733758e-21	2.0644080534128092e-55	7.1895924530453555e-53	6.175491951629955e-55
982	68712	BRD4	IMR90	None	None	2.0259368410008593e-29	3.4320905127650534e-55	5.5311258141888416e-55	6.353743033525153e-55
983	39001	BRD4	MM1.S	B Lymphocyte	Blood	3.5699747429266527e-23	2.643863894494543e-55	1.2097870804028251e-48	7.931589950117102e-55
984	59004	JMJD1C	NB4	Promyelocytic cell	Blood	2.6612070044634404e-13	1.1674726389360168e-42	2.8424667594227414e-55	8.527400278266149e-55
985	48999	AFF4	HeLa	Epithelium	Cervix	5.70287969021719e-38	3.4550541909137035e-55	1.742941376526719e-53	1.0163686560304639e-54
986	53297	ERG	TSU-1621-MT	None	None	4.272727174019782e-31	3.248935978975552e-30	3.4661202990453296e-55	1.0398360897135989e-54
987	46139	ZEB1	GM12878	B Lymphocyte	Blood	1.908313818328433e-22	1.9260876599369593e-51	3.689430812970733e-55	1.1066172707841844e-54
988	68638	KMT2D	None	patient derived xenograft cells	None	1.8907292400214808e-30	4.751971079336532e-55	1.5841745398715521e-52	1.42132783603424e-54
989	72606	CDK9	A375	Melanoma Cell	None	2.3259893430043644e-21	4.845810905559637e-55	4.0717760631571334e-51	1.453570282617947e-54
990	62852	CTCF	None	None	gastroesophageal sphincter	1.942373068960211e-15	6.946550297145213e-55	1.6686513171396923e-54	1.471417827613128e-54
991	71136	BRD4	MCF-10A	Epithelium	None	7.33121112167487e-55	1.907691202787338e-54	3.2362561550162373e-53	1.563212516657949e-54
992	71041	ZNF143	MCF-7	MCF 7 Cells	None	1.3797589164262515e-33	2.0212054434687507e-50	5.435344322554708e-55	1.6305594484180458e-54
993	45793	SREBF1	HepG2	Epithelium	Liver	9.108951828406263e-35	6.379269934681854e-55	2.4552137663572973e-53	1.8653153427173255e-54
994	46219	GABPA	HeLa-S3	Epithelium	Cervix	6.158157470680571e-30	7.249926610104332e-55	1.08151263755491e-51	2.1735209619191782e-54
995	56817	NR2F1	None	Neural crest cell	Cranial	5.538931277958138e-30	2.0406697492432347e-14	7.700220825082569e-55	2.3100662475247706e-54
996	9508	TFAP2C	BT-474	Epithelium	Mammary Gland	1.0471686200292346e-45	8.215434892962865e-15	7.76492405707405e-55	2.32947721539487e-54
997	64738	ZBTB33	K562	Erythroblast	Bone Marrow	0.9999999985126006	7.876837398089537e-55	7.762384810731031e-47	2.3630511954479286e-54
998	36842	FOXA1	MDA-MB-453	Epithelium	Mammary Gland	5.728317925035717e-44	3.946657153402596e-24	8.522530044676975e-55	2.5567590133650535e-54
999	45788	MAZ	HepG2	Epithelium	Liver	2.243101946341658e-29	1.2660399580749875e-50	1.035342705148337e-54	3.1057741313136117e-54
1000	63744	FOXK2	K562	Erythroblast	Bone Marrow	2.5515818690150936e-12	1.0573921764924122e-54	1.4440282367564014e-48	3.1721742066471815e-54
1001	75275	ZBTB48	U2OS	None	None	6.368626248440648e-52	3.550094224316937e-35	1.08619636130031e-54	3.253040883969753e-54
1002	42295	STAG1	GM12878	B Lymphocyte	Blood	1.5773008899404565e-24	6.6959409148799e-36	1.6505052810915726e-54	4.951515843274718e-54
1003	42219	STAT3	SU-DHL6	B Lymphocyte	Lymph Node	5.512272849845445e-15	1.7326458140968177e-54	4.544340648488624e-45	5.197937440308608e-54
1004	43083	CDK9	HEK293T	Epithelium	Embryonic Kidney	5.508157313481901e-37	2.543489953896394e-54	5.828735377463029e-54	5.312325919239379e-54
1005	74663	ZNF18	K562	Erythroblast	Bone Marrow	1.4076539220568466e-16	1.860685647758492e-54	2.226550745333859e-47	5.582056476793748e-54
1006	8770	CHD1	K562	Erythroblast	Bone Marrow	1.1083165200779898e-44	2.599776548372724e-54	7.657203591585942e-54	5.822479340429356e-54
1007	73714	AFF1	SEM	B Lymphocyte	None	2.028728886448688e-54	1.126171344283288e-24	5.98163038309636e-40	6.086186659346042e-54
1008	9206	HCFC1	HeLa	Epithelium	Cervix	7.190989915950534e-34	2.29329582274736e-54	3.9196418337214615e-49	6.879847215776292e-54
1009	62632	ZNF76	HEK293	Epithelium	Embryonic Kidney	5.292298844271214e-40	4.8657270887414396e-54	4.452883744402497e-54	6.975240444989905e-54
1010	47416	ERG	Jurkat	T Lymphocyte	Blood	5.309817092428293e-19	2.403294048727608e-54	1.4347126552659325e-50	7.208674617640842e-54
1011	72343	MYC	U87	Glioblastoma cell	None	3.4589962750228606e-43	8.27131624249007e-54	3.4626578427959763e-54	7.322516101262643e-54
1012	75137	MYB	PF382	None	Blood	2.819802203429305e-38	4.28415000976256e-32	2.691709907255259e-54	8.075129721765777e-54
1013	64901	MBD2	MCF-7	Epithelium	Breast	3.9810068535427745e-30	3.98488931310259e-52	2.720057158934822e-54	8.104848357229535e-54
1014	50398	MYB	Jurkat	T Lymphocyte	Blood	1.0009523738059856e-36	1.1915218261775277e-30	2.8083022967342686e-54	8.424906890202806e-54
1015	69881	CDK9	None	Th1	None	1.2722979932888773e-24	3.175142734711521e-54	3.615815921639913e-48	9.525419839613733e-54
1016	63685	ZBTB8A	HEK293	Epithelium	Embryonic Kidney	7.365704796172051e-35	1.6666295938114354e-48	3.233348809660935e-54	9.700027610420575e-54
1017	48995	AFF4	HeLa	Epithelium	Cervix	4.74101590006394e-25	4.158035498214377e-54	1.4996266399012748e-53	9.766214664832239e-54
1018	40164	RUNX1T1	Kasumi-1	Myeloblast	Blood	4.66241243318862e-28	4.929374647517748e-45	3.642859424635382e-54	1.0928578265829813e-53
1019	8659	HDAC2	VCaP	Epithelium	Prostate	9.852476584887086e-47	1.069925411519318e-47	3.700722941247067e-54	1.1102164566644892e-53
1020	45775	STAT1	HeLa-S3	Epithelium	Cervix	1.0275198712282595e-23	3.6565176871542395e-46	3.8741730898210485e-54	1.162251914631961e-53
1021	46190	SP1	H1	Embryonic Stem Cell	Embryo	1.9882439519169863e-31	2.479746568360821e-35	4.950098415138346e-54	1.4850295245415037e-53
1022	63478	POLR2H	K562	Erythroblast	Bone Marrow	5.876347463883551e-30	5.1042995602064025e-54	8.408909599404448e-50	1.5311969227437798e-53
1023	46205	USF1	HCT-116	None	Colon	8.39989781906541e-30	1.1269636254600194e-41	5.69450788285327e-54	1.7083523648551175e-53
1024	67794	BRD4	T47D	None	None	4.53029721251758e-37	5.876587340689635e-54	2.8213925984324983e-50	1.762609074066801e-53
1025	63035	PRDM10	HEK293	Epithelium	Embryonic Kidney	8.81778534899886e-26	2.2304076278096196e-44	5.92354162201273e-54	1.7770624861318646e-53
1026	72426	ORC2	K562	Erythroblast	Bone Marrow	2.3042798711688326e-10	6.874398818358172e-54	3.707948593953972e-48	2.062315822050602e-53
1027	72094	RUNX1	NB4	Leukemic cells	None	5.4342433741209145e-21	1.5714041123336208e-37	6.964252515925139e-54	2.089275754777542e-53
1028	64556	IKZF2	HEK293	Epithelium	Embryonic Kidney	1.786294482285593e-44	5.634853666349479e-21	7.692822598756354e-54	2.3078467786330134e-53
1029	42587	STAG1	MS1	Lymphoblastoid	Blood	3.449020041340268e-22	9.136572760629054e-37	7.822596191965324e-54	2.3467788575895973e-53
1030	52360	MYC	P493-6	B cell lymphoma	None	3.432832085778736e-38	8.179873656637482e-54	2.66981194017104e-51	2.4464665177262446e-53
1031	62485	YY1	None	None	Liver	1.156503858646628e-22	9.076693758368279e-53	9.415083622540289e-54	2.5590768599681157e-53
1032	64270	H2AFZ	MM.1S	B Lymphoblast	Blood	1.1093877275534167e-20	9.434024508047993e-54	1.2987097187999044e-48	2.8301867935079797e-53
1033	64177	TAF7	K562	Erythroblast	Bone Marrow	7.278094335034054e-38	9.673036747928081e-54	8.353459959187208e-52	2.8686924921408153e-53
1034	70560	MYC	U2OS	None	Bone	1.2666756450677533e-38	1.3484271996792077e-53	4.907361675793175e-53	3.1733263833027818e-53
1035	63105	ATF1	HepG2	Epithelium	Liver	9.937612845971175e-25	1.1214223464785877e-53	4.391600579012325e-50	3.3634081723742065e-53
1036	49446	HIF1A	T47D	Epithelium	Mammary Gland	3.298851700426713e-48	2.2969839443106676e-11	1.2172697535896144e-53	3.651795785714613e-53
1037	46191	JUND	H1	Embryonic Stem Cell	Embryo	1.3634502157912799e-40	8.587097885729518e-38	1.3457048692396805e-53	4.0371146077186438e-53
1038	37619	RUNX1	ME-1	Leukemia Cell	None	1.3685156517931922e-41	8.58569812346352e-29	1.3923313430722266e-53	4.17699402921243e-53
1039	63304	ZBTB11	K562	Erythroblast	Bone Marrow	5.551681522704403e-20	1.5991835407104537e-53	3.6423773393473487e-45	4.797550601067744e-53
1040	45905	CHD2	K562	Erythroblast	Bone Marrow	4.2297748983026246e-26	1.67642812512236e-53	2.8887926836473172e-49	5.02899253218395e-53
1041	45903	RCOR1	K562	Erythroblast	Bone Marrow	2.8392054889748406e-18	7.093128625473212e-30	1.7584022897437005e-53	5.275206869231102e-53
1042	46066	TCF12	A549	Epithelium	Lung	1.7159724635401194e-24	5.013727107918848e-53	3.463753155000081e-53	6.145568924881406e-53
1043	47266	KDM5B	MCF-7	Epithelium	Breast	2.3690984408116072e-35	8.74447377799435e-33	2.1523923365267187e-53	6.4571770095801565e-53
1044	4631	KAT5	None	T Lymphocyte	Blood	5.269504897692788e-25	2.6001340004219793e-53	3.289091415648592e-51	7.739220936495227e-53
