Rank	sample_id	factor	cell_line	cell_type	tissue	DNase_p_value	ChIP-seq_p_value	H3K27ac_p_value	summary_p_value
1	49977	BRD4	90-8TL	Schwann Cell	Brain	3.677950630956406e-39	3.7931885707796815e-138	1.5264942786995535e-117	1.1379565712339043e-137
2	51750	FOXP1	LNCaP	Epithelium	Prostate	1.2687844397171199e-24	2.021628519059239e-127	2.0964915184460773e-122	6.064827074578244e-127
3	70755	MYC	LNCaP	None	LNCaP cells	1.9657931113140318e-11	6.153873946166337e-124	2.5250324104826793e-112	1.846162183845402e-123
4	70756	MYC	LNCaP	None	LNCaP cells	2.839868119872101e-14	7.018259620187021e-120	3.508320719040051e-114	2.1054736741376274e-119
5	46077	TAF1	A549	Epithelium	Lung	3.938806085285909e-94	5.9043382385542866e-117	1.1589880451952165e-108	1.7713014625425837e-116
6	67454	E2F1	None	Mesenchymal Stem Cell	Umbilical Cord	1.3307008471350459e-100	1.8749575564181044e-116	2.065535715863977e-111	5.624821610820891e-116
7	36356	POLR2B	IMR90	Fibroblast	Lung	7.269045182662141e-80	1.5886102180846236e-115	2.1667753713188767e-115	2.7497800797478325e-115
8	45866	MXI1	IMR90	Fibroblast	Lung	4.950743648601123e-74	6.462050706600704e-96	1.0397112838281506e-113	3.119133851484452e-113
9	67457	E2F1	None	Mesenchymal Stem Cell	Umbilical Cord	8.143646221007657e-87	1.9526015685431795e-113	2.0522699874496736e-110	5.852236682613154e-113
10	45752	E2F4	HeLa-S3	Epithelium	Cervix	7.697184755674698e-83	2.78035209531435e-113	7.257348481751801e-110	8.337861979911779e-113
11	56961	GTF2B	HeLa	Epithelium	Cervix	6.826128712958013e-85	8.362994745712748e-113	4.0787916991170916e-111	2.458490497471382e-112
12	67455	E2F1	None	Mesenchymal Stem Cell	Umbilical Cord	3.3054814393039244e-84	3.2129366930288405e-112	7.648071665589801e-105	9.638809674162422e-112
13	67456	E2F1	None	Mesenchymal Stem Cell	Umbilical Cord	1.6606529265508619e-84	5.0659554207264815e-111	3.9927416880357212e-109	1.5007453022528622e-110
14	1212	E2F1	HeLa	Epithelium	Cervix	3.5411891384282726e-72	4.978333016628224e-110	4.5970884943082764e-104	1.4934982876317763e-109
15	9216	POLR2B	HeLa	Epithelium	Cervix	1.2099538064635672e-84	3.035161978056469e-109	6.619312439296894e-104	9.105444182857272e-109
16	46345	TAF1	SK-N-SH	Neuroblastoma cell	Brain	2.476799490687964e-65	2.6741340669019806e-108	5.890555997867996e-106	7.986147509085863e-108
17	56252	E2F1	None	Epithelium	Mammary Gland	5.6324821122565595e-80	2.3138886035036416e-107	2.892799372844776e-104	6.936117757651591e-107
18	50876	SPI1	None	None	None	2.1707638954774475e-73	4.7994390420549705e-107	2.6271807998389765e-105	1.41400019114948e-106
19	1874	RBL2	IMR90	Fibroblast	Lung	3.8533351504983975e-73	5.2135764671074345e-107	2.9500438879738743e-99	1.5640729124905609e-106
20	2684	PHF8	SH-SY5Y	None	Bone Marrow	4.020520011767172e-92	1.7812698198407434e-103	1.3281810486576995e-106	3.981574336016269e-106
21	70962	E2F1	Raji	B Lymphocyte	Blood	2.167088103410665e-76	1.4633093648515428e-106	4.143712269460474e-102	4.389773074233926e-106
22	56978	GTF2B	HeLa	Epithelium	Cervix	4.4095537490815487e-75	7.3596455356413095e-106	6.573185102813768e-101	2.2078689403588928e-105
23	55666	PAF1	HCT-116	None	Colon	8.153330611359413e-81	2.508213364677448e-105	5.153783040251844e-100	7.524603473726737e-105
24	93	PHF8	HEK293T	Epithelium	Embryonic Kidney	8.681195438823278e-91	1.1334094494751783e-101	1.1999151344145146e-104	3.595938463935464e-104
25	74209	BRD2	SF8628	None	Pontine	3.8296919062989865e-83	3.24604400156945e-104	1.1341950364703293e-99	9.737853309252046e-104
26	43763	BRD4	DND-41	T Lymphocyte	Blood	6.923765578687204e-68	8.318196857132318e-104	6.362432037908496e-99	2.495426432118035e-103
27	41481	E2F1	OCI-Ly1	B cell lymphoma	Bone Marrow	8.178176590195789e-78	9.560346448418677e-104	6.66290179349353e-101	2.863994496856411e-103
28	67458	E2F1	None	Mesenchymal Stem Cell	Umbilical Cord	7.759019593126496e-87	4.557221241968884e-103	3.5224769437044455e-101	1.3497045065628899e-102
29	69813	NELFE	MCF-7	Human Breast Cancer Cell	Breast	1.8036174733223087e-89	4.855913925916721e-103	9.191013778733435e-99	1.4566972156849859e-102
30	74838	JMJD6	None	3565 cells	None	4.78585235958783e-82	7.348443307731821e-103	1.0078934427595929e-101	2.054725176975192e-102
31	67459	E2F1	None	Mesenchymal Stem Cell	Umbilical Cord	2.6891043935354173e-83	1.0780999955085235e-102	6.218964336970974e-102	2.7564504511410295e-102
32	46162	TAF1	GM12892	Lymphoblastoid	Blood	3.3210718484604e-73	5.314173847568454e-98	1.4650806659762226e-102	4.395120827512838e-102
33	49266	SCML2	293T-Rex	None	None	1.0488621288656818e-15	1.4727829280230036e-102	1.1764646637543251e-95	4.418348230948459e-102
34	70752	MYC	LNCaP	None	LNCaP cells	5.8250533654249725e-12	3.1009902575775927e-102	9.300705780253192e-99	9.299870061116087e-102
35	33174	MYC	U87	None	Brain	1.8565509817869996e-73	5.935221045428791e-102	4.437691452405672e-101	1.5705165008387423e-101
36	49480	E2F4	None	Retinal pigment cell	None	7.420028206300236e-87	1.5917404538335574e-101	1.6458324743274756e-101	2.427501885903202e-101
37	69816	NELFE	MCF-7	Human Breast Cancer Cell	Breast	1.202474554516238e-83	1.6195047713051565e-101	4.623177006564828e-96	4.8584972945378017e-101
38	1314	PHF8	HeLa	Epithelium	Cervix	1.3785543058671673e-90	7.724355803431143e-99	2.5966266745488632e-101	7.763781223892536e-101
39	70964	MYC	Raji	B Lymphocyte	Blood	3.749698564193442e-68	4.351745213835995e-101	1.503674945414519e-100	1.0124989627501728e-100
40	59170	SETD1A	SEM	Pre-B Lymphocyte	None	6.798126859140619e-94	3.154803358805835e-86	4.3627724636411893e-101	1.3088316550966483e-100
41	50894	SPI1	None	None	None	1.3922059319625948e-73	5.96608797442021e-100	2.0481499844205698e-94	1.7898211787280884e-99
42	50878	SPI1	None	None	None	2.0619707375342183e-69	4.654967935390195e-92	7.590005345273177e-100	2.277001566455051e-99
43	46108	TAF1	GM12878	B Lymphocyte	Blood	7.379722119359885e-59	2.7169682406606157e-93	8.704665432686835e-100	2.6113987931620123e-99
44	46154	TAF1	GM12891	Lymphoblastoid	Blood	5.067390202112334e-67	2.581321321063266e-98	1.0234856432503315e-99	2.95335725952222e-99
45	68635	KMT2D	None	patient derived xenograft cells	None	6.792597799445349e-89	2.01500100625893e-99	2.0313197633296745e-98	5.499473692133816e-99
46	53346	CDK9	HeLa	Epithelium	Cervix	3.188347987692955e-84	2.4921143598757603e-99	1.9157620479863684e-97	7.380336157792298e-99
47	53347	CDK9	HeLa	Epithelium	Cervix	4.320173696538539e-86	3.772099936711243e-95	7.84941125476709e-99	2.354333460153098e-98
48	36807	E2F4	MCF-7	Epithelium	Breast	3.5515394230932916e-54	7.953819217854354e-99	3.299684552428717e-94	2.386088249208109e-98
49	49481	RPE	None	Retinal pigment cell	None	1.2891887563363875e-75	3.8552620702217967e-98	2.9754670977177293e-98	5.038058966031744e-98
50	46282	TAF1	K562	Erythroblast	Bone Marrow	8.871918894375795e-72	1.374660823562458e-93	1.956405094706829e-98	5.869131755157774e-98
51	70953	E2F1	Raji	B Lymphocyte	Blood	3.5799085294225983e-72	3.326319112795902e-98	3.272715398567979e-91	9.97895632414757e-98
52	43756	BRD4	DND-41	T Lymphocyte	Blood	1.4617955415606036e-70	9.472915118937672e-98	1.9710430770943577e-97	1.9194019598237935e-97
53	55465	NELFA	HeLa	Epithelium	Cervix	1.4477438111139302e-85	2.686983930225283e-97	1.0131272653124431e-97	2.207168815182556e-97
54	36230	TTF2	HEK293	Epithelium	Embryonic Kidney	1.736129642620561e-76	1.5776153347048012e-92	1.0615948379956752e-97	3.18476308336338e-97
55	45239	PHF8	H1	Embryonic Stem Cell	Embryo	6.525246578828846e-93	1.299272387544392e-86	1.3312206260288645e-97	3.9935804047014546e-97
56	8818	PHF8	H1	Embryonic Stem Cell	Embryo	6.525246578828846e-93	1.299272387544392e-86	1.3312206260288645e-97	3.9935804047014546e-97
57	43045	BRD2	MM1.S	B Lymphocyte	Blood	9.084982100163401e-58	1.4347440606857479e-97	7.241670938239332e-91	4.3042313292885404e-97
58	46038	MXI1	SK-N-SH	Neuroblastoma cell	Brain	1.0716040129405385e-62	5.263345581119116e-72	1.4960629432276477e-97	4.488188829682944e-97
59	74202	BRD2	None	None	Pontine	8.083323430225073e-87	3.210137167707682e-97	3.7344503085769967e-97	5.178751557469616e-97
60	58506	WDR5	BE2-C	Neuroblast	Brain	2.8423775825234573e-97	1.710485251178505e-72	1.108061175055481e-94	8.505315074103275e-97
61	56357	BRD4	MOLM-14	Myeloid Cell	None	4.000510645634673e-71	2.914765002445794e-97	2.8032105801494517e-94	8.735212175345405e-97
62	38585	TAF3	None	Epithelium	Colon	4.992132047230526e-81	1.5346895345384042e-87	1.7690214516355462e-96	5.307064348789236e-96
63	43742	BRD4	KOPT-K1	T Lymphocyte	Blood	8.87950637315297e-53	8.008711147654922e-93	2.449661813961413e-96	7.346738260803183e-96
64	45857	MYC	None	Endothelial Cell	Umbilical Vein	1.0690323833970042e-62	1.667324165266262e-92	2.9767937495954545e-96	8.928787128202713e-96
65	8112	MYC	None	Endothelial Cell	Umbilical Vein	1.0690323833970042e-62	1.667324165266262e-92	2.9767937495954545e-96	8.928787128202713e-96
66	45754	E2F1	HeLa-S3	Epithelium	Cervix	4.205898605003674e-73	5.6286039704922905e-89	3.062615447187447e-96	9.187845841636626e-96
67	53076	RBP2	U937	None	Pleura	1.8819958124938723e-82	4.2558212496629784e-96	1.2736581277736212e-92	1.2763199033640267e-95
68	72406	PARP1	MCF-7	Human Breast Cancer Cell	Breast	1.9601966572259044e-82	4.614096348986812e-96	7.440130842061482e-93	1.3833709887313731e-95
69	76682	ASXL1	HEK293	None	None	1.0423921874020243e-62	1.4414379074014702e-80	7.951054115007792e-96	2.3853162345023362e-95
70	46334	TAF1	PFSK-1	Neuron	Brain	3.132248427291643e-64	1.0200823526947485e-95	4.622211936847468e-95	2.506978501244925e-95
71	1878	RBL2	IMR90	Fibroblast	Lung	9.49023814536848e-62	1.4635480048973158e-95	2.621639289686573e-90	4.3906195037592636e-95
72	48824	MBD2	MCF-7	Epithelium	Breast	2.378955256621581e-70	3.505826615853282e-89	3.46435981715112e-95	1.0393069181313052e-94
73	44333	E2F1	LNCaP	Epithelium	Prostate	1.30246405536292e-72	1.7239536422144858e-88	3.5981756582982166e-95	1.0794524721899262e-94
74	8482	KAT7	RKO	Epithelium	Colon	2.910331929170728e-82	5.77770603572512e-81	4.296738926702711e-95	1.2890216780106136e-94
75	32812	BRD4	P493-6	B cell lymphoma	None	7.435912058948285e-52	1.2641973035021123e-88	5.1177706446398264e-95	1.5353305718537035e-94
76	33195	MYC	P493-6	B cell lymphoma	None	1.9296799911769105e-63	1.048955885186325e-84	5.5387100483228244e-95	1.6616130144091107e-94
77	36234	XRN2	HEK293	Epithelium	Embryonic Kidney	2.1592676687038032e-71	5.460819583917267e-89	1.0666990363918136e-94	3.2000908582202826e-94
78	43110	MED1	CUTLL1	T Lymphocyte	Blood	1.1895004026677961e-57	3.8396476961994134e-91	1.699435364716454e-94	5.096050572484747e-94
79	69815	NELFE	MCF-7	Human Breast Cancer Cell	Breast	7.14388082453695e-82	1.850802315141555e-94	6.127565559906927e-90	5.552239242652133e-94
80	69874	RELA	None	Th1	None	1.1916252012219177e-68	2.700243343132e-91	3.7025169359318905e-94	1.1092341222578032e-93
81	50877	SPI1	None	None	None	9.923038188569559e-77	2.399196158412058e-93	4.670113214144842e-94	1.172753657394381e-93
82	45633	MXI1	GM12878	B Lymphocyte	Blood	5.925846956059776e-44	7.002811707597092e-88	5.169833218417909e-94	1.5509488205357501e-93
83	8791	KDM5B	K562	Erythroblast	Bone Marrow	2.2947123618375245e-63	2.873148138487336e-88	6.181756458209519e-94	1.8545229473416876e-93
84	33904	BRD4	None	Plasma Cell	None	1.1120511430013062e-75	7.43848064472652e-94	9.588194926861439e-93	2.0708857611552005e-93
85	56353	CDK8	MOLM-14	Myeloid Cell	None	4.071044074817567e-68	3.361820278233759e-93	1.3800773193924977e-93	2.935262828231492e-93
86	46360	SIN3A	SK-N-SH	Neuroblastoma cell	Brain	1.1913216742195702e-54	2.7183985411582126e-88	1.1021839204803266e-93	3.3065383549689267e-93
87	45617	E2F4	GM12878	B Lymphocyte	Blood	1.0020782064015607e-53	1.3582693530352653e-93	2.543128890543856e-90	4.072632891160987e-93
88	46221	TAF1	HeLa-S3	Epithelium	Cervix	4.5622409112017525e-71	1.648435695061089e-92	1.5480211723501225e-93	4.245385727514737e-93
89	8775	HDAC1	K562	Erythroblast	Bone Marrow	4.741896111359148e-67	2.0197994388217413e-80	1.7761383891287144e-93	5.328415167385676e-93
90	70753	MYC	LNCaP	None	LNCaP cells	1.2506743406906133e-07	2.63986852682486e-93	1.1348430150692622e-92	6.425019426808629e-93
91	33888	CDK9	None	Plasma Cell	None	2.149573350268082e-59	3.3575781038986707e-81	4.04915400332496e-93	1.214746200996023e-92
92	45791	TBP	HepG2	Epithelium	Liver	1.0277884068924457e-51	8.990118350752912e-91	8.231644154987473e-93	2.447086924363678e-92
93	45390	KDM5B	K562	Erythroblast	Bone Marrow	5.741259288442536e-69	2.822709724436707e-91	9.49735771961247e-93	2.756462702096696e-92
94	8790	PHF8	K562	Erythroblast	Bone Marrow	1.8056213450878458e-71	1.1061459388000317e-78	1.8166737328489217e-92	5.450021198546676e-92
95	3225	E2F4	None	Adipocyte	Adipose	9.66727279643152e-73	8.319831520015325e-91	1.888396048435161e-92	5.539456186104696e-92
96	1880	RBL2	IMR90	Fibroblast	Lung	6.866055873416943e-62	2.6872379379823195e-92	2.588102964519378e-87	8.061630109710419e-92
97	70759	OGT	HEK293	HEK 293 Cell Line	None	1.6804021981238026e-55	1.7271836672426086e-81	2.8963565813399523e-92	8.689069743874148e-92
98	55665	PAF1	HCT-116	None	Colon	1.1361322499554722e-71	2.9881956126493654e-92	1.495621089519015e-88	8.962796104440523e-92
99	50163	TBP	K562	Erythroblast	Bone Marrow	9.972767391742683e-35	3.338683142271139e-92	1.377313268322328e-90	9.779001060690098e-92
100	49877	WDR5	A673	Polygonal	Muscle	2.089870656178929e-72	1.714421472386735e-89	4.658459307571477e-92	1.3937506659045657e-91
101	72407	PARP1	MCF-7	Human Breast Cancer Cell	Breast	2.2927385965225565e-77	5.3894964984164504e-92	1.0394396211550788e-87	1.6167651202213638e-91
102	8789	PHF8	K562	Erythroblast	Bone Marrow	7.164806100800116e-76	6.685345572031032e-81	5.4796752600853537e-92	1.643902578012132e-91
103	72405	PARP1	MCF-7	Human Breast Cancer Cell	Breast	2.3375629125487944e-80	8.508481116198894e-92	2.8641876912887242e-89	2.5449840938893313e-91
104	52436	WDR5	HEK293	Epithelium	Embryonic Kidney	8.248185513576955e-79	2.4890653802557448e-82	1.2727622205536734e-91	3.818286659707983e-91
105	36226	DCP1A	HEK293	Epithelium	Embryonic Kidney	1.2054543589626495e-67	1.5940108196350517e-91	1.3129093938986202e-86	4.7819744006798935e-91
106	71069	MBD3	HeLa	Epithelium	Cervix	7.560670797127998e-72	6.983146201639377e-68	2.2858671471787688e-91	6.857601441536307e-91
107	56379	CDK8	K562	Erythroblast	Bone Marrow	2.9878139712999517e-52	2.3639083352683526e-91	7.149009864838455e-83	7.091724982355394e-91
108	49493	CDK7	Jurkat	T Lymphocyte	Blood	1.481061048838114e-70	3.262692193903e-91	1.3187868697016748e-87	9.785655600512301e-91
109	45411	PHF8	K562	Erythroblast	Bone Marrow	1.5407572518652047e-65	6.857454955918522e-73	3.904797149159817e-91	1.1714391447479453e-90
110	43749	BRD4	KOPT-K1	T Lymphocyte	Blood	8.08801813221526e-52	4.4017044998028286e-91	1.2835589259762181e-87	1.3200586626479018e-90
111	45951	E2F4	K562	Erythroblast	Bone Marrow	7.488159301569647e-61	9.915696633382196e-88	4.706194272681068e-91	1.4111885026154007e-90
112	73701	KDM2B	SEM	B Lymphocyte	None	3.463384861174152e-57	1.652949707244922e-62	5.884192054589261e-91	1.7652576163767785e-90
113	50879	SPI1	None	None	None	1.0494660447109468e-66	3.7038848543313916e-83	6.155116499496871e-91	1.8465349191633411e-90
114	45928	MYC	K562	Erythroblast	Bone Marrow	4.714718794003856e-57	2.3912093297834077e-74	8.643370581759005e-91	2.593011174527701e-90
115	45421	RBBP5	K562	Erythroblast	Bone Marrow	2.8715177449451783e-59	8.041503997236011e-86	9.984841026261184e-91	2.9954151149058217e-90
116	46106	TAF1	ECC-1	Epithelium	Endometrium	1.7991879241017641e-81	2.0659951984036887e-86	1.1597425792103358e-90	3.479032440546581e-90
117	45750	E2F1	HeLa-S3	Epithelium	Cervix	1.6852537242720702e-67	4.599088722758217e-80	1.4105938538486716e-90	4.231781561416221e-90
118	43109	BRD4	CUTLL1	T Lymphocyte	Blood	2.8095157036860783e-60	5.709639602285519e-81	1.540593696752753e-90	4.621781089011196e-90
119	48827	MBD2	MCF-7	Epithelium	Breast	3.671136415930227e-76	1.8660745103843015e-76	2.4846347510457114e-90	7.453904253136986e-90
120	5969	MYC	Ramos	B Lymphocyte	None	8.8820732836487e-52	2.9947960709840824e-90	4.329948176826344e-86	8.983766853329078e-90
121	71934	MYC	U2OS	None	Bone	1.8162807677314521e-62	7.004221585889e-89	3.2848858139688884e-90	9.413191412376904e-90
122	73719	BRD4	SEM	B Lymphocyte	None	1.5502876616569148e-53	4.172343158889864e-90	1.4945950380172502e-89	9.785334715319752e-90
123	47551	MYC	P493-6	B cell lymphoma	None	6.871009964213919e-44	2.5069808595256646e-74	3.957884770398368e-90	1.18736543111951e-89
124	48825	MBD2	MCF-7	Epithelium	Breast	1.4112332002204813e-75	8.828047594632649e-79	4.791416411921341e-90	1.4374249235685956e-89
125	8795	RBBP5	K562	Erythroblast	Bone Marrow	3.719423390808561e-58	1.4606897279310895e-81	4.935566747177165e-90	1.4806700191500708e-89
126	44332	E2F1	LNCaP	Epithelium	Prostate	1.557003376891939e-73	9.048237879289824e-89	5.308847896756032e-90	1.5043878326282265e-89
127	55468	NELFA	HeLa	Epithelium	Cervix	7.106881491953794e-69	5.067864557949806e-90	4.568253758502867e-83	1.5203591987214897e-89
128	33189	MYC	P493-6	B cell lymphoma	None	1.1598330618463312e-64	2.2993886852115513e-82	6.430954065089337e-90	1.9292861655683265e-89
129	67829	BRD4	SUM159R	None	None	6.164355625264561e-71	7.112954292044168e-90	1.850069886387117e-86	2.13306618873947e-89
130	57175	BRD4	MOLM-14	Myeloid Cell	None	2.6360906910081998e-58	7.900924810071833e-90	1.887908268347352e-88	2.2750656016519066e-89
131	49852	WDR5	SK-N-MC	None	Brain	4.3875805300317496e-63	1.765644828997671e-89	1.0232708324214209e-88	4.5174520974456574e-89
132	45849	MAX	None	Endothelial Cell	Umbilical Vein	3.2764737501879892e-62	1.5134907021940102e-76	1.8049783627138872e-89	5.414935088141016e-89
133	43066	BRD4	HEK293T	Epithelium	Embryonic Kidney	5.307401058435844e-65	1.9978181526966276e-89	2.269938421021425e-85	5.9929270086113105e-89
134	70955	MYC	Raji	B Lymphocyte	Blood	2.9032349357319e-59	4.8426658310989693e-85	2.1225500729914466e-89	6.367371135830045e-89
135	45639	SIN3A	GM12878	B Lymphocyte	Blood	9.534863059783555e-45	2.188183355594248e-89	6.880944515631537e-84	6.564529191169693e-89
136	44339	E2F1	LNCaP	Epithelium	Prostate	1.1242102425791298e-65	3.524163272056544e-89	9.083878456769277e-88	1.0177640130383938e-88
137	666	MYC	GM12878	B Lymphocyte	Blood	6.560161980764955e-42	1.547697307974799e-81	3.5958269433213176e-89	1.0787480579334109e-88
138	45618	TBP	GM12878	B Lymphocyte	Blood	5.903606471275234e-38	2.337413203163578e-86	7.591651721860239e-89	2.2701224176394122e-88
139	51103	CHD8	None	Neural Stem Cell	None	1.6315387456518553e-81	1.512361035816382e-83	1.0521797599452129e-88	3.156517115752141e-88
140	75924	E2F1	MM1.S	Multiple myeloma cell	None	5.450233226188618e-66	1.2344680849320109e-88	1.1893001682569888e-83	3.7033658146526016e-88
141	56982	GTF2B	HeLa	Epithelium	Cervix	1.3068242335429026e-68	1.378569693769008e-88	6.506037606051647e-87	4.0498955101100826e-88
142	58809	MAF	None	Th2	None	3.0728627318230177e-53	2.7223392475545036e-80	1.4689833447403018e-88	4.406950010440856e-88
143	2090	MYC	K562	Erythroblast	Bone Marrow	6.6100929698531804e-49	2.052043275102867e-82	2.3762958457074294e-88	7.128879281776787e-88
144	45870	MYC	K562	Erythroblast	Bone Marrow	6.6100929698531804e-49	2.052043275102867e-82	2.3762958457074294e-88	7.128879281776787e-88
145	69870	BRD4	None	Th1	None	1.007745361491513e-63	1.0763482630941194e-85	2.7496833684757216e-88	8.228030441776641e-88
146	69616	MYC	Jurkat	T Lymphocyte	Blood	2.275488628561804e-68	2.870127268348964e-84	3.375173981410558e-88	1.012433135661729e-87
147	75942	KDM1A	PC-3M-luc	None	Prostate	3.428313672181171e-70	4.410460658523888e-87	4.865804322071367e-88	1.31469829251735e-87
148	7527	HEY1	K562	Erythroblast	Bone Marrow	1.456699497813067e-68	3.4329902777164652e-84	8.754798830424453e-88	2.625770026247715e-87
149	8118	MYC	K562	Erythroblast	Bone Marrow	1.3945258941549396e-55	2.399494084931477e-87	5.213297858431099e-87	4.929575430679379e-87
150	74348	NEUROD1	D-341	None	None	1.4053097497121275e-40	9.277638874979352e-66	2.0120030659657557e-87	6.0360091978972665e-87
151	72356	TAL1	Kasumi-1	Acute myeloid leukemia	None	4.077592441637023e-55	4.394372434054387e-81	2.012046648351457e-87	6.0361371812946385e-87
152	69809	NELFE	MCF-7	Human Breast Cancer Cell	Breast	1.505810381616443e-75	2.2761223943275434e-87	1.4728727734666438e-84	6.817831162164213e-87
153	71936	MYC	U2OS	None	Bone	1.4585966020671587e-60	4.014899455199588e-86	2.648643653924438e-87	7.454176264582775e-87
154	45881	TBP	K562	Erythroblast	Bone Marrow	2.246606497420174e-53	1.7106290101328845e-81	2.7465050585407097e-87	8.239501946667375e-87
155	77535	TFDP1	MM1.S	B Lymphocyte	Blood	6.280173889282368e-69	2.934949673633153e-87	1.884034548341869e-78	8.804849007183264e-87
156	74357	NEUROD1	D-341	None	None	5.5182630871051016e-45	3.531891113533083e-55	3.5373807044029492e-87	1.0612142113208847e-86
157	45628	MYC	GM12878	B Lymphocyte	Blood	1.0589762009797543e-45	5.045060895740224e-87	3.4028142677161487e-77	1.5135182684976707e-86
158	70860	E2F1	hTERT-RPE1	Epithelium	None	1.0799549330276504e-66	6.848754684323818e-87	2.0094629068385941e-84	2.0476475078943576e-86
159	46000	E2F4	MCF-10A	Epithelium	Breast	3.472149696889084e-58	8.015195353934751e-81	7.9512726157314655e-87	2.3853794183638853e-86
160	70093	TET2	293T	None	None	7.575914250522776e-85	3.4855440518866255e-64	9.762214092920464e-87	2.8914059863818356e-86
161	40227	CDK9	None	B Lymphocyte	Blood	8.773185073661686e-64	6.108755760977929e-71	1.0699313365898626e-86	3.209794009769587e-86
162	53324	NELFE	HeLa	Epithelium	Cervix	1.1077035198332537e-61	4.2243955015920584e-85	1.4332100671721726e-86	4.158543359497177e-86
163	32814	MAX	P493-6	B cell lymphoma	None	9.046555254281279e-54	1.5667166802027566e-85	1.6489736821825515e-86	4.475837861410043e-86
164	44324	E2F1	LNCaP	Epithelium	Prostate	6.43007643974227e-64	2.258481498544051e-77	1.654927230779051e-86	4.964781688699154e-86
165	62551	TFDP1	K562	Erythroblast	Bone Marrow	2.2393074754097708e-53	1.8126756839386253e-86	5.886459145704667e-83	5.4363529817823535e-86
166	38115	MYC	HeLa	Epithelium	Cervix	1.1885150643737826e-51	5.967428071652754e-74	1.949834790909905e-86	5.8495043727278036e-86
167	33191	MAX	MM1.S	B Lymphocyte	Blood	5.4052178717164315e-58	2.0921405257670252e-86	4.270128761811363e-84	6.245820313210894e-86
168	69807	NELFE	MCF-7	Human Breast Cancer Cell	Breast	3.437255211123094e-70	2.2909047940684653e-86	5.273872903836228e-82	6.872415853008513e-86
169	40234	MED1	None	B Lymphocyte	Blood	1.2113149122775284e-46	6.651897606306023e-72	3.1447804368182527e-86	9.434341310454714e-86
170	45419	SAP30	K562	Erythroblast	Bone Marrow	5.6402563660426884e-86	1.0254709996687306e-82	8.860108768138277e-86	1.0335566445971954e-85
171	58844	XRN2	HEK293	Epithelium	Embryonic Kidney	1.0342704065120704e-73	4.3643320051316856e-86	8.459568489267573e-84	1.302579531189726e-85
172	52091	TP53	IMR90	Fibroblast	Lung	3.915489871278282e-80	2.979714436643605e-79	9.706504722817593e-86	2.911943249560183e-85
173	7341	HEY1	HepG2	Epithelium	Liver	4.242797494203684e-49	3.832387337011984e-68	1.0255129973357351e-85	3.0765389920072057e-85
174	73716	KMT2A	SEM	B Lymphocyte	None	6.158296992999456e-69	1.3111729586072066e-76	1.3885648038928777e-85	4.16569440726706e-85
175	70095	TET2	293T	None	None	2.4821527570196268e-82	1.801008459076767e-63	1.5839588500232022e-85	4.748846125440615e-85
176	45973	MYC	K562	Erythroblast	Bone Marrow	2.331424407301404e-37	1.6557126148143695e-85	7.830968062274626e-84	4.864291444824538e-85
177	32791	MYC	P493-6	B cell lymphoma	None	6.0258581639058455e-58	8.87052683233579e-85	2.175608465944494e-85	5.24132452283707e-85
178	8117	MYC	K562	Erythroblast	Bone Marrow	4.309662628561663e-51	1.4693436546624755e-83	1.7963809246781868e-85	5.32405231012875e-85
179	41574	BRD1	RKO	Epithelium	Colon	2.1958038635735816e-78	9.559495261893392e-75	2.0321083930833673e-85	6.096324614935674e-85
180	34392	MECP2	IMR90	Fibroblast	Lung	3.403157936238238e-39	2.641419984069242e-79	2.0327463546281716e-85	6.0982343708922e-85
181	63407	POLR2AphosphoS5	None	iPSC	None	1.2275000473701884e-66	1.3500608475867145e-60	2.263041656264358e-85	6.789124968793073e-85
182	37169	MYC	MM1.S	B Lymphocyte	Blood	1.8498742937032243e-58	3.799449700512751e-61	2.849629378856242e-85	8.548888136568728e-85
183	43634	MED1	OCI-Ly1	B cell lymphoma	Bone Marrow	1.4916914641965524e-44	1.1846112019748663e-83	2.926861232771273e-85	8.568869575343058e-85
184	46236	SIN3A	HepG2	Epithelium	Liver	6.7422370780639645e-50	6.430836904239775e-73	2.9223434332062114e-85	8.767030299614651e-85
185	72408	PARP1	MCF-7	Human Breast Cancer Cell	Breast	2.0858846520374557e-77	4.853835175090333e-85	1.4881837979697272e-81	1.4556757379101844e-84
186	36362	GTF2B	IMR90	Fibroblast	Lung	4.658810418892158e-69	6.237701083776359e-85	1.6418330607111886e-83	1.8028171584861796e-84
187	46268	GABPA	K562	Erythroblast	Bone Marrow	1.8312713347053287e-52	1.4502400074160563e-72	6.0342766635847e-85	1.8102829990746568e-84
188	70561	MYC	U2OS	None	Bone	6.257299604426281e-74	2.8543690663841545e-58	6.05310299848743e-85	1.8159308995286626e-84
189	43684	KDM4C	KYSE-150	Epitheloid Cell	Esophagus	1.773929198266198e-79	1.0809570209191138e-67	6.935739595389844e-85	2.0807137434057447e-84
190	39047	BRD4	MM1.S	B Lymphocyte	Blood	1.8233002085827958e-48	3.2835866379954446e-81	1.0869775739207105e-84	3.259853600621505e-84
191	45965	MYC	K562	Erythroblast	Bone Marrow	3.7717653240701697e-44	6.756795685515148e-84	1.452249331233326e-84	3.586002511455196e-84
