Transcription Factor,1st Sample p-value,2nd Sample p-value,3rd Sample p-value,4th Sample p-value,5th Sample p-value
E2F4,36812;4.98E-97,542;1.33E-89,49480;2.70E-89,63740;9.11E-66,63739;1.94E-61
E2F1,67455;2.36E-67,67459;2.58E-64,67457;2.12E-59,70857;7.60E-57,70860;9.71E-57
E2F7,58174;2.12E-60,5777;1.50E-51,38698;2.88E-33,58173;3.17E-21,38591;4.62E-20
RBL2,1880;3.66E-55,1874;1.13E-50,1876;1.60E-45,1878;8.68E-43,1875;1.39E-38
RB1,1872;8.84E-51,1870;1.60E-46,1873;3.77E-38,49417;2.52E-32,38489;1.15E-30
TFDP1,77534;2.36E-50,62550;1.51E-36,77535;2.95E-36,38731;9.54E-36,62551;1.89E-30
RNF2,43572;1.45E-35,43561;1.67E-26,62639;8.97E-11,62638;9.91E-11,8549;3.80E-10
HDAC1,8658;2.97E-29,8774;2.99E-27,8657;4.25E-27,68822;2.48E-24,45428;1.22E-16
HDAC2,72913;8.03E-29,72935;6.34E-28,8660;1.03E-18,8659;1.61E-18,45222;1.67E-12
ING2,41572;2.19E-25,,,,
SAP30,8799;2.59E-23,8800;1.69E-16,45419;4.23E-16,45234;6.18E-13,8821;6.18E-13
E2F6,45776;9.05E-23,46071;1.51E-19,46177;2.29E-13,1978;8.69E-13,46297;4.83E-12
SIN3A,63655;1.57E-22,46329;1.12E-19,45639;1.96E-19,46360;6.75E-17,46057;1.32E-16
KMT2D,68632;2.12E-21,68635;3.08E-21,68627;3.62E-17,55405;7.49E-15,68638;9.65E-13
PHF8,1312;2.23E-21,1309;9.98E-18,2684;2.01E-17,93;3.16E-16,45239;1.27E-15
AFF4,69872;6.49E-21,69873;3.95E-16,48994;1.24E-12,48996;1.32E-09,48993;1.72E-09
MBD2,48824;2.01E-20,48827;2.41E-16,48825;1.73E-15,63028;5.46E-14,64901;1.55E-11
KAT2B,45742;3.37E-20,45635;1.86E-04,45418;4.12E-04,8788;4.12E-04,4418;2.28E-02
TAF1,46162;4.48E-20,46077;7.23E-20,46154;2.17E-19,46108;6.56E-18,46221;1.49E-17
NIPBL,9320;4.69E-20,53673;5.18E-18,53671;7.63E-16,53672;2.12E-13,53670;6.88E-13
NELFA,55468;6.12E-20,55465;1.96E-16,55466;2.66E-14,43451;2.27E-13,55467;8.24E-10
NFYA,42738;8.02E-20,45769;2.67E-15,45945;4.88E-14,2094;1.39E-12,45626;9.19E-08
AFF1,73713;8.50E-20,73714;8.75E-18,72089;2.54E-12,73712;1.18E-11,34966;1.00E-04
XRN2,58843;9.75E-20,58844;2.76E-18,36234;2.53E-17,58841;2.59E-16,36228;6.22E-16
NOTCH1,43104;2.27E-19,43101;4.94E-15,392;8.99E-15,36765;3.81E-12,393;3.13E-06
PARP1,72407;2.42E-19,72405;3.49E-18,72408;4.32E-18,72406;1.19E-17,43678;1.02E-03
CDK9,53346;3.24E-19,53347;7.84E-18,43081;6.45E-17,40226;2.53E-14,33888;2.87E-13
KAT7,8482;5.02E-19,,,,
SPI1,50876;9.56E-19,50879;1.07E-17,50877;1.44E-17,50894;8.60E-17,50878;2.66E-16
ERG,47416;1.15E-18,37633;8.03E-11,37583;2.23E-10,53296;5.33E-10,33458;5.81E-10
POLR2B,9216;1.22E-18,36356;1.27E-14,,,
KDM4C,43684;1.74E-18,58138;8.99E-04,58137;8.99E-04,43685;1.06E-03,
WDR5,58506;1.91E-18,49877;2.48E-18,49852;5.29E-17,52436;3.16E-15,52432;2.34E-12
GTF2B,56961;2.23E-18,36362;6.89E-13,56978;1.69E-12,56958;3.10E-08,56982;3.01E-07
CDK8,56379;2.28E-18,56353;6.17E-16,56375;4.83E-12,56369;1.37E-11,56351;2.88E-10
NELFE,69813;6.99E-18,69816;8.48E-18,53324;1.97E-17,69815;3.98E-17,69807;1.78E-16
FOXP1,51750;7.62E-18,1013;1.36E-10,1012;1.36E-10,42760;6.28E-05,54156;1.17E-03
BRD1,41574;8.74E-18,56280;4.73E-04,56279;6.71E-04,56281;1.08E-03,56282;1.11E-03
RBP2,53076;1.08E-17,53078;2.57E-07,53077;5.61E-07,53075;8.88E-07,
MBD3,71069;1.10E-17,41400;8.84E-04,71068;9.71E-04,71070;1.76E-03,59413;7.95E-03
HBP1,64038;1.42E-17,64039;1.23E-16,38726;8.46E-04,,
MED1,69868;1.87E-17,69869;2.76E-15,43110;6.37E-14,73699;1.59E-13,40016;3.82E-13
XBP1,43400;2.14E-17,42895;5.16E-12,38803;1.09E-03,43399;2.20E-03,43398;4.41E-03
CHRM2,50107;2.68E-17,50108;4.57E-09,43234;8.21E-05,34677;8.99E-04,52969;8.99E-04
INTS3,53323;3.54E-17,,,,
FOXM1,34997;4.09E-17,39460;2.48E-16,34999;1.75E-15,53254;3.38E-14,35011;2.89E-13
RBPJ,43102;4.41E-17,394;1.06E-16,43105;2.62E-16,59346;6.00E-14,73407;2.05E-08
JMJD6,74838;5.06E-17,74836;1.40E-03,74843;9.82E-03,43063;6.84E-02,43089;7.74E-02
BRD4,33904;5.24E-17,69870;8.25E-17,43763;2.37E-16,56357;2.35E-15,73719;3.44E-15
STAT3,42212;7.75E-17,42217;2.72E-13,42215;1.20E-10,42219;3.73E-10,42220;7.51E-08
CDK7,49493;1.11E-16,49494;3.29E-14,43592;1.75E-13,40053;1.28E-11,40055;1.89E-10
SETD1A,59170;1.50E-16,76519;2.10E-09,,,
LEO1,73696;1.85E-16,55661;1.81E-04,,,
KDM5B,45390;1.86E-16,8791;5.50E-15,47276;1.46E-13,47267;3.51E-12,47266;5.60E-12
ATF2,42708;2.02E-16,74640;3.86E-03,46112;6.06E-03,64958;1.70E-02,46193;4.68E-02
SUZ12,50372;2.48E-16,8823;1.03E-05,45233;1.03E-05,5876;6.74E-04,74214;8.61E-04
CHD2,45802;2.86E-16,45638;2.09E-14,45701;8.14E-14,45905;1.50E-13,45764;4.55E-11
GMEB2,38724;3.05E-16,42762;5.03E-10,,,
RELA,69874;3.18E-16,50893;2.92E-15,50892;4.11E-15,42899;6.66E-15,36321;1.39E-13
TET2,70093;3.26E-16,70095;2.13E-15,50981;6.57E-04,55283;8.99E-04,68663;8.99E-04
