,0,TF
36812|E2F4,2.3723309907722445e-166,E2F4
67455|E2F1,8.00156006448329e-130,E2F1
77534|TFDP1,2.8015734898182945e-109,TFDP1
1880|RBL2,8.529568884233146e-108,RBL2
1872|RB1,1.2801384594037131e-96,RB1
58174|E2F7,1.445699322306487e-85,E2F7
43572|RNF2,8.804413201559228e-78,RNF2
72913|HDAC2,3.78138738638762e-65,HDAC2
8658|HDAC1,3.94019081883445e-61,HDAC1
41572|ING2,1.3870249773466974e-53,ING2
63655|SIN3A,1.7969503981798667e-51,SIN3A
45776|E2F6,3.519969342573572e-49,E2F6
48824|MBD2,4.277345906595013e-48,MBD2
43684|KDM4C,5.333858846937154e-46,KDM4C
1312|PHF8,5.663868779218209e-46,PHF8
73713|AFF1,2.70405645343293e-45,AFF1
50877|SPI1,2.7383123228852314e-44,SPI1
69872|AFF4,4.833572179667622e-44,AFF4
58843|XRN2,5.453979607753843e-44,XRN2
53346|CDK9,1.116663079379366e-43,CDK9
8482|KAT7,3.811496855062205e-43,KAT7
8799|SAP30,8.43134168996461e-43,SAP30
41574|BRD1,1.2522244078722221e-42,BRD1
46162|TAF1,1.493458931538587e-42,TAF1
9216|POLR2B,1.5271166452363123e-42,POLR2B
53673|NIPBL,2.0261668270204116e-42,NIPBL
68632|KMT2D,3.1795843785807846e-42,KMT2D
59170|SETD1A,1.678124843711688e-41,SETD1A
72407|PARP1,1.735871479694199e-41,PARP1
42738|NFYA,1.8278704421611054e-41,NFYA
58506|WDR5,5.265231522044094e-41,WDR5
55468|NELFA,1.2183621688653314e-39,NELFA
69874|RELA,1.3026718228586352e-39,RELA
43104|NOTCH1,2.4330134979005024e-39,NOTCH1
38585|TAF3,8.97550103295582e-39,TAF3
45390|KDM5B,9.292238744935853e-39,KDM5B
50163|TBP,2.2975827135178578e-38,TBP
36230|TTF2,2.363566088172367e-38,TTF2
43400|XBP1,5.313256138322276e-38,XBP1
74838|JMJD6,7.73478200182303e-38,JMJD6
45758|NFYB,1.2342268212087196e-37,NFYB
47416|ERG,1.2793156771246187e-37,ERG
73716|KMT2A,1.582566682849038e-37,KMT2A
42708|ATF2,1.7424374976399705e-37,ATF2
69870|BRD4,1.908928666935202e-37,BRD4
42212|STAT3,3.695357994669276e-37,STAT3
394|RBPJ,4.212347879705244e-37,RBPJ
69813|NELFE,5.3698792982635204e-37,NELFE
34997|FOXM1,5.721681479858637e-37,FOXM1
64039|HBP1,1.0047309925416259e-36,HBP1
56961|GTF2B,1.1102127498868671e-36,GTF2B
74665|NRF1,1.187136978232579e-36,NRF1
49493|CDK7,1.9569501146394244e-36,CDK7
53323|INTS3,1.99800089889767e-36,INTS3
42712|E2F3,6.19979507291903e-36,E2F3
58809|MAF,6.549668879978267e-36,MAF
45638|CHD2,1.0813388889476715e-35,CHD2
69868|MED1,1.5368193689603374e-35,MED1
42720|HOXA4,1.6099756229453688e-35,HOXA4
7527|HEY1,1.8292760579346697e-35,HEY1
73696|LEO1,2.1336074042129145e-35,LEO1
71069|MBD3,2.3184342383746943e-35,MBD3
34396|MECP2,7.58394153385606e-35,MECP2
45650|MAX,1.1468196810463594e-34,MAX
5968|MYC,1.2529082648206426e-34,MYC
68223|NR3C1,2.6804234824439522e-34,NR3C1
53076|RBP2,2.9657671212778474e-34,RBP2
3273|GATA1,5.525540555852906e-34,GATA1
50372|SUZ12,9.035620831197775e-34,SUZ12
45421|RBBP5,1.2702630834095781e-33,RBBP5
76520|BPTF,1.3018883752370928e-33,BPTF
56379|CDK8,1.6320468366487796e-33,CDK8
64302|E2F5,2.118799859398094e-33,E2F5
45742|KAT2B,3.1062780247120705e-33,KAT2B
50107|CHRM2,3.122539443525578e-33,CHRM2
36226|DCP1A,9.747796549802047e-33,DCP1A
74682|FOXO3,1.6712556344187992e-32,FOXO3
53325|SUPT5H,1.7668844379790857e-32,SUPT5H
70095|TET2,1.8779237702673604e-32,TET2
46160|PAX5,2.429193444352932e-32,PAX5
70731|FOXK1,3.282015035412863e-32,FOXK1
37334|CREB1,4.723788941863333e-32,CREB1
49778|CHD8,1.2701856505219973e-31,CHD8
8412|GATA2,1.2930417358689323e-31,GATA2
68966|PR,1.3836081601568345e-31,PR
65056|TGIF2,1.7116279842592346e-31,TGIF2
36841|TCF7L2,1.742163773190953e-31,TCF7L2
45866|MXI1,1.8788957527902993e-31,MXI1
42722|HOXA6,1.9722434820465295e-31,HOXA6
45767|HCFC1,6.633039150411336e-31,HCFC1
64560|SP2,9.053729007715609e-31,SP2
46157|POU2F2,9.056675077842983e-31,POU2F2
